B.fi content.tsv
Level	Esperanto	fi	en-us	Grupo	Alternativoj	Pronoco
level	ha, jes, mi iam legis pri tio	ah, kyllä, olen joskus lukenut siitä	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	ja sitten olisit Injo?	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	jos haluat mennä sinne	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	paljonko kello on nyt?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	kello on jo viisi minuuttia kymmeneen	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	viisi minuuttia ennen kymmentä tai yhdeksää viisikymmentäviisi	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	osui vai jäi väliin?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	missasit aamiaisen	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	Voi paska!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	Oletko tyytyväinen ?	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	ja minä, joka olen erittäin nälkäinen	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	jos on kiire	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	voi ainakin osua aukkoon	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	kongressin avaus	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	voit ainakin lyödä konventin avajaisia	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	milloin se on?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	vartti kymmenen aikaan	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	se kestää tunnin	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	ja kahdeltatoista on mahdollista syödä	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	kauniisti odotan sitä innolla	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	kerro mitä tapahtuu avajaisissa?	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	kannattaako ollenkaan käydä?	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	minun mielestäni kyllä	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	yleensä se ei ole kovin vilkasta	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	mutta sinulle &quot;alokas&quot;	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	voi olla mielenkiintoista osallistua siihen	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	Luulen, että ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	TEJO:n presidentti sanoo muutaman sanan	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	kongressin teema	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	näyttää, luultavasti	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	joku LKK:sta luultavasti esittelee kongressin aiheen	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	jokaisella IJK:lla on teemansa	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	Toivottavasti tulee myös musiikkia	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	no missä se järjestetään?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	suuressa luentosalissa	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	miten sen löytää?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	kun lähdet tästä paikasta	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	mene suoraan rakennuksen päähän	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	ehkä 100 metriin	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	taas oikein, suoraan ehkä 100 metriä	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	ja siellä on keltainen talo	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	tien vasemmalla puolella	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	merkkejä kaikista IJK:n sivustoista	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	siitä löydät kylttejä kaikista IJK-sivustoista	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	Laitan viestiä kännykällä	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	jos en löydä	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	Oi, hyvä idea, nähdään siellä!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	luentosalissa	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	suojelusenkelit? vitsailetko?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	TEJO:n puheenjohtaja	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	lopuksi toivotan teille kaikille hauskaa viikkoa	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	uusimpien tietojen mukaan	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	meitä on täällä 423 38 maasta	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	Toivotan sinulle hedelmällistä ja hauskaa IJK-viikkoa	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	lämpimästi tervetuloa TEJOn hallituksen puolesta	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	suuren suosionosoituksen jälkeen	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	onnistuitko pysymään hereillä?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	kyllä, lähinnä nälän vuoksi	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	ei, minä vitsailen. oli mielenkiintoista kuulla	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	oli mielenkiintoista kuulla vähän toiminnasta	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	kuulla liikkeen toiminnasta ja rakenteesta	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	TEJO-istunto kiinnostaa sinua	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	ehkä jotkin TEJO-istunnot saattavat kiinnostaa sinua	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	kyllä ehkä	yes maybe	grupo	alternativoj	prononco
level	mi provos	aion yrittää	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	yrittää osallistua	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	yritän osallistua	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	osallistua yhteen	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	käydä katsomassa	attend to see	grupo	alternativoj	prononco
level	iun tagon	eräänä päivänä (jonakin päivänä)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	Yritän joku päivä	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	yksi päivä osallistua	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	osallistu joku päivä nähdäksesi	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	Yritän joku päivä osallistua nähdäkseni	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	mikä tuo on?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	mistä ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	suojelusenkeli	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	tuo &quot;suojeluenkeli&quot;	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	mutta mikä on	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	mutta mitä se tarkoittaa &quot;suojelusenkelissä&quot;?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	vitsi?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	huono vitsi?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	huono vitsi	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	joku vitsi	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	joku huono vitsi	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(onko se) huono vitsi?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	vitsailen	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	ei, minä vitsailen	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	oli mielenkiintoista kuulla	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	miten ottaa yhteyttä ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	ja miten noihin enkeleihin saa yhteyttä?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	ehkä jollain IJK-rukouksella	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	Kokeile! jos se ei toimi, voit mennä osoitteeseen ~	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	voit mennä huoneeseen &quot;Taivas&quot; lounaan jälkeen	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	hienoa, ensin ruoka, sitten taivas	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	ensin ruokaa, sitten taivaalle enkeleille	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#VIITE!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	vähäisen ruoan jälkeen	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Kabe menee huoneeseen &quot;taivas&quot;	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	hei, onko tämä ensimmäinen IJK:si?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	okei. Olen erittäin iloinen. Olen Jesi	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	ja tämä on jo kuudes IJK-ni	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	tässä paperi, jossa on kysymyksiä	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	paperi kysymyksiä ja tehtäviä	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	joitain kongressiin liittyviä kysymyksiä ja tehtäviä	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	yrität ratkaista ne	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	Suosittelen, että yrität ratkaista ne	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	Puolalaisen Anan, saksalaisen Borisin ja japanilaisen Natsukon kanssa	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	soita vain jos tarvitset apua	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	myöhemmin kirjapalvelussa	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	niin miten oli taivaassa?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	Tapasin todella oikean enkelin!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	taivaallinen, luulen tapaavani todellisen enkelin!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	hän oli hämmästyttävän kaunis ja kiltti	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	Herranjumala! ja mikä hänen nimensä on?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	oi, unohdin jo!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	enemmän ja enemmän humalassa	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	baarissa Kabe humatuu yhä enemmän	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	onko myös baarimikko?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	yksi olut kiitos	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	se maksaa 1 euro	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	haluaisitko myös jotain muuta?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	ei kiitos, olut riittää minulle	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	Todella? entä vodka, labamba ja naaraat?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	no miksipä ei	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	sen sanotaan olevan hauskaa	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	En ole vielä tanssinut labambaa, mutta se on kuulemma hauskaa	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	laulun &quot;La Bamba&quot; aikana ihmiset tanssivat	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	ihmiset tanssivat isossa ympyrässä	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	ja siinä piirissä tanssivat muut ihmiset	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	toimii niin, että ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	toimii niin, että ihmiset tanssivat isossa ympyrässä	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	tanssii isossa ympyrässä ja sen sisällä	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	ihmiset tanssivat ja muut ihmiset tanssivat	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	ne, jotka tanssivat ympyrän sisällä	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	tanssijat valitsevat tanssijan ympyrästä	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	valitsee tanssijan ja suutelee häntä	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	suutelee häntä kolmesti poskille	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	valitsee tanssijan ja suutelee poskille	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	valitsee tanssijan ympyrästä ja suutelee	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	sitten he vaihtavat paikkaa	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	suukkoja, suuteleva henkilö, suudeltava henkilö, henkilö joka suutelee, henkilö jota suutelee	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	ja suudelmasta tulee henkilö, joka suutelee	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	ne tanssijat valitsevat ja sitten he vaihtavat paikkaa	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	henkilö, joka suuteli, on nyt henkilö, jota suudellaan	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	erittäin helppoa, eikö?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	no, toivottavasti se on ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	käytännössä helpommin	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	toivottavasti on helpompaa	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	se on käytännössä helpompaa	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	yritän joskus	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	mutta ensin olut!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	Kokeilen joku päivä, mutta ensin olut!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	fiksu poika	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	sinä joka tunnet melkein kaikki	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	tuntee melkein kaikki täällä	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	tiedätkö kuka tyttö on?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	tyttö, joka koordinoi	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	tyttö, joka koordinoi &quot;suojeluenkeleitä&quot;	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	luultavasti ajattelet Jesiä	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	kyllä se on oikein!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	Muistan kuulleeni	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	nyt muistan sen ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	muista, että kuulin hänen nimensä	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	minun mielestäni	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	hän on outo ihminen	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	mielestäni hän on outo ihminen	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	ei juo olutta ollenkaan	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	eikä syö lihaa	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	näyttää siltä, että ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	hänen ainoa kiinnostuksensa on ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	Vain esperanton toiminta kiinnostaa	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	näyttää siltä, että hänen ainoa kiinnostuksen kohdensa on esperanto	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	mutta hän on erittäin kaunis	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	on erittäin kaunis ja kiltti	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	erittäin mukava ja ystävällinen mielestäni	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	ehkä olet oikeassa	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	ehkä olet oikeassa siinä	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	ei ole juuri koskaan baarissa	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	hän ei ole melkein koskaan ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	älä tapaa häntä usein	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	En tapaa usein	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	ja siksi en tapaa häntä usein	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	viheltää sellaisista ihmisistä	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	itse asiassa viheltelen täysin	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	ymmärrän ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	näin todellinen baarimikko puhuu	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	aivan oikein, terveydellesi!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	terveydeksesi! oi, mahtava olut	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	tietysti minä valitsin sen	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	Onko sinulla mitään käsitystä?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	mistä olisi mahdollista löytää se outo tyttö?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	löytää se outo mutta erittäin kaunis tyttö	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	idea mistä sen voisi löytää ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	on idea, mistä ~ olisi mahdollista löytää	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	ehdottomasti teepesulassa (Owlery)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	sellaiset ihmiset istuvat jatkuvasti	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	istuu jatkuvasti juomassa teetä	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	mikä tylsä elämä!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	teepesula (Owlery) on rauhallinen paikka	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	rauhallinen paikka, jossa voit juoda teetä	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	juo teetä, juttele, kuuntele hiljaista musiikkia	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	kuunnella hiljaista musiikkia ja muuta vastaavaa	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	löydät sen käytävän päästä	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	käytävän päässä baarin ulkopuolella	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	et voi kantaa oluttasi	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	vie oluesi sinne	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	mutta et voi viedä oluttasi sinne	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	se on todellakin pöllöjen paikka!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	ensin tanssilattialle	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	ehkä minun pitäisi mennä ensin	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	anna minun mennä ensin tanssilattialle	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	seuraava henkilö!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	mitä haluat rakas	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	onko vapaata paikkaa?	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	kyllä varmasti	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	tosi kiva täällä	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	täällä teepesulassa (pöllöpöllö)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	Tarvitsen rauhaa	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	erittäin stressaavan päivän jälkeen	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	rauhaa stressaavan päivän jälkeen	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	tunnelma teepesulassa (pöllöpöllö)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ on erittäin hyvä kontrasti	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	toisin kuin muut tapahtumat	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	muut tapahtumat IJK:n aikana	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	tunnelma on kontrasti muihin tapahtumiin	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	se on erittäin hyvä kontrasti, eikö?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	kyllä, pehmeää musiikkia	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	pehmeä musiikki, hiljainen keskustelu	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	hiljaista keskustelua ja mielenkiintoista teetä	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	täydellinen voiman palauttamiseen	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	vaikutat erittäin väsyneeltä	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	mitä teit koko päivän?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	ensin tein postauksen	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	posti huomisen retkille	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	Tein postauksen retkiä varten	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	muuten, oletko menossa?	by the way, are you going?	grupo	alternativoj	prononco
