A.pt content.tsv
Level	Esperanto	pt	en-us	Grupo	Alternativoj	Pronoco
level	rigardis lin kaj diris	olhou para ele e disse	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	sábio e tolo	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	que menino tolo!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	estava na frente de uma escola	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	breve	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	ele estava na frente de ~	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	ir e entrar	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	ele queria entrar	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	para entrar na escola	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	mas entretanto	but however	grupo	alternativoj	prononco
level	sed li ne povis	mas ele não conseguiu	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	fechar e fechar	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	estava fechado	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	nem ~ nem ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	nem professor nem estudantes masculinos e femininos	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	não vi nem professor nem alunos	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	sentar, sentar	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	sentou-se (estava sentado)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	ele se sentou	he got seated	grupo	alternativoj	prononco
level	kaj pensis	e pensamento	and thought	grupo	alternativoj	prononco
level	kio okazis?	O que aconteceu?	what did happen?	grupo	alternativoj	prononco
level	diable	para o terrível (como um demônio)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	dane-se	dam it	grupo	alternativoj	prononco
level	memoras	lembra	remembers	grupo	alternativoj	prononco
level	nun mi memoras	agora eu lembro	now I remember	grupo	alternativoj	prononco
level	dimanĉo	Domingo	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	hoje é ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	Hoje é domingo	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	dormir e adormecer	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	um sol e uma lua	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	de repente e de repente	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	desligado! (para iniciar)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	pular e pular	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	sempre cedo	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	hoje coloquei e corri	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	uma coisa que não é idade	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	correu junto com pessoas sábias	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	assim que possível	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	que menino, que menina	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	nem pensei nem memorizei	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	um demônio esperou por água no domingo	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	um momento tão pequeno	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	mesmo um momento tão pequeno vale a pena	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	chorei até a noite	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	guarde a correspondência da mão	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	riu sozinho, guardando a correspondência	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	nem ele nem ela riram	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	ela não riu nem respondeu	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	ele não senta nem assiste	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	eu nunca vi	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	Eu nunca vou contar a ninguém	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	Não contes a ninguém	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	Eu nunca direi	I will never say	grupo	alternativoj	prononco
level	mem	para si mesmo (por si mesmo)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	eu mesmo fiz	I did it myself	grupo	alternativoj	prononco
level	faris tion	fez isso (fez isso)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	fez você mesmo (fez você mesmo)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	vejo você (de novo), vejo você (de novo)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	até! (adeus!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	para começar a falar	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	comecei a dizer, comecei a falar finalmente	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	bebi muito rápido	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	tomei uma bebida matinal	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	chegar mais cedo	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	vir para a escola	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	chegar cedo para ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	não ouvi notícias	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	ainda não ouvi	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	Eu não ouvi ainda	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	naquele momento	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	naquele momento ele chorou	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	um menino que não ama	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	meninos e meninas	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	outros meninos e meninas	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	não ama outros meninos e meninas	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	nem amigos nem namoradas	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	não tem dinheiro nem tempo	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	quem tinha o livro?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	o livro que você esperou	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	aquilo que você esperou por mais de 2 anos	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	você quer isso?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	você quer isso ~?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	querido	dearest	grupo	alternativoj	prononco
level	plej kara foto	foto querida	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	minha querida foto	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	onde você comprou ~?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	aquela roupa	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	aquela roupa (objetivo)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	comprei aquela roupa	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	você irá lá	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	Onde você está indo?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	dia ensolarado	sunny day	grupo	alternativoj	prononco
level	estos suna tago	será um dia ensolarado	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	se será um dia ensolarado	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	seu irmão já começou	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	seu irmão já começou?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	onde está a água	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	para trazer a água	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	você mesmo trouxe	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	a água que você mesmo trouxe	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	estava muito quieto	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	hoje minha mãe estava ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	Eu vim de ~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	fora da escola	out of the school	grupo	alternativoj	prononco
level	raportis al ~	relatado para ~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	e relatou a ela	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	relatou que ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	informou que vou receber	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	vou tirar uma nota ruim	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	ela disse isso ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	você tem que fazer ~ funcionar	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	mais	more	grupo	alternativoj	prononco
level	pli multe laborigi	para tornar o trabalho mais	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	para fazer sua cabeça funcionar	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	quantas notas ruins	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	você tem tantas notas ruins	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	estava triste	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	para o seu quarto	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	entre no seu quarto	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	vá e aprenda	go and learn	grupo	alternativoj	prononco
level	mi sidis	eu sentei	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	no meu quarto	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	sentei no meu quarto	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	não aprende nem lê	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	mas eu não conseguia aprender nem ler	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	meus pensamentos	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	em um jogo	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	jogo com meus amigos	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	no esporte	at sport	grupo	alternativoj	prononco
level	al mi mem	para mim mesmo	to myself	grupo	alternativoj	prononco
level	diris al mi mem	disse para mim mesmo	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	tão estúpido	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	eu sou tão estúpido?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	embora eu tenha aprendido muito	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	a mãe entrou	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	minhas palavras	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	e ouvi minhas palavras	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	ela respondeu imediatamente	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	não, minha querida	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	Você não é estupido	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	o problema é que ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	que você deve aprender	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	deve aprender muito mais	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	então você não terá	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	más notas	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	terá apenas notas ruins	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	também agora	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	eu não os tenho	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	Eu tenho uma boa nota	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	sobre música	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	uma boa nota sobre música	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	a mãe de repente começou a rir	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	que embelezou ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	meu dia	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	fez o meu dia	made my day	grupo	alternativoj	prononco
level	sed tamen restis	mas ainda permaneceu	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	mas o problema ainda persistia	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	um quilograma de ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	um quilo de açúcar	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	um copo de ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	um copo de água	a glass of water	grupo	alternativoj	prononco
level	multe da ~	muito ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	muitas ideias	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	para segurar	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	resolvi tudo	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	entregue a ele	handed over to him	grupo	alternativoj	prononco
level	mi petas	eu estou perguntando	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	um copo de café	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	e um pouco de água	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	Eu gostaria de um copo de café	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	Gostaria de uma xícara de chá	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	machucá-lo	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	sua cabeça doeu	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	ele adoeceu	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	gosta de ser linda	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	ela embelezou o rosto	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	o menino gosta de ser bonito	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	portanto ela o embelezou	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	depois do almoço	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	para limpar a cozinha	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	quem vai limpar a cozinha?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	quer beber	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	o que você quer beber	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	beber chá	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	um pouco de água	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	você não quer nada?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	tão de repente	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	por que você decidiu ~?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	por que você decidiu tão de repente?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	seu quarto	your room	grupo	alternativoj	prononco
level	via ĉambreto	seu quartinho	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	para o seu quartinho	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	para renovar seu quartinho	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	decidiu reformar seu quartinho	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	a quem	to whom	grupo	alternativoj	prononco
level	vi donis ~	você deu ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	para quem você deu ~?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	limpar óculos	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	você deu os óculos limpos	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	os copos limpos para o vinho	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	contra quem	against whom	grupo	alternativoj	prononco
level	via sportklubo	seu clube esportivo	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	joga contra ~	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	duas semanas atrás	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	contra quem seu clube esportivo jogou?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	você vê ~?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	você costuma ver ~?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	muitas vezes vejo o policial	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	aquele que mora em ~	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	mora no alojamento	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	a morada acima de você	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	vê o policial que mora em ~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	plano de condução	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	queria viajar	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	viajar para outro país	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	no tempo livre	in free time	grupo	alternativoj	prononco
level	ili decidis iri	eles decidiram ir	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	decidi ir para a Itália	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	cidades antigas	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	um país com cidades antigas	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	outras belezas	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	e outras belezas	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	um lindo país com cidades antigas e outras belezas	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	eles eram felizes	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	onde está ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	Onde estão minhas roupas	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	ela perguntou ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	não vamos esquecer de trazer ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	levar o livro com você	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	um livro para aprender esperanto	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	carregar um livro para aprender	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	podemos começar ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	No trem	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	já no trem	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	não faremos nada	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	de carro	by car	grupo	alternativoj	prononco
level	ni veturos per ~	nós passaremos de carro ~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	vai dirigir um carro	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	eu tenho um segredo	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	meu tio rico	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	meu desejo	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	cumpri meu desejo	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	nos deu	gave us	grupo	alternativoj	prononco
level	sian aŭton	o carro dele	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	e nos deu seu carro	and gave us his car	grupo	alternativoj	prononco
level	por uzo	para uso	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	está diante de ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	fica na frente da casa	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	Eu tenho que dizer ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	não diga nada	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	vamos sentar	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	entre no carro	get in the car	grupo	alternativoj	prononco
level	veturi al ~	dirigir para ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	e dirigir para a Itália	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	sentei no carro	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	também as roupas	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ estava no carro	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	ainda sentei e esperei	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	mas ele esperou	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	por que não ~?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	por que não começamos a dirigir?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	Eu tenho ~ também	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	dirigiria o carro	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	mas eu não sei ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	Eu nunca aprendi isso	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	eu acreditaria ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	se eu fosse saudável	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	Eu ficaria muito feliz	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	como se você fosse rico	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	você fica aí sentado como se fosse um homem rico	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	suposta escola	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	como um homem rico	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	você fica aí sentado como um homem rico	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	Tanto dinheiro	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	tanto dinheiro quanto ideias	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	se eu tivesse tanto dinheiro	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	eu viajaria	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	ao redor do mundo	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	em cada dicionário	in every dictionary	grupo	alternativoj	prononco
level	mankas io	algo está faltando	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	algumas palavras estão faltando	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	um homem que falou longamente	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	na mesa de jantar	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	uma pessoa que conta continuará com fome	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	continua contando na mesa de jantar	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	ele teve que prestar atenção em ~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	não foi permitido ~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	foi autorizado a ficar	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	não foi permitido ficar muito tempo	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	ficar na chuva	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	foi por isso que ele pegou um resfriado	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	ele tem sua própria ideia clara	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	mas ele vai acreditar em tudo	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	qualquer coisa que você diga	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	como se você fosse a esposa dele	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	seus pais	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	para fazer seus pais felizes	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	o que poderia agradar ~?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	o que poderia deixar seus pais mais felizes?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	depois do aprendizado	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	pelo menos depois do aprendizado	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	para o centro da cidade	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	se você fosse comigo	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	se você fosse ao centro comigo	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	Para onde você gostaria de viajar?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	se você tivesse ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	dinheiro suficiente	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	se você tivesse dinheiro e tempo suficientes	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	você está planejando ~?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	planeja viajar para Paris	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	dirigir com um axuto	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	muito melhor	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	parece muito melhor	seems much better	grupo	alternativoj	prononco
level	per vagonaro	de trem	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	ou não parece ser muito melhor?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	várias pessoas	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	por que as pessoas explicam de maneiras diferentes?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	mesmas ideias	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	explica as mesmas ideias	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	familiares se reúnem	family members get together	grupo	alternativoj	prononco
