C.et content.tsv
Level	Esperanto	et	en-us	Grupo	Alternativoj	Pronoco
level	Bjalistoko	Bialystok	Bialystok	grupo	alternativoj	prononco
level	importisto	maaletooja	an importer	grupo	alternativoj	prononco
level	vipo	piits	a whip	grupo	alternativoj	prononco
level	kanalo	kanal, kanal	a canal, a channel	grupo	alternativoj	prononco
level	raŭka	husky, kähe, räige	husky, hoarse, raucous	grupo	alternativoj	prononco
level	indekso	indeks	an index	grupo	alternativoj	prononco
level	feminismo	feminism	feminism	grupo	alternativoj	prononco
level	atomo	aatom	an atom	grupo	alternativoj	prononco
level	pilo	hunnik (elektriline), akuelement	a pile (electric), a battery cell	grupo	alternativoj	prononco
level	abstrakta	abstraktne	abstract	grupo	alternativoj	prononco
level	prelego	loeng, kõne	a lecture, a talk	grupo	alternativoj	prononco
level	medicino	ravim	medicine	grupo	alternativoj	prononco
level	hepato	maks	a liver	grupo	alternativoj	prononco
level	marvirino	merineitsi	a mermaid	grupo	alternativoj	prononco
level	demenculo	dementsusega patsient	a dementia patient	grupo	alternativoj	prononco
level	finalo	finaal, play-off, finaal	a final, a play-off, a finale	grupo	alternativoj	prononco
level	ŝatokupo	hobi (=hobio)	a hobby (=hobio)	grupo	alternativoj	prononco
level	diplomato	diplomaat	a diplomat	grupo	alternativoj	prononco
level	eskimo	Eskimo	Eskimo	grupo	alternativoj	prononco
level	tinti	kõlisema, kõlisema	to tinkle, to jingle	grupo	alternativoj	prononco
level	Everesto	Everest	Everest	grupo	alternativoj	prononco
level	abrupte	järsult	abruptly	grupo	alternativoj	prononco
level	intima	intiimne, cose	intimate, cose	grupo	alternativoj	prononco
level	figo	joon	a fig	grupo	alternativoj	prononco
level	egale	võrdselt, sarnaselt	equally, alike	grupo	alternativoj	prononco
level	fosilio	fossiil	a fossil	grupo	alternativoj	prononco
level	moralo	moraali	morals	grupo	alternativoj	prononco
level	barbiro	juuksur	a barber	grupo	alternativoj	prononco
level	bapti	ristima	to baptize	grupo	alternativoj	prononco
level	regalo	maius	a treat	grupo	alternativoj	prononco
level	hispano	hispaanlane	a Spanish person	grupo	alternativoj	prononco
level	trikoto	kudum, kudum	a knit fabric, knitwear	grupo	alternativoj	prononco
level	antaŭnomo	eesnimi	a first name	grupo	alternativoj	prononco
level	plumnomo	pliiatsi nimi	a pen name	grupo	alternativoj	prononco
level	heredaĵo	pärand, pärand	a heritage, inheritance	grupo	alternativoj	prononco
level	ĉifi	kortsutama, kortsutama, kortsutama	to crumple, to wrincle, to crinkle	grupo	alternativoj	prononco
level	indiano	indiaanlane	an Indian	grupo	alternativoj	prononco
level	tosto	röstsai (kõne joogi kohta)	a toast (speech of drink)	grupo	alternativoj	prononco
level	strebi	poole püüdlema	to strive for	grupo	alternativoj	prononco
level	deci	befeteerima, sobima, sobima	to befet, to be fitting, to be appropriate	grupo	alternativoj	prononco
level	burĝono	pung, kobar	a bud, a burgeon	grupo	alternativoj	prononco
level	klifo	kalju	a cliff	grupo	alternativoj	prononco
level	klimatizilo	konditsioneer	a air conditioner	grupo	alternativoj	prononco
level	konstitucio	põhiseadus	constitution	grupo	alternativoj	prononco
level	kerno	tuum, tuum	a core, a kernel	grupo	alternativoj	prononco
level	feo	haldjas, haldjas, vaim	a fairy, a fay, a spirit	grupo	alternativoj	prononco
level	idealismo	idealism	idealism	grupo	alternativoj	prononco
level	paŝo	samm, tempo	a step, a pace	grupo	alternativoj	prononco
level	varti	hooldama, põetama	to look after, to nurse	grupo	alternativoj	prononco
level	kandidato	kandidaat, taotleja	a candidate, an applicant	grupo	alternativoj	prononco
level	pasinta	möödunud, viimane, möödas	passed, last, past	grupo	alternativoj	prononco
level	rezulto	tulemus	a result	grupo	alternativoj	prononco
level	gondolo	gondli	a gondola	grupo	alternativoj	prononco
level	bis	jälle! encore! veel üks kord!	again! encore! one more time!	grupo	alternativoj	prononco
level	komercisto	kaupmees, kaupmees	a merchant, a trader	grupo	alternativoj	prononco
level	aloo	aaloe	an aloe	grupo	alternativoj	prononco
level	prosperi	õitseda, olla edukas	to prosper, to be successful	grupo	alternativoj	prononco
level	ekonomia	majanduslik	economic	grupo	alternativoj	prononco
level	relativa	sugulane	relative	grupo	alternativoj	prononco
level	baleno	Vaal	a whale	grupo	alternativoj	prononco
level	klasika	klassika, klassika	classical, classic	grupo	alternativoj	prononco
level	necesi	vajalik olema, käituma	to be necessary, to behove	grupo	alternativoj	prononco
level	konsentite!	olles kokku leppinud! tehing!	having agreed! deal!	grupo	alternativoj	prononco
level	susuri	kahisema, siblima, vinguma	to rustle, to swish, to sough	grupo	alternativoj	prononco
level	iniciati	algatada	to initiate	grupo	alternativoj	prononco
level	muelilo	veski, veski	a mill, a grinder	grupo	alternativoj	prononco
level	matenmanĝo	hommikusöök, hommikusöök	breakfast, a breakfast	grupo	alternativoj	prononco
level	tragedio	tragöödia	a tragedy	grupo	alternativoj	prononco
level	izoli	isoleerima, isoleerima, eraldama	to isolate, to insulate, to seclude	grupo	alternativoj	prononco
level	matenmanĝi	hommikusööki sööma, hommikusööki sööma	to have breakfast, to eat breakfast	grupo	alternativoj	prononco
level	reĝimo	režiim	a regime	grupo	alternativoj	prononco
level	esperantisto	esperantist	an Esperantist	grupo	alternativoj	prononco
level	vespermanĝi	õhtust sööma, õhtust sööma	to have dinner, to eat dinner	grupo	alternativoj	prononco
level	pramo	parvlaev, pontoon	a ferry, a pontoon	grupo	alternativoj	prononco
level	monumento	monument	a monument	grupo	alternativoj	prononco
level	interkona vespero	tutvustav õhtu	an introductory evening	grupo	alternativoj	prononco
level	batato	maguskartul	a sweet potato	grupo	alternativoj	prononco
level	humana	inimlik, humanitaarne	humane, humanitarian	grupo	alternativoj	prononco
level	ekspluati	ära kasutama, ära kasutama, ebaausalt ära kasutama	to exploit, to utilize, to take unfair advantage of	grupo	alternativoj	prononco
level	sufero	kannatab, kannatab	suffering, a suffer	grupo	alternativoj	prononco
level	solena	pidulik, pidulik	solemn, ceremonious	grupo	alternativoj	prononco
level	Roterdamo	Rotterdam	Rotterdam	grupo	alternativoj	prononco
level	racio	mõistus, ratsionaalsus, loogiline arutluskäik	reason, rationality, logical reasoning	grupo	alternativoj	prononco
level	dokumento	dokument	a document	grupo	alternativoj	prononco
level	salikoko	krevetti	a shrimp	grupo	alternativoj	prononco
level	trejni	treenima, treenima	to train, to coach	grupo	alternativoj	prononco
level	tagmeze	keskpäeval	at noon	grupo	alternativoj	prononco
level	sinbano	suplemine, ujumine	bathing, swimming	grupo	alternativoj	prononco
level	skajpo	Skype	Skype	grupo	alternativoj	prononco
level	maso	mass, tükk	mass, lump	grupo	alternativoj	prononco
level	dando	dändi, fashionista	a dandy, a fashionista	grupo	alternativoj	prononco
level	labortago	tööpäev	a working day	grupo	alternativoj	prononco
level	Argentino	Argentina	Argentina	grupo	alternativoj	prononco
level	paralelo	paralleel	a parallel	grupo	alternativoj	prononco
level	aeroplano	lennuk, lennuk	an airplane, an aeroplane	grupo	alternativoj	prononco
level	pipro	pipar, must pipar	a pepper, a black pepper	grupo	alternativoj	prononco
level	surtuto	mantel	an overcoat	grupo	alternativoj	prononco
level	somera solstico	suvine pööripäev	summer solstice	grupo	alternativoj	prononco
level	rendevuo	kohtumine, kohtumine, kohting	an appointment, a rendezvous, a date	grupo	alternativoj	prononco
level	vintra solstico	Talvine pööripäev	winter solstice	grupo	alternativoj	prononco
level	papo	paavst	Pope	grupo	alternativoj	prononco
level	ferioj	puhkus, puhkus	holidays, vacation	grupo	alternativoj	prononco
level	tufo	tutt	a tuft	grupo	alternativoj	prononco
level	ĉerizfloro	kirsiõis	a cherry blossom	grupo	alternativoj	prononco
level	pirato	piraat	a pirate	grupo	alternativoj	prononco
level	tendenco	tendents, trend	a tendency, a trend	grupo	alternativoj	prononco
level	someraj ferioj	suvepuhkus	summer holidays	grupo	alternativoj	prononco
level	Mediteraneo	Vahemere	Mediterranean	grupo	alternativoj	prononco
level	pensiono	külalistemaja, pansionaat	a guest house, a boarding house	grupo	alternativoj	prononco
level	vintraj ferioj	talvepühad	winter holidays	grupo	alternativoj	prononco
level	kahelo	plaat	a tile	grupo	alternativoj	prononco
level	harmonio	harmoonia, kokkulepe	an harmony, an accord	grupo	alternativoj	prononco
level	kompetenta	pädev, võimekas	competent, capable	grupo	alternativoj	prononco
level	demokratio	demokraatia	a democracy	grupo	alternativoj	prononco
level	paradizo	paradiis, taevas	a paradise, Heaven	grupo	alternativoj	prononco
level	albano	albaanlane	an Albanian	grupo	alternativoj	prononco
level	akcesoro	lisaseade	an accessary	grupo	alternativoj	prononco
level	kupono	kupong, sub	a coupon, a sub	grupo	alternativoj	prononco
level	stano	tina (metall)	tin (metal)	grupo	alternativoj	prononco
level	murpentraĵo	seinamaaling (maal), seinamaal	a mural (painting), a wall painting	grupo	alternativoj	prononco
level	Nederlando	Holland	Netherlands	grupo	alternativoj	prononco
level	nederlanda	hollandi keel	Dutch	grupo	alternativoj	prononco
level	nederlandano	hollandlane	a Dutch	grupo	alternativoj	prononco
level	Norvegio	Norra	Norway	grupo	alternativoj	prononco
level	Danio	Taani	Denmark	grupo	alternativoj	prononco
level	modifi	muuta	to modify	grupo	alternativoj	prononco
level	apogmuro	tugisein	a supporting wall	grupo	alternativoj	prononco
level	Barcelono	Barcelona	Barcelona	grupo	alternativoj	prononco
level	kompanio	ettevõte	a company	grupo	alternativoj	prononco
level	eŭro	euro	euro	grupo	alternativoj	prononco
level	persisti	püsima, pidama	to persist, to abide	grupo	alternativoj	prononco
level	pantoflo	suss	a slipper	grupo	alternativoj	prononco
level	balkanoj	Balkan	Balkans	grupo	alternativoj	prononco
level	italo	itaallane	an Italian	grupo	alternativoj	prononco
level	Bulgario	Bulgaaria	Bulgaria	grupo	alternativoj	prononco
level	korekti	parandada	to correct	grupo	alternativoj	prononco
level	Brazilio	Brasiilia	Brasilia	grupo	alternativoj	prononco
level	maksimumo	maksimaalselt	maximum	grupo	alternativoj	prononco
level	lupeo (grandiga vitro)	suurendusklaas (luup)	a magnifying glass (magnifying glass)	grupo	alternativoj	prononco
level	gento	etniline rühm, sugulane, perekond, rass, inimesed	an ethnic group, kin, family, a race, people	grupo	alternativoj	prononco
level	sunvitroj	päikeseprillid	sunglasses	grupo	alternativoj	prononco
level	Svedio	Rootsi	Sweden	grupo	alternativoj	prononco
level	kartono	papp	a cardboard	grupo	alternativoj	prononco
level	damo	daam	a lady	grupo	alternativoj	prononco
level	struto	jaanalind	an ostrich	grupo	alternativoj	prononco
level	haringo	heeringas	a herring	grupo	alternativoj	prononco
level	materio	materjal, asi	a meterial, a matter	grupo	alternativoj	prononco
level	girlando	pärg, pärg	a garland, a wreath	grupo	alternativoj	prononco
level	Irlando	Iirimaa	Ireland	grupo	alternativoj	prononco
level	sunbaniĝi	päevitama, päevitama	to sunbathe, to suntane	grupo	alternativoj	prononco
level	kulto	(usulise kummardamise) kultus	a cult (of religious worship)	grupo	alternativoj	prononco
level	sunombrelo	päikesevari	a parasol	grupo	alternativoj	prononco
level	suna sistemo	päikesesüsteem	a solar system	grupo	alternativoj	prononco
level	heĝo	hekk	a hedge	grupo	alternativoj	prononco
level	adori	jumaldama, kummardama	to adore, to worship	grupo	alternativoj	prononco
level	pluvombrelo	vihmavari	a rain umbrella	grupo	alternativoj	prononco
level	fazeolo	uba, uba, uba	a bean, a haricot bean, a runner bean	grupo	alternativoj	prononco
level	deklamo	ettelugemine, deklamatsioon	reciting, declamation	grupo	alternativoj	prononco
level	maleolo	pahkluu, malleolus	an ankle, a malleolus	grupo	alternativoj	prononco
level	instanco	instants, kohus, jurisdiktsioon	an instance, a court, a jurisdiction	grupo	alternativoj	prononco
level	digesti	seedida	to digest	grupo	alternativoj	prononco
level	irano	Iraan	Iran	grupo	alternativoj	prononco
level	pluvmantelo	vihmamantel	a raincoat	grupo	alternativoj	prononco
level	kompensi	kompenseerima, heastama	to compensate, to make amends for	grupo	alternativoj	prononco
level	traktato	leping, pakt, traktaat	a treaty, a packt, a treatise	grupo	alternativoj	prononco
level	akordo	kokkulepe, kokkulepe, akord	an accord, an agreement, a chord	grupo	alternativoj	prononco
level	pluvego	tugev vihm, vihmasadu	a heavy rain, downpour	grupo	alternativoj	prononco
level	uniformo	ülikond	a uniform	grupo	alternativoj	prononco
level	venĝi	kätte maksma, kätte maksma	to revenge, to avenge	grupo	alternativoj	prononco
level	ekpluvo	dušš, hakkab vihma sadama	a shower, starting to rain	grupo	alternativoj	prononco
level	higieno	hügieen	hygiene	grupo	alternativoj	prononco
level	sekci	lõikama, lõikuma, lahkama	to cut, to intersect, to dissect	grupo	alternativoj	prononco
level	karno	liha, liha	flesh, meat	grupo	alternativoj	prononco
level	pudro	pulber	a powder	grupo	alternativoj	prononco
level	rilato	suhe, suhe	relationship, relation	grupo	alternativoj	prononco
level	fripono	kelm, lurjus, kelm, kelm	a rogue, a rascal, a crook, a swindler	grupo	alternativoj	prononco
level	greko	kreeka inimene	a Greek person	grupo	alternativoj	prononco
level	ekvatoro	Ekvaator	Equator	grupo	alternativoj	prononco
level	kruciĝvojo	risttee	a cross road	grupo	alternativoj	prononco
level	pekli	marineerima, maisima (soolas)	to pickle, to corn (in salt)	grupo	alternativoj	prononco
level	proverbo	vanasõna	a proverb	grupo	alternativoj	prononco
level	neglekti	hooletusse jätta	to neglect	grupo	alternativoj	prononco
level	kafkruĉo	kohvikann	a coffee pot	grupo	alternativoj	prononco
level	ansero	hani	a goose	grupo	alternativoj	prononco
level	raŭpo	röövik	a caterpillar	grupo	alternativoj	prononco
level	buĉi	lihunikule, tapale	to butcher, to slaughter	grupo	alternativoj	prononco
level	italia	itaalia	italia	grupo	alternativoj	prononco
level	vojponto	maanteesild	a road bridge	grupo	alternativoj	prononco
level	Japanio	Jaapan	Japan	grupo	alternativoj	prononco
level	japana	Jaapani	Japanese	grupo	alternativoj	prononco
level	pontlingvo	sillakeel	a bridge language	grupo	alternativoj	prononco
level	redukti	vähendama	to reduce	grupo	alternativoj	prononco
level	cinamo	kaneeli	a cinnamon	grupo	alternativoj	prononco
level	oceano	ookean	an ocean	grupo	alternativoj	prononco
level	multipliki	korrutada	to multiply	grupo	alternativoj	prononco
level	doto	kaasavara	a dowry	grupo	alternativoj	prononco
level	paŭzo	paus, paus, vaheaeg	a pause, a break, an intermission	grupo	alternativoj	prononco
level	kaskedo	kork (visiiriga)	a cap (with visor)	grupo	alternativoj	prononco
level	konversacii	vestelda, rääkida, dialoogi pidada	to converse, to talk, to dialogue	grupo	alternativoj	prononco
level	kafopaŭzo	kohvipaus	a coffee break	grupo	alternativoj	prononco
level	konkreta	betoonist	concrete	grupo	alternativoj	prononco
level	eskapi	põgenema, põgenema	to escape, to flee	grupo	alternativoj	prononco
level	logiko	loogika	a logic	grupo	alternativoj	prononco
level	spiti	kiusama, trotsima, vastu seista	to spite, to defy, to stand against	grupo	alternativoj	prononco
level	antaŭsento	ootus, tunne, ettekujutus	anticipation, having a feeling, presentiment	grupo	alternativoj	prononco
level	antaŭurbo	eeslinn	a suburb	grupo	alternativoj	prononco
level	kakto	kaktus	a cactus	grupo	alternativoj	prononco
level	satiro	satiir	a satire	grupo	alternativoj	prononco
level	urbodomo	raekoda, raekoda	a city hall, a town hall	grupo	alternativoj	prononco
level	dimensio	mõõde, suurus	a dimension, size	grupo	alternativoj	prononco
level	obstina	kangekaelne, kangekaelne	obstinate, stubborn	grupo	alternativoj	prononco
level	motivo	motiiv, motivatsioon	a motive, a motivation	grupo	alternativoj	prononco
level	urbego	suur linn	a big city	grupo	alternativoj	prononco
level	bleki	plärisema, möirgama, möirgama, naaberdama, möirgama	to bleat, to bray, to moo, to neigh, to roar	grupo	alternativoj	prononco
level	civila	tsiviil-, tsiviil-, mittesõjaline	civil, civilian, non-military	grupo	alternativoj	prononco
level	norvego	norra inimene	a Norwegian person	grupo	alternativoj	prononco
level	indigni	nördima, pahaks panema	to be indignant, to resent	grupo	alternativoj	prononco
level	simbolo	sümbol	a symbol	grupo	alternativoj	prononco
level	genro	sugu	a gender	grupo	alternativoj	prononco
level	brando	brändit	a brandy	grupo	alternativoj	prononco
level	longitudo	pikkuskraad	longitude	grupo	alternativoj	prononco
level	ĉerko	kirst, puusärk	a coffin, a casket	grupo	alternativoj	prononco
level	lernoobjekto	lernini teema	a lernin subject	grupo	alternativoj	prononco
level	lernohoro	õppetund	a learning hour	grupo	alternativoj	prononco
level	trafiko	liiklust	a traffic	grupo	alternativoj	prononco
level	svedo	rootslane	a Swedish person	grupo	alternativoj	prononco
level	lernoĉambro	klassiruum (=klasĉambro)	a classroom (=klasĉambro)	grupo	alternativoj	prononco
level	lernokotizo	kooliraha	a school fee	grupo	alternativoj	prononco
level	lesivo	leelis, kaaliumkloriid, valgendi	lye, potash, bleach	grupo	alternativoj	prononco
level	akno	akne, vistrik	an acne, a pimple	grupo	alternativoj	prononco
level	infero	põrgu, põrgu, allmaailm	an inferno, a hell, underworld	grupo	alternativoj	prononco
level	lernosako	koolikott	a school bag	grupo	alternativoj	prononco
level	substantivo	substantiiv, nimisõna	a substantive, a noun	grupo	alternativoj	prononco
level	islando	Island	Iceland	grupo	alternativoj	prononco
level	malica	pahatahtlik, pahatahtlik	malicious, malevolent	grupo	alternativoj	prononco
level	latitudo	laiuskraad	latitude	grupo	alternativoj	prononco
level	pado (arbarvojeto)	rada (metsas), tee (metsas)	a path (in the wood), a way (in a forest)	grupo	alternativoj	prononco
level	buklo	aas, lokk, rõngas, lukk, tress	a loop, a curl, a ringlet, a lock, a tress	grupo	alternativoj	prononco
level	akupunkturo	nõelravi	an acupuncture	grupo	alternativoj	prononco
level	metilernanto	õpipoiss	an apprentice	grupo	alternativoj	prononco
level	sorgo	sorgo	a sorghum	grupo	alternativoj	prononco
level	grati	kratsima	to scratch	grupo	alternativoj	prononco
level	analizi	analüüsida	to analyse	grupo	alternativoj	prononco
level	gripo	haare, gripp (=gripp)	a grip, a flu (=influenco)	grupo	alternativoj	prononco
level	paciento	patsient	a patient	grupo	alternativoj	prononco
level	brido	valjad, ohjad, piiraja	a bridle, a rein, a restraint	grupo	alternativoj	prononco
level	mirtelo	mustikas, põldmari, põldmari	a bilberry, a huckleberry, a whortleberry	grupo	alternativoj	prononco
level	ambasadoro	suursaadik	an ambassador	grupo	alternativoj	prononco
level	oratori	kõnet pidama, kõnelema	to deliver an oration, to harangue	grupo	alternativoj	prononco
level	amato	armastatud, armastatud inimene	a beloved, a beloved one	grupo	alternativoj	prononco
level	kombilo	kamm	a comb	grupo	alternativoj	prononco
level	Jugoslavio	Jugoslaavia	Yugoslavia	grupo	alternativoj	prononco
level	establi	rajama, ehitama	to establish, to build	grupo	alternativoj	prononco
level	nuba	pilvine, ebaselge	cloudy, unclear	grupo	alternativoj	prononco
level	volumo	köide (raamatuid)	a volume (of books)	grupo	alternativoj	prononco
level	aŭtomata	automaatne	automatic	grupo	alternativoj	prononco
level	monstro	koletis, veidrik	a monster, a freak	grupo	alternativoj	prononco
level	spirita	vaimne	spiritual	grupo	alternativoj	prononco
level	landlima	maa piirist, piirist	of a land limit, of a border	grupo	alternativoj	prononco
level	ĉiopova	kõikvõimas, kõikvõimas, kõikvõimas	almighty, all-powered, omnipotent	grupo	alternativoj	prononco
level	kalkanumo	kand	heel	grupo	alternativoj	prononco
level	sindikato	sündikaat, ametiühing, ametiühing	a syndicate, a labor-union, a trade-union	grupo	alternativoj	prononco
level	propraĵo	vara, valdus	a property, a possesion	grupo	alternativoj	prononco
level	landlimo	maapiir, piir	a land limit, a border	grupo	alternativoj	prononco
level	politikisto	poliitik	a politician	grupo	alternativoj	prononco
level	timo	hirm	a fear	grupo	alternativoj	prononco
level	dommastrino	koduperenaine	a housewife	grupo	alternativoj	prononco
level	benzinstacio	bensiinijaam	a gas station	grupo	alternativoj	prononco
level	unika	ainulaadne	unique	grupo	alternativoj	prononco
level	regula	regulaarne	regular	grupo	alternativoj	prononco
level	subtrahi	lahutama, maha võtma	to subtract, to deduct	grupo	alternativoj	prononco
level	premii	autasu andma, auhinda välja andma	to award, to award a prize	grupo	alternativoj	prononco
level	greka	kreeka keel	Greek	grupo	alternativoj	prononco
level	mejlo	miil	a mile	grupo	alternativoj	prononco
level	aflikti	vaevama, kurvastama	to afflict, to grieve	grupo	alternativoj	prononco
level	raso	rass, rass, tõug	race, a race, a breed	grupo	alternativoj	prononco
level	spinaco	spinatit	a spinach	grupo	alternativoj	prononco
level	fromaĝkuko	juustukook	a cheese cake	grupo	alternativoj	prononco
level	inventi	leiutama	to invent	grupo	alternativoj	prononco
level	grandioza	suurejooneline, suurepärane, suurepärane	grandiose, magnificent, splendid	grupo	alternativoj	prononco
level	laŭdo	kiitus, kiitus	a praise, a laud	grupo	alternativoj	prononco
level	formulo	valem	a formula	grupo	alternativoj	prononco
level	lubriki	määrida	to lubricate	grupo	alternativoj	prononco
level	komedio	komöödia	a comedy	grupo	alternativoj	prononco
level	stirilo (direktilo)	rool	a steering wheel	grupo	alternativoj	prononco
level	federacio	föderatsioon	a federation	grupo	alternativoj	prononco
level	bruo	müra, müra	noise, a noise	grupo	alternativoj	prononco
level	juste	õiglaselt	fairly	grupo	alternativoj	prononco
level	inundi	üle ujutama, üle ujutama	to flood, to inundate	grupo	alternativoj	prononco
level	miraklo	ime	a miracle	grupo	alternativoj	prononco
level	ofendi	solvata	to offend	grupo	alternativoj	prononco
level	abandoni	loobuma, loobuma	to abandon, to relinquish	grupo	alternativoj	prononco
level	rozkolora	roosa (värviline), roosa värvi	pink (color), rose colored	grupo	alternativoj	prononco
level	ekipi	varustama, sisustama	to equip, to furnish	grupo	alternativoj	prononco
level	musko	sammal	a moss	grupo	alternativoj	prononco
level	metroo	metroo, metroorong, toru	metro, subway train, tube	grupo	alternativoj	prononco
level	fonti	kevadeni (allikast), kaevuma	to spring (from a source), to well up	grupo	alternativoj	prononco
level	velado	purjetamine	a sailing	grupo	alternativoj	prononco
level	veliri	purjetada	to sail	grupo	alternativoj	prononco
level	akcento	aktsent	an accent	grupo	alternativoj	prononco
level	hejmtasko	kodutöö	a homework	grupo	alternativoj	prononco
level	termofonto	kuumaveeallikas	a hot spring	grupo	alternativoj	prononco
level	bagatelo	bagatell, tühiasi	a bagatelle, a trifle	grupo	alternativoj	prononco
level	alarmo	äratus, märguanne	an alarm, an alert	grupo	alternativoj	prononco
level	analfabeto	kirjaoskamatu, tähestik	an illiterate, an analphabet	grupo	alternativoj	prononco
level	termobotelo	termos (pudel)	a thermos (a bottle)	grupo	alternativoj	prononco
level	antarkto	Antarktika	Antarctica	grupo	alternativoj	prononco
level	teknologio	tehnoloogia, tehnoloogia	technology, a technology	grupo	alternativoj	prononco
level	fuĝi	põgenema, põgenema	to flee, to run away	grupo	alternativoj	prononco
level	atom-energia centralo	tuumaelektrijaam	a nuclear power plant	grupo	alternativoj	prononco
level	azaleo	asalea	an azalea	grupo	alternativoj	prononco
level	teknologia	tehnoloogilised	technological	grupo	alternativoj	prononco
level	alko	põder	an elk	grupo	alternativoj	prononco
level	riveli	paljastama, arendama (foto)	to reveal, to develop (photo)	grupo	alternativoj	prononco
level	brajlo	punktkirja	a braille	grupo	alternativoj	prononco
level	ŝoso	idu, võrse	a sprout, a shoot	grupo	alternativoj	prononco
level	dialogo	dialoog	a dialogue	grupo	alternativoj	prononco
level	buŝharmoniko	suupill	a harmonica	grupo	alternativoj	prononco
level	teknika	tehniline	technical	grupo	alternativoj	prononco
level	verkisto	autor, kirjanik	an author, a writer	grupo	alternativoj	prononco
level	cunamo	tsunami	a tsunami	grupo	alternativoj	prononco
level	kontinento	mandril	a continent	grupo	alternativoj	prononco
level	konsulo	konsul	a consul	grupo	alternativoj	prononco
level	kaduka	lagunenud, lagunenud	dilapidated, decayed	grupo	alternativoj	prononco
level	Hispanio	Hispaania	Spain	grupo	alternativoj	prononco
level	fajrobrigado	tuletõrje, tuletõrje	a fire brigade, a fire department	grupo	alternativoj	prononco
level	mineralo	mineraal	a mineral	grupo	alternativoj	prononco
level	fantomo	fantoom, kummitus	a phantom, a ghost	grupo	alternativoj	prononco
level	geografio	geograafia	geography	grupo	alternativoj	prononco
level	fiŝhoko	kalakonks	a fish hook	grupo	alternativoj	prononco
level	fajrbrigadano	tuletõrjuja (tuletõrjeühingust)	a fireman (of a fire brigade)	grupo	alternativoj	prononco
level	fajrilo	tulemasin	a lighter	grupo	alternativoj	prononco
level	tramo	tramm, tramm	a tram, a streetcar	grupo	alternativoj	prononco
level	murdi	mõrvama	to murder	grupo	alternativoj	prononco
level	infekti	nakatama, saastama	to infect, to contaminate	grupo	alternativoj	prononco
level	galaksio	galaktika	a galaxy	grupo	alternativoj	prononco
level	filozofio	filosoofia	philosophy	grupo	alternativoj	prononco
level	monofero	rahaline panus	a money contribution	grupo	alternativoj	prononco
level	geno	geen	a gene	grupo	alternativoj	prononco
level	glaciejo	liustik	a glacier	grupo	alternativoj	prononco
level	terapio	teraapia	therapy	grupo	alternativoj	prononco
level	sledo	kelk, kelk, kelk	a sleigh, a sled, a sledge	grupo	alternativoj	prononco
level	glacimonto (bankizo)	jäämägi (jäämüts)	an iceberg (an ice cap)	grupo	alternativoj	prononco
level	novelo	novell, romaan	a short story, a novel	grupo	alternativoj	prononco
level	kolektiva	kollektiivne	collective	grupo	alternativoj	prononco
level	glacipendaĵo	jääpurikas	an icicle	grupo	alternativoj	prononco
level	gutetigilo	pihusti	a spray	grupo	alternativoj	prononco
level	poŝmono	taskuraha, toetus (raha)	pocket money, an allowance (money)	grupo	alternativoj	prononco
level	hibisko	hibisk	a hibiscus	grupo	alternativoj	prononco
level	ekzekuti	teostada	to execute	grupo	alternativoj	prononco
level	injektilo	pihusti, süstal	an injector, a syringe	grupo	alternativoj	prononco
level	leŭtenanto	leitnant	a lieutenant	grupo	alternativoj	prononco
level	jogano	joogi	a yogi	grupo	alternativoj	prononco
level	ŝmirmono	altkäemaksu (raha)	a bribe (money)	grupo	alternativoj	prononco
level	kaligrafo	kaligraafia	a caligraphy	grupo	alternativoj	prononco
level	balbuti	kokutama, kokutama	to stammer, to stutter	grupo	alternativoj	prononco
level	kaskado	kaskaad, kosk	a cascade, a waterfall	grupo	alternativoj	prononco
level	kiosko	kiosk	a kiosque	grupo	alternativoj	prononco
level	fluida	vedelik, vedelik	of fluid, liquid	grupo	alternativoj	prononco
level	mikrofono	mikrofoni	a microphone	grupo	alternativoj	prononco
level	blasfemi	teotama	to blaspheme	grupo	alternativoj	prononco
level	komputila pirato	arvutipiraat, häkker	a computer pirate, a hacker	grupo	alternativoj	prononco
level	vagi	hulkuma, hulkuma, looklema	to wander, to ramble, to meander	grupo	alternativoj	prononco
level	perspektivo	perspektiiv	a perspective	grupo	alternativoj	prononco
level	adverbo	määrsõna	an adverb	grupo	alternativoj	prononco
level	kudromaŝino	õmblusmasin (=stebmaŝino)	a sewing machine (=stebmaŝino)	grupo	alternativoj	prononco
level	kombini	kombineerida	to combine	grupo	alternativoj	prononco
level	atribui	omistama	to attribute	grupo	alternativoj	prononco
level	libelo	kiili	a dragonfly	grupo	alternativoj	prononco
level	amfiteatro	amfiteater (ringteater)	an amphitheater (a circular theater)	grupo	alternativoj	prononco
level	ŝtrumpeto	sokk	a sock	grupo	alternativoj	prononco
level	akto	tegu	an act	grupo	alternativoj	prononco
level	moskitvualo (-kurteno)	sääsevõrk	a mosquito net	grupo	alternativoj	prononco
level	amori	seksuaalselt armastada, armatseda	to love sexually, to make love	grupo	alternativoj	prononco
level	kolombo	tuvi, tuvi	a dove, a pigeon	grupo	alternativoj	prononco
level	naskiĝloko	sünnikoht, kodulinn, kodutalu (=hejmloko)	a birthplace, a hometown, homestead (=hejmloko)	grupo	alternativoj	prononco
