B.mn content.tsv
Level	Esperanto	mn	en-us	Grupo	Alternativoj	Pronoco
level	la plej agrabla lesbo kiun mi konas	миний мэдэх хамгийн сайхан лесбиян	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	баярлалаа! чи бусдыг таньдаг уу?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	гэхдээ та үүнийг яаж мэдэх вэ?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	тэр охин эрчүүдийг илүүд үздэг!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	ямар ч байсан би тэр охин эрчүүдийг илүүд үздэг гэдэгт итгэдэг!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	чиний яриад байсан тэр охин	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	бид харна	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	бөөнөөр байрлах газар (гамшгийн газар)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	өглөөний мэнд!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	сайхан амарсан уу?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	бараг харахгүй байна	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	эсрэгээрээ би бараг унтаж чадсангүй	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	Гэхдээ яагаад?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	Магадгүй та анхны IJK өдрөө сандарч байсан байх?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	үнэхээр биш	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	шөнөжингөө, шөнөжингөө	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	маш чанга хурхирлаа	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	зүгээр л хэн нэгэн шөнөжингөө маш чанга хурхирсан	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	намайг битгий зовоо	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	мөн энэ нь намайг маш их зовоосон	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	Та үүнийг сонсоогүй гэж үү	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	огт биш, би гүн унтсан	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	Би чамд хэлэхээ мартсан уу ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	чих, залгуур, чихний бөглөө	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	чихний бөглөө ашиглах нь зүйтэй	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	~ ашиглах нь үнэ цэнэтэй юм	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	чихний бөглөө хэрэглэх нь зүйтэй гэж хэлсэн	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	олон нийтийн байранд унтах үед (осол гарсан газар)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	мэдээж тийм	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	Өө хөөрхий Кэтти!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	Та хэний талаар яриж байна вэ?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	чиний тухай	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	энхрийлэх, энхрийлэх нэр, хоч	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	-ĉjo эсвэл -njo-ийн тусламжтайгаар эсперанто хэлээр хоч үүсгэх боломжтой	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	аан тийм, би нэг удаа энэ тухай уншсан	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	тэгээд чи Инжо болох байсан уу?	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	хүсвэл тийшээ оч	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	цаг хэд болж байна?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	аль хэдийн арав хүртэл таван минут болж байна	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	араваас таван минутын өмнө буюу ес тавин тав	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	оносон эсвэл алдсан уу?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	Та өглөөний цайгаа алдсан	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	өө новш!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	сэтгэл хангалуун байна уу?	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	мөн би маш их өлсөж байна	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	яарвал	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	наад зах нь нээх цохиж чадна	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	их хурлын нээлт	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	та ядаж чуулганы нээлтийг цохиж чадна	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	хэзээ болох вэ?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	10 цаг өнгөрч байхад	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	нэг цаг үргэлжилнэ	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	мөн арван хоёр цагт идэх боломжтой болно	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	сайхан байна, би үүнийг тэсэн ядан хүлээж байна	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	надад хэлээч, нээлтийн үеэр юу болдог вэ?	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	ер нь очиж үзэх нь үнэ цэнэтэй юу?	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	миний бодлоор тийм	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	ихэвчлэн тийм ч амьд биш байдаг	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	гэхдээ &quot;шинэхэн&quot; хүний хувьд таны хувьд	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	үүнд оролцох нь сонирхолтой байж магадгүй юм	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	Би тэгж бодож байна ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	TEJO-гийн ерөнхийлөгч хэдэн үг хэлнэ	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	их хурлын сэдэв	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	бололтой, магадгүй	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	Их хурлын сэдвийг ЛКК-аас хэн нэгэн илтгэх байх	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	IJK бүр өөрийн гэсэн сэдэвтэй	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	Бас хөгжим гарах байх гэж найдаж байна	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	За, хаана болох вэ?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	том лекцийн танхимд	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	үүнийг яаж олох вэ?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	чи энэ газраас гарахад	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	барилгын төгсгөл хүртэл шууд яв	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	магадгүй 100 метрийн зайд	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	дахиад 100 метрийн зайд шууд	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	бас шар байшин байдаг	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	замын зүүн талд	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	бүх IJK сайтуудын талаархи тэмдгүүд	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	үүн дотор та бүх IJK сайтуудын талаархи тэмдгүүдийг олох болно	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	Би гар утсаар мессеж илгээх болно	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	хэрэв би олохгүй бол	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	Өө, сайхан санаа, тэнд уулзъя!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	лекцийн танхимд	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	хамгаалагч сахиусан тэнгэрүүд? тоглож байна уу?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	TEJO-ийн ерөнхийлөгч	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	Эцэст нь би та бүхэнд хөгжилтэй долоо хоногийг хүсч байна	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	хамгийн сүүлийн үеийн мэдээллийн дагуу	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	Бид энд 38 орноос 423 байна	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	Та бүхэндээ IJK долоо хоногийг үр бүтээлтэй, хөгжилтэй өнгөрүүлэхийг хүсэн ерөөе	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	TEJO-ийн удирдах зөвлөлийн нэрийн өмнөөс халуун дотноор угтаж байна	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	том алга ташилтын дараа	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	чи сэрүүн байж чадсан уу?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	Тийм ээ, гол нь миний өлсгөлөнгөөс болж	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	үгүй ээ, би тоглож байна. сонсоход сонирхолтой байсан	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	үйл ажиллагааны талаар бага зэрэг сонсох сонирхолтой байсан	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	хөдөлгөөний үйл ажиллагаа, бүтцийн талаар сонсох	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	TEJO сесс танд сонирхолтой байх болно	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	Магадгүй TEJO-ийн зарим хуралдаан танд сонирхолтой байж магадгүй юм	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	Тиймээ Магадгүй	yes maybe	grupo	alternativoj	prononco
level	mi provos	Би хичээх болно	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	оролцохыг хичээнэ	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	Би оролцохыг хичээх болно	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	нэг оролцох	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	үзэхээр оролцоно	attend to see	grupo	alternativoj	prononco
level	iun tagon	нэг өдөр (хэзээ нэгэн өдөр)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	Би нэг л өдөр оролдоно	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	нэг өдөр оролцох	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	хэзээ нэгэн цагт очиж үзэх	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	Би нэг өдөр очиж үзэхийг хичээх болно	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	энэ юу вэ?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	Энэ юуны тухай вэ ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	хамгаалагч сахиусан тэнгэр	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	&quot;хамгаалагч сахиусан тэнгэр&quot;-ийн тухай	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	гэхдээ юу вэ	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	Харин &quot;хамгаалагч сахиусан тэнгэр&quot; гэж юу вэ?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	онигоо?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	муу онигоо?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	муу онигоо	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	зарим онигоо	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	муу онигоо	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(энэ) ямар нэг муу хошигнол уу?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	би наргиж байна	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	үгүй ээ, би тоглож байна	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	сонсоход сонирхолтой байсан	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	хэрхэн холбогдох вэ ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	мөн тэдгээр сахиусан тэнгэрүүдтэй хэрхэн холбогдох вэ?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	магадгүй IJK залбирлаар	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	оролдоод үз! Хэрэв энэ нь ажиллахгүй бол та ~ руу очиж болно	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	Та үдийн хоолны дараа &quot;Тэнгэр&quot; өрөөнд очиж болно	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	мундаг, эхлээд хоол, дараа нь диваажин	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	эхлээд хоол, дараа нь тэнгэрт тэнгэр элч нарт	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#REF!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	бага зэрэг идсэний дараа	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Каби &quot;тэнгэр&quot; өрөөнд очив.	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	сайн уу, энэ таны анхны IJK мөн үү?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	болж байна уу. Би үнэхээр баяртай байна. Би бол Жеси	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	Энэ бол миний зургаа дахь IJK	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	Энд зарим асуулт бүхий цаас байна	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	асуулт, даалгавар бүхий цаас	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	их хуралтай холбоотой зарим асуулт, даалгавар	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	Та тэдгээрийг шийдэхийг хичээдэг	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	Тэдгээрийг шийдэхийг хичээхийг би танд санал болгож байна	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	Польшийн Ана, Германы Борис, Японы Нацуко нартай	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	тусламж хэрэгтэй бол над руу залгаарай	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	дараа нь номын үйлчилгээнд	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	тэгээд тэнгэрт яаж байсан бэ?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	Би жинхэнэ сахиусан тэнгэртэй уулзсан!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	диваажин, би жинхэнэ сахиусан тэнгэртэй учирсан гэж бодож байна!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	тэр гайхалтай үзэсгэлэнтэй, эелдэг байсан	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	ээ бурхан минь! мөн түүний нэр хэн бэ?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	Өө, би аль хэдийн мартчихсан байна!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	улам их согтдог	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	бааранд Каби улам согтуу болж байна	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	бармен мөн үү?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	нэг шар айраг уу	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	1 еврогийн үнэтэй	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	чи бас өөр зүйл хүсч байна уу?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	үгүй, баярлалаа, шар айраг надад хангалттай	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	үнэхээр? архи, лабамба, эмэгчин яах вэ?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	за, яагаад болохгүй гэж	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	хөгжилтэй гэж ярьдаг	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	Би лабамба бүжиглэж үзээгүй ч хөгжилтэй гэж хэлдэг	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	&quot;Ла Бамба&quot; дууны үеэр хүмүүс бүжиглэдэг	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	хүмүүс том тойрогт бүжиглэдэг	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	мөн тэр тойрог дотор бусад хүмүүс бүжиглэдэг	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	тийм ажил хийдэг ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	хүмүүс том тойрогт бүжиглэхийн тулд ажилладаг	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	том тойрог болон тэр тойрог дотор бүжиглэдэг	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	хүмүүс бүжиглэдэг, бусад хүмүүс бүжиглэдэг	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	тойрог дотор бүжиглэдэг хүмүүс	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	бүжиглэдэг хүмүүс дугуйлангаас бүжигчинг сонгодог	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	бүжигчинг сонгоод үнсдэг	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	түүний хацар дээр гурван удаа үнсэх	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	бүжигчин сонгож, хацар дээр нь үнсдэг	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	дугуйлангаас бүжигчин сонгож үнсэлцдэг	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	дараа нь тэд байраа сольдог	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	үнсэлт, үнсэж байгаа хүн, үнссэн хүн, үнсэх хүн, үнсэх хүн	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	тэгээд үнссэн хүн үнсэх хүн болдог	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	Тэр бүжигчид сонгоод дараа нь байраа сольдог	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	үнссэн хүн одоо үнсэх хүн	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	маш амархан, тийм үү?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	За, тийм байх гэж найдаж байна	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	практик дээр илүү хялбар байдаг	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	илүү хялбар болно гэж найдаж байна	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	практикт илүү хялбар байдаг	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	Би хэзээ нэгэн цагт оролдоно	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	гэхдээ эхлээд шар айраг!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	Би нэг өдөр оролдоно, гэхдээ эхлээд шар айраг!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	ухаантай хүү	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	Та бараг бүх хүнийг мэддэг	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	энд бараг бүх хүнийг мэднэ	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	тэр охин хэн болохыг мэдэх үү?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	зохицуулсан охин	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	&quot;хамгаалагч сахиусан тэнгэрүүд&quot; -ийг зохицуулсан охин	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	чи Жэсигийн тухай бодож байгаа байх	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	Тиймээ зөв!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	Би сонссоноо санаж байна	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	одоо би санаж байна ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	Би түүний нэрийг сонссоноо санаарай	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	Миний бодлоор	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	тэр бол хачин хүн	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	миний бодлоор тэр бол хачин хүн	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	шар айраг огт уудаггүй	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	бас мах иддэггүй	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	~ бололтой	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	түүний цорын ганц сонирхол бол ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	цорын ганц сонирхол нь эсперантогийн үйл ажиллагаа юм	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	Түүний цорын ганц сонирхол нь эсперанто юм шиг санагддаг	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	гэхдээ тэр маш үзэсгэлэнтэй	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	маш үзэсгэлэнтэй, эелдэг	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	миний бодлоор маш сайхан, эелдэг	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	магадгүй чиний зөв байх	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	магадгүй та энэ талаар зөв байх	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	бааранд бараг байдаггүй	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	тэр бараг хэзээ ч байдаггүй ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	түүнтэй байнга уулзаж болохгүй	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	Би тэр бүр уулздаггүй	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	тийм болохоор би түүнтэй тэр бүр уулздаггүй	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	ийм хүмүүсийн тухай шүгэл	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	үнэндээ би шүгэлдэж байна	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	Би ойлгож байна ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	жинхэнэ бармен ингэж л ярьдаг	that's how a real bartender talks	grupo	alternativoj	prononco
