B.ko-kr content.tsv
Level	Esperanto	ko-kr	en-us	Grupo	Alternativoj	Pronoco
level	bonan matenon!	안녕하세요? (아침인사)	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	잘 잤나요?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	겨우 보인다 (거의 안 보인다)	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	반대로, 나는 거의 잠을 못 잤다	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	그런데 왜?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	어쩌면 너가 청년대회(IJK) 첫날에 대해서 신경쓰였나요?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	아니 그렇지 않아	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	밤새도록, 밤새도록	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	매우 시끄럽게 코를 골았다	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	단지 누군가가 밤새도록 매우 시끄럽게 코를 골았어	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	날 괴롭히지 좀 마	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	그리고 그게 나에게 크게 거슬렸어	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	너는 그것을 듣지 못했니?	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	전혀, 나는 깊이 잠잤어	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	내가 너에게 ~라고 말하는 것을 잊어버렸니?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	귀, 틀어넣다, 귀마개	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	귀마개를 사용할 만하다	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	~를 사용할 만하다	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	귀마개를 사용하는 게 좋겠다고 너에게 말했다	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	당신이 단체합숙장에서 잘 때	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	분명히 그렇습니다	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	오, 불쌍한 카쵸	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	누구에 대해서 말하는 겁니까?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	당신에 대해서	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	쓰다듬다(애무하다), 애칭, 별명	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	쵸(-ĉjo)나 뇨(-njo)를 가지고, 에스페란토의 별명을 만들 수 있다	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	아, 예, 저도 언젠가 그것에 대해 읽었습니다	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	그럼 당신은 이뇨(Injo)일 것 같네요?	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	당신이 거기로 가길 원한다면	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	지금 몇 시죠?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	벌써 10시 5분 전이다	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	10시 5분전, 또는 9시 55분	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	맞췄나요, 아니면 놓쳤나요?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	당신은 아침식사를 놓쳤습니다	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	아, 망했다!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	당신은 만족하나요(배가 부른가요)?	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	그리고 나, 매우 배가 고픈 그 사람	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	당신이 서두르면	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	적어도 개막을 잡을 수는 있다(놓치지 않을 것이다)	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	대회 개막식	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	적어도 대회 개막식은 잡을 수 있을 겁니다(놓치지 않을)	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	그게 언제일까요?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	10시 15분에	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	그것은 한시간 정도 지속될 겁니다	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	그리고 12시에 먹을 수 있을 것이다	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	좋아요 나는 기대됩니다	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	말해 보세요, 개막식에서 무엇이 일어납니까?	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	그게 전체적으로 참석할 만한가요?	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	내생각에는 그렇습니다	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	보통은 그게 매우 활발하지는 않다	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	하지만 당신에게는, 새로운 사람으로서	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	그걸 참석하는 것이 흥미로울 수 있다	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	~일 것이라고 나는 짐작해	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	청년회(TEJO) 회장이 몇마디 할 것이다	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	대회의 주제	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	처럼 보인다, 아마(확실히)	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	아마 조직위원회 누군가가 대회 주제를 소개할 것이다	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	모든 청년대회(IJK)는 자체 주제가 있다	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	나는 약간의 음악도 있을 것으로 희망한다	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	좋아요, 그게(개막식) 어디서 있죠?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	큰 강당에서	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	그걸 어떻게 찾죠?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	이 장소를 나간 그 때	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	오른쪽으로 가서, 그 건물의 끝까지	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	대략 100 미터 동안	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	다시 오른쪽으로, 직진으로 100 미터 동안	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	그리고 노란색 집이 있다	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	그 길의 왼쪽 편에	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	청년대회(IJK) 모든 장소에 대한 표지판들	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	그 속에서, 청년대회(IJK) 모든 장소에 대한 표지판을 볼 수 있을 것이다	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	휴대폰으로 메세지를 보낼께요	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	내가 못 찾으면	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	아, 좋은 생각이야, 그곳(에서 다시볼때)까지 안녕!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	강연장에서	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	수호천사들? 농담이세요?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	청년회(TEJO) 회장	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	끝으로 여러분 모두에게 즐거운 일주일이 되기를 바랍니다	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	최근 정보에 따르면	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	여기에 우리는 38개국에서 온 423명입니다	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	유익하고 매우 즐거운 청년대회(IJK) 주간을 기원합니다	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	청년회 회장단을 대표해, 따뜻하게 환영합니다	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	커다란 박수갈채 후에	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	깨어 있는데 성공했느냐? (졸리지 않더냐?) 	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	예, 주로 배고픔 때문에	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	아니, 농담이야. 들어보는 게 흥미로왔어	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	활동에 대해서 약간 들어보는 것이 흥미로왔어	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	활동과 운동의 구조에 대해서 들어 보다	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	청년회(TEJO) 회의가 너에게 흥미로울 것이다	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	어쩌면 TEJO-회의들 중에 어떤 것이 너에게 흥미로울 수도 있을 거 같다	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	아마도 그래요	yes maybe	grupo	alternativoj	prononco
level	mi provos	나는 시도할 것이다	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	참석하기를 시도할 것이다	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	나는 참석하기를 시도할 것이다	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	하나를 참석하다	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	보기위해 참석하다	attend to see	grupo	alternativoj	prononco
level	iun tagon	어느날에(언젠가는)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	나는 언젠가 시도할 것이다	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	언젠가는 참석할 것이다	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	언젠가는 보기위해 참석할 것이다	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	나는 보기위해 언젠가 참석하기를 시도할 것이다	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	그것은 무엇입니까?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	~에 대한 그것은 무엇입니까?	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	수호천사	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	"수호천사"에 대한 그것	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	그러나 무엇입니까?	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	그런데 "수호천사"에 관한게 뭐죠?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	농담인가요?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	안 좋은 농담인가요?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	나쁜 농담	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	어떤 농담	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	어떤 안 좋은 농담	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	어떤 안 좋은 농담인가요?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	농담이에요	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	아뇨, 농담이에요	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	듣기 흥미로웠어	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	~를 어떻게 연락하다	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	그리고 어떻게 그 천사들을 연락할 것인가?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	청년회(IJK) 기도를 통해서 아마도	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	시도해 보세요! 안 되면 당신은 ~로 갈 수 있습니다	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	당신은 "천국"이라는 방으로 갈 수 있습니다. 점심 식사 후에	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	좋아요, 먼저 먹고, 나중에 하늘로	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	먼저 먹고, 나중에 천사들을 향해서 천국으로	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	소량의 식사	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	식사를 아주 적게 먹고 난 후에	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	카베(Kabe)는 "천국"이라는 방으로 간다	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	안녕하세요. 당신의 첫번째 청년대회(IJK)입니까?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	좋아요. 나는 매우 기쁩니다. 나는 예시(Jesi)입니다	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	그리고 이번은 벌써 나에게 6번째 청년대회(IJK)입니다	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	여기 질문이 몇개가 있는 종이가 있습니다	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	질문들과 할일들을 담고 있는 종이	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	대회에 관련한 몇가지 질문과 할일들	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	당신은 그것들을 풀어보시기 바랍니다	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	나는 당신이 그것들을 풀어보기를 제안합니다	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	폴란드에서 온 아나와, 독일에서 온 보리스와, 일본에서 온 나츠코와 함께	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	당신이 도움이 필요하면 나를 부르세요	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	나중에 도서전시회(libroservo)에서	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	그래서 천국에서는 어땠어요?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	사실 나는 진짜 천사를 만났어요!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	천국같았어요, 나는 진짜 천사를 만났다고 생각합니다	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	그녀는 놀랍게도 아름답고 상냥했어요	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	오, 하느님! 그래서 그녀의 이름은 뭐에요?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	에이, 벌써 잊어버렸어요!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	점점 더 취한다	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	주점에서, 카베(Kabe)는 점점 더 취해 간다	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	주점 바텐더도 역시?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	맥주 한 잔 부탁합니다	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	그것은 1유로 입니다	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	당신은 무언가 다른 것도 원하시나요?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	아뇨 감사합니다. 맥주면 나에게 충분합니다	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	진짜에요? 보드카 어때요? 라밤바(춤곡)나 여자들은 어때요?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	어, 안 할 이유가 없죠	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	듣기에 그것은 재밌다면서요	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	라밤바를 아직 춰 본적은 없지만, 듣기에 재미있다면서요	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	라밤바곡이 흐르는 동안 사람들은 춤을 춘다	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	사람들은 커다란 원형으로 춤을 춘다	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	그리고 그 원 안에 또 다른 사람들이 춤을 춘다	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	~처럼 동작한다	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	사람들이 커다란 원형으로 춤추는 것 처럼 동작한다	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	커다란 원형으로 춤을 추고 그리고 그 원 안에	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	사람들은 춤춘다 그리고 다른 사람들이 춤춘다	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	그 원 안에서 춤추는 사람들이	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	그 춤추는 사람들이 원 안에 춤추는 사람을 선택한다	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	춤추는 사람을 선택하고 그 또는 그녀에게 키스한다	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	그 또는 그녀의 뺨에 3번 키스한다	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	춤추는 사람을 선택하고 뺨에 키스를 한다	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	원에서 춤추는 사람을 선택하고 키스한다	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	그 후에 그들은 자리를 바꾼다	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	키스하다, 키스하는 사람, 키스 당한 사람, 키스 할 사람, 키스 당할 사람	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	그리고 키스당한 사람이 키스할 사람으로 바뀐다	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	그 춤추는 사람들이 선택하고 그 후에 자리를 바꾼다	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	키스 했던 사람이 이제 키스 당할 사람이다	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	매우 쉽죠, 그렇죠?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	어, 나는 ~ 이기를 희망한다	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	실행에는 더 쉽게	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	더 쉽기를 희망한다	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	실행에는 더 쉽다	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	나는 언젠가 시도해 볼 것이다	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	하지만 첫번째로 맥주를!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	나는 언젠가 시도해 보겠지만 우선 맥주를!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	현명한 소년	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	당신, 거의 모든 사람을 알고 있는	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	여기에 거의 모든 사람을 알고 있다	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	누가 그 소녀인지 당신은 아느냐?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	같이 조직했던(행사를 진행 했던) 그 소녀	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	"수호천사"(행사)를 진행했던 그 소녀	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	당신은 틀림없이 예시(Jesi)에 대해 생각한다	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	예, 맞아요!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	나는 내가 들은 것을 기억한다	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	나는 지금 ~하는 것을 기억한다	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	내가 그녀의 이름을 들었던 것을 기억한다	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	내 생각엔	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	그녀는 이상한 사람이다	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	내 생각엔 그녀는 이상한 사람이다	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	맥주를 전혀 마시지 않는다	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	그리고 고기를 먹지 않는다	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	~인 것 처럼 보인다	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	그녀의 유일한 관심은 ~이다	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	유일한 관심은 에스페란토 운동이다	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	그녀의 유일한 관심은 에스페란토인것 처럼 보인다	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	하지만 그녀는 매우 아름답다	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	매우 아름답고 상냥하다	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	내 생각엔 매우 아름답고 상냥한	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	아마도 당신이 맞습니다	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	그것에 대해서는 아마도 당신이 맞습니다	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	거의 전혀 주점에 없다(안 간다)	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	그녀는 거의 전혀 ~이지 않다	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	그녀를 자주 못 만난다	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	나는 자주 만나지 못한다	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	그래서 나는 그녀를 자주 못 만난다	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	그런 사람들에 대해서 (조롱의) 휘파람을 불다	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	실은 나는 전적으로 (조롱의) 휘파람을 분다	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	나는 ~를 이해한다	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	진짜 바텐더는 그런식으로 말한다	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	맞아요. 당신의 건강을 위하여!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	당신의 건강을 위하여! 오, 매우 좋은 맥주	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	당연히, 바로 내가 그것을 선택 했거든	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	당신은 아이디어가 있느냐?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	도대체 어디서 그런 이상한 소녀를 찾을 것인가?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	그 이상하지만 매우 아름다운 소녀를 찾아내기	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	~를 어디서 찾을 수 있을까 하는 아이디어	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	~를 어디에서 찾을 수 있을지 아이디어를 가지고 있다	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	틀림없이 올빼미집 다방(Gufujo)에	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	그런 사람은 상시 앉아 있다	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	상시 거기에 차를 마시며 앉아있다	is constantly sitting there drinking tea	grupo	alternativoj	prononco
