A.ta content.tsv
Level	Esperanto	ta	en-us	Grupo	Alternativoj	Pronoco
level	nek amikojn, nek amikinojn	நண்பர்கள் அல்லது பெண் நண்பர்கள் இல்லை	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	பணமும் நேரமும் இல்லை	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	புத்தகம் யாரிடம் இருந்தது?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	நீங்கள் காத்திருந்த புத்தகம்	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	நீங்கள் 2 ஆண்டுகளுக்கும் மேலாக காத்திருந்தீர்கள்	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	உனக்கு அது வேண்டுமா?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	உனக்கு அது வேண்டுமா ~?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	அன்பான	dearest	grupo	alternativoj	prononco
level	plej kara foto	அன்பான புகைப்படம்	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	என் அன்பான புகைப்படம்	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	எங்கே வாங்கினாய் ~	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	அந்த ஆடை	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	அந்த ஆடை (நோக்கம்)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	அந்த உடையை வாங்கினார்	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	நீங்கள் அங்கு செல்வீர்கள்	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	நீங்கள் எங்கு செல்கிறீர்?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	வெளிச்சமான நாள்	sunny day	grupo	alternativoj	prononco
level	estos suna tago	அது ஒரு வெயில் நாளாக இருக்கும்	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	அது ஒரு வெயில் நாளாக இருந்தால்	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	உங்கள் சகோதரர் ஏற்கனவே ஆரம்பித்துவிட்டார்	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	உங்கள் சகோதரர் இன்னும் ஆரம்பித்தாரா?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	தண்ணீர் எங்கே	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	தண்ணீர் கொண்டு வர	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	நீங்களே கொண்டு வந்தீர்கள்	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	நீர், நீயே கொண்டு வந்தாய்	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	மிகவும் அமைதியாக இருந்தது	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	இன்று என் அம்மா ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	நான் ~ இருந்து வந்தேன்	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	பள்ளிக்கு வெளியே	out of the school	grupo	alternativoj	prononco
level	raportis al ~	~ க்கு தெரிவிக்கப்பட்டது	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	அவளிடம் தெரிவித்தான்	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	~ என்று தெரிவிக்கப்பட்டுள்ளது	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	பெற்றுக் கொள்கிறேன் என்று தெரிவித்தார்	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	நான் மோசமான மதிப்பெண் பெறுவேன்	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	~ என்று அவள் சொன்னாள்	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	நீங்கள் ~ வேலை செய்ய வேண்டும்	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	மேலும்	more	grupo	alternativoj	prononco
level	pli multe laborigi	மேலும் வேலை செய்ய	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	உங்கள் தலையை வேலை செய்ய	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	எத்தனை மோசமான மதிப்பெண்கள்	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	உங்களிடம் பல மோசமான மதிப்பெண்கள் உள்ளன	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	வருத்தமாக இருந்தது	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	உங்கள் அறைக்குள்	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	உன் அறைக்குள் போ	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	சென்று கற்றுக்கொள்	go and learn	grupo	alternativoj	prononco
level	mi sidis	நான் அமர்ந்தேன்	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	எனது அறையில்	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	என் அறையில் அமர்ந்தார்	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	கற்கவும் இல்லை படிக்கவும் இல்லை	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	ஆனால் என்னால் கற்றுக்கொள்ளவோ படிக்கவோ முடியவில்லை	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	என் எண்ணங்கள்	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	ஒரு விளையாட்டில்	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	என் நண்பர்களுடன் விளையாட்டு	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	விளையாட்டில்	at sport	grupo	alternativoj	prononco
level	al mi mem	எனக்கு	to myself	grupo	alternativoj	prononco
level	diris al mi mem	எனக்குள் சொன்னேன்	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	மிகவும் முட்டாள்	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	நான் அவ்வளவு முட்டாளா?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	நான் நிறைய கற்றுக்கொண்டாலும்	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	அம்மா உள்ளே நுழைந்தாள்	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	என் வார்த்தைகள்	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	என் வார்த்தைகளைக் கேட்டேன்	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	அவள் உடனே பதில் சொன்னாள்	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	இல்லை, அன்பே	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	நீ முட்டாள் இல்லை	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	பிரச்சனை என்னவென்றால் ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	நீங்கள் கற்றுக்கொள்ள வேண்டும் என்று	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	இன்னும் நிறைய கற்றுக்கொள்ள வேண்டும்	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	பிறகு உன்னிடம் இருக்காது	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	மோசமான தரங்களாக	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	மோசமான மதிப்பெண்கள் மட்டுமே இருக்கும்	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	இப்போதும்	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	என்னிடம் அவை இல்லை	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	எனக்கு நல்ல மதிப்பெண் உண்டு	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	இசை பற்றி	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	இசை பற்றிய நல்ல குறிப்பு	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	அம்மா திடீரென்று வெடித்துச் சிரித்தார்	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	என்று அழகுபடுத்தினார் ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	என்னுடைய நாள்	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	எனது நாளை உருவாக்கியது	made my day	grupo	alternativoj	prononco
level	sed tamen restis	ஆனால் இன்னும் இருந்தது	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	ஆனால் பிரச்சனை இன்னும் இருந்தது	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	ஒரு கிலோ ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	ஒரு கிலோ சர்க்கரை	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	ஒரு கண்ணாடி ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	ஒரு குவளை நீர்	a glass of water	grupo	alternativoj	prononco
level	multe da ~	நிறைய ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	நிறைய யோசனைகள்	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	தடுத்து நிறுத்த	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	எல்லாவற்றையும் வரிசைப்படுத்தியது	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	அவரிடம் ஒப்படைக்கப்பட்டது	handed over to him	grupo	alternativoj	prononco
level	mi petas	நான் கேட்கிறேன்	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	ஒரு கிளாஸ் காபி	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	மற்றும் சிறிது தண்ணீர்	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	எனக்கு ஒரு கிளாஸ் காபி வேண்டும்	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	எனக்கு ஒரு கோப்பை தேநீர் வேண்டும்	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	அவரை காயப்படுத்தியது	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	அவரது தலை வலித்தது	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	அவர் நோய்வாய்ப்பட்டார்	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	அழகாக இருக்க பிடிக்கும்	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	அவள் முகத்தை அழகுபடுத்தினாள்	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	பையன் அழகாக இருக்க விரும்புகிறான்	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	அதனால் அவள் அதை அழகுபடுத்தினாள்	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	மதிய உணவிற்கு பின்	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	சமையலறையை சுத்தம் செய்ய	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	சமையலறையை யார் சுத்தம் செய்வார்கள்?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	குடிக்க விரும்புகிறார்	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	உங்களுக்கு குடிப்பதற்கு என்ன வேண்டும்	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	தேநீர் குடிக்க	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	சிறிது தண்ணீர்	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	உனக்கு எதுவும் வேண்டாமா?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	அதனால் திடீரென்று	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	நீ ஏன் முடிவு செய்தாய் ~?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	நீங்கள் ஏன் திடீரென்று முடிவு செய்தீர்கள்?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	உன் அறை	your room	grupo	alternativoj	prononco
level	via ĉambreto	உங்கள் சிறிய அறை	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	உங்கள் சிறிய அறைக்கு	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	உங்கள் சிறிய அறையை புதுப்பிக்க	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	உங்கள் சிறிய அறையை புதுப்பிக்க முடிவு செய்தேன்	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	யாருக்கு	to whom	grupo	alternativoj	prononco
level	vi donis ~	நீங்கள் கொடுத்தீர்கள் ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	யாருக்கு கொடுத்தாய் ~	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	சுத்தமான கண்ணாடிகள்	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	சுத்தமான கண்ணாடியைக் கொடுத்தீர்கள்	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	மதுவிற்கான சுத்தமான கண்ணாடிகள்	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	யாருக்கு எதிராக	against whom	grupo	alternativoj	prononco
level	via sportklubo	உங்கள் விளையாட்டு கிளப்	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	~ எதிராக விளையாடுகிறது	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	இரண்டு வாரங்களுக்கு முன்பு	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	உங்கள் விளையாட்டுக் கழகம் யாருக்கு எதிராக விளையாடியது?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	நீங்கள் பார்க்கிறீர்களா ~?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	நீங்கள் அடிக்கடி பார்க்கிறீர்களா ~?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	அடிக்கடி போலீஸ்காரரை பார்க்க வேண்டும்	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	~ இல் வாழ்பவர்	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	தங்கும் இடத்தில் வசிக்கிறார்	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	உங்களுக்கு மேலே வசிக்கும் இடம்	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	~ இல் வசிக்கும் போலீஸ் அதிகாரியைப் பார்க்கிறார்	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	ஓட்டுநர் திட்டம்	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	பயணம் செய்ய விரும்பினார்	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	வேறு நாட்டிற்கு பயணம் செய்ய	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	இலவச நேரத்தில்	in free time	grupo	alternativoj	prononco
level	ili decidis iri	அவர்கள் செல்ல முடிவு செய்தனர்	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	இத்தாலி செல்ல முடிவு செய்தார்	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	பழைய நகரங்கள்	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	பழைய நகரங்களைக் கொண்ட நாடு	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	மற்ற அழகிகள்	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	மற்றும் பிற அழகிகள்	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	பழைய நகரங்கள் மற்றும் பிற அழகுகளைக் கொண்ட அழகான நாடு	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	அவர்கள் சந்தோசமாக இருந்தார்கள்	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	எங்கே ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	என் உடைகள் எங்கே	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	~ என்று கேட்டாள்	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	~ கொண்டு வர மறக்க வேண்டாம்	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	புத்தகத்தை எடுத்து செல்ல	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	Esperanto கற்க ஒரு புத்தகம்	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	கற்றுக்கொள்ள ஒரு புத்தகத்தை எடுத்துச் செல்ல வேண்டும்	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	நாம் தொடங்கலாம் ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	ரயிலில்	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	ஏற்கனவே ரயிலில்	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	நாங்கள் எதுவும் செய்ய மாட்டோம்	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	கார் மூலம்	by car	grupo	alternativoj	prononco
level	ni veturos per ~	நாங்கள் ~ மூலம் ஓட்டுவோம்	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	கார் ஓட்டுவார்	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	என்னிடம் ஒரு ரகசியம் இருக்கிறது	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	என் பணக்கார மாமா	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	எனது விருப்பம்	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	என் ஆசையை நிறைவேற்றினார்	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	எங்களுக்கு கொடுத்த	gave us	grupo	alternativoj	prononco
level	sian aŭton	அவருடைய மகிழ்வுந்து	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	மற்றும் அவரது காரை எங்களுக்கு கொடுத்தார்	and gave us his car	grupo	alternativoj	prononco
level	por uzo	உபயோகத்திற்காக	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	அது முன் நிற்கிறது ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	வீட்டின் முன் நிற்கிறது	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	நான் சொல்ல வேண்டும் ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	எதுவும் சொல்லாதே	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	உட்காரலாம்	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	காரில் ஏறுங்கள்	get in the car	grupo	alternativoj	prononco
level	veturi al ~	~ க்கு ஓட்ட வேண்டும்	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	மற்றும் இத்தாலிக்கு ஓட்டுங்கள்	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	காரில் அமர்ந்தார்	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	மேலும் ஆடைகள்	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ காரில் இருந்தார்	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	இன்னும் உட்கார்ந்து காத்திருந்தார்	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	ஆனால் அவர் காத்திருந்தார்	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	நாம் ஏன் ~ ?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	நாம் ஏன் வாகனம் ஓட்ட ஆரம்பிக்கக்கூடாது?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	என்னிடம் உள்ளது ~	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	காரை ஓட்டுவார்	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	ஆனால் எனக்கு தெரியாது ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	நான் அதை ஒருபோதும் கற்றுக்கொண்டதில்லை	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	நான் நம்புவேன் ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	நான் ஆரோக்கியமாக இருந்தால்	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	நான் மிகவும் மகிழ்ச்சியாக இருப்பேன்	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	நீங்கள் பணக்காரர் போல	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	நீங்கள் ஒரு பணக்காரர் போல் அமர்ந்திருக்கிறீர்கள்	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	குற்றம் சாட்டப்பட்ட பள்ளி	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	ஒரு பணக்காரனைப் போல	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	நீங்கள் ஒரு பணக்காரர் போல் அமர்ந்திருக்கிறீர்கள்	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	இவ்வளவு பணம்	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	யோசனைகள் போன்ற பணம்	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	என்னிடம் இவ்வளவு பணம் இருந்தால்	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	நான் பயணம் செய்வேன்	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	உலகம் முழுவதும்	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	ஒவ்வொரு அகராதியிலும்	in every dictionary	grupo	alternativoj	prononco
level	mankas io	ஏதோ காணவில்லை	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	சில வார்த்தைகள் இல்லை	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	நீண்ட நேரம் பேசிய ஒரு மனிதர்	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	சாப்பாட்டு மேஜையில்	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	ஒரு நபர் பசியுடன் இருப்பார்	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	டைனிங் டேபிளில் சொல்லிக்கொண்டே இருக்கிறார்	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	அவர் கவனம் செலுத்த வேண்டியிருந்தது ~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	அனுமதிக்கப்படவில்லை ~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	தங்க அனுமதிக்கப்பட்டது	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	நீண்ட நேரம் இருக்க அனுமதிக்கப்படவில்லை	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	மழையில் வெளியே இருக்க	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	அதனால்தான் அவருக்கு சளி பிடித்தது	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	அவருக்கு தெளிவான யோசனை உள்ளது	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	ஆனால் அவர் எல்லாவற்றையும் நம்புவார்	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	நீங்கள் என்ன சொன்னாலும்	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	நீ அவனுடைய மனைவி போல	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	உங்கள் பெற்றோர்	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	உங்கள் பெற்றோரை மகிழ்விக்க	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	என்ன தயவு செய்து ~?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	உங்கள் பெற்றோரை மிகவும் மகிழ்ச்சியடையச் செய்வது எது?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	கற்ற பிறகு	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	குறைந்தபட்சம் கற்றலுக்குப் பிறகு	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	நகர மையத்திற்குள்	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	நீ என்னுடன் சென்றால்	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	நீங்கள் என்னுடன் நகரத்திற்கு சென்றால்	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	நீங்கள் எங்கு பயணிக்க விரும்புகிறீர்கள்?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	உங்களிடம் இருந்தால் ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	போதுமான பணம்	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	உங்களிடம் போதுமான பணம் மற்றும் வெப்பநிலை இருந்தால்	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	நீங்கள் திட்டமிடுகிறீர்களா ~?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	பாரிஸ் செல்ல திட்டமிட்டுள்ளது	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	axuto உடன் ஓட்ட வேண்டும்	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	மிகவும் சிறப்பாக	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	மிகவும் சிறப்பாக தெரிகிறது	seems much better	grupo	alternativoj	prononco
level	per vagonaro	தொடர்வண்டி மூலம்	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	அல்லது அது மிகவும் சிறப்பாக இருப்பதாகத் தெரியவில்லையா?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	பல்வேறு மக்கள்	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	மக்கள் ஏன் வெவ்வேறு வழிகளில் விளக்குகிறார்கள்?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	அதே யோசனைகள்	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	அதே கருத்துக்களை விளக்குகிறது	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	குடும்ப உறுப்பினர்கள் ஒன்று கூடுவார்கள்	family members get together	grupo	alternativoj	prononco
level	kiel rapide	எவ்வளவு விரைவாக	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	நாட்கள் கழிகின்றன	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	நாட்கள் எவ்வளவு விரைவாக கடந்து செல்கின்றன!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	நாளை இருக்கும் ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	உங்கள் தந்தையின் பிறந்த நாள்	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	பல குடும்ப உறுப்பினர்கள்	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	பல குடும்ப உறுப்பினர்கள் வருவார்கள்	several family members will come	grupo	alternativoj	prononco
