B.it content.tsv
Level	Esperanto	it	en-us	Grupo	Alternativoj	Pronoco
level	diru, kio okazas dum la malfermo?	dimmi, cosa succede durante l'inaugurazione?	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	vale la pena visitarlo?	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	A mio parere, sì	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	di solito non è molto vivace	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	ma per te che sei un 'rookie'	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	potrebbe essere interessante parteciparvi	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	Immagino che ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	il presidente della TEJO dirà qualche parola	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	il tema del congresso	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	sembra, probabilmente	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	probabilmente qualcuno della LKK presenterà il tema del congresso	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	ogni IJK ha il suo tema	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	Spero che ci sarà anche un po' di musica	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	beh, dove si svolgerà?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	nella grande aula magna	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	come trovarlo?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	quando lasci questo posto	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	vai dritto fino alla fine dell'edificio	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	per forse 100 metri	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	ancora a destra, dritto per forse 100 metri	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	e c'è una casa gialla	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	sul lato sinistro della strada	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	indicazioni su tutti i siti IJK	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	in esso troverai indicazioni su tutti i siti IJK	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	Invierò un messaggio tramite cellulare	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	se non lo trovo	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	oh, buona idea, ci vediamo lassù!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	nell'aula magna	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	Angeli custodi? stai scherzando?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	presidente della TEJO	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	infine auguro a tutti una settimana divertente	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	secondo le ultime informazioni	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	siamo 423 qui da 38 paesi	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	Ti auguro una settimana IJK fruttuosa e molto divertente	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	un caloroso benvenuto, a nome del consiglio direttivo della TEJO	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	dopo un grande applauso	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	sei riuscito a restare sveglio?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	sì, soprattutto a causa della mia fame	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	no sto scherzando. è stato interessante ascoltarlo	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	è stato interessante conoscere un po' l'attività	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	per conoscere l'attività e la struttura del movimento	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	una sessione TEJO ti interesserà	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	forse alcune delle sessioni TEJO potrebbero interessarti	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	sì forse	yes maybe	grupo	alternativoj	prononco
level	mi provos	cercherò	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	proverò a partecipare	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	Cercherò di partecipare	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	per frequentarne uno	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	partecipare per vedere	attend to see	grupo	alternativoj	prononco
level	iun tagon	un giorno (un giorno)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	Ci proverò un giorno	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	un giorno per partecipare	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	partecipa un giorno per vedere	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	Cercherò un giorno di parteciparvi per vederne uno	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	che cos'è?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	di cosa si tratta ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	un angelo custode	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	quello su &quot;angelo custode&quot;	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	ma cosa è	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	ma cosa significa &quot;angelo custode&quot;?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	uno scherzo?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	un brutto scherzo?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	brutto scherzo	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	qualche scherzo	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	qualche brutto scherzo	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(è quello) un brutto scherzo?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	Sto scherzando	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	no sto scherzando	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	è stato interessante ascoltarlo	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	come contattare ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	e come contattare quegli angeli?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	con qualche preghiera IJK forse	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	Provalo! se non funziona puoi andare su ~	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	potrete recarvi nella sala “Il cielo” dopo pranzo	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	fantastico, primo cibo, poi paradiso	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	prima il cibo, poi nel cielo agli angeli	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#RIF!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	dopo un po' meno cibo	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Kabe va nella stanza &quot;il cielo&quot;	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	ciao, è il tuo primo IJK?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	OK. Sono molto lieto. Sono Jesi	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	e questo è già il mio sesto IJK	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	ecco un documento con alcune domande	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	foglio con domande e compiti	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	alcune domande e compiti relativi al congresso	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	provi a risolverli	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	Ti consiglio di provare a risolverli	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	con Ana dalla Polonia, Boris dalla Germania e Natsuko dal Giappone	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	chiamami se hai bisogno di aiuto	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	più tardi nel servizio libri	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	allora, com'è andata in paradiso?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	In realtà ho incontrato un vero angelo!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	celeste, penso di aver effettivamente incontrato un vero angelo!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	era straordinariamente bella e gentile	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	Dio mio! e come si chiama?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	oh, già dimenticavo!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	si ubriaca sempre di più	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	al bar Kabe si ubriaca sempre di più	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	c'è anche il barista?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	Una birra, per favore	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	costa 1euro	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	vorresti anche qualcos'altro?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	no grazie, mi basta la birra	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	Veramente? che ne dici di vodka, labamba e femmine?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	Beh perchè no	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	si dice che sia divertente	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	Non ho ancora ballato il labamba, ma mi dicono che è divertente	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	durante la canzone &quot;La Bamba&quot; la gente balla	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	le persone ballano in un grande cerchio	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	e dentro quel cerchio altre persone ballano	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	funziona in modo che ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	funziona in modo che le persone ballino in un grande cerchio	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	balla in un grande cerchio e all'interno di quel cerchio	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	le persone ballano e le altre persone ballano	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	coloro che danzano all'interno del cerchio	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	chi balla sceglie un ballerino del cerchio	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	sceglie una ballerina e la bacia	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	lo bacia tre volte sulle guance	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	sceglie una ballerina e la bacia sulle guance	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	sceglie una ballerina dal cerchio e la bacia	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	poi cambiano posto	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	baci, una persona che bacia, una persona baciata, una persona che bacerà, una persona che sarà baciata	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	e la persona baciata diventa una persona che bacerà	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	quei ballerini scelgono e poi cambiano posto	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	la persona che ha baciato ora è una persona che sarà baciata	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	molto facile, vero?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	beh, spero che lo sia ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	più facilmente nella pratica	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	spera che sia più facile	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	è più facile nella pratica	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	Ci proverò qualche volta	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	ma prima la birra!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	Un giorno ci proverò, ma prima la birra!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	un ragazzo intelligente	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	tu che conosci quasi tutti	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	conosce quasi tutti qui	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	sai chi è la ragazza?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	la ragazza che coordinava	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	la ragazza che coordinava gli 'angeli custodi'	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	probabilmente stai pensando a Jesi	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	sì, è giusto!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	Ricordo di aver sentito	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	ora ricordo che ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	ricorda che ho sentito il suo nome	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	secondo me	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	lei è una persona strana	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	secondo me è una persona strana	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	non beve affatto birra	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	e non mangia carne	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	sembra che ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	il suo unico interesse è ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	l'unico interesse è l'attività in esperanto	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	sembra che il suo unico interesse sia l'esperanto	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	ma è molto bella	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	è molto bello e gentile	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	molto carino e gentile secondo me	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	forse hai ragione	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	forse hai ragione su questo	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	non è quasi mai al bar	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	non è quasi mai ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	non incontrarla spesso	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	Non mi incontro spesso	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	e quindi non la incontro spesso	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	fischi su queste persone	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	in effetti, sto fischiando totalmente	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	Capisco ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	così parla un vero barista	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	giustamente, quindi alla tua salute!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	alla vostra salute! oh, ottima birra	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	ovviamente sono stato io a sceglierlo	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	hai qualche idea?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	dove sarebbe possibile trovare quella strana ragazza?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	per trovare quella ragazza strana ma molto bella	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	idea di dove potrebbe essere trovato ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	ha un'idea di dove sarebbe possibile trovare ~	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	sicuramente nella sala da tè (Guferia)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	queste persone sono costantemente sedute	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	è costantemente seduto lì a bere il tè	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	che vita noiosa!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	la sala da tè (Guferia), è un posto tranquillo	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	un posto tranquillo dove puoi bere il tè	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	bere il tè, chiacchierare, ascoltare musica tranquilla	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	ascoltare musica tranquilla e simili	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	lo troverete alla fine del corridoio	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	alla fine del corridoio fuori dal bar	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	non puoi portare la tua birra	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	porta lì la tua birra	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	ma non puoi portare la tua birra lì	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	è davvero un posto per i gufi!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	prima sulla pista da ballo	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	forse dovrei andare prima io	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	lasciami andare prima sulla pista da ballo	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	la prossima persona!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	cosa vuoi caro?	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	c'è un posto libero?	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	Sì certo	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	molto bello qui	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	qui nella sala da tè (guferia)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	Ho bisogno di un po' di tranquillità	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	dopo una giornata molto stressante	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	tranquillità dopo una giornata stressante	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	l'atmosfera in una sala da tè (guferia)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ è un ottimo contrasto	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	contrasto con gli altri eventi	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	gli altri eventi durante l'IJK	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	l'atmosfera è in contrasto con gli altri eventi	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	è un ottimo contrasto, vero?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	sì, musica soft	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	musica soft, conversazione tranquilla	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	chiacchierata tranquilla e un tè interessante	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	perfetto per ritrovare le forze	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	sembri estremamente stanco	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	cosa hai fatto tutto il giorno?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	per prima cosa ho scritto un post	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	post per le escursioni di domani	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	Ho scritto un post per le escursioni	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	a proposito, ci vai?	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	andrà in escursione	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	fai qualche escursione?	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	sì, alla grande cascata	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	e poi ad una mostra	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	una mostra sull'arte moderna	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	ad una cascata e poi ad una mostra	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	una buona scelta	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	Ci andrò anch'io	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	comunque, ho condotto un gruppo di discussione	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	per appendere manifesti	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	dopo l'affissione dei manifesti delle escursioni	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	gruppo di discussione dal titolo &quot;femminismo&quot;	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	ha condotto una discussione dal titolo &quot;femminismo&quot;	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	il femminismo è lo stesso nei diversi paesi?	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	discussione interessante e vivace	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	è stato molto interessante e vivace	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	nelle ultime cinque ore	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	Ero in una lunga sessione	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	nelle ultime ore sono stato in una riunione di commissione	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	in una lunga riunione del comitato	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	era davvero troppo lungo	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	il comitato ha concluso la sua riunione	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	ma ora il comitato ha terminato la riunione	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	è stato davvero lungo, ma ora è finito	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	oh, quindi sei un membro del comitato?	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	il consiglio di amministrazione di TEJO	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	Anch'io sono nel consiglio	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	sì, lo sono anch'io ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	è anche nel consiglio di TEJO	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	sì, e io sono ~	yes, and I'm ~	grupo	alternativoj	prononco
