B.lt content.tsv
Level	Esperanto	lt	en-us	Grupo	Alternativoj	Pronoco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	penkias minutes prieš dešimtą arba devynias penkiasdešimt penkias	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	pataikė ar nepataikė?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	tu praleidai pusryčius	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	o, šūdas!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	ar tu patenkintas ?	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	ir aš labai alkanas	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	jei paskubėsi	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	gali bent pataikyti į angą	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	kongreso atidarymas	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	galite bent pataikyti į suvažiavimo atidarymą	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	kada bus?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	ketvirtį dešimtos	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	tai truks valandą	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	o dvylikos jau bus galima valgyti	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	gražiai laukiu	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	papasakok, kas vyksta per atidarymą?	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	ar apskritai verta apsilankyti?	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	mano nuomone taip	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	paprastai jis nėra labai gyvas	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	bet tau kaip naujokui	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	gali būti įdomu jame dalyvauti	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	Manau, kad ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	TEJO prezidentas pasakys keletą žodžių	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	kongreso tema	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	atrodo, tikriausiai	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	kas nors iš LKK tikriausiai pristatys suvažiavimo temą	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	kiekvienas IJK turi savo temą	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	Tikiuosi, bus ir muzikos	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	nu kur tai vyks?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	didžiojoje paskaitų salėje	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	kaip tai rasti?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	kai išeisite iš šios vietos	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	eikite tiesiai į pastato galą	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	gal 100 metrų	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	vėl tiesiai, tiesiai gal 100 metrų	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	ir yra geltonas namas	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	kairėje kelio pusėje	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	ženklai apie visas IJK svetaines	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	joje rasite ženklus apie visas IJK svetaines	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	Atsiųsiu žinutę mobiliuoju telefonu	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	jei nerasiu	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	oi, gera idėja, iki pasimatymo!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	paskaitų salėje	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	angelai sargai? ar tu juokauji?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	TEJO prezidentas	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	pagaliau linkiu smagios savaitės	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	pagal naujausią informaciją	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	mūsų čia yra 423 iš 38 šalių	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	Linkiu vaisingos ir smagios IJK savaitės	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	nuoširdžiai sveikiname TEJO valdybos vardu	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	po gausių plojimų	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	ar pavyko pabusti?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	taip, daugiausia dėl mano alkio	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	ne, juokauju. buvo įdomu klausytis	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	buvo įdomu šiek tiek išgirsti apie veiklą	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	išgirsti apie judėjimo veiklą ir struktūrą	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	jus sudomins TEJO seansas	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	galbūt kai kurie TEJO užsiėmimai gali būti jums įdomūs	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	Taip galbūt	yes maybe	grupo	alternativoj	prononco
level	mi provos	aš pabandysiu	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	bandys dalyvauti	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	Stengsiuosi dalyvauti	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	dalyvauti viename	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	dalyvauti pamatyti	attend to see	grupo	alternativoj	prononco
level	iun tagon	vieną dieną (kada nors)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	Vieną dieną pabandysiu	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	viena diena dalyvauti	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	kada nors užsukti pamatyti	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	Pabandysiu vieną dieną sudalyvauti ir pamatyti	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	kas tai?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	kas tai per ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	angelas sargas	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	tai apie &quot;angelą sargą&quot;	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	bet kas yra	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	bet kas tai per &quot;angelas sargas&quot;?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	anekdotas?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	blogas pokštas?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	Blogas pokštas	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	kažkoks pokštas	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	kažkoks blogas pokštas	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(ar tai) blogas pokštas?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	aš juokauju	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	ne, juokauju	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	buvo įdomu klausytis	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	kaip susisiekti ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	o kaip su tais angelais susisiekti?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	gal su kokia IJK malda	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	pabandyk tai! jei jis neveikia, galite eiti į ~	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	po pietų galite eiti į kambarį &quot;Dangus&quot;.	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	puiku, pirmiausia maistas, tada rojus	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	pirmas maistas, paskui danguje angelams	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#REF!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	po truputį mažiau maisto	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Kabe eina į kambarį &quot;dangus&quot;	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	sveiki, ar tai pirmas tavo IJK?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	Gerai. Aš labai džiaugiuosi. Aš esu Jesi	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	ir tai jau šeštasis mano IJK	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	štai dokumentas su keliais klausimais	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	Popierius su klausimais ir užduotimis	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	kai kurie su kongresu susiję klausimai ir užduotys	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	bandai juos išspręsti	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	Siūlau pabandyti jas išspręsti	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	su Ana iš Lenkijos, Borisu iš Vokietijos ir Natsuko iš Japonijos	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	tiesiog paskambink man, jei reikia pagalbos	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	vėliau knygų tarnyboje	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	tai kaip buvo danguje?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	Aš iš tikrųjų sutikau tikrą angelą!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	danguje, manau, kad iš tikrųjų sutikau tikrą angelą!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	ji buvo nuostabiai graži ir maloni	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	o Dieve! ir koks jos vardas?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	oi, jau pamiršau!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	vis daugiau prisigeria	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	bare Kabė vis labiau girtauja	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	ar barmenas irgi?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	vieną alaus prašau	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	kainuoja 1 eurą	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	ar tu irgi norėtum ko nors kito?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	ne ačiū, man užtenka alaus	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	tikrai? o kaip su degtine, labamba ir patelėmis?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	na, kodėl gi ne	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	sakoma, kad smagu	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	Labambos dar nešokau, bet man sako, kad smagu	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	dainos „La Bamba“ metu žmonės šoka	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	žmonės šoka dideliame rate	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	ir tame rate kiti žmonės šoka	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	veikia taip, kad ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	veikia taip, kad žmonės šoka dideliame rate	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	šoka dideliame rate ir jo viduje	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	žmonės šoka, o kiti šoka	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	tie, kurie šoka rate	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	šokantieji išsirenka šokėją iš būrelio	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	išsirenka šokėją ir pabučiuoja ją ar jį	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	pabučiuoja jai ar jam tris kartus į skruostus	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	išsirenka šokėją ir pabučiuoja į skruostus	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	išsirenka šokėją iš rato ir pabučiuoja	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	tada jie keičiasi vietomis	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	bučiniai, bučiuojantis žmogus, pabučiuotas žmogus, žmogus, kuris pabučiuos, žmogus, kuris bus pabučiuotas	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	ir pabučiuotasis tampa žmogumi, kuris pabučiuos	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	tie šokėjai pasirenka ir tada keičiasi vietomis	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	asmuo, kuris bučiavosi, dabar yra asmuo, kuris bus pabučiuotas	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	labai lengva, tiesa?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	Na, tikiuosi, kad tai ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	praktikoje lengviau	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	tikisi, kad bus lengviau	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	praktikoje lengviau	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	kada nors pabandysiu	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	bet pirmiausia alus!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	Vieną dieną pabandysiu, bet pirmiausia alus!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	protingas berniukas	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	tu, kuris pažįsta beveik visus	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	pažįsta beveik visus čia esančius	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	ar zinai kas ta mergina?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	mergina, kuri koordinavo	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	mergina, kuri koordinavo „angelus sargus“	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	tikriausiai galvoji apie Jesi	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	taip, teisingai!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	Prisimenu, kad girdėjau	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	dabar prisimenu, kad ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	prisimink, kad girdėjau jos vardą	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	Mano nuomone	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	ji keistas žmogus	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	mano nuomone, ji yra keistas žmogus	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	alaus visai negeria	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	ir nevalgo mėsos	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	atrodo, kad ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	jos vienintelis interesas yra ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	domina tik esperanto veikla	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	atrodo, kad jos vienintelis pomėgis yra esperanto kalba	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	bet ji labai graži	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	yra labai grazi ir miela	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	labai grazus ir malonus mano nuomone	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	galbūt tu teisus	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	gal tu teisus dėl to	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	beveik niekada nebūna bare	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	ji beveik niekada ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	nedažnai su ja susitikinėti	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	Nedažnai susitinku	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	ir todėl nedažnai su ja susitinku	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	švilpauja apie tokius žmones	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	tiesą sakant, aš visiškai švilpiau	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	Suprantu ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	taip kalba tikras barmenas	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	teisingai, į jūsų sveikatą!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	tavo sveikatai! oi, puikus alus	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	žinoma, aš tai pasirinkau	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	ar turi kazkokiu ideju?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	kur būtų galima rasti tą keistą merginą?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	rasti tą keistą, bet labai gražią merginą	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	idėja, kur jį galima rasti ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	turi idėją, kur būtų galima rasti ~	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	tikrai arbatos skalbykloje (Owlery)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	tokie žmonės nuolat sėdi	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	nuolat sėdi ir geria arbatą	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	koks nuobodus gyvenimas!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	arbatos skalbykla (Owlery) yra rami vieta	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	rami vieta, kur galima atsigerti arbatos	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	gerti arbatą, kalbėtis, klausytis ramios muzikos	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	klausantis ramios muzikos ir panašiai	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	rasite koridoriaus gale	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	koridoriaus gale už baro	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	tu negali neštis savo alaus	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	nunešk ten savo alaus	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	bet tu negali ten neštis savo alaus	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	tai tikrai vieta pelėdoms!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	pirmas į šokių aikštelę	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	gal aš turėčiau eiti pirmas	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	leisk man pirmai eiti į šokių aikštelę	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	kitas asmuo!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	ko tu nori brangioji	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	ar yra laisva vieta?	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	taip, tikrai	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	labai gražu čia	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	čia arbatos baseine (pelėda)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	Man reikia šiek tiek ramybės	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	po labai įtemptos dienos	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	ramybė po įtemptos dienos	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	atmosfera arbatos baseine (pelėda)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ yra labai geras kontrastas	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	priešingai nei kiti įvykiai	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	kiti įvykiai IJK metu	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	atmosfera yra kontrastas kitiems įvykiams	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	tai labai geras kontrastas, ar ne?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	taip, švelni muzika	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	švelni muzika, ramus pokalbis	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	ramus pokalbis ir įdomi arbata	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	puikiai tinka atgauti jėgas	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	atrodai labai pavargusi	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	ka veikei visa diena?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	pirmiausia padariau įrašą	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	paštas rytojaus ekskursijoms	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	Sukūriau įrašą ekskursijoms	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	beje, eini?	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	vyks į ekskursiją	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	ar važiuoji į kokią ekskursiją?	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	taip, iki didžiojo krioklio	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	o paskui į parodą	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	paroda apie šiuolaikinį meną	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	prie krioklio, o paskui į parodą	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	geras pasirinkimas	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	Aš irgi ten eisiu	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	šiaip, vedžiau diskusijų grupę	anyway, I led a discussion group	grupo	alternativoj	prononco
