C.mn content.tsv
Level	Esperanto	mn	en-us	Grupo	Alternativoj	Pronoco
level	nei	үгүй	to nay	grupo	alternativoj	prononco
level	norda	хойд	northern	grupo	alternativoj	prononco
level	nulo	тэг	a zero	grupo	alternativoj	prononco
level	orienten	зүүн тийш	toward the east	grupo	alternativoj	prononco
level	kanguruo	имж	a kangaroo	grupo	alternativoj	prononco
level	teorio	онол	a theory	grupo	alternativoj	prononco
level	parolanto	ярьдаг хүн, илтгэгч	a speaking person, a speaker	grupo	alternativoj	prononco
level	moskito	шумуул, шумуул (=куло)	a mosquito, a gnat (=kulo)	grupo	alternativoj	prononco
level	piediri	алхах	to walk	grupo	alternativoj	prononco
level	plejparte	ихэвчлэн	mostly	grupo	alternativoj	prononco
level	tabloteniso	ширээний теннис	a table tennis	grupo	alternativoj	prononco
level	detektivo	мөрдөгч, мөрдөн байцаагч	a detective, an investigator	grupo	alternativoj	prononco
level	detektiva	мөрдөгч	detective	grupo	alternativoj	prononco
level	alie	өөрөөр, эсвэл өөрөөр, өөрөөр, өөрөөр	otherwise, or else, in another way, differently	grupo	alternativoj	prononco
level	abrikoto	чангаанз	an apricot	grupo	alternativoj	prononco
level	rapidi	яарах	to get hurried	grupo	alternativoj	prononco
level	redonomono	өөрчлөлт (мөнгө)	a change (money)	grupo	alternativoj	prononco
level	juki	загатнах	to itch	grupo	alternativoj	prononco
level	enciklopedio	нэвтэрхий толь бичиг	an encyclopedia	grupo	alternativoj	prononco
level	detruita	устгасан	destroyed	grupo	alternativoj	prononco
level	pingveno	оцон шувуу	a penguin	grupo	alternativoj	prononco
level	revidi	дахин харах	to see again	grupo	alternativoj	prononco
level	poezio	яруу найраг	poetry	grupo	alternativoj	prononco
level	tigo	иш, иш	a stem, a stalk	grupo	alternativoj	prononco
level	necese	зайлшгүй	necessarily	grupo	alternativoj	prononco
level	sano	эрүүл мэнд	health	grupo	alternativoj	prononco
level	servisto	үйлчлэгч	a servant	grupo	alternativoj	prononco
level	komisii	даатгах	to entrust	grupo	alternativoj	prononco
level	filio	хараат компани, охин компани, салбар	an affiliate, a subsidiary, a branch	grupo	alternativoj	prononco
level	neniu alia ol ~	~-аас өөр юу ч биш	none other than ~	grupo	alternativoj	prononco
level	optimisto	өөдрөг үзэлтэн	an optimist	grupo	alternativoj	prononco
level	senfine	эцэс төгсгөлгүй	endlessly	grupo	alternativoj	prononco
level	triki	нэхэх	to knit	grupo	alternativoj	prononco
level	adiaŭo	салах ёс, баяртай	a farewell, a goodbye	grupo	alternativoj	prononco
level	plus	нэмэх	plus	grupo	alternativoj	prononco
level	ĝenevo	Женев	Geneva	grupo	alternativoj	prononco
level	soifa	цангасан	thirsty	grupo	alternativoj	prononco
level	revuo	тойм, сэтгүүл, тогтмол хэвлэл, тойм	a review, magazine, periodical, revue	grupo	alternativoj	prononco
level	saĝo	мэргэн ухаан	a wisdom	grupo	alternativoj	prononco
level	saĝulo	мэргэн хүн	a sage	grupo	alternativoj	prononco
level	unu la alian	нэг нэгэндээ	one another	grupo	alternativoj	prononco
level	suda	өмнөд	southern	grupo	alternativoj	prononco
level	favoro	ивээл, сайн санаа	a favor, a goodwill	grupo	alternativoj	prononco
level	Tokio	Токио	Tokyo	grupo	alternativoj	prononco
level	rabato	хөнгөлөлт, хөнгөлөлт	a discount, a rebate	grupo	alternativoj	prononco
level	hura	Ухаа! хөөе!	hurrah! hooray!	grupo	alternativoj	prononco
level	trinkaĵo	уух зүйл	something to drink	grupo	alternativoj	prononco
level	triope	гурвалсан	in trio	grupo	alternativoj	prononco
level	unu aŭ la alia	нэг юм уу нөгөө	one or the other	grupo	alternativoj	prononco
level	unua	эхлээд	first	grupo	alternativoj	prononco
level	termometro	термометр	a thermometer	grupo	alternativoj	prononco
level	unuigita	нэгдсэн	united	grupo	alternativoj	prononco
level	aŭskultilo	чихэвч, хүлээн авагч	a earphone, a receiver	grupo	alternativoj	prononco
level	unuvorte	нэг үгээр	in one word	grupo	alternativoj	prononco
level	vekiĝi	сэрэх	to wake up	grupo	alternativoj	prononco
level	foriri	явж үз	to go away	grupo	alternativoj	prononco
level	tekniko	техник, техник	technique, a technic	grupo	alternativoj	prononco
level	nobelo	язгууртан, язгууртан	a nobleman, a noble	grupo	alternativoj	prononco
level	ĝuste	зөвөөр	corretly	grupo	alternativoj	prononco
level	reklami	сурталчлах	to advertise	grupo	alternativoj	prononco
level	vato	хөвөн ноос, хөвөн даавуу	a cotton wool, a wadding	grupo	alternativoj	prononco
level	escepti	үл хамаарах, хасах	to except, to exclude	grupo	alternativoj	prononco
level	helpo	тусламж	a help	grupo	alternativoj	prononco
level	bildrakonto	комикс, комик ном	a comic strip, a comic book	grupo	alternativoj	prononco
level	poemo	шүлэг	a poem	grupo	alternativoj	prononco
level	vojaĝo	аялал	a travel	grupo	alternativoj	prononco
level	bofilo	хүргэн	a son-in-law	grupo	alternativoj	prononco
level	zorgo	халамж	care	grupo	alternativoj	prononco
level	papilio	эрвээхэй	a butterfly	grupo	alternativoj	prononco
level	dek du	арван хоёр	twelve	grupo	alternativoj	prononco
level	apostrofo	апостроф	an apostrophe	grupo	alternativoj	prononco
level	fluido	шингэн, шингэн	fluid, a fluid	grupo	alternativoj	prononco
level	milimetro	миллиметр	a millimeter	grupo	alternativoj	prononco
level	dependi	хамаарах	to depend	grupo	alternativoj	prononco
level	dek kvar	арван дөрөв	fourteen	grupo	alternativoj	prononco
level	dek ses	арван зургаа	sixteen	grupo	alternativoj	prononco
level	dinosaŭro	үлэг гүрвэл	a dinosaur	grupo	alternativoj	prononco
level	migri	нүүдэллэх, тэнүүчлэх, тэнүүчлэх	to migrate, to roam, to wander	grupo	alternativoj	prononco
level	dek ok	арван найман	eighteen	grupo	alternativoj	prononco
level	kompleta	бүрэн	complete	grupo	alternativoj	prononco
level	miligramo	миллиграмм	a milligram	grupo	alternativoj	prononco
level	dormigilo	нойрны эм	a sleeping pill	grupo	alternativoj	prononco
level	dudek	хорин	twenty	grupo	alternativoj	prononco
level	dormanto	унтагч	a sleeper	grupo	alternativoj	prononco
level	entrepreni	хийх	to undertake	grupo	alternativoj	prononco
level	hundido	гөлөг	a puppy	grupo	alternativoj	prononco
level	kvardek	дөчин	forty	grupo	alternativoj	prononco
level	tricent	гурван зуу	three hundred	grupo	alternativoj	prononco
level	iom post iom	бага багаар	little by little	grupo	alternativoj	prononco
level	revi	зүүдлэх, зүүдлэх	to dream, to daydream	grupo	alternativoj	prononco
level	fiŝboato	загас агнуурын завь	a fishing boat	grupo	alternativoj	prononco
level	mem kompreneble	өөрөө тайлбарлах	self-explanatorily	grupo	alternativoj	prononco
level	flegistino	сувилагч	a nurse	grupo	alternativoj	prononco
level	ni diru	гэж хэлье	let's say	grupo	alternativoj	prononco
level	traktoro	трактор	a tractor	grupo	alternativoj	prononco
level	Ido	Идо (эсперанто хэлний хүүхэд хэл)	Ido (a child language of Esperanto)	grupo	alternativoj	prononco
level	florpoto	цэцгийн сав	a flower pot	grupo	alternativoj	prononco
level	florvazo	цэцгийн ваар	a flower vase	grupo	alternativoj	prononco
level	heredi	өвлөх	to inherit	grupo	alternativoj	prononco
level	flugbileto	онгоцны тийз	an air ticket	grupo	alternativoj	prononco
level	robo	даашинз	a dress	grupo	alternativoj	prononco
level	egipto	египет хүн	an Egyptian person	grupo	alternativoj	prononco
level	-unt	(suffix) нөхцөлт идэвхтэй	(suffix)  conditional active	grupo	alternativoj	prononco
level	frenezulo	фанат, галзуу, маньяк	a fanatic, a lunatic, a maniac	grupo	alternativoj	prononco
level	ekde	оноос хойш	since	grupo	alternativoj	prononco
level	observi	ажиглах	to observe	grupo	alternativoj	prononco
level	edziĝi (kun ~)	нөхөр болох, гэрлэх (~-тэй)	to become a husband, to get married (with ~)	grupo	alternativoj	prononco
level	bambuo	хулс	a bamboo	grupo	alternativoj	prononco
level	turko	турк хүн	a Turkish	grupo	alternativoj	prononco
level	glumarko	наалт	a sticker	grupo	alternativoj	prononco
level	akceptebla	хүлээн зөвшөөрөх боломжтой	acceptable	grupo	alternativoj	prononco
level	alvenigi	ирэхэд хүргэх	to make arrive	grupo	alternativoj	prononco
level	boato	завь	a boat	grupo	alternativoj	prononco
level	aligatori	эсперанто бус (англи) хэлээр ярих	to speak in non-Esperanto (English)	grupo	alternativoj	prononco
level	arbeto	жижиг мод	a small tree	grupo	alternativoj	prononco
level	harpinglo	үсний хавчаар, хаалт	a hairpin, a bracket	grupo	alternativoj	prononco
level	konsekvenco	үр дагавар	a consequence	grupo	alternativoj	prononco
level	polo	Польш хүн, Польш хүн	a Polish person, a polander	grupo	alternativoj	prononco
level	edziniĝi (kun ~)	эхнэр болох, гэрлэх (~-тэй)	to become a wife, to get married (with ~)	grupo	alternativoj	prononco
level	harpo	ятга	a harp	grupo	alternativoj	prononco
level	aĉetumi	дэлгүүр явах	to go shopping	grupo	alternativoj	prononco
level	aŭdiĝi	сонсох, сонсох	to hear, to be heard	grupo	alternativoj	prononco
level	geedzoj	(хоёулаа) эхнэр нөхөр, гэрлэсэн хос	(both) husband and wife, a married couple	grupo	alternativoj	prononco
level	belaĵo	гоё зүйл	something beatiful	grupo	alternativoj	prononco
level	bonega	маш сайн, үнэхээр сайн	very good, really really good	grupo	alternativoj	prononco
level	denove	дахин	again	grupo	alternativoj	prononco
level	skandinavo	скандинав хүн	a Scandinavian person	grupo	alternativoj	prononco
level	dikiĝi	тарган болох	to become fat	grupo	alternativoj	prononco
level	populara	алдартай	popular	grupo	alternativoj	prononco
level	infanĉareto	перамбулатор, тэрэг	a perambulator, a pram	grupo	alternativoj	prononco
level	dolorige	өвдөлттэй	painfully	grupo	alternativoj	prononco
level	infanĝardeno	цэцэрлэг	a kindergarten	grupo	alternativoj	prononco
level	dumnokte	шөнийн турш	during the night	grupo	alternativoj	prononco
level	geavoj	өвөө эмээ	grandparents	grupo	alternativoj	prononco
level	kondamni	яллах, яллах, гэм буруутайг нь тогтоох	to condemn, to convict, to find guilty	grupo	alternativoj	prononco
level	ekkrii	хашгирах	to cry out	grupo	alternativoj	prononco
level	argumenti	маргах	to argue	grupo	alternativoj	prononco
level	ekridi	инээх	to (blast)laugh	grupo	alternativoj	prononco
level	kajto (flugdrako)	цаасан шувуу (нисдэг луу)	a kite (a flying dragon)	grupo	alternativoj	prononco
level	disputi	маргах, маргах, маргах	to argue, to dispute, to contend	grupo	alternativoj	prononco
level	pasaĝero	зорчигч	a passenger	grupo	alternativoj	prononco
level	eksalti	үсэрч эхлэх	to start jumping	grupo	alternativoj	prononco
level	evolucio	хувьсал (=evoluado, evoluo)	evolution (=evoluado, evoluo)	grupo	alternativoj	prononco
level	gloro	алдар нэр, алдар нэр	a glory, a fame	grupo	alternativoj	prononco
level	financo	санхүү	finance	grupo	alternativoj	prononco
level	elstara	гайхалтай, гайхалтай	brilliant, outstanding	grupo	alternativoj	prononco
level	gefiloj	хүүхдүүд, охид, хөвгүүд	children, sons and daughters	grupo	alternativoj	prononco
level	facilmova	хөдлөхөд хялбар	easy to move	grupo	alternativoj	prononco
level	geedziĝinta	гэрлэсэн	married	grupo	alternativoj	prononco
level	koto	шавар, шороо	mud, dirt	grupo	alternativoj	prononco
level	fermita	хаалттай	closed	grupo	alternativoj	prononco
level	kvitanco	баримт	a receipt	grupo	alternativoj	prononco
level	lardo	гахайн мах	a bacon	grupo	alternativoj	prononco
level	etiketo	ёс зүй, шошго, шошго, ёс зүйн дүрэм	an etiquette, a label, a tag, code of conduct	grupo	alternativoj	prononco
level	ladskatolo	лааз	a tin can	grupo	alternativoj	prononco
level	identa	адилхан	identical	grupo	alternativoj	prononco
level	skui	сэгсрэх	to shake	grupo	alternativoj	prononco
level	lavomaŝino	угаагч, угаалгын машин	a washer, a washing machine	grupo	alternativoj	prononco
level	geamikoj	найзууд (эрэгтэй, эмэгтэй)	friends (male and female)	grupo	alternativoj	prononco
level	gelernantoj	оюутнууд (эрэгтэй, эмэгтэй)	students (male and female)	grupo	alternativoj	prononco
level	gravulo	чухал хүн	an important person	grupo	alternativoj	prononco
level	dediĉi	зориулах, зориулах	to dedicate, to devote	grupo	alternativoj	prononco
level	geknaboj	охид, хөвгүүд	boys and girls	grupo	alternativoj	prononco
level	havinda	байх нь үнэ цэнэтэй	worth having	grupo	alternativoj	prononco
level	hommulto	хүмүүс, масс хүмүүс	people, mass people	grupo	alternativoj	prononco
level	admiri	бишрэх	to admire	grupo	alternativoj	prononco
level	magneto	соронз	a magnet	grupo	alternativoj	prononco
level	industriisto	аж үйлдвэрийн хүн	an industriallist	grupo	alternativoj	prononco
level	delfeno	далайн гахай	a dolphin	grupo	alternativoj	prononco
level	manĝobastonetoj	савх	chopsticks	grupo	alternativoj	prononco
level	ekstrema	эрс тэс	extreme	grupo	alternativoj	prononco
level	eksedziĝo	салалт (эрэгтэй)	divorce (male)	grupo	alternativoj	prononco
level	sklavo	боол	a slave	grupo	alternativoj	prononco
level	mamzono	хөхний даруулга, хөхний даруулга	a bra, a brassiere	grupo	alternativoj	prononco
level	koncentri	төвлөрөх	to concentrate	grupo	alternativoj	prononco
level	iro	явах зам	a way to go	grupo	alternativoj	prononco
level	manĝoskatolo	өдрийн хоолны хайрцаг	a lunch box	grupo	alternativoj	prononco
level	faco	нүүр, гадаргуу	a face, a surface	grupo	alternativoj	prononco
level	eksedziĝinta	салсан (эрэгтэй)	divorced (male)	grupo	alternativoj	prononco
level	manpremo	гар барих	a handshake	grupo	alternativoj	prononco
level	karulo	хайртай хүн	a beloved person	grupo	alternativoj	prononco
level	komponi	зохиох	to compose	grupo	alternativoj	prononco
level	generalo	генерал	a general	grupo	alternativoj	prononco
level	eksedziniĝinta	салсан (эмэгтэй)	divorced (female)	grupo	alternativoj	prononco
level	klubano	клубын гишүүн	a club member	grupo	alternativoj	prononco
level	riski	эрсдэлд орох, эрсдэл гаргах	to risk, to venture	grupo	alternativoj	prononco
level	mevo	цахлай, далайн цахлай	a gull, a sea gull	grupo	alternativoj	prononco
level	agento	төлөөлөгч	an agent	grupo	alternativoj	prononco
level	kunmanĝi	хамтдаа идэх	to eat together	grupo	alternativoj	prononco
level	banano	Банана	a banana	grupo	alternativoj	prononco
level	barko	барке, жижиг хөлөг онгоц	a barque, a small ship	grupo	alternativoj	prononco
level	kunulino	эмэгтэй хоригдол	a female inmate	grupo	alternativoj	prononco
level	montaro	уулын нуруу	a mountain range	grupo	alternativoj	prononco
level	bopatro	хадам аав	a father-in-law	grupo	alternativoj	prononco
level	artiko	үе, нугас, үе мөч	a joint, hinge, articulation	grupo	alternativoj	prononco
level	mortinto	нас барсан хүн	a deceased person	grupo	alternativoj	prononco
level	lampeto	жижиг чийдэн	a small lamp	grupo	alternativoj	prononco
level	fundamento	суурь, суурь	foundation, a foundation	grupo	alternativoj	prononco
level	libertempo	Чөлөөт цаг	free time	grupo	alternativoj	prononco
level	muziknoto	хөгжмийн тэмдэглэл	a musical note	grupo	alternativoj	prononco
level	intelekto	оюун ухаан, оюун ухаан	intellect, mind	grupo	alternativoj	prononco
level	alterni	ээлжлэн солих	to alternate	grupo	alternativoj	prononco
level	majesta	Сүр жавхлант	majestic	grupo	alternativoj	prononco
level	lumigi	гэрэл болгох	to make light	grupo	alternativoj	prononco
level	malbela	муухай	ugly	grupo	alternativoj	prononco
level	nudelo	гоймон	a noodle	grupo	alternativoj	prononco
level	imposto	татвар	tax	grupo	alternativoj	prononco
level	citi	иш татах, иш татах	to quote, to cite	grupo	alternativoj	prononco
level	malbono	муу муухай	badness	grupo	alternativoj	prononco
level	manipuli	зохицуулах, зохицуулах, удирдах	to manipulate, to handle, to manage	grupo	alternativoj	prononco
level	malfeliĉo	аз жаргалгүй байдал	an unhappiness	grupo	alternativoj	prononco
level	malforte	сул дорой	weakly	grupo	alternativoj	prononco
level	akso	тэнхлэг	an axis	grupo	alternativoj	prononco
level	praa	балар эртний, маш эртний, алслагдсан	prehistorical, very old, remote	grupo	alternativoj	prononco
level	mallaŭte	намуухан дуугаар	in low voice	grupo	alternativoj	prononco
level	periodaĵo	тогтмол хэвлэл	a periodical	grupo	alternativoj	prononco
level	groto	ангал, агуй, нүх	a grotto, a cave, a pothole	grupo	alternativoj	prononco
level	praavo	агуу их өвөө (алсын)	a great great grandfather (remote)	grupo	alternativoj	prononco
level	profesio	мэргэжил	a profession	grupo	alternativoj	prononco
level	mallumo	харанхуй	darkness	grupo	alternativoj	prononco
level	posteno	албан тушаал	a position	grupo	alternativoj	prononco
level	ironio	инээдэм	an irony	grupo	alternativoj	prononco
level	malmultekosta	хямд	cheap	grupo	alternativoj	prononco
level	fiziko	физик	physics	grupo	alternativoj	prononco
level	malproksime	хол	far away	grupo	alternativoj	prononco
level	malsaĝa	тэнэг	silly	grupo	alternativoj	prononco
level	poŝtelefono	гар утас	a mobile phone	grupo	alternativoj	prononco
level	praarbaro	эртний ой	a primeval forest	grupo	alternativoj	prononco
level	poŝtoficejo	шуудангийн газар	a post office	grupo	alternativoj	prononco
level	malsukcesa	бүтэлгүйтсэн, бүтэлгүйтсэн	unsuccessful, failing	grupo	alternativoj	prononco
level	plekti	сүлжих, сүлжих, сүлжих, сүлжих	to braid, to plait, to twine, to wreathe	grupo	alternativoj	prononco
level	rumano	румын хүн	a Romanian person	grupo	alternativoj	prononco
level	elasta	уян хатан	elastic	grupo	alternativoj	prononco
level	manĝegi	их идэх	to eat much	grupo	alternativoj	prononco
level	mortigo	аллага (=мурдо)	a murder (=murdo)	grupo	alternativoj	prononco
level	oblikva	ташуу, ташуу, хазайсан	oblique, slanting, askew	grupo	alternativoj	prononco
level	verando	веранда, үүдний танхим	a veranda, a porch	grupo	alternativoj	prononco
level	rabi	дээрэмдэх	to rob	grupo	alternativoj	prononco
level	retletero	И-мэйл	an email	grupo	alternativoj	prononco
level	orienti	чиг баримжаа олгох	to orientate	grupo	alternativoj	prononco
level	eksplodi	тэсрэх	to explode	grupo	alternativoj	prononco
level	alternativo	өөр хувилбар	an alternative	grupo	alternativoj	prononco
level	naskiĝtaga	төрсөн өдөр	birthday's	grupo	alternativoj	prononco
level	efekto	нөлөө	an effect	grupo	alternativoj	prononco
level	fasti	мацаг барих (хоолноос татгалзах)	to fast (abstain from food)	grupo	alternativoj	prononco
level	nehoma	хүнлэг бус	inhumane	grupo	alternativoj	prononco
level	nokta	шөнийн, шөнийн, шөнийн	night's, nightly, nocturnal	grupo	alternativoj	prononco
level	diametro	диаметр	a diameter	grupo	alternativoj	prononco
level	paŝti	бэлчээрлэх, маллах, тэжээх	to pasture, to shepherd, to feed	grupo	alternativoj	prononco
level	paperujo	цаасан хогийн сав	a bin for paper garbage	grupo	alternativoj	prononco
level	miskompreni	буруугаар ойлгох	to misunderstand	grupo	alternativoj	prononco
level	kozako	казак хүн	a Cossack person	grupo	alternativoj	prononco
level	varo	бараа, худалдааны бараа, бараа, бараа	commodity, trade good, merchandise, wares	grupo	alternativoj	prononco
level	plenigadi	үргэлжлүүлэн дүүргэх	to keep filling	grupo	alternativoj	prononco
level	nuko	дагз, хүзүү	a nape, a neck	grupo	alternativoj	prononco
level	tipo	төрөл, жишээ, загвар	type, example, model	grupo	alternativoj	prononco
level	plimulto	олонхи	a majority	grupo	alternativoj	prononco
level	irako	Ирак	Iraq	grupo	alternativoj	prononco
level	resumo	хураангуй, тойм, товч тойм, хураангуй	a summary, a digest, a résumé, a sum-up	grupo	alternativoj	prononco
level	promeno	зугаалга, зугаалга	a promenade, a walking	grupo	alternativoj	prononco
level	horizontalo	хэвтээ шугам	a horizontal line	grupo	alternativoj	prononco
level	fi-	(prefix) ичгүүртэй, жигшүүртэй, бохир	(prefix)  shameful, disgusting, dirty	grupo	alternativoj	prononco
level	aŭkcio	дуудлага худалдаа	an auction	grupo	alternativoj	prononco
level	konkludi	дүгнэх	to conclude	grupo	alternativoj	prononco
level	salivo	шүлс, боол	saliva, slaver	grupo	alternativoj	prononco
level	subvencio	татаас, буцалтгүй тусламж	a subsidy, a grant	grupo	alternativoj	prononco
level	realigi	ухаарах	to realise	grupo	alternativoj	prononco
level	koralo	шүрэн	a coral	grupo	alternativoj	prononco
level	cirkuli	эргэлдэх, явах	to circulate, to go about	grupo	alternativoj	prononco
level	rekapti	дахин барих	to catch again	grupo	alternativoj	prononco
level	ekstari	босох, босох	to get stand up, to rise	grupo	alternativoj	prononco
level	ambasado	элчин сайдын яам	an embassy	grupo	alternativoj	prononco
level	riĉeco	баялаг	richness	grupo	alternativoj	prononco
level	rekonstrui	сэргээн босгох, сэргээн босгох	to rebuild, to reconstruct	grupo	alternativoj	prononco
level	kukumo	өргөст хэмх	a cucumber	grupo	alternativoj	prononco
level	samklubano	нэг клубын гишүүн	a member of a same club	grupo	alternativoj	prononco
level	konsulti	зөвлөлдөх, дээш харах	to consult, to look up	grupo	alternativoj	prononco
level	seninterese	ашиг сонирхолгүй (=хорхойтой)	without interests (=malinterese)	grupo	alternativoj	prononco
level	sensukcese	амжилтгүй	without success	grupo	alternativoj	prononco
level	eĉ se ~	~ байсан ч гэсэн	even if ~	grupo	alternativoj	prononco
level	modelo	загвар өмсөгч	a model	grupo	alternativoj	prononco
level	rimo	шүлэг	a rhyme	grupo	alternativoj	prononco
level	senvorte	үггүйгээр	without words	grupo	alternativoj	prononco
level	referenco	лавлагаа	a reference	grupo	alternativoj	prononco
level	komandi	тушаал өгөх	to command	grupo	alternativoj	prononco
level	krizo	хямрал	a crisis	grupo	alternativoj	prononco
level	vinagro	цуу	a vinegar	grupo	alternativoj	prononco
level	soleca	цорын ганц, ганцаараа	sole, alone	grupo	alternativoj	prononco
level	dano	Дани хүн, Дани хүн	a Danish person, a dane	grupo	alternativoj	prononco
level	ŝtofo	даавуу, нэхмэл, даавуу, даавууны материал	a fabric, textile, cloth, cloth material	grupo	alternativoj	prononco
level	viŝilo	баллуур, арчигч	an eraser, a wiper	grupo	alternativoj	prononco
level	konfidenco	нууцлал, итгэлтэй байдал, нууц	a confidentiality, confidence, secret	grupo	alternativoj	prononco
level	sportisto	тамирчин	a sportsman	grupo	alternativoj	prononco
level	arabo	араб хүн, араб хүн	an Arabean person, an Arab	grupo	alternativoj	prononco
level	varii	ялгаатай байх	to vary	grupo	alternativoj	prononco
level	subakviĝi	живэх	to sink	grupo	alternativoj	prononco
level	oficiro	офицер (цэргийн)	an officer (military)	grupo	alternativoj	prononco
level	ĉasisto	анчин	a hunter	grupo	alternativoj	prononco
level	konferenco	хурал	a conference	grupo	alternativoj	prononco
level	surhavi	өмсөх	to wear on	grupo	alternativoj	prononco
level	animalo	амьтан	an animal	grupo	alternativoj	prononco
level	teroristo	террорист	a terrorist	grupo	alternativoj	prononco
level	nobla	эрхэмсэг	noble	grupo	alternativoj	prononco
level	travivaĵo	амьдрал, туршлага, туршлага	a live-through, an undergo, an experience	grupo	alternativoj	prononco
level	komunismo	коммунизм	communism	grupo	alternativoj	prononco
level	ŝinko	хиам	a ham	grupo	alternativoj	prononco
level	aspiri	тэмүүлэх, тэмүүлэх	to aspire to, to be eager for	grupo	alternativoj	prononco
level	ŝarko	акул	a shark	grupo	alternativoj	prononco
level	buko	тэврэлт	a buckle	grupo	alternativoj	prononco
level	kvartalo	дүүрэг, хороолол, хороолол	a district, quarter, neighborhood	grupo	alternativoj	prononco
level	ŝildo	бамбай	a shield	grupo	alternativoj	prononco
level	veturigi	жолоодох	to drive	grupo	alternativoj	prononco
level	vidvo	бэлэвсэн эмэгтэй	a widower	grupo	alternativoj	prononco
level	Kanado	Канад	Canada	grupo	alternativoj	prononco
level	strigo	шар шувуу	an owl	grupo	alternativoj	prononco
level	stilo	хэв маяг	a style	grupo	alternativoj	prononco
level	ŝimo	хөгц	a mold	grupo	alternativoj	prononco
level	aplaŭdi	алга таших, алга таших, магтах	to applaud, to clap, to acclaim	grupo	alternativoj	prononco
level	ŝmiraĵo	тос	an ointment	grupo	alternativoj	prononco
level	vojaĝanto	аялагч	a traveller	grupo	alternativoj	prononco
level	ĉeesto	оролцоо	a participation	grupo	alternativoj	prononco
level	pruvi	нотлох, харуулах	to prove, to show	grupo	alternativoj	prononco
level	kantisto	дуучин	a singer	grupo	alternativoj	prononco
level	ĝustatempe	зөв цагт	in correct time	grupo	alternativoj	prononco
level	inaŭguri	нээлтээ хийх	to inaugurate	grupo	alternativoj	prononco
level	kantistino	эмэгтэй дуучин	a female singer	grupo	alternativoj	prononco
level	fluto	лимбэ	a flute	grupo	alternativoj	prononco
level	opozicii	эсэргүүцэх, эсэргүүцэх	to oppose, to be in opposition	grupo	alternativoj	prononco
level	kuiristo	хоол	a cook	grupo	alternativoj	prononco
level	ŝipkuro	хөлөг онгоцны тэмцээн	a ship competition	grupo	alternativoj	prononco
level	diktatoro	дарангуйлагч	a dictator	grupo	alternativoj	prononco
level	funebro	гашуудлын хамтлаг, уй гашуу (оршуулга)	mourning band, grief (funeral)	grupo	alternativoj	prononco
level	instali	суулгах	to install	grupo	alternativoj	prononco
level	kuiristino	эмэгтэй тогооч	a female cook	grupo	alternativoj	prononco
level	meksiko	Мексик	Mexico	grupo	alternativoj	prononco
level	eminenta	нэр хүндтэй, нэр хүндтэй	eminent, distinguished	grupo	alternativoj	prononco
level	verbo	үйл үг	a verb	grupo	alternativoj	prononco
level	surfaco	гадаргуу, гадаргуу	surface, a surface	grupo	alternativoj	prononco
level	bovlo	нэг аяга	a bowl	grupo	alternativoj	prononco
level	trajto	зан чанар, онцлог, шугам (нүүрний)	a trait, a feature, line (of face)	grupo	alternativoj	prononco
level	demokratismo	ардчилал	democracy	grupo	alternativoj	prononco
level	ŝuti	асгах, асгах, асгах	to dump, to pour, to pour out	grupo	alternativoj	prononco
level	baki	жигнэх	to bake	grupo	alternativoj	prononco
level	poŝtisto	шуудан зөөгч, шуудан зөөгч	a postman, a mailman	grupo	alternativoj	prononco
level	simpatio	өрөвдөх сэтгэл, өрөвдөх сэтгэл	sympathy, a sympathy	grupo	alternativoj	prononco
level	melono	амтат гуа	a melon	grupo	alternativoj	prononco
level	abnorma	хэвийн бус	abnormal	grupo	alternativoj	prononco
level	sorĉi	ид шидлэх	to bewitch	grupo	alternativoj	prononco
level	juĝisto	шүүгч	a judge	grupo	alternativoj	prononco
level	reciproka	харилцан, харилцан	reciprocal, mutual	grupo	alternativoj	prononco
level	fabriko	үйлдвэр, үйлдвэрлэл (=мануфактуро)	a factory, a manufacture (=manufakturo)	grupo	alternativoj	prononco
level	faldi	нугалах	to fold	grupo	alternativoj	prononco
level	dentisto	шүдний эмч	a dentist	grupo	alternativoj	prononco
level	medikamento	эм, эм, эм	medication, a medicine, a drug	grupo	alternativoj	prononco
level	kaŝtano	туулайн бөөр	a chestnut	grupo	alternativoj	prononco
level	testudo	яст мэлхий, яст мэлхий	a tortoise, a turtle	grupo	alternativoj	prononco
level	proceso	үйл явц, нэхэмжлэл	a process, a lawsuit	grupo	alternativoj	prononco
level	eksperimento	туршилт	an experiment	grupo	alternativoj	prononco
level	heliko	эмгэн хумс	a snail	grupo	alternativoj	prononco
level	dancisto	бүжигчин	a dancer	grupo	alternativoj	prononco
level	vodko	архи	vodka	grupo	alternativoj	prononco
level	esenco	мөн чанар, мөн чанар	essence, an essence	grupo	alternativoj	prononco
level	strukturo	бүтэц, бүтэц	structure, a structure	grupo	alternativoj	prononco
level	spongo	хөвөн	a sponge	grupo	alternativoj	prononco
level	imperiestro	эзэн хаан	an emperor	grupo	alternativoj	prononco
level	domaĝi	санаа зовох, харамсах, айх	to be concerned for, to regret, to fear for	grupo	alternativoj	prononco
level	be!	бай!	be!	grupo	alternativoj	prononco
level	sopiri	хүсэх, хүсэх	to yearn for, to long for	grupo	alternativoj	prononco
level	modesta	даруухан, дунд зэрэг	modest, moderate	grupo	alternativoj	prononco
