B.tr content.tsv
Level	Esperanto	tr	en-us	Grupo	Alternativoj	Pronoco
level	se vi volas iri tien	eğer istersen oraya git	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	Şu an saat kaç?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	zaten ona beş dakika var	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	ondan beş dakika önce veya dokuz elli beş	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	vuruldu mu, kaçırıldı mı?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	kahvaltıyı kaçırdın	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	Kahretsin!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	tatmin oldun mu ?	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	ve ben son derece açım	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	eğer acele edersen	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	en azından açılışı vurabiliriz	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	kongrenin açılışı	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	en azından kongrenin açılışına yetişebilirsin	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	ne zaman olacak?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	onu çeyrek geçe	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	bir saat sürecek	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	ve on ikide yemek mümkün olacak	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	çok güzel sabırsızlıkla bekliyorum	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	söyle bana, açılışta ne olacak?	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	ziyaret etmeye değer mi?	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	bence evet	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	genellikle pek canlı değildir	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	ama senin için bir 'çaylak' olarak	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	ona katılmak ilginç olabilir	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	sanırım ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	TEJO başkanı birkaç söz söyleyecek	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	kongrenin teması	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	öyle görünüyor ki muhtemelen	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	LKK'dan biri muhtemelen kongrenin konusunu sunacak	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	her IJK'nin kendi teması vardır	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	Umarım biraz müzik de olur	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	peki nerede gerçekleşecek?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	büyük konferans salonunda	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	bunu nasıl bulabilirim?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	burayı terk ettiğinde	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	binanın sonuna doğru git	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	belki 100 metre kadar	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	yine sağa, belki 100 metre kadar düz	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	ve sarı bir ev var	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	yolun sol tarafında	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	tüm IJK siteleri hakkında işaretler	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	içinde tüm IJK siteleri hakkında işaretler bulacaksınız	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	Cep telefonuyla mesaj göndereceğim	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	eğer bulamazsam	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	ah, iyi fikir, orada görüşürüz!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	konferans salonunda	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	koruyucu melekler mi? Dalga mı geçiyorsun?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	TEJO'nun başkanı	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	Son olarak hepinize eğlenceli bir hafta diliyorum	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	son bilgilere göre	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	38 ülkeden 423 kişi buradayız	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	Verimli ve eğlenceli bir IJK haftası diliyorum	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	TEJO yönetim kurulu adına sıcak bir karşılama	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	büyük bir alkıştan sonra	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	uyanık kalmayı başardın mı?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	evet, esas olarak açlığımdan dolayı	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	hayır şaka yapıyorum. duymak ilginçti	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	etkinlik hakkında biraz şey duymak ilginçti	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	Hareketin faaliyeti ve yapısı hakkında bilgi almak	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	bir TEJO oturumu ilginizi çekecek	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	belki TEJO oturumlarından bazıları ilginizi çekebilir	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	Evet belki	yes maybe	grupo	alternativoj	prononco
level	mi provos	yapmaya çalışacağım	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	katılmaya çalışacağım	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	katılmaya çalışacağım	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	birine katılmak	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	görmek için katılmak	attend to see	grupo	alternativoj	prononco
level	iun tagon	bir gün (bir gün)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	Bir gün deneyeceğim	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	katılmak için bir gün	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	bir gün görmek için katılmak	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	Bir gün görmek için birine katılmaya çalışacağım	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	Bu nedir?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	bu neyle ilgili ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	bir koruyucu melek	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	&quot;koruyucu melek&quot; hakkında	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	ama nedir	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	ama &quot;koruyucu melek&quot; ne demek?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	şaka?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	kötü bir şaka mı?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	eşek Şakası	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	biraz şaka	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	kötü bir şaka	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(bu) kötü bir şaka mı?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	şaka yapıyorum	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	hayır şaka yapıyorum	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	duymak ilginçti	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	~ nasıl iletişime geçilir	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	ve bu meleklerle nasıl iletişime geçilir?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	biraz IJK duasıyla belki	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	dene! işe yaramazsa şu adrese gidebilirsiniz: ~	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	öğle yemeğinden sonra &quot;Gökyüzü&quot; odasına gidebilirsiniz	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	harika, önce yemek, sonra cennet	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	önce yemek, sonra gökyüzünde meleklere	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#REF!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	biraz daha az yemekten sonra	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Kabe &quot;gökyüzü&quot; odasına gider	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	merhaba, bu ilk IJK'niz mi?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	Tamam. Ben çok memnunum. Ben Jesi'yim	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	ve bu zaten benim altıncı IJK'm	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	işte bazı soruların olduğu bir makale	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	sorular ve görevler içeren kağıt	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	kongre ile ilgili bazı sorular ve görevler	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	onları çözmeye çalışıyorsun	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	bunları çözmeye çalışmanı öneririm	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	Polonya'dan Ana, Almanya'dan Boris ve Japonya'dan Natsuko ile	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	yardıma ihtiyacın olursa beni araman yeterli	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	daha sonra kitap servisinde	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	peki cennette durum nasıldı?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	Aslında gerçek bir melekle tanıştım!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	Tanrı aşkına, sanırım gerçekten gerçek bir melekle tanıştım!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	inanılmaz derecede güzel ve nazikti	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	Aman Tanrım! ve onun adı nedir?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	Ah, çoktan unuttum!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	gittikçe daha fazlası sarhoş oluyor	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	Kabe barda giderek daha çok sarhoş oluyor	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	barmen de öyle mi?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	Bir bira lütfen	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	1 euroya mal oluyor	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	sen de başka bir şey ister misin?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	hayır teşekkürler, bira bana yeter	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	Gerçekten mi? votka, labamba ve dişilere ne dersiniz?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	Peki neden olmasın	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	eğlenceli olduğu söyleniyor	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	Henüz labamba dansı yapmadım ama eğlenceli olduğu söylendi	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	&quot;La Bamba&quot; şarkısı sırasında insanlar dans ediyor	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	insanlar büyük bir daire içinde dans ediyor	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	ve bu çemberin içinde diğer insanlar dans ediyor	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	öyle çalışır ki ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	insanların büyük bir daire içinde dans etmesini sağlıyor	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	büyük bir daire içinde ve bu dairenin içinde dans eder	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	insanlar dans eder ve diğer insanlar dans eder	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	çemberin içinde dans edenler	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	dans edenler çemberden bir dansçı seçer	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	bir dansçı seçer ve onu öper	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	onu yanaklarından üç kez öper	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	bir dansçı seçer ve yanaklarından öper	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	çemberden bir dansçı seçer ve öper	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	sonra yer değiştiriyorlar	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	öper, öpen kişi, öpülen kişi, öpecek kişi, öpülecek kişi	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	ve öpülen, öpecek bir insan olur	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	bu dansçılar seçiyor ve sonra yer değiştiriyorlar	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	öpen kişi artık öpülecek kişidir	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	çok kolay, değil mi?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	peki, umarım öyledir ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	pratikte daha kolay	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	umarım daha kolaydır	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	pratikte daha kolaydır	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	Bir ara deneyeceğim	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	ama önce bira!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	Bir gün deneyeceğim ama önce bira!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	akıllı bir çocuk	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	neredeyse herkesi tanıyan sen	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	buradaki hemen hemen herkesi tanıyor	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	kızın kim olduğunu biliyor musun?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	koordine eden kız	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	koruyucu melekleri' koordine eden kız	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	muhtemelen Jesi'yi düşünüyorsun	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	Evet bu doğru!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	duyduğumu hatırlıyorum	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	şimdi hatırladım ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	onun adını duyduğumu hatırla	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	Bence	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	o tuhaf bir insan	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	bence o tuhaf bir insan	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	hiç bira içmez	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	ve et yemiyor	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	öyle görünüyor ki ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	onun tek ilgi alanı ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	tek ilgi alanı Esperanto etkinliğidir	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	görünüşe göre onun tek ilgi alanı Esperanto	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	ama o çok güzel	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	çok güzel ve nazik	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	bence çok hoş ve nazik	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	belki de haklısın	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	belki bu konuda haklısın	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	neredeyse hiç barda olmuyor	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	o neredeyse hiç ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	onunla sık sık buluşmuyorum	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	Sık sık buluşmuyorum	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	ve bu yüzden onunla sık sık buluşmuyorum	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	bu tür insanlar hakkında ıslık çalıyor	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	aslında tamamen ıslık çalıyorum	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	anlıyorum ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	gerçek bir barmen böyle konuşur	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	haklısın, sağlığınız için!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	sağlığına! ah, harika bira	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	elbette bunu seçen bendim	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	herhangi bir fikrin var mı?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	o tuhaf kızı nerede bulmak mümkün olabilir?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	o tuhaf ama çok güzel kızı bulmak	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	nerede bulunabileceği hakkında fikir ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	nerede bulmanın mümkün olabileceğine dair bir fikri var ~	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	kesinlikle çay salonunda(Baykuşhane)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	böyle insanlar sürekli oturuyor	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	sürekli orada oturup çay içiyor	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	ne sıkıcı bir hayat!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	çay salonu(Owlery), sessiz bir yer	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	çay içebileceğiniz sakin bir yer	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	çay iç, sohbet et, sessiz müzik dinle	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	sessiz müzik dinlemek ve benzeri	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	koridorun sonunda onu bulacaksın	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	barın dışındaki koridorun sonunda	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	biranı taşıyamazsın	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	biranı oraya al	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	ama biranızı oraya götüremezsiniz	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	burası gerçekten baykuşlara göre bir yer!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	ilk önce dans pistine	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	belki ilk ben gitmeliyim	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	önce dans pistine gideyim	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	sonraki kişi!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	ne istiyorsun canım	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	boş yer var mı?	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	Evet elbette	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	burası çok güzel	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	burada çay salonunda(baykuşhanede)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	Biraz sakinliğe ihtiyacım var	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	çok stresli bir günün ardından	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	stresli bir günün ardından huzur	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	çay salonundaki atmosfer (baykuşhane)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ çok iyi bir kontrast	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	diğer olayların aksine	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	IJK sırasındaki diğer etkinlikler	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	atmosfer diğer olaylarla tezat oluşturuyor	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	Çok iyi bir kontrast, değil mi?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	evet hafif müzik	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	yumuşak müzik, sessiz konuşma	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	sessiz sohbet ve biraz ilginç çay	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	gücü yeniden kazanmak için mükemmel	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	son derece yorgun görünüyorsun	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	bütün gün ne yaptın?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	ilk önce bir paylaşım yaptım	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	yarınki geziler için gönderi	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	Geziler için bir gönderi hazırladım	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	bu arada gidiyor musun?	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	geziye çıkacak	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	herhangi bir geziye gidiyor musun?	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	evet, büyük şelaleye	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	ve ardından bir sergiye	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	modern sanat üzerine bir sergi	an exhibition on modern art	grupo	alternativoj	prononco
