C.ja-jp content.tsv
Level	Esperanto	ja-jp	en-us	Grupo	Alternativoj	Pronoco
level	fi-	＜接頭辞＞悲しみ、軽蔑、憎悪、汚い	(prefix)  shameful, disgusting, dirty	grupo	alternativoj	prononco
level	aŭkcio	オークション	an auction	grupo	alternativoj	prononco
level	konkludi	結論を出す	to conclude	grupo	alternativoj	prononco
level	salivo	唾液	saliva, slaver	grupo	alternativoj	prononco
level	subvencio	補助金、後援金	a subsidy, a grant	grupo	alternativoj	prononco
level	realigi	実現する	to realise	grupo	alternativoj	prononco
level	koralo	サンゴ	a coral	grupo	alternativoj	prononco
level	cirkuli	循環する、巡回する、流通する	to circulate, to go about	grupo	alternativoj	prononco
level	rekapti	またキャッチする	to catch again	grupo	alternativoj	prononco
level	ekstari	立つ、立ち上がる	to get stand up, to rise	grupo	alternativoj	prononco
level	ambasado	大使館	an embassy	grupo	alternativoj	prononco
level	riĉeco	豊かさ	richness	grupo	alternativoj	prononco
level	rekonstrui	再建する	to rebuild, to reconstruct	grupo	alternativoj	prononco
level	kukumo	きゅうり	a cucumber	grupo	alternativoj	prononco
level	samklubano	同じクラブメンバー	a member of a same club	grupo	alternativoj	prononco
level	konsulti	診察を受ける、相談する	to consult, to look up	grupo	alternativoj	prononco
level	seninterese	面白くない、楽しくない(=malinterese)	without interests (=malinterese)	grupo	alternativoj	prononco
level	sensukcese	成功なしに	without success	grupo	alternativoj	prononco
level	eĉ se ~	たとえ〜であっても	even if ~	grupo	alternativoj	prononco
level	modelo	モデル、手本、模型	a model	grupo	alternativoj	prononco
level	rimo	詩などの韻	a rhyme	grupo	alternativoj	prononco
level	senvorte	無言で	without words	grupo	alternativoj	prononco
level	referenco	注、参照	a reference	grupo	alternativoj	prononco
level	komandi	指揮する、統率する、命令する	to command	grupo	alternativoj	prononco
level	krizo	危機	a crisis	grupo	alternativoj	prononco
level	vinagro	酢	a vinegar	grupo	alternativoj	prononco
level	soleca	孤独	sole, alone	grupo	alternativoj	prononco
level	dano	デンマーク人	a Danish person, a dane	grupo	alternativoj	prononco
level	ŝtofo	布、生地	a fabric, textile, cloth, cloth material	grupo	alternativoj	prononco
level	viŝilo	タオル、ワイパー	an eraser, a wiper	grupo	alternativoj	prononco
level	konfidenco	内緒話、告白	a confidentiality, confidence, secret	grupo	alternativoj	prononco
level	sportisto	運動選手	a sportsman	grupo	alternativoj	prononco
level	arabo	アラブ人	an Arabean person, an Arab	grupo	alternativoj	prononco
level	varii	変動する	to vary	grupo	alternativoj	prononco
level	subakviĝi	沈む	to sink	grupo	alternativoj	prononco
level	oficiro	将校、士官	an officer (military)	grupo	alternativoj	prononco
level	ĉasisto	ハンター	a hunter	grupo	alternativoj	prononco
level	konferenco	会議、会談	a conference	grupo	alternativoj	prononco
level	surhavi	着る	to wear on	grupo	alternativoj	prononco
level	animalo	動物	an animal	grupo	alternativoj	prononco
level	teroristo	テロリスト	a terrorist	grupo	alternativoj	prononco
level	nobla	高貴な、上品な	noble	grupo	alternativoj	prononco
level	travivaĵo	体験・経験	a live-through, an undergo, an experience	grupo	alternativoj	prononco
level	komunismo	共産主義	communism	grupo	alternativoj	prononco
level	ŝinko	ハム（豚後足塩漬け）	a ham	grupo	alternativoj	prononco
level	aspiri	熱望する、憧れる	to aspire to, to be eager for	grupo	alternativoj	prononco
level	ŝarko	サメ	a shark	grupo	alternativoj	prononco
level	buko	バックル、止金	a buckle	grupo	alternativoj	prononco
level	kvartalo	行政区画、地域	a district, quarter, neighborhood	grupo	alternativoj	prononco
level	ŝildo	シールド、看板	a shield	grupo	alternativoj	prononco
level	veturigi	運転する	to drive	grupo	alternativoj	prononco
level	vidvo	やもめ、寡夫	a widower	grupo	alternativoj	prononco
level	Kanado	カナダ	Canada	grupo	alternativoj	prononco
level	strigo	フクロウ	an owl	grupo	alternativoj	prononco
level	stilo	文体、スタイル、フォーム	a style	grupo	alternativoj	prononco
level	ŝimo	カビ	a mold	grupo	alternativoj	prononco
level	aplaŭdi	拍手する	to applaud, to clap, to acclaim	grupo	alternativoj	prononco
level	ŝmiraĵo	軟膏	an ointment	grupo	alternativoj	prononco
level	vojaĝanto	旅行者	a traveller	grupo	alternativoj	prononco
level	ĉeesto	出席	a participation	grupo	alternativoj	prononco
level	pruvi	証明する	to prove, to show	grupo	alternativoj	prononco
level	kantisto	歌手	a singer	grupo	alternativoj	prononco
level	ĝustatempe	正確な時間に	in correct time	grupo	alternativoj	prononco
level	inaŭguri	式をする	to inaugurate	grupo	alternativoj	prononco
level	kantistino	女性歌手	a female singer	grupo	alternativoj	prononco
level	fluto	フルート	a flute	grupo	alternativoj	prononco
level	opozicii	反対する、政治的に対立する	to oppose, to be in opposition	grupo	alternativoj	prononco
level	kuiristo	シェフ、料理人	a cook	grupo	alternativoj	prononco
level	ŝipkuro	船レース	a ship competition	grupo	alternativoj	prononco
level	diktatoro	独裁者	a dictator	grupo	alternativoj	prononco
level	funebro	喪、哀悼	mourning band, grief (funeral)	grupo	alternativoj	prononco
level	instali	設置する, インストールする	to install	grupo	alternativoj	prononco
level	kuiristino	(女性)シェフ	a female cook	grupo	alternativoj	prononco
level	meksiko	メキシコ	Mexico	grupo	alternativoj	prononco
level	eminenta	著名な、有名な	eminent, distinguished	grupo	alternativoj	prononco
level	verbo	動詞	a verb	grupo	alternativoj	prononco
level	surfaco	表面	surface, a surface	grupo	alternativoj	prononco
level	bovlo	ボウル、ボール（容器）	a bowl	grupo	alternativoj	prononco
level	trajto	性質、特性、特徴	a trait, a feature, line (of face)	grupo	alternativoj	prononco
level	demokratismo	民主主義	democracy	grupo	alternativoj	prononco
level	ŝuti	振りかける	to dump, to pour, to pour out	grupo	alternativoj	prononco
level	baki	焼く	to bake	grupo	alternativoj	prononco
level	poŝtisto	郵便局員	a postman, a mailman	grupo	alternativoj	prononco
level	simpatio	同情、共感	sympathy, a sympathy	grupo	alternativoj	prononco
level	melono	メロン	a melon	grupo	alternativoj	prononco
level	abnorma	異常な、奇妙な、変態的	abnormal	grupo	alternativoj	prononco
level	sorĉi	魔法をかける、魅惑する	to bewitch	grupo	alternativoj	prononco
level	juĝisto	裁判官	a judge	grupo	alternativoj	prononco
level	reciproka	お互いの	reciprocal, mutual	grupo	alternativoj	prononco
level	fabriko	工場	a factory, a manufacture (=manufakturo)	grupo	alternativoj	prononco
level	faldi	折る、畳む	to fold	grupo	alternativoj	prononco
level	dentisto	歯科医	a dentist	grupo	alternativoj	prononco
level	medikamento	薬	medication, a medicine, a drug	grupo	alternativoj	prononco
level	kaŝtano	栗	a chestnut	grupo	alternativoj	prononco
level	testudo	亀	a tortoise, a turtle	grupo	alternativoj	prononco
level	proceso	訴訟、過程	a process, a lawsuit	grupo	alternativoj	prononco
level	eksperimento	試み、実験	an experiment	grupo	alternativoj	prononco
level	heliko	カタツムリ	a snail	grupo	alternativoj	prononco
level	dancisto	ダンサー	a dancer	grupo	alternativoj	prononco
level	vodko	ウォッカ（酒）	vodka	grupo	alternativoj	prononco
level	esenco	本質、核心	essence, an essence	grupo	alternativoj	prononco
level	strukturo	構造、組織、構成	structure, a structure	grupo	alternativoj	prononco
level	spongo	スポンジ	a sponge	grupo	alternativoj	prononco
level	imperiestro	皇帝	an emperor	grupo	alternativoj	prononco
level	domaĝi	惜しむ、いたわる	to be concerned for, to regret, to fear for	grupo	alternativoj	prononco
level	be!	ええ！（慌てる時の感嘆詞）	be!	grupo	alternativoj	prononco
level	sopiri	恋慕う、切望する	to yearn for, to long for	grupo	alternativoj	prononco
level	modesta	謙虚な、地味な、質素な	modest, moderate	grupo	alternativoj	prononco
level	pozicio	位置、立場、地位、姿勢	a position, a location, a place	grupo	alternativoj	prononco
level	inĝeniero	エンジニア、技術者	an engineer	grupo	alternativoj	prononco
level	tegolo	瓦	a roofing tile	grupo	alternativoj	prononco
level	libio	リビア（国）	Libya	grupo	alternativoj	prononco
level	ganto	手袋	a glove	grupo	alternativoj	prononco
level	gruo	鶴	a crane	grupo	alternativoj	prononco
level	rezisti	抵抗する、反抗する	to resist	grupo	alternativoj	prononco
level	alfabeto	アルファベット、文字	alphabet	grupo	alternativoj	prononco
level	rampi	這う	to crawl, to creep	grupo	alternativoj	prononco
level	transporti	輸送する	to transport	grupo	alternativoj	prononco
level	pupilo	瞳	pupil (apple of the eye)	grupo	alternativoj	prononco
level	muskolo	筋肉	a muscle	grupo	alternativoj	prononco
level	beni	祝福する、神の加護を祈る	to bless	grupo	alternativoj	prononco
level	profito	利益	a profit, a gain	grupo	alternativoj	prononco
level	Maria	マリア（女性名）	Maria	grupo	alternativoj	prononco
level	kritiki	批判する	to criticize, to critique	grupo	alternativoj	prononco
level	konscienco	良心	conscience, moral sense, inner voice	grupo	alternativoj	prononco
level	ĉefo	リーダー、主任	a leader, a boss	grupo	alternativoj	prononco
level	Pakistano	パキスタン(国)	Pakistan	grupo	alternativoj	prononco
level	treni	引く	to drag, to tow	grupo	alternativoj	prononco
level	Venezuelo	ベネズエラ（国）	Venezuela	grupo	alternativoj	prononco
level	ortografio	スペル、正書法	orthography	grupo	alternativoj	prononco
level	febro	高熱、熱病	a fever	grupo	alternativoj	prononco
level	ĉefurbo	首都	a capital city	grupo	alternativoj	prononco
level	ravi	うっとりさせる、魅了する	to delight	grupo	alternativoj	prononco
level	ĉagreni	悩ます、困らせる、苦しめる	to vex, to annoy, to worry	grupo	alternativoj	prononco
level	ĉefi	先頭に立つ、率いる	to lead	grupo	alternativoj	prononco
level	ribeli	反乱を起こす	to rebel, to revolt	grupo	alternativoj	prononco
level	kancero	がん	cancer	grupo	alternativoj	prononco
level	atesti	証言する、証明する	to attest, to testify, to affirm	grupo	alternativoj	prononco
level	inklina	～傾向がある、～性向の、～癖のある	inclined, prone	grupo	alternativoj	prononco
level	cirkonstanco	状況	a circumstance	grupo	alternativoj	prononco
level	bulgaro	ブルガリア人	a Bulgarian person	grupo	alternativoj	prononco
level	frosta	凍りつく、厳しい、非常に寒い	frosty, freezing	grupo	alternativoj	prononco
level	kakao	カカオ果実、ココア	a cocoa bean, a cacao	grupo	alternativoj	prononco
level	tomato	トマト	a tomato	grupo	alternativoj	prononco
level	firmao	会社、会社（=firmo）	a firm, a company (=firmo)	grupo	alternativoj	prononco
level	pigo	カササギ	a magpie	grupo	alternativoj	prononco
level	grafo	伯爵	a count, an earl	grupo	alternativoj	prononco
level	Alĝerio	アルジェリア（国）	Algeria	grupo	alternativoj	prononco
level	instituto	研究所、学会	an institute	grupo	alternativoj	prononco
level	rifuĝi	避難する、亡命する	to take refuge	grupo	alternativoj	prononco
level	arda	熱い、とても情熱的な	ardent	grupo	alternativoj	prononco
level	armeno	アルメニア人	an Armenian	grupo	alternativoj	prononco
level	anĝelo	天使	an angel	grupo	alternativoj	prononco
level	konvalo	スズラン	a lily of the valley	grupo	alternativoj	prononco
level	egoismo	利己主義	egoism, egotism, selfishness	grupo	alternativoj	prononco
level	kinejo	映画館	a cinema, a movie theater	grupo	alternativoj	prononco
level	rezervita	予約済み	reserved	grupo	alternativoj	prononco
level	kolono	柱、丸柱	column, a column, a pillar	grupo	alternativoj	prononco
level	deklari	宣言する	to declare	grupo	alternativoj	prononco
level	kirurgo	外科医（=ĥirurgo）	a surgeon (=ĥirurgo)	grupo	alternativoj	prononco
level	indiferenta	無関心な、冷静な	indifferent	grupo	alternativoj	prononco
level	trotuaro	歩道	a sidewalk, a pavement	grupo	alternativoj	prononco
level	prokrasti	延期する、遅らせる	to procrastinate, to delay	grupo	alternativoj	prononco
level	cikado	蝉	a cicada	grupo	alternativoj	prononco
level	instrumento	ツール、楽器	an instrument	grupo	alternativoj	prononco
level	cedi	譲る、屈する、あきらめる	to cede, to yield, to give in	grupo	alternativoj	prononco
level	pretendi	主張する、〜人体する、ふりをする	to claim, to presume	grupo	alternativoj	prononco
level	egoisto	利己主義者、（哲学）幼児論者	an egoist	grupo	alternativoj	prononco
level	insisti	言い張る、固着する	to insist	grupo	alternativoj	prononco
level	naiva	無邪気な、うぶな、世間知らずな	naive	grupo	alternativoj	prononco
level	situi	位置している	to be located, to be situated	grupo	alternativoj	prononco
level	penetri	深く入る、浸透する	to penetrate	grupo	alternativoj	prononco
level	kapitalo	資本、資金	capital, a capital	grupo	alternativoj	prononco
level	demono	幽霊、悪霊	a demon	grupo	alternativoj	prononco
level	licenco	免許、ライセンス	a license	grupo	alternativoj	prononco
level	diferenci	異なる、差がある	to differentiate	grupo	alternativoj	prononco
level	skorpio	さそり	a scorpion	grupo	alternativoj	prononco
level	sufoki	窒息させる、息を詰まらせる	to suffocate, to choke	grupo	alternativoj	prononco
level	tordi	ねじる、絞る	to twist, to contort	grupo	alternativoj	prononco
level	kontanta	現金払いの	in cash	grupo	alternativoj	prononco
level	ĵuri	誓う	to swear	grupo	alternativoj	prononco
level	apetita	食欲の、食欲をそそるような	appetitizing	grupo	alternativoj	prononco
level	adjektivo	形容詞	an adjective	grupo	alternativoj	prononco
level	pluralo	複数、複数形	a plural	grupo	alternativoj	prononco
level	aktuala	現在の、最新の	of current importance, topical, urgent, relevant	grupo	alternativoj	prononco
level	gesti	手振り、ジェスチャー	to gesture, to gesticulate	grupo	alternativoj	prononco
level	felo	毛皮	fur, hide (of animal, with hair), skin	grupo	alternativoj	prononco
level	mediti	沈思熟考する、瞑想する	to meditate	grupo	alternativoj	prononco
level	kolego	仲間	a colleague	grupo	alternativoj	prononco
level	amplekso	幅、範囲、サイズ	extent, scope, magnitude	grupo	alternativoj	prononco
level	kosmetiko	美容術、化粧法	cosmetics	grupo	alternativoj	prononco
level	Karlo	カルロ（男の名前）	Charles, Carlos	grupo	alternativoj	prononco
level	gluti	飲み込む	to swallow	grupo	alternativoj	prononco
level	talento	才能	a talent	grupo	alternativoj	prononco
level	ĝemelo	双子（の一人）	a twin	grupo	alternativoj	prononco
level	deca	適切な、相応しい、行儀よい	decent, proper, suitable	grupo	alternativoj	prononco
level	krono	王冠、花輪、月桂冠	a crown	grupo	alternativoj	prononco
level	ŝimi	カビが生える、くすぶっている	to mould, to get moldy	grupo	alternativoj	prononco
level	ŝoforo	（プロ）ドライバー	a driver, a chauffeur	grupo	alternativoj	prononco
level	mistero	不思議、謎	a mystery	grupo	alternativoj	prononco
level	absolute	絶対に	absolutely	grupo	alternativoj	prononco
level	laktuko	レタス	a lettuce	grupo	alternativoj	prononco
level	destini	割り当てる、予定しておく	to destine, to ordain, to allocate	grupo	alternativoj	prononco
level	instigi	励ます、勧める、扇動する	to instigate, to encourage	grupo	alternativoj	prononco
level	heroo	ヒーロー	a hero	grupo	alternativoj	prononco
level	ĉaro	カート、荷車	a chariot, a cart	grupo	alternativoj	prononco
level	vegetalo	植物性、植物	a vegetable, a plant	grupo	alternativoj	prononco
level	adopti	養子にする、採用する、	to adopt	grupo	alternativoj	prononco
level	centimetro	センチメートル	a centimeter	grupo	alternativoj	prononco
level	enuiga	退屈な	boring, stodgy	grupo	alternativoj	prononco
level	flirti	(旗などが)翻る、ひらひらする	to flirt, to flutter	grupo	alternativoj	prononco
level	mandato	委任、委任状	a mandate, a money order	grupo	alternativoj	prononco
level	envii	嫉妬する、うらやましい	to envy	grupo	alternativoj	prononco
level	ebria	酔った	drunk, inebriated	grupo	alternativoj	prononco
level	sudano	スーダン（国）	Sudan	grupo	alternativoj	prononco
level	fleksi	曲げる	to bend	grupo	alternativoj	prononco
level	naŭzi	吐き気がする、ムカムカする	to nauseate	grupo	alternativoj	prononco
level	likva	液体の	liquid	grupo	alternativoj	prononco
level	kupro	銅、銅	copper	grupo	alternativoj	prononco
level	hoko	フック、ホークボタン、釣り針	a hook	grupo	alternativoj	prononco
level	pafilo	銃	a gun	grupo	alternativoj	prononco
level	filmi	撮影する	to film, to shoot a film	grupo	alternativoj	prononco
level	bremso	ブレーキ	a brake	grupo	alternativoj	prononco
level	tereno	地域、土地、領地、敷地	a campus, a terrain, a ground	grupo	alternativoj	prononco
level	nigra tabulo	黒板	a black board	grupo	alternativoj	prononco
level	foiro	定期市、見本市	a fair, a market	grupo	alternativoj	prononco
level	ĉimpanzo	チンパンジー	a chimpanzee	grupo	alternativoj	prononco
level	aktiva	活発な、活動的な	active	grupo	alternativoj	prononco
level	juvelo	宝石、ジュエリー(=gemo)	a jewel, a gem (=gemo)	grupo	alternativoj	prononco
level	tendumi (kampadi)	テントを張ってキャンプする	to camp	grupo	alternativoj	prononco
level	malliberejo	刑務所、牢獄	a prison	grupo	alternativoj	prononco
level	studprogramo	カリキュラム、学習計画	a study program	grupo	alternativoj	prononco
level	avida	貪欲な	greedy	grupo	alternativoj	prononco
level	flari	臭いがする、嗅ぎ分ける	to smell	grupo	alternativoj	prononco
level	garantii	保証する、担保する	to guarantee, to warrant	grupo	alternativoj	prononco
level	ĉeno	チェーン、鎖	a chain	grupo	alternativoj	prononco
level	sekcio	部門、課、セクション	a section	grupo	alternativoj	prononco
level	akuzativo	目的格 <語尾>	an accusative	grupo	alternativoj	prononco
level	kandelo	キャンドル、ろうそく	a candle	grupo	alternativoj	prononco
level	konfirmi	確認する、立証する	to confirm	grupo	alternativoj	prononco
level	pando	パンダ	a panda	grupo	alternativoj	prononco
level	kultivi	栽培する	to cultivate (fruits, vegetables)	grupo	alternativoj	prononco
level	sojlo	敷居、門口	a sill, a threshold	grupo	alternativoj	prononco
level	lacigi	疲れさせる	to exhaust, to fatique, to tire	grupo	alternativoj	prononco
level	skribilaro	文具類	witing utensils, stationary	grupo	alternativoj	prononco
level	ĵaluza	嫉妬する	jealous	grupo	alternativoj	prononco
level	kamiono	大きなトラック	a camion, a lorry, a truck	grupo	alternativoj	prononco
level	barakti	もがく、あがく、苦闘する	to struggle	grupo	alternativoj	prononco
level	svingi	振る、振り回す	to swing, to shake	grupo	alternativoj	prononco
level	ŝovi	押す、押し込む	to shove, to push along	grupo	alternativoj	prononco
level	tendo	テント	a tent	grupo	alternativoj	prononco
level	preteksto	言い訳	an excuse, a pretext	grupo	alternativoj	prononco
level	simpatia	思いやりのある	sympathetic	grupo	alternativoj	prononco
level	mino	鉱山、炭鉱、地雷	a mine	grupo	alternativoj	prononco
level	fantazia	空想的な、幻想的な、ファンタジーな	fantastic	grupo	alternativoj	prononco
level	komika	滑稽な	comic, comical	grupo	alternativoj	prononco
level	kruta	切り立った、険しい	steep	grupo	alternativoj	prononco
level	festeni	饗宴を行う、祝宴を催す、宴会する	to banquet, to feast	grupo	alternativoj	prononco
level	alergio	アレルギー	allergy	grupo	alternativoj	prononco
level	juro	法、法学、法規	a law	grupo	alternativoj	prononco
level	ekspozicio	展示会、見本市	an exhibition, an exposition	grupo	alternativoj	prononco
level	akordiono	アコーディオン	an accordion	grupo	alternativoj	prononco
level	sfero	球面、球体、範囲、領域	a sphere, a ball	grupo	alternativoj	prononco
level	almozulo	乞食	a beggar	grupo	alternativoj	prononco
level	maĉi	噛む	to masticate, to chew	grupo	alternativoj	prononco
level	virto	徳、美徳	a virtue	grupo	alternativoj	prononco
level	turmenti	いじめる、苦しめる	to torment, to torture	grupo	alternativoj	prononco
level	anonctabulo	掲示板	a notice board	grupo	alternativoj	prononco
level	minus	マイナス、減算 <接続詞>	minus	grupo	alternativoj	prononco
level	boji	（犬が）吠える	to bark	grupo	alternativoj	prononco
level	atestilo, atestaĵo	証明書	a certificate, an attestation	grupo	alternativoj	prononco
level	fendo	割れ目、裂け目	a split, a slot, a crack	grupo	alternativoj	prononco
level	almozo	施し、施し物	alms, charity	grupo	alternativoj	prononco
level	havigi	持たせる, 手に入れさせる	to provide with, to get for, to procure	grupo	alternativoj	prononco
level	aŭtografio	肉筆印刷術、サイン	an autography, autobiography (=aŭtobiografio)	grupo	alternativoj	prononco
level	suspekti	怪しむ、疑う	to suspect	grupo	alternativoj	prononco
level	trezoro	宝物	a treasure	grupo	alternativoj	prononco
level	stango	棒、ポール	a rod, a pole, a bar	grupo	alternativoj	prononco
level	balailo	ほうき	a broom, a sweeper	grupo	alternativoj	prononco
level	rekompenco	褒美、報酬、お礼、報い	a compensation, a reward	grupo	alternativoj	prononco
level	kopio	コピー、コピー（水）	a copy	grupo	alternativoj	prononco
level	domego	大きな家、ビル	a villa, a mansion, a big house, a building	grupo	alternativoj	prononco
level	pasko	イースター、復活祭	Easter	grupo	alternativoj	prononco
level	Peruo	ペルー（国）	Peru	grupo	alternativoj	prononco
level	menso	精神、心、知能	mind	grupo	alternativoj	prononco
level	eleganta	上品な、エレガントな、気品ある	elegant	grupo	alternativoj	prononco
level	ekvadoro	エクアドル（国）	Ecuador	grupo	alternativoj	prononco
level	barbirejo	理髪店	a hairdressing salon, a barbor shop	grupo	alternativoj	prononco
level	bubo	いたずらっ子、悪たれ、悪党	a knave, a brat, an urchin	grupo	alternativoj	prononco
level	gvineo	ギニア共和国(国)	Guinea	grupo	alternativoj	prononco
level	civilizi	教化する、文明化する	to civilize	grupo	alternativoj	prononco
level	insulti	罵る、侮辱する	to insult	grupo	alternativoj	prononco
level	komisiono	（調査・審議する）委員会	a commission, a comittee	grupo	alternativoj	prononco
level	colo	インチ(2.54cm)	an inch	grupo	alternativoj	prononco
level	admoni	言い聞かせる、戒める、とがめる	to admonish, to exhort, to advice, to censure	grupo	alternativoj	prononco
level	bildkadro	額縁	a picture frame	grupo	alternativoj	prononco
level	serena	明朗な、晴れた	serene, calm, untroubled	grupo	alternativoj	prononco
level	nervo	神経	a nerve	grupo	alternativoj	prononco
level	kuglo	弾丸	a bullet	grupo	alternativoj	prononco
level	pilgrimi	巡礼する、聖地参拝する	to go on a pilgrimage	grupo	alternativoj	prononco
level	kaso	会計、金庫	a cash box, a purse, a money box, coffer	grupo	alternativoj	prononco
level	penti	後悔する、悔しい	to repent	grupo	alternativoj	prononco
level	libano	レバノン（国）	Lebanon	grupo	alternativoj	prononco
level	barelo	（胴太の）樽	a barrel	grupo	alternativoj	prononco
level	botaniko	植物学	botany	grupo	alternativoj	prononco
level	merkato	市場、販路	a market	grupo	alternativoj	prononco
level	koncerto	音楽会、演奏会、コンサート	a concert	grupo	alternativoj	prononco
level	projekto	プロジェクト、計画・案	a project	grupo	alternativoj	prononco
level	komplimento	賛辞、お世辞	a compliment	grupo	alternativoj	prononco
level	cirklo	円周、円	a circle, a disk	grupo	alternativoj	prononco
level	konjekti	推測する、推定する	to make a conjecture, to guess	grupo	alternativoj	prononco
level	ĵudo	柔道	judo	grupo	alternativoj	prononco
level	teksto	テキスト、本文	text, a text, a lyric	grupo	alternativoj	prononco
level	konkuri	競争する、試合する	to compete, to contend	grupo	alternativoj	prononco
level	rezervo	貯蔵、予備、予約	a reserve	grupo	alternativoj	prononco
level	kabineto	内閣、事務室、書斎	a cabinet	grupo	alternativoj	prononco
level	marĉo	沼	a marsh, a swamp	grupo	alternativoj	prononco
level	advokato	弁護士	a barrister, a lawyer, an advocate	grupo	alternativoj	prononco
level	ceramiko	陶器、セラミック	ceramics, pottery	grupo	alternativoj	prononco
level	histerio	ヒステリー、病的興奮	hysteria, excitement	grupo	alternativoj	prononco
level	golfo	ゴルフ	a gulf	grupo	alternativoj	prononco
level	periodo	期間、時代	period, a period	grupo	alternativoj	prononco
level	etiopo	エチオピア人	an Ethiopian	grupo	alternativoj	prononco
level	pejzaĝo	風景	landscape, scenary	grupo	alternativoj	prononco
level	psikologo	心理学者	a psychologist	grupo	alternativoj	prononco
level	kverko	樫の木、オーク	an oak	grupo	alternativoj	prononco
level	kaprica	気まぐれな	capricious, fitful, whimsical	grupo	alternativoj	prononco
level	neto	清書、最終稿	a final copy, a fair copy	grupo	alternativoj	prononco
level	kazo	事例、事件、ケース	a case, affair, matter	grupo	alternativoj	prononco
level	sveni	気絶する、失神する	to faint, to swoon	grupo	alternativoj	prononco
level	rosti	焼く、炙る、ローストする	to roast	grupo	alternativoj	prononco
level	bazaro	市場	a bazaar, a market, a fair	grupo	alternativoj	prononco
level	liberio	リベリア（国）	Liberia	grupo	alternativoj	prononco
level	anteno	触覚、アンテナ	an antenna, an aerial, a feeler	grupo	alternativoj	prononco
level	tegi	覆う、上張りをする	to overlay, to coat	grupo	alternativoj	prononco
level	Aŭstralio	オーストラリア	Australia	grupo	alternativoj	prononco
level	frakasi	粉砕する、撃破する	to crash, to shatter, to smash	grupo	alternativoj	prononco
level	kliento	顧客、クライアント	a client, a customer, a patient	grupo	alternativoj	prononco
level	ronki	いびきをかく	to grunt, to snore	grupo	alternativoj	prononco
level	judaismo	ユダヤ教	Judaism	grupo	alternativoj	prononco
level	afikso	接辞	an affix	grupo	alternativoj	prononco
level	fanfaroni	大言壮語する、ホラを吹く	to brag, to boast	grupo	alternativoj	prononco
level	kapsiko	唐辛子	a red pepper	grupo	alternativoj	prononco
level	probabla	多分、恐らく	probable, likely	grupo	alternativoj	prononco
level	segi	のこぎりで引く、切る	to saw	grupo	alternativoj	prononco
level	melankolio	憂鬱	melancholy, melancholia, gloom	grupo	alternativoj	prononco
level	panamo	パナマ（国）	Panama	grupo	alternativoj	prononco
level	mekaniko	力学、機械学(=meĥaniko)	mechanics (=meĥaniko)	grupo	alternativoj	prononco
level	ŝvebi	（鳥、蜂）空中に浮かぶ、（飛行機）滑空	to hover, to float	grupo	alternativoj	prononco
level	latvo	ラトビア人、ラトビア人	a Latvian	grupo	alternativoj	prononco
level	kateno	かせ、束縛	a shacle, a restraint, a catenary	grupo	alternativoj	prononco
level	bori	（穴、トンネル）を開ける	to bore, to drill	grupo	alternativoj	prononco
level	apartamento	アパート	an apartment, a flat	grupo	alternativoj	prononco
level	hajlo	雹	hail, a hail	grupo	alternativoj	prononco
level	silko	絹	silk	grupo	alternativoj	prononco
level	putri	腐敗する、腐る	to utrefy, to putrify, to decay, to fester	grupo	alternativoj	prononco
level	melki	搾り出す	to milk	grupo	alternativoj	prononco
level	signalo	シグナル、信号、合図	a signal, a sign	grupo	alternativoj	prononco
level	lifto	エレベーター	a lift, an elevator	grupo	alternativoj	prononco
level	intensa	激しい、集中的な、	intense, intensive	grupo	alternativoj	prononco
level	ekvilibro	バランス、平衡	an equilibrium, balance	grupo	alternativoj	prononco
level	tradicio	伝統、慣習、しきたり	a tradition	grupo	alternativoj	prononco
level	enigmo	謎	an enigma, a puzzle, a riddle	grupo	alternativoj	prononco
level	friti	揚げる、フライにする	to fry, to sauté	grupo	alternativoj	prononco
level	kripla	奇形、障害のある、いびつな	handicapped, crippled, infirm, mutilated	grupo	alternativoj	prononco
level	kanzono	カンツォーネ、シャンソン、	a chanson, a canzone, a ballad song	grupo	alternativoj	prononco
level	veneno	毒	a venom, a poison	grupo	alternativoj	prononco
level	kontrakti	契約する	to make a contract	grupo	alternativoj	prononco
level	konfitaĵo	ジャム	a conserved jam	grupo	alternativoj	prononco
level	orfo	孤児	an orphan	grupo	alternativoj	prononco
level	avenuo	並木道	an avenue	grupo	alternativoj	prononco
level	betulo	白樺の木	a birch tree	grupo	alternativoj	prononco
level	konko	貝殻、殻、甲殻	a sea shell, a conch	grupo	alternativoj	prononco
level	grajno	穀物の粒	a grain, a granule	grupo	alternativoj	prononco
level	principo	原理、原則	a principle	grupo	alternativoj	prononco
level	humida	湿った	humid, moist, damp	grupo	alternativoj	prononco
level	hufo	馬蹄、ひづめ	a hoof	grupo	alternativoj	prononco
level	Urugvajo	ウルグアイ（国）	Uruguay	grupo	alternativoj	prononco
level	kemio	化学(=ĥemio)	chemistry (=ĥemio)	grupo	alternativoj	prononco
level	pumpi	汲み上げる	to pump	grupo	alternativoj	prononco
level	krado	鉄格子、グリル	crossbars, grating, grill, grate, grille, lattice	grupo	alternativoj	prononco
level	budo	露店、ブース、スタンド	a booth, a kiosk, a stand	grupo	alternativoj	prononco
level	Bolivio	ボリビア（国）	Bolivia	grupo	alternativoj	prononco
level	ŝtalo	スチール	steel	grupo	alternativoj	prononco
