A.sw content.tsv
Level	Esperanto	sw	en-us	Grupo	Alternativoj	Pronoco
level	utila por vi	muhimu kwako	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	kijitabu hicho kilikuwa na manufaa?	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	kijitabu nilichotuma	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	asubuhi alilala kwa muda mrefu	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	alipoliona jua	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	ghafla akaruka	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	alikuwa daima mapema	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	huwa anachelewa	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	wakati huo, inapobidi aende	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	kwenda shule	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	anajua, that ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	anajua ukweli, that ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	ukweli kwamba mwalimu anachukia nyuki	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	anajua ukweli kwamba mwalimu anachukia nyuki	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	anajua kwamba mwalimu anachukia hilo	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	lakini leo amekunywa kahawa	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	haraka anavaa nguo	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	hataki kuchelewa	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	haraka sana na vitabu mkononi	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	baadaye alikimbia na kuruka	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	alikimbia na kuruka	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	kando ya barabara	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	watu wakamtazama	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	akamtazama na kusema	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	mwenye busara na mjinga	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	mvulana mjinga gani!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	alikuwa mbele ya shule	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	hivi karibuni	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	he was in front of ~	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	kwenda na kuingia	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	alitaka kuingia	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	kuingia shuleni	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	lakini hata hivyo	but however	grupo	alternativoj	prononco
level	sed li ne povis	lakini hakuweza	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	kufunga na kufungwa	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	ilikuwa imefungwa	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	nor ~ nor ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	si mwalimu wala wanafunzi wa kiume na wa kike	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	hakuona mwalimu wala wanafunzi	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	kukaa, kukaa	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	alikaa (ameketi)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	akaketi	he got seated	grupo	alternativoj	prononco
level	kaj pensis	na mawazo	and thought	grupo	alternativoj	prononco
level	kio okazis?	nini kilitokea?	what did happen?	grupo	alternativoj	prononco
level	diable	kwa wabaya (kama shetani)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	jamani	dam it	grupo	alternativoj	prononco
level	memoras	anakumbuka	remembers	grupo	alternativoj	prononco
level	nun mi memoras	sasa nakumbuka	now I remember	grupo	alternativoj	prononco
level	dimanĉo	Jumapili	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	leo ni ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	leo ni Jumapili	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	kulala na kupata usingizi	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	jua na mwezi	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	ghafla na ghafla	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	mbali! (kuanza)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	kuruka na kuruka	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	daima mapema	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	leo weka na kukimbia	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	jambo sio umri	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	alikimbia pamoja na watu wenye busara	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	haraka iwezekanavyo	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	mvulana gani, msichana gani	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	wala mawazo wala kukariri	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	shetani alisubiri maji siku ya Jumapili	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	muda mdogo kama huo	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	hata dakika ndogo kama hiyo inafaa	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	alilia mpaka usiku	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	weka barua kutoka kwa mkono	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	alicheka peke yake, akiweka bango la barua	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	wala yeye wala yeye alicheka	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	hakucheka wala kujibu	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	haketi wala kuangalia	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	Sijawahi kuona	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	Sitamwambia mtu yeyote	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	usimwambie mtu yeyote	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	Sitasema kamwe	I will never say	grupo	alternativoj	prononco
level	mem	mwenyewe (mwenyewe)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	Nilifanya mwenyewe	I did it myself	grupo	alternativoj	prononco
level	faris tion	alifanya (ilifanya)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	alifanya mwenyewe (alijifanya mwenyewe)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	kukuona (tena), kukuona (tena)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	mpaka! (kwaheri!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	kuanza kuzungumza	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	akaanza kusema, akaanza kuongea mwishowe	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	kunywa haraka sana	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	alikuwa na kinywaji asubuhi	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	kuja mapema	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	kuja shuleni	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	to come early to ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	hakusikia habari	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	sijasikia bado	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	Bado sijasikia	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	katika wakati huo	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	wakati huo alilia	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	mvulana ambaye hapendi	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	wavulana na wasichana	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	wavulana na wasichana wengine	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	hapendi wavulana na wasichana wengine	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	wala marafiki wala rafiki wa kike	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	hana pesa wala muda	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	nani alikuwa na kitabu?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	kitabu ulichosubiri	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	ambayo ulisubiri kwa zaidi ya miaka 2	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	unataka hiyo?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	unataka hiyo ~?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	mpendwa zaidi	dearest	grupo	alternativoj	prononco
level	plej kara foto	picha mpendwa	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	picha yangu mpenzi	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	ulinunua wapi ~ ?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	mavazi hayo	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	mavazi hayo (lengo)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	alinunua hiyo nguo	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	utaenda huko	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	unaenda wapi?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	siku yenye jua	sunny day	grupo	alternativoj	prononco
level	estos suna tago	itakuwa siku ya jua	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	ikiwa itakuwa siku ya jua	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	kaka yako ameshaanza	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	kaka yako ameanza?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	maji yako wapi	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	kuleta maji	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	wewe mwenyewe umeleta	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	maji, ambayo wewe mwenyewe umeleta	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	alikuwa kimya sana	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	leo mama yangu was ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	I came from ~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	nje ya shule	out of the school	grupo	alternativoj	prononco
level	raportis al ~	taarifa kwa ~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	na kuripoti kwake	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	taarifa kwamba ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	taarifa kwamba nitapokea	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	Nitapata daraja mbaya	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	she said that ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	you have to make ~ fanya kazi	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	zaidi	more	grupo	alternativoj	prononco
level	pli multe laborigi	kufanya kazi zaidi	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	kufanya kichwa chako kifanye kazi	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	alama ngapi mbaya	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	una alama nyingi mbaya	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	ilikuwa na huzuni	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	ndani ya chumba chako	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	ingia chumbani kwako	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	nenda ukajifunze	go and learn	grupo	alternativoj	prononco
level	mi sidis	Nilikaa	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	chumbani kwangu	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	alikaa chumbani kwangu	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	usijifunze wala kusoma	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	lakini sikuweza kujifunza wala kusoma	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	mawazo yangu	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	kwenye mchezo	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	mchezo na marafiki zangu	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	kwenye michezo	at sport	grupo	alternativoj	prononco
level	al mi mem	kwangu	to myself	grupo	alternativoj	prononco
level	diris al mi mem	nikajisemea	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	mjinga sana	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	mimi ni mjinga kiasi hicho?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	ingawa nilijifunza mengi	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	mama akaingia	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	maneno yangu	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	na kusikia maneno yangu	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	akajibu mara moja	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	hapana, mpenzi wangu	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	wewe si mjinga	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	tatizo ni kwamba ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	kwamba lazima ujifunze	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	lazima kujifunza mengi zaidi	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	basi hutakuwa nayo	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	alama mbaya	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	itakuwa na alama mbaya tu	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	pia sasa	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	Sina yao	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	Nina daraja nzuri	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	kuhusu muziki	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	noti nzuri juu ya muziki	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	mama ghafla akaangua kicheko	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	that beautified ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	siku yangu	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	imefanya siku yangu	made my day	grupo	alternativoj	prononco
level	sed tamen restis	lakini bado alibaki	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	lakini tatizo bado lilibaki	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	kilo ya ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	kilo ya sukari	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	glasi ya ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	glasi ya maji	a glass of water	grupo	alternativoj	prononco
level	multe da ~	nyingi ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	mawazo mengi	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	kujizuia	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	ilipanga kila kitu	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	kukabidhiwa kwake	handed over to him	grupo	alternativoj	prononco
level	mi petas	nauliza	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	glasi ya kahawa	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	na maji kidogo	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	Ningependa glasi ya kahawa	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	Ningependa kikombe cha chai	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	kumuumiza	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	kichwa kilimuuma	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	aliugua	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	anapenda kuwa mrembo	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	aliupamba uso wake	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	mvulana anapenda kuwa mzuri	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	kwa hiyo akaipamba	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	baada ya chakula cha mchana	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	kusafisha jikoni	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	nani atasafisha jikoni?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	anataka kunywa	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	unataka kunywa nini	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	kunywa chai	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	maji kidogo	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	hutaki chochote?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	hivyo ghafla	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	kwa nini umeamua ~ ?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	kwa nini umeamua ~ ghafla sana?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	chumba chako	your room	grupo	alternativoj	prononco
level	via ĉambreto	chumba chako kidogo	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	kwa chumba chako kidogo	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	kukarabati chumba chako kidogo	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	aliamua kukarabati chumba chako kidogo	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	kwa nani	to whom	grupo	alternativoj	prononco
level	vi donis ~	ulitoa ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	who did you give ~ ?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	glasi safi	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	ulitoa glasi safi	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	glasi safi za divai	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	dhidi ya nani	against whom	grupo	alternativoj	prononco
level	via sportklubo	klabu yako ya michezo	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	inacheza dhidi ya ~	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	wiki mbili zilizopita	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	klabu yako ya michezo ilicheza dhidi ya nani?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	unaona ~?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	huwa unaona ~ ?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	mara nyingi kuonana na polisi	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	the one who lives in ~	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	anaishi mahali pa kulala	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	makao yaliyo juu yako	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	anaona afisa wa polisi anayeishi ~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	mpango wa kuendesha gari	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	alitaka kusafiri	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	kusafiri kwenda nchi nyingine	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	katika muda wa bure	in free time	grupo	alternativoj	prononco
level	ili decidis iri	waliamua kwenda	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	aliamua kwenda Italia	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	miji ya zamani	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	nchi yenye miji mikongwe	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	warembo wengine	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	na warembo wengine	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	nchi nzuri yenye miji ya zamani na warembo wengine	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	walikuwa na furaha	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	iko wapi ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	nguo zangu ziko wapi	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	she asked ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	tusisahau kuleta ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	kuchukua kitabu pamoja nawe	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	kitabu cha kujifunza Kiesperanto	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	kubeba kitabu cha kujifunza	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	tunaweza kuanza ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	katika treni	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	tayari kwenye treni	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	hatutafanya lolote	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	kwa gari	by car	grupo	alternativoj	prononco
level	ni veturos per ~	we will drive by ~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	ataendesha gari	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	Nina siri	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	mjomba wangu tajiri	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	matakwa yangu	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	ilitimiza matakwa yangu	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	alitupa	gave us	grupo	alternativoj	prononco
level	sian aŭton	gari lake	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	na akatupa gari lake	and gave us his car	grupo	alternativoj	prononco
level	por uzo	kwa matumizi	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	inasimama mbele ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	imesimama mbele ya nyumba	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	I have to say ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	usiseme chochote	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	tuketi chini	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	ingia kwenye gari	get in the car	grupo	alternativoj	prononco
level	veturi al ~	to drive to ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	na kuelekea Italia	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	akaketi kwenye gari	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	pia nguo	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ was in the car	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	bado alikaa na kusubiri	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	lakini alisubiri	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	kwa nini tusifanye ~ ?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	kwa nini tusianze kuendesha gari?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	I have ~ too	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	angeendesha gari	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	lakini sijui ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	Sijawahi kujifunza hilo	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	Ningeamini ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	kama ningekuwa na afya njema	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	Ningefurahi sana	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	kana kwamba wewe ni tajiri	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	unakaa pale kana kwamba wewe ni tajiri	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	shule inayodaiwa	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	kama mtu tajiri	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	unakaa pale kama tajiri	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	pesa nyingi sana	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	pesa nyingi kama mawazo	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	kama ningekuwa na pesa nyingi hivyo	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	Ningesafiri	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	duniani kote	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	katika kila kamusi	in every dictionary	grupo	alternativoj	prononco
level	mankas io	kitu kinakosekana	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	maneno mengine hayapo	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	mtu ambaye alizungumza kwa kirefu	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	kwenye meza ya kula	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	mtu anayesema atabaki na njaa	a person who tells will remain hungry	grupo	alternativoj	prononco
