C.es content.tsv
Level	Esperanto	es	en-us	Grupo	Alternativoj	Pronoco
level	dimensio	una dimensión, tamaño	a dimension, size	grupo	alternativoj	prononco
level	obstina	obstinado, testarudo	obstinate, stubborn	grupo	alternativoj	prononco
level	motivo	un motivo, una motivación	a motive, a motivation	grupo	alternativoj	prononco
level	urbego	Una ciudad grande	a big city	grupo	alternativoj	prononco
level	bleki	balar, rebuznar, mugir, relinchar, rugir	to bleat, to bray, to moo, to neigh, to roar	grupo	alternativoj	prononco
level	civila	civil, civil, no militar	civil, civilian, non-military	grupo	alternativoj	prononco
level	norvego	una persona noruega	a Norwegian person	grupo	alternativoj	prononco
level	indigni	estar indignado, resentirse	to be indignant, to resent	grupo	alternativoj	prononco
level	simbolo	un símbolo	a symbol	grupo	alternativoj	prononco
level	genro	un género	a gender	grupo	alternativoj	prononco
level	brando	un brandy	a brandy	grupo	alternativoj	prononco
level	longitudo	longitud	longitude	grupo	alternativoj	prononco
level	ĉerko	un ataúd, un ataúd	a coffin, a casket	grupo	alternativoj	prononco
level	lernoobjekto	un tema de aprendizaje	a lernin subject	grupo	alternativoj	prononco
level	lernohoro	una hora de aprendizaje	a learning hour	grupo	alternativoj	prononco
level	trafiko	un trafico	a traffic	grupo	alternativoj	prononco
level	svedo	una persona sueca	a Swedish person	grupo	alternativoj	prononco
level	lernoĉambro	un salón de clases (=klasĉambro)	a classroom (=klasĉambro)	grupo	alternativoj	prononco
level	lernokotizo	una cuota escolar	a school fee	grupo	alternativoj	prononco
level	lesivo	lejía, potasa, lejía	lye, potash, bleach	grupo	alternativoj	prononco
level	akno	un acné, un grano	an acne, a pimple	grupo	alternativoj	prononco
level	infero	un infierno, un infierno, inframundo	an inferno, a hell, underworld	grupo	alternativoj	prononco
level	lernosako	una mochila	a school bag	grupo	alternativoj	prononco
level	substantivo	un sustantivo, un sustantivo	a substantive, a noun	grupo	alternativoj	prononco
level	islando	Islandia	Iceland	grupo	alternativoj	prononco
level	malica	malicioso, malévolo	malicious, malevolent	grupo	alternativoj	prononco
level	latitudo	latitud	latitude	grupo	alternativoj	prononco
level	pado (arbarvojeto)	un camino (en el bosque), un camino (en un bosque)	a path (in the wood), a way (in a forest)	grupo	alternativoj	prononco
level	buklo	un lazo, un rizo, un tirabuzón, un mechón, una trenza	a loop, a curl, a ringlet, a lock, a tress	grupo	alternativoj	prononco
level	akupunkturo	una acupuntura	an acupuncture	grupo	alternativoj	prononco
level	metilernanto	un aprendiz	an apprentice	grupo	alternativoj	prononco
level	sorgo	un sorgo	a sorghum	grupo	alternativoj	prononco
level	grati	a la altura	to scratch	grupo	alternativoj	prononco
level	analizi	analizar	to analyse	grupo	alternativoj	prononco
level	gripo	un agarre, una gripe (=influenco)	a grip, a flu (=influenco)	grupo	alternativoj	prononco
level	paciento	un paciente	a patient	grupo	alternativoj	prononco
level	brido	una brida, una rienda, una restricción	a bridle, a rein, a restraint	grupo	alternativoj	prononco
level	mirtelo	un arándano, un arándano, un arándano	a bilberry, a huckleberry, a whortleberry	grupo	alternativoj	prononco
level	ambasadoro	un embajador	an ambassador	grupo	alternativoj	prononco
level	oratori	pronunciar una oración, arengar	to deliver an oration, to harangue	grupo	alternativoj	prononco
level	amato	un amado, un amado	a beloved, a beloved one	grupo	alternativoj	prononco
level	kombilo	un peine	a comb	grupo	alternativoj	prononco
level	Jugoslavio	Yugoslavia	Yugoslavia	grupo	alternativoj	prononco
level	establi	establecer, construir	to establish, to build	grupo	alternativoj	prononco
level	nuba	nublado, poco claro	cloudy, unclear	grupo	alternativoj	prononco
level	volumo	un volumen (de libros)	a volume (of books)	grupo	alternativoj	prononco
level	aŭtomata	automático	automatic	grupo	alternativoj	prononco
level	monstro	un monstruo, un fenómeno	a monster, a freak	grupo	alternativoj	prononco
level	spirita	espiritual	spiritual	grupo	alternativoj	prononco
level	landlima	de un límite terrestre, de una frontera	of a land limit, of a border	grupo	alternativoj	prononco
level	ĉiopova	todopoderoso, todopoderoso, omnipotente	almighty, all-powered, omnipotent	grupo	alternativoj	prononco
level	kalkanumo	tacón	heel	grupo	alternativoj	prononco
level	sindikato	un sindicato, un sindicato, un sindicato	a syndicate, a labor-union, a trade-union	grupo	alternativoj	prononco
level	propraĵo	una propiedad, una posesión	a property, a possesion	grupo	alternativoj	prononco
level	landlimo	un límite terrestre, una frontera	a land limit, a border	grupo	alternativoj	prononco
level	politikisto	un político	a politician	grupo	alternativoj	prononco
level	timo	un miedo	a fear	grupo	alternativoj	prononco
level	dommastrino	una ama de casa	a housewife	grupo	alternativoj	prononco
level	benzinstacio	una gasolinera	a gas station	grupo	alternativoj	prononco
level	unika	único	unique	grupo	alternativoj	prononco
level	regula	regular	regular	grupo	alternativoj	prononco
level	subtrahi	restar, restar	to subtract, to deduct	grupo	alternativoj	prononco
level	premii	otorgar, otorgar un premio	to award, to award a prize	grupo	alternativoj	prononco
level	greka	Griego	Greek	grupo	alternativoj	prononco
level	mejlo	una milla	a mile	grupo	alternativoj	prononco
level	aflikti	afligir, afligir	to afflict, to grieve	grupo	alternativoj	prononco
level	raso	raza, una raza, una raza	race, a race, a breed	grupo	alternativoj	prononco
level	spinaco	una espinaca	a spinach	grupo	alternativoj	prononco
level	fromaĝkuko	un pastel de queso	a cheese cake	grupo	alternativoj	prononco
level	inventi	inventar	to invent	grupo	alternativoj	prononco
level	grandioza	grandioso, magnífico, espléndido	grandiose, magnificent, splendid	grupo	alternativoj	prononco
level	laŭdo	un elogio, un elogio	a praise, a laud	grupo	alternativoj	prononco
level	formulo	una fórmula	a formula	grupo	alternativoj	prononco
level	lubriki	lubricar	to lubricate	grupo	alternativoj	prononco
level	komedio	una comedia	a comedy	grupo	alternativoj	prononco
level	stirilo (direktilo)	un volante	a steering wheel	grupo	alternativoj	prononco
level	federacio	una federación	a federation	grupo	alternativoj	prononco
level	bruo	ruido, un ruido	noise, a noise	grupo	alternativoj	prononco
level	juste	equitativamente	fairly	grupo	alternativoj	prononco
level	inundi	inundar, inundar	to flood, to inundate	grupo	alternativoj	prononco
level	miraklo	un milagro	a miracle	grupo	alternativoj	prononco
level	ofendi	ofender	to offend	grupo	alternativoj	prononco
level	abandoni	abandonar, renunciar	to abandon, to relinquish	grupo	alternativoj	prononco
level	rozkolora	rosa (color), color rosa	pink (color), rose colored	grupo	alternativoj	prononco
level	ekipi	equipar, amueblar	to equip, to furnish	grupo	alternativoj	prononco
level	musko	un musgo	a moss	grupo	alternativoj	prononco
level	metroo	metro, tren subterráneo, tubo	metro, subway train, tube	grupo	alternativoj	prononco
level	fonti	brotar (de una fuente), brotar	to spring (from a source), to well up	grupo	alternativoj	prononco
level	velado	una vela	a sailing	grupo	alternativoj	prononco
level	veliri	para navegar	to sail	grupo	alternativoj	prononco
level	akcento	un acento	an accent	grupo	alternativoj	prononco
level	hejmtasko	una tarea	a homework	grupo	alternativoj	prononco
level	termofonto	una fuente termal	a hot spring	grupo	alternativoj	prononco
level	bagatelo	una bagatela, una bagatela	a bagatelle, a trifle	grupo	alternativoj	prononco
level	alarmo	una alarma, una alerta	an alarm, an alert	grupo	alternativoj	prononco
level	analfabeto	un analfabeto, un analfabeto	an illiterate, an analphabet	grupo	alternativoj	prononco
level	termobotelo	un termo (una botella)	a thermos (a bottle)	grupo	alternativoj	prononco
level	antarkto	Antártida	Antarctica	grupo	alternativoj	prononco
level	teknologio	tecnología, una tecnología	technology, a technology	grupo	alternativoj	prononco
level	fuĝi	huir, huir	to flee, to run away	grupo	alternativoj	prononco
level	atom-energia centralo	una planta de energía nuclear	a nuclear power plant	grupo	alternativoj	prononco
level	azaleo	una azalea	an azalea	grupo	alternativoj	prononco
level	teknologia	tecnológico	technological	grupo	alternativoj	prononco
level	alko	un alce	an elk	grupo	alternativoj	prononco
level	riveli	revelar, desarrollar (foto)	to reveal, to develop (photo)	grupo	alternativoj	prononco
level	brajlo	un braille	a braille	grupo	alternativoj	prononco
level	ŝoso	un brote, un brote	a sprout, a shoot	grupo	alternativoj	prononco
level	dialogo	un diálogo	a dialogue	grupo	alternativoj	prononco
level	buŝharmoniko	una armónica	a harmonica	grupo	alternativoj	prononco
level	teknika	técnico	technical	grupo	alternativoj	prononco
level	verkisto	un autor, un escritor	an author, a writer	grupo	alternativoj	prononco
level	cunamo	un tsunami	a tsunami	grupo	alternativoj	prononco
level	kontinento	un continente	a continent	grupo	alternativoj	prononco
level	konsulo	un cónsul	a consul	grupo	alternativoj	prononco
level	kaduka	ruinoso, decaído	dilapidated, decayed	grupo	alternativoj	prononco
level	Hispanio	España	Spain	grupo	alternativoj	prononco
level	fajrobrigado	un cuerpo de bomberos, un departamento de bomberos	a fire brigade, a fire department	grupo	alternativoj	prononco
level	mineralo	un mineral	a mineral	grupo	alternativoj	prononco
level	fantomo	un fantasma, un fantasma	a phantom, a ghost	grupo	alternativoj	prononco
level	geografio	geografía	geography	grupo	alternativoj	prononco
level	fiŝhoko	un anzuelo	a fish hook	grupo	alternativoj	prononco
level	fajrbrigadano	un bombero (de un cuerpo de bomberos)	a fireman (of a fire brigade)	grupo	alternativoj	prononco
level	fajrilo	un mechero	a lighter	grupo	alternativoj	prononco
level	tramo	un tranvía, un tranvía	a tram, a streetcar	grupo	alternativoj	prononco
level	murdi	asesinar	to murder	grupo	alternativoj	prononco
level	infekti	infectar, contaminar	to infect, to contaminate	grupo	alternativoj	prononco
level	galaksio	una galaxia	a galaxy	grupo	alternativoj	prononco
level	filozofio	filosofía	philosophy	grupo	alternativoj	prononco
level	monofero	una contribución de dinero	a money contribution	grupo	alternativoj	prononco
level	geno	un gen	a gene	grupo	alternativoj	prononco
level	glaciejo	un glaciar	a glacier	grupo	alternativoj	prononco
level	terapio	terapia	therapy	grupo	alternativoj	prononco
level	sledo	un trineo, un trineo, un trineo	a sleigh, a sled, a sledge	grupo	alternativoj	prononco
level	glacimonto (bankizo)	un iceberg (una capa de hielo)	an iceberg (an ice cap)	grupo	alternativoj	prononco
level	novelo	un cuento, una novela	a short story, a novel	grupo	alternativoj	prononco
level	kolektiva	colectivo	collective	grupo	alternativoj	prononco
level	glacipendaĵo	un carámbano	an icicle	grupo	alternativoj	prononco
level	gutetigilo	un aerosol	a spray	grupo	alternativoj	prononco
level	poŝmono	dinero de bolsillo, una asignación (dinero)	pocket money, an allowance (money)	grupo	alternativoj	prononco
level	hibisko	un hibisco	a hibiscus	grupo	alternativoj	prononco
level	ekzekuti	ejecutar	to execute	grupo	alternativoj	prononco
level	injektilo	un inyector, una jeringa	an injector, a syringe	grupo	alternativoj	prononco
level	leŭtenanto	un teniente	a lieutenant	grupo	alternativoj	prononco
level	jogano	un yogui	a yogi	grupo	alternativoj	prononco
level	ŝmirmono	un soborno (dinero)	a bribe (money)	grupo	alternativoj	prononco
level	kaligrafo	una caligrafía	a caligraphy	grupo	alternativoj	prononco
level	balbuti	tartamudear, tartamudear	to stammer, to stutter	grupo	alternativoj	prononco
level	kaskado	una cascada, una cascada	a cascade, a waterfall	grupo	alternativoj	prononco
level	kiosko	un quiosco	a kiosque	grupo	alternativoj	prononco
level	fluida	de fluido, liquido	of fluid, liquid	grupo	alternativoj	prononco
level	mikrofono	un micrófono	a microphone	grupo	alternativoj	prononco
level	blasfemi	blasfemar	to blaspheme	grupo	alternativoj	prononco
level	komputila pirato	un pirata informático, un hacker	a computer pirate, a hacker	grupo	alternativoj	prononco
level	vagi	vagar, divagar, deambular	to wander, to ramble, to meander	grupo	alternativoj	prononco
level	perspektivo	una perspectiva	a perspective	grupo	alternativoj	prononco
level	adverbo	un adverbio	an adverb	grupo	alternativoj	prononco
level	kudromaŝino	una máquina de coser (=stebmaŝino)	a sewing machine (=stebmaŝino)	grupo	alternativoj	prononco
level	kombini	combinar	to combine	grupo	alternativoj	prononco
level	atribui	atribuir	to attribute	grupo	alternativoj	prononco
level	libelo	una Libelula	a dragonfly	grupo	alternativoj	prononco
level	amfiteatro	un anfiteatro (un teatro circular)	an amphitheater (a circular theater)	grupo	alternativoj	prononco
level	ŝtrumpeto	un calcetín	a sock	grupo	alternativoj	prononco
level	akto	un acto	an act	grupo	alternativoj	prononco
level	moskitvualo (-kurteno)	una mosquitera	a mosquito net	grupo	alternativoj	prononco
level	amori	amar sexualmente, hacer el amor	to love sexually, to make love	grupo	alternativoj	prononco
level	kolombo	una paloma, una paloma	a dove, a pigeon	grupo	alternativoj	prononco
level	naskiĝloko	un lugar de nacimiento, una ciudad natal, una granja (=hejmloko)	a birthplace, a hometown, homestead (=hejmloko)	grupo	alternativoj	prononco
level	vibri	vibrar	to vibrate	grupo	alternativoj	prononco
level	oksigeno	oxígeno	oxygen	grupo	alternativoj	prononco
level	aŭdaca	audaz, atrevido, atrevido	audacious, bold, daring	grupo	alternativoj	prononco
level	oscedo	bostezo	yawn	grupo	alternativoj	prononco
level	brosi	cepillar	to brush	grupo	alternativoj	prononco
level	pafarko	un arco	a bow	grupo	alternativoj	prononco
level	paperkrampilo	una grapadora	a stapler	grupo	alternativoj	prononco
level	parlamentano	un miembro del congreso	a member of Congress	grupo	alternativoj	prononco
level	mito	un mito	a myth	grupo	alternativoj	prononco
level	kliniko	Una clinica	a clinic	grupo	alternativoj	prononco
level	avantaĝo	una ventaja	an advantage	grupo	alternativoj	prononco
level	pensiulo	un pensionado, un pensionado	a pensioner, an annuitant	grupo	alternativoj	prononco
level	procento	un por ciento, porcentaje	a percent, percentage	grupo	alternativoj	prononco
level	pordisto	un portero, un guardia, un conserje	a doorman, a guard, a janitor	grupo	alternativoj	prononco
level	dentopasto	una pasta de dientes	a toothpaste	grupo	alternativoj	prononco
level	ministo	un minero	a miner	grupo	alternativoj	prononco
level	kategorio	una categoría	a category	grupo	alternativoj	prononco
level	trupo	una tropa, una compañía	a troop, a troupe	grupo	alternativoj	prononco
level	pulbazaro	un mercado de pulgas	a flea market	grupo	alternativoj	prononco
level	jungi	enjaezar, yugo	to harness, to yoke	grupo	alternativoj	prononco
level	kvereli	pelear, reñir, pelear	to quarrel, to wrangle, to fight	grupo	alternativoj	prononco
level	dentopikilo	un palillo	a toothpick	grupo	alternativoj	prononco
level	stacidomo	una terminal, una estación	a terminal, a station	grupo	alternativoj	prononco
level	dentobroso	un cepillo de dientes	a toothbrush	grupo	alternativoj	prononco
level	falsa dento	un diente postizo, una dentadura postiza	a false tooth, a denture	grupo	alternativoj	prononco
level	Rubikono	Rubicón	Rubicon	grupo	alternativoj	prononco
level	inspiri	para inspirar	to inspire	grupo	alternativoj	prononco
level	salmo	un salmón	a salmon	grupo	alternativoj	prononco
level	Sankta Nikolao	San Nicolás, Papá Noel	St. Nicholas, Santa Claus	grupo	alternativoj	prononco
level	apostolo	un apóstol, un discípulo	an apostle, a disciple	grupo	alternativoj	prononco
level	satelito	un satélite	a satellite	grupo	alternativoj	prononco
level	rezoni	razonar (con lógica)	to reason (with logic)	grupo	alternativoj	prononco
level	savjako	un chaleco salvavidas	a life jacket	grupo	alternativoj	prononco
level	borso	un mercado de valores, una bolsa de valores	a stock market, a stock exchange	grupo	alternativoj	prononco
level	sepio (dekpieda)	un calamar	a squid	grupo	alternativoj	prononco
level	bloko	un bloque	a block	grupo	alternativoj	prononco
level	siesto	una siesta, una siesta	a siesta, a nap	grupo	alternativoj	prononco
level	frue	temprano	early	grupo	alternativoj	prononco
level	intervjuo	una entrevista	an interview	grupo	alternativoj	prononco
level	gimnazio	una escuela primaria, una escuela intermedia, una escuela secundaria	a grammar school, a middle school, a high school	grupo	alternativoj	prononco
level	peno	un esfuerzo	an effort	grupo	alternativoj	prononco
level	verda standardo	una pancarta verde (esperanto)	a green banner (Esperanto)	grupo	alternativoj	prononco
level	mato	una estera, un jaque mate	a mat, a checkmate	grupo	alternativoj	prononco
level	impulso	un impulso	an impulse	grupo	alternativoj	prononco
level	vakcinado	una vacuna	a vaccination	grupo	alternativoj	prononco
level	registri	registrar, registrar, anotar	to register, to record, to note	grupo	alternativoj	prononco
level	sonregistrilo	una grabadora de sonido	a sound recorder	grupo	alternativoj	prononco
level	vetludanto	un jugador	a gambler	grupo	alternativoj	prononco
level	palmo	una palma, una palmera	a palm, a palm tree	grupo	alternativoj	prononco
level	veturmalsano	un mareo por movimiento	a motion sickness	grupo	alternativoj	prononco
level	kolonelo	un coronel	a colonel	grupo	alternativoj	prononco
level	trumpeto	una trompeta	a trumpet	grupo	alternativoj	prononco
level	imponi	impresionar	to impress	grupo	alternativoj	prononco
level	agrikulturo	agricultura, una agricultura	agriculture, an agriculture	grupo	alternativoj	prononco
level	portreto	Un retrato	a portrait	grupo	alternativoj	prononco
level	gvardio	un guardia	a guard	grupo	alternativoj	prononco
level	farmisto	un granjero (=terkulturisto)	a farmer (=terkulturisto)	grupo	alternativoj	prononco
level	kabano	una cabaña, una choza, una choza	a cabin, a hut, a shack	grupo	alternativoj	prononco
level	ŝamano	un chamán	a shaman	grupo	alternativoj	prononco
level	deputi	delegar	to depute	grupo	alternativoj	prononco
level	muĝi	rugir, mugir, aullar, retumbar	to roar, to moo, to howl, to rumble	grupo	alternativoj	prononco
level	stimuli	estimular	to stimulate	grupo	alternativoj	prononco
level	kondimento	un condimento, condimento	a condiment, seasoning	grupo	alternativoj	prononco
level	fliki	parchear	to patch up	grupo	alternativoj	prononco
level	apologio	una disculpa	an apology	grupo	alternativoj	prononco
level	ŝoseo	una gran vía, una carretera	a large streat, a highway	grupo	alternativoj	prononco
level	rimeno	una correa, un cinturón	a strap, a belt	grupo	alternativoj	prononco
level	peranto	un agente, un intermediario, un mediador	an agent, an intermediary, a mediator	grupo	alternativoj	prononco
level	ambicio	una ambición	an ambition	grupo	alternativoj	prononco
level	kraĉi	escupir	to spit	grupo	alternativoj	prononco
level	ludo	una obra de teatro, un juego	a play, a game	grupo	alternativoj	prononco
level	cikonio	una cigüeña	a stork	grupo	alternativoj	prononco
level	lokomotivo	una locomotora, un motor	a locomotive, an engine	grupo	alternativoj	prononco
level	volanludo	bádminton	badminton	grupo	alternativoj	prononco
level	marioneto	una marioneta, un títere	a marionette, a puppet	grupo	alternativoj	prononco
level	rento	un ingreso (no derivado del trabajo), una anualidad	an (unearned) income, an annuity	grupo	alternativoj	prononco
level	atmosfero	atmósfera	atmosphere	grupo	alternativoj	prononco
level	asisti	para asistir	to assist	grupo	alternativoj	prononco
level	vagonaro	un tren (una serie de vagones) (=trajno)	a train (a series of wagons) (=trajno)	grupo	alternativoj	prononco
level	kegloludo	Bolos	Bowling	grupo	alternativoj	prononco
level	virga	virgen, virginal	virgin, virginal	grupo	alternativoj	prononco
level	olimpikaj ludoj	(los juegos Olimpicos	(the) Olympic Games	grupo	alternativoj	prononco
level	apokalipso	apocalipsis	apocalypse	grupo	alternativoj	prononco
level	tirano	un tirano	a tyrant	grupo	alternativoj	prononco
level	regimento	un regimiento	a regiment	grupo	alternativoj	prononco
level	agiti	agitar, incitar, agitar	to agitate, to incite, to stir up	grupo	alternativoj	prononco
level	kanapo	un entrenador	a couch	grupo	alternativoj	prononco
level	pavo	un pavo real	a peacock	grupo	alternativoj	prononco
level	labirinto	un laberinto, un laberinto	a labyrinth, a maze	grupo	alternativoj	prononco
level	torento	un torrente	a torrent	grupo	alternativoj	prononco
level	venti	soplar (viento)	to blow (wind)	grupo	alternativoj	prononco
level	prognozo	un pronóstico, una predicción, un pronóstico	a prognosis, a prediction, a forecast	grupo	alternativoj	prononco
level	kontesti	impugnar, poner en duda	to contest, to call into question	grupo	alternativoj	prononco
level	ventflago	una bandera de viento	a wind flag	grupo	alternativoj	prononco
level	arbitra	arbitrario	arbitrary	grupo	alternativoj	prononco
level	insidi	tender una trampa, tender una trampa	to lay a snare, to set a trap	grupo	alternativoj	prononco
level	bronzo	un bronce	a bronze	grupo	alternativoj	prononco
level	asembleo	una asamblea, una casa	a assembly, a house	grupo	alternativoj	prononco
level	loto	mucho, mucho (en una lotería)	lot, a lot (in a lottery)	grupo	alternativoj	prononco
level	anuso	un ano	an anus	grupo	alternativoj	prononco
level	ventmontrilo	una veleta	a weather vane	grupo	alternativoj	prononco
level	konciza	conciso, breve, lacónico	concise, brief, laconic	grupo	alternativoj	prononco
level	bufo	un sapo	a toad	grupo	alternativoj	prononco
level	denunci	denunciar, denunciar, acusar	to denounce, to inform against, to accuse	grupo	alternativoj	prononco
level	diabeto	diabetes	diabetes	grupo	alternativoj	prononco
level	taksio	un taxi	a taxi	grupo	alternativoj	prononco
level	teniso	tenis	tennis	grupo	alternativoj	prononco
level	reno	un riñón	a kidney	grupo	alternativoj	prononco
level	ventmuelilo	un molino de viento	a windmill	grupo	alternativoj	prononco
level	akvomuelilo	un molino de agua	a water-mill	grupo	alternativoj	prononco
level	alaŭdo	una alondra, una alondra	a lark, a skylark	grupo	alternativoj	prononco
level	ŝaŭmo	una espuma, una espuma, una burbuja	a foam, a froth, a bubble	grupo	alternativoj	prononco
level	kranio	un cráneo, un cráneo	a skull, a cranium	grupo	alternativoj	prononco
level	neĝi	nevar	to snow	grupo	alternativoj	prononco
level	dresi	domesticar, entrenar, domar	to tame, to train, to break in	grupo	alternativoj	prononco
level	grimaci	hacer una mueca, fruncir el ceño	to grimace, to scowl	grupo	alternativoj	prononco
level	akcio	una acción, una acción	a stock, a share	grupo	alternativoj	prononco
level	neĝa homo	un muñeco de nieve	a snow man	grupo	alternativoj	prononco
level	kolbaso	una salchicha	a sausage	grupo	alternativoj	prononco
level	aperturo	una abertura, una abertura, un orificio, un respiradero	an aperture, an opening, an orifice, a vent	grupo	alternativoj	prononco
level	judo	una persona judía	a Jewish person	grupo	alternativoj	prononco
level	malvesti (sin)	desnudarse (uno mismo), posponerse	to undress (oneself), to put off	grupo	alternativoj	prononco
level	seminario	un seminario, seminario	a seminar, seminary	grupo	alternativoj	prononco
level	sulko	un surco, una arruga, un surco	a groove, a wrinkle, a furrow	grupo	alternativoj	prononco
level	diagnozo	un diagnostico	a diagnosis	grupo	alternativoj	prononco
level	umbiliko	un ombligo, un ombligo, un ombligo	a navel, a belly button, a umbilicus	grupo	alternativoj	prononco
level	grego	un rebaño, un rebaño	a herd, a flock	grupo	alternativoj	prononco
level	kalumnii	calumniar, calumniar, difamar	to calumniate, to slander, to defame	grupo	alternativoj	prononco
level	deliri	delirar, divagar, delirar	to be delirious, to maunder, to rave	grupo	alternativoj	prononco
level	kaŭri	agacharse, agacharse, encogerse	to crouch, to squat, to cower	grupo	alternativoj	prononco
level	respektiva	respectivo	respective	grupo	alternativoj	prononco
level	vestarko	una percha (paños)	a hanger (cloths)	grupo	alternativoj	prononco
level	pompo	una pompa, un esplendor, una exhibición	a pomp, a splendor, a display	grupo	alternativoj	prononco
level	korniko	un cuervo encapuchado	a hooded crow	grupo	alternativoj	prononco
level	vestŝranko	un armario	a closet	grupo	alternativoj	prononco
level	frivola	frívolo	frivolous	grupo	alternativoj	prononco
level	opero	una ópera	an opera	grupo	alternativoj	prononco
level	garni	adornar, reforzar, fortalecer, tachonar	to garnish, to reinforce, to strength, to stud	grupo	alternativoj	prononco
level	gladilo	Un metal	an iron	grupo	alternativoj	prononco
level	jugo	un yugo	a yoke	grupo	alternativoj	prononco
level	beto	una remolacha	a beet	grupo	alternativoj	prononco
level	heroldo	un heraldo	a herald	grupo	alternativoj	prononco
level	kazerno	un cuartel, un cuartel de soldados	a barrack, a soldiers' quarter	grupo	alternativoj	prononco
level	plorkrii	llorar llorando	to cry weeping	grupo	alternativoj	prononco
level	peruko	una peluca, un postizo	a wig, a hair-piece	grupo	alternativoj	prononco
level	intesto	un intestino	an intestine	grupo	alternativoj	prononco
level	mobilizi	movilizar	to mobilize	grupo	alternativoj	prononco
level	flagri	brillar, parpadear	to flare, to flicker	grupo	alternativoj	prononco
level	revizii	revisar	to revise	grupo	alternativoj	prononco
level	krizantemo	un crisantemo	a chrysanthemum	grupo	alternativoj	prononco
level	aŭtentika	auténtico, genuino	authentic, genuine	grupo	alternativoj	prononco
level	tirkesto	un cajon	a drawer	grupo	alternativoj	prononco
level	somnambulo	un sonámbulo, un sonámbulo	a sleepwalker, a somnambulist	grupo	alternativoj	prononco
level	staturo	una estatura	a stature	grupo	alternativoj	prononco
level	manovri	maniobrar	to maneuver	grupo	alternativoj	prononco
level	bankroti	ir a la quiebra, ir a la quiebra	to go bankrupt, to go broke	grupo	alternativoj	prononco
level	sinsekve	consecutivamente	consecutively	grupo	alternativoj	prononco
level	kuristo	un corredor	a runner	grupo	alternativoj	prononco
level	sorbi	absorber, absorber	to absorb, to soak up	grupo	alternativoj	prononco
level	vegetarano	una persona vegetariana	a vegetarian person	grupo	alternativoj	prononco
level	oponi	oponerse	to oppose	grupo	alternativoj	prononco
level	reflekti	reflejar	to reflect	grupo	alternativoj	prononco
level	forkuri	huir, huir, fugarse	to run away, to flee, to abscond	grupo	alternativoj	prononco
level	riverenci	hacer una reverencia, hacer una reverencia, hacer una reverencia, saludar	to bow, to curtsey, to make obeisance, to saalam	grupo	alternativoj	prononco
level	lojala	leal, fiel	loyal, faithful	grupo	alternativoj	prononco
level	zumi	tararear, zumbar	to hum, to buzz	grupo	alternativoj	prononco
level	digno	una dignidad	a dignity	grupo	alternativoj	prononco
level	popola	de la gente	of people	grupo	alternativoj	prononco
level	subtila	sutil	subtle	grupo	alternativoj	prononco
level	bv. (~i)	por favor ~	please ~	grupo	alternativoj	prononco
level	spektaklo	un espectáculo, un espectáculo, una actuación	a spectacle, a show, a performance	grupo	alternativoj	prononco
level	etapo	una etapa, una fase, una escala	a stage, a phase, a stopover	grupo	alternativoj	prononco
level	najtingalo	Un ruiseñor	a nightingale	grupo	alternativoj	prononco
level	prezidento	un presidente (de una república)	a president (of a republic)	grupo	alternativoj	prononco
level	ŝtipo	un tronco, un trozo de madera	a log, a chunk of wood	grupo	alternativoj	prononco
level	vanta	vanidoso, frívolo, engreído	vain, frivolous, conceited	grupo	alternativoj	prononco
level	delegito	un delegado	a delegate	grupo	alternativoj	prononco
level	delegita reto	una red de especialistas delegados	a network of delegated specialists	grupo	alternativoj	prononco
level	famekonata	bien conocido	well known	grupo	alternativoj	prononco
level	orkestro	una orquesta	an orchestra	grupo	alternativoj	prononco
level	nekonata	desconocido	unknown	grupo	alternativoj	prononco
level	tumulto	un tumulto, un disturbio	a tumult, a riot	grupo	alternativoj	prononco
level	plando	un lenguado (=plandumo)	a sole (=plandumo)	grupo	alternativoj	prononco
level	kirli	girar, remover	to whirl, to stir	grupo	alternativoj	prononco
level	bulbo	una bombilla	a bulb	grupo	alternativoj	prononco
level	balasto	un lastre	a ballast	grupo	alternativoj	prononco
level	vakso	cera	wax	grupo	alternativoj	prononco
level	torso	un torso, un tronco	a torso, a trunk	grupo	alternativoj	prononco
level	refreŝigaĵo	una bebida refrescante	a refreshing drink	grupo	alternativoj	prononco
level	komisaro	un comisario, un comisario	a commissary, a comissar	grupo	alternativoj	prononco
level	incenso	incienso	incense	grupo	alternativoj	prononco
level	submarŝipo	submarino, un submarino	submarine, a submarine	grupo	alternativoj	prononco
level	proleto	un proletario (=proletario)	a proletarian (=proletario)	grupo	alternativoj	prononco
level	spado	un estoque, una espada, una espada pequeña	a rapier, a sword, a small sword	grupo	alternativoj	prononco
level	veluro	un terciopelo	a velvet	grupo	alternativoj	prononco
level	inspektoro	un inspector, un supervisor, un espectador	an inspector, an overseer, a viewer	grupo	alternativoj	prononco
level	optimismo	un optimismo	an optimism	grupo	alternativoj	prononco
level	velŝipo	un barco de vela	a sailboat	grupo	alternativoj	prononco
level	kristo	Cristo	Christ	grupo	alternativoj	prononco
level	ĝermo	un germen	a germ	grupo	alternativoj	prononco
level	desegnado	dibujar, diseñar	drawing, designing	grupo	alternativoj	prononco
level	civilizacio	una civilización	a civilization	grupo	alternativoj	prononco
