A.tr content.tsv
Level	Esperanto	tr	en-us	Grupo	Alternativoj	Pronoco
level	matene dormis tre longe	sabah uzun süre uyudum	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	güneşi gördüğünde	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	aniden ayağa fırladı	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	o her zaman erken gelirdi	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	o her zaman geç kalır	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	o zaman, gitmesi gerektiğinde	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	okula gitmek	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	o biliyor ki ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	gerçeği biliyor ki ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	öğretmenin arılardan nefret ettiği gerçeği	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	öğretmenin arılardan nefret ettiği gerçeğini biliyor	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	Öğretmenin bundan nefret ettiğini biliyor	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	ama bugün kahveyi içti	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	hızla kıyafetlerini giyer	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	geç kalmak istemiyor	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	elimdeki kitaplarla çok hızlı	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	daha sonra koştu ve atladı	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	koştu ve atladı	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	sokak boyunca	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	insanlar ona baktı	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	ona baktı ve dedi ki	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	bilge ve aptal	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	ne aptal bir çocuk!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	bir okulun önündeydim	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	yakında	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	~'in önündeydi	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	gitmek ve girmek	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	girmek istedi	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	okula girmek	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	Ama nasılsa	but however	grupo	alternativoj	prononco
level	sed li ne povis	ama yapamadı	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	kapatmak ve kapatmak	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	kapalıydı	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	ne ~ ne de ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	ne öğretmen ne de kız-erkek öğrenciler	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	ne öğretmen gördüm ne de öğrenci	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	oturmak, oturmak	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	oturdum (oturmuştu)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	O oturdu	he got seated	grupo	alternativoj	prononco
level	kaj pensis	ve düşündüm	and thought	grupo	alternativoj	prononco
level	kio okazis?	ne oldu?	what did happen?	grupo	alternativoj	prononco
level	diable	korkunç bir şekilde (bir şeytan gibi)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	kahretsin	dam it	grupo	alternativoj	prononco
level	memoras	hatırlıyor	remembers	grupo	alternativoj	prononco
level	nun mi memoras	şimdi hatırlıyorum	now I remember	grupo	alternativoj	prononco
level	dimanĉo	Pazar	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	bugün ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	Bugün Pazar	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	uyumak ve uykuya dalmak	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	bir güneş ve bir ay	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	ani ve aniden	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	kapalı! (başlamak)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	atlamak ve atlamak	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	her zaman erken	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	bugün koydum ve koştum	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	yaş değil bir şey	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	bilge insanlarla birlikte koştum	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	mümkün olur olmaz	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	ne oğlan, ne kız	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	ne düşündüm ne de ezberledim	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	Pazar günü bir şeytan su bekledi	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	ne kadar küçük bir an	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	bu kadar küçük bir an bile değerlidir	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	geceye kadar ağladım	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	posta postasını elinizden kaldırın	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	kendi kendine gülüyordu, posta postasını kaldırıyordu	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	ne o ne de güldü	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	ne güldü ne de cevap verdi	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	ne oturuyor ne de izliyor	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	hiç görmedim	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	asla kimseye söylemeyeceğim	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	kimseye söyleme	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	asla söylemeyeceğim	I will never say	grupo	alternativoj	prononco
level	mem	kendine (kendi kendine)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	Ben kendim yaptım	I did it myself	grupo	alternativoj	prononco
level	faris tion	yaptım (yaptım)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	kendi yaptı (kendi yaptı)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	görüşürüz (tekrar), görüşürüz (tekrar)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	değin! (Güle güle!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	konuşmaya başlamak	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	söylemeye başladım, sonunda konuşmaya başladım	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	çok hızlı içtim	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	sabah içkisi içtim	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	erken gelmek	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	okula gelmek	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	~e erken gelmek	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	haber duymadım	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	henüz duymadım	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	henüz duymadım	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	o anda	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	o anda ağladı	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	sevmeyen bir çocuk	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	erkek ve kızlar	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	diğer oğlanlar ve kızlar	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	diğer erkek ve kızları sevmiyor	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	ne arkadaşım ne de kız arkadaşım	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	ne parası ne de zamanı var	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	kitap kimin elindeydi?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	beklediğin kitap	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	2 yıldan fazla süredir beklediğin şey	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	bunu istiyor musun?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	bunu istiyor musun ~?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	canım	dearest	grupo	alternativoj	prononco
level	plej kara foto	en sevdiğim fotoğraf	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	en sevdiğim fotoğrafım	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	~ nereden satın aldın?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	o kıyafet	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	o kıyafet (objektif)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	o kıyafeti satın aldım	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	oraya gideceksin	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	nereye gidiyorsun?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	güneşli gün	sunny day	grupo	alternativoj	prononco
level	estos suna tago	güneşli bir gün olacak	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	eğer güneşli bir gün olacaksa	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	kardeşin çoktan başladı	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	kardeşin henüz başlamadı mı?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	su nerede	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	suyu getirmek	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	kendin getirdin	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	kendi getirdiğin su	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	çok sessizdi	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	bugün annem ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	~'dan geldim	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	okul dışında	out of the school	grupo	alternativoj	prononco
level	raportis al ~	~'a bildirildi	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	ve ona bildirdim	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	bildirdi ki ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	alacağımı bildirdi	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	Kötü not alacağım	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	öyle dedi ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	~ çalışmalısın	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	Daha	more	grupo	alternativoj	prononco
level	pli multe laborigi	daha fazla iş yapmak için	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	kafanı çalıştırmak için	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	kaç kötü not	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	çok fazla kötü notun var	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	üzgündü	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	odana	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	odana git	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	git ve öğren	go and learn	grupo	alternativoj	prononco
level	mi sidis	oturdum	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	odamda	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	odamda oturdum	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	ne öğreniyorum ne de okuyorum	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	ama ne öğrenebildim ne de okuyabildim	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	düşüncelerim	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	bir oyunda	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	arkadaşlarımla oyun	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	sporda	at sport	grupo	alternativoj	prononco
level	al mi mem	kendime	to myself	grupo	alternativoj	prononco
level	diris al mi mem	kendime dedim	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	çok aptalca	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	o kadar aptal mıyım?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	çok şey öğrenmeme rağmen	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	anne girdi	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	sözlerim	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	ve sözlerimi duydun	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	hemen cevap verdi	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	hayır canım	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	sen aptal değilsin	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	sorun şu ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	öğrenmen gereken	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	çok daha fazlasını öğrenmeli	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	o zaman sahip olmayacaksın	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	kötü notlar	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	sadece kötü notlara sahip olacak	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	ayrıca şimdi	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	bende yok	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	İyi bir notum var	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	müzik hakkında	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	müzik üzerine iyi bir not	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	anne aniden gülmeye başladı	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	bu güzelleşti ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	benim günüm	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	günümü şenlendirdin	made my day	grupo	alternativoj	prononco
level	sed tamen restis	ama yine de kaldı	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	ama sorun hala devam etti	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	bir kilogram ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	bir kilo şeker	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	bir bardak ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	bir bardak su	a glass of water	grupo	alternativoj	prononco
level	multe da ~	bir sürü ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	birçok fikir	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	geri durmak	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	her şeyi hallettim	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	ona teslim edildi	handed over to him	grupo	alternativoj	prononco
level	mi petas	soruyorum	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	bir bardak kahve	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	ve biraz su	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	bir bardak kahve isterim	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	Bir bardak çay rica ediyorum	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	onu incit	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	başı ağrıyor	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	hastalandı	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	güzel olmayı seviyor	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	yüzünü güzelleştirdi	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	oğlan güzel olmayı seviyor	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	bu yüzden onu güzelleştirdi	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	öğle yemeğinden sonra	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	mutfağı temizlemek için	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	mutfağı kim temizleyecek?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	içmek istiyor	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	ne içmek istersin	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	çay içmek	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	biraz su	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	hiçbir şey istemiyor musun?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	öyle aniden	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	neden ~'e karar verdin?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	neden bu kadar aniden karar verdin?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	senin odan	your room	grupo	alternativoj	prononco
level	via ĉambreto	senin küçük odan	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	senin küçük odana	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	küçük odanı yenilemek için	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	küçük odanı yenilemeye karar verdim	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	kime	to whom	grupo	alternativoj	prononco
level	vi donis ~	~ verdin	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	~ kime verdin?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	temiz gözlük	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	temiz bardakları verdin	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	şarap için temiz bardaklar	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	kime karşı	against whom	grupo	alternativoj	prononco
level	via sportklubo	spor kulübünüz	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	~'a karşı oynuyor	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	iki hafta önce	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	Spor kulübünüz kime karşı oynadı?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	~ görüyor musun?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	sık sık ~ görüyor musun?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	sık sık polisi görüyorum	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	~'da yaşayan	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	konaklama yerinde yaşıyor	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	üstünüzdeki ikamet yeri	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	~'da yaşayan polis memurunu görüyor	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	sürüş planı	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	seyahat etmek istedim	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	başka bir ülkeye seyahat etmek	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	boş zamanda	in free time	grupo	alternativoj	prononco
level	ili decidis iri	gitmeye karar verdiler	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	İtalya'ya gitmeye karar verdim	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	eski şehirler	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	eski şehirleri olan bir ülke	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	diğer güzellikler	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	ve diğer güzellikler	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	eski şehirleri ve diğer güzellikleri ile güzel bir ülke	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	onlar mutluydu	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	~ nerede?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	kıyafetlerim nerede	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	~ diye sordu	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	~ getirmeyi unutmayalım	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	kitabı yanınıza almak	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	Esperanto öğrenmek için bir kitap	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	öğrenmek için kitap taşımak	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	başlayabiliriz ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	trende	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	zaten trende	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	hiçbir şey yapmayacağız	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	arabayla	by car	grupo	alternativoj	prononco
level	ni veturos per ~	~ ile gideceğiz	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	araba sürecek	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	bir sırrım var	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	zengin amcam	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	dileğim	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	dileğimi yerine getirdim	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	bize verdi	gave us	grupo	alternativoj	prononco
level	sian aŭton	Onun arabası	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	ve bize arabasını verdi	and gave us his car	grupo	alternativoj	prononco
level	por uzo	kullanmak için	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	önünde duruyor ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	evin önünde duruyor	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	~ söylemem lazım	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	hiçbir şey söyleme	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	Hadi oturalım	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	arabaya bin	get in the car	grupo	alternativoj	prononco
level	veturi al ~	~'a gitmek	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	ve İtalya'ya doğru yola çıktık	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	arabada oturdum	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	ayrıca kıyafetler	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ arabadaydı	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	hala oturdum ve bekledim	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	ama bekledi	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	neden ~ yapmıyoruz?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	neden arabayı sürmeye başlamıyoruz?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	bende ~ var	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	arabayı sürerdim	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	ama bilmiyorum~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	bunu hiç öğrenmedim	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	inanırdım ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	eğer sağlıklı olsaydım	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	Çok mutlu olurum	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	sanki zenginmişsin gibi	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	sanki zengin bir adammış gibi orada oturuyorsun	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	iddia edilen okul	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	zengin bir adam gibi	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	orada zengin bir adam gibi oturuyorsun	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	çok fazla para	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	fikir kadar para	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	o kadar param olsaydı	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	seyahat ederdim	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	dünya çapında	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	her sözlükte	in every dictionary	grupo	alternativoj	prononco
level	mankas io	bir şey eksik	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	bazı kelimeler eksik	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	uzun uzun konuşan bir adam	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	yemek masasında	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	söyleyen kişi aç kalır	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	yemek masasında anlatmaya devam ediyor	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	~'e dikkat etmesi gerekiyordu.	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	~ izin verilmedi	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	kalmasına izin verildi	was allowed to stay	grupo	alternativoj	prononco
