B.es content.tsv
Level	Esperanto	es	en-us	Grupo	Alternativoj	Pronoco
level	diru, kio okazas dum la malfermo?	Cuéntame, ¿qué pasa durante la inauguración?	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	¿Vale la pena visitarlo?	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	en mi opinion si	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	normalmente no es muy animado	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	pero para ti como 'novato'	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	puede ser interesante asistir	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	Supongo que ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	el presidente de TEJO dirá unas palabras	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	el tema del congreso	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	parece, probablemente	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	Probablemente alguien de LKK presentará el tema del congreso.	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	cada IJK tiene su tema	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	Espero que haya algo de música también.	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	Bueno, ¿dónde se llevará a cabo?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	en la gran sala de conferencias	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	¿Cómo encontrar eso?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	cuando dejes este lugar	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	Ve directo al final del edificio.	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	por tal vez 100 metros	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	De nuevo a la derecha, recto unos 100 metros.	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	y hay una casa amarilla	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	en el lado izquierdo de la carretera	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	señales sobre todos los sitios IJK	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	En él encontrará carteles sobre todos los sitios IJK.	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	Enviaré un mensaje por teléfono móvil.	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	si no lo encuentro	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	Oh, buena idea, ¡nos vemos ahí arriba!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	en la sala de conferencias	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	¿Ángeles guardianes? ¿Estás bromeando?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	presidente de TEJO	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	finalmente les deseo a todos una semana divertida	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	según la última información	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	somos 423 aquí de 38 países	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	Les deseo una semana IJK fructífera y muy divertida.	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	una cálida bienvenida, en nombre de la junta directiva de TEJO	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	después de un gran aplauso	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	¿Conseguiste mantenerte despierto?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	si, principalmente por mi hambre	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	No estoy bromeando. fue interesante escuchar	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	Fue interesante escuchar un poco sobre la actividad.	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	Escuchar sobre la actividad y estructura del movimiento.	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	una sesión de TEJO te interesará	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	tal vez alguna de las sesiones de TEJO te resulte interesante	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	si quizas	yes maybe	grupo	alternativoj	prononco
level	mi provos	Intentaré	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	intentará asistir	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	intentaré asistir	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	asistir a uno	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	asistir para ver	attend to see	grupo	alternativoj	prononco
level	iun tagon	un día (algún día)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	lo intentaré algún día	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	un día para asistir	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	asistir algún día para ver	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	Intentaré algún día asistir a uno para ver.	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	¿qué es eso?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	¿Qué es eso? ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	un ángel guardián	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	eso de &quot;ángel guardián&quot;	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	pero que es	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	pero ¿qué es eso de un &quot;ángel de la guarda&quot;?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	¿una broma?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	un mal chiste?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	mal chiste	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	alguna broma	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	algún mal chiste	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(¿Es eso) algún chiste malo?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	Estoy bromeando	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	No estoy bromeando	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	fue interesante escuchar	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	como contactar ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	¿Y cómo contactar a esos ángeles?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	con alguna oración IJK tal vez	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	¡intentalo! si no funciona puedes ir a ~	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	Puedes ir a la sala &quot;El cielo&quot; después del almuerzo.	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	Genial, primero la comida, luego el cielo.	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	primero comida, luego en el cielo a los ángeles	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#¡ÁRBITRO!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	después de un poco menos de comida	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Kabe va a la habitación &quot;el cielo&quot;	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	hola, ¿es tu primer IJK?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	OK. Estoy muy contento. soy jesi	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	y este ya es mi sexto IJK	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	aquí hay un documento con algunas preguntas	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	papel con preguntas y tareas	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	algunas preguntas y tareas relacionadas con el congreso	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	intentas resolverlos	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	te sugiero que intentes solucionarlos	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	con Ana de Polonia, Boris de Alemania y Natsuko de Japón	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	solo llámame si necesitas ayuda	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	más tarde en el servicio de libros	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	Entonces, ¿cómo fue en el cielo?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	¡De hecho conocí a un ángel real!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	celestial, ¡creo que en realidad conocí a un ángel real!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	ella era increíblemente hermosa y amable	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	¡ay dios mío! y como se llama?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	ay ya se me olvidó!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	cada vez se emborracha más	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	En el bar, Kabe se emborracha cada vez más.	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	¿El barman también lo es?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	Una cerveza por favor	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	cuesta 1 euro	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	¿Quieres algo más también?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	no gracias, la cerveza es suficiente para mí	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	¿en realidad? ¿Qué pasa con el vodka, labamba y las hembras?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	Bueno, por qué no	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	se dice que es divertido	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	Todavía no he bailado la labamba, pero me dicen que es divertido.	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	durante la canción &quot;La Bamba&quot; la gente baila	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	la gente baila en un gran círculo	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	y dentro de ese círculo otras personas bailan	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	funciona para que ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	Funciona para que la gente baile en un gran círculo.	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	baila en un gran círculo y dentro de ese círculo	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	la gente baila y otra gente baila	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	los que bailan dentro del círculo	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	los que bailan eligen un bailarín del círculo	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	elige una bailarina y la besa	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	lo besa tres veces en las mejillas	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	elige una bailarina y besa en las mejillas	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	elige un bailarín del círculo y lo besa	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	luego cambian de lugar	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	besos, una persona que besa, una persona besada, una persona que besará, una persona que será besada	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	y el besado se convierte en una persona que besará	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	Esos bailarines eligen y luego cambian de lugar.	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	la persona que besó ahora es una persona que será besada	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	muy fácil ¿verdad?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	Bueno, espero que así sea ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	más fácilmente en la práctica	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	espera que sea más fácil	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	es más fácil en la práctica	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	lo intentaré alguna vez	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	¡pero primero la cerveza!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	Lo intentaré algún día, ¡pero primero la cerveza!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	un chico inteligente	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	tu que conoces a casi todos	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	Conoce a casi todos aquí.	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	¿sabes quién es la chica?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	la chica que coordinaba	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	la chica que coordinó a los 'ángeles de la guarda'	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	probablemente estés pensando en Jesi	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	¡Sí, es cierto!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	Recuerdo que escuché	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	ahora recuerdo eso ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	recuerda que escuché su nombre	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	en mi opinión	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	ella es una persona extraña	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	en mi opinión ella es una persona extraña	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	no bebe cerveza en absoluto	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	y no come carne	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	parece que ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	su único interés es ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	El único interés es la actividad en esperanto.	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	parece que su único interés es el esperanto	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	pero ella es muy hermosa	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	es muy hermosa y amable	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	muy agradable y amable en mi opinion	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	Quizás estás en lo cierto	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	tal vez tengas razón en eso	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	casi nunca está en el bar	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	ella casi nunca lo es ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	no la veo a menudo	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	no me veo a menudo	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	y por eso no la veo a menudo	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	silbidos sobre esas personas	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	de hecho, estoy totalmente silbando	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	Entiendo ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	así habla un verdadero barman	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	¡Con razón, así que a tu salud!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	¡a tu salud! oh, gran cerveza	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	claro, fui yo quien lo escogió	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	¿Tiene alguna idea?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	¿Dónde sería posible encontrar a esa chica extraña?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	encontrar a esa chica extraña pero muy hermosa	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	idea de dónde se podría encontrar ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	tiene una idea de dónde sería posible encontrarlo ~	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	Definitivamente en el salón de té (Owlery)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	esas personas están constantemente sentadas	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	está constantemente sentado allí bebiendo té	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	¡Qué vida tan tediosa!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	el salón de té(Owlery), es un lugar tranquilo	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	un lugar tranquilo donde puedes tomar té	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	tomar té, charlar, escuchar música tranquila	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	escuchar música tranquila y cosas así	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	Lo encontrarás al final del pasillo.	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	al final del pasillo fuera del bar	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	no puedes llevar tu cerveza	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	lleva tu cerveza allí	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	pero no puedes llevar tu cerveza allí	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	¡Realmente es un lugar para búhos!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	a la pista de baile primero	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	tal vez debería ir primero	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	déjame ir a la pista de baile primero	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	¡Siguiente persona!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	Qué quieres, querida	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	¿Hay un lugar libre?	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	si por su puesto	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	muy lindo aqui	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	aquí en el salón de té (lechucería)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	necesito un poco de tranquilidad	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	después de un día muy estresante	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	tranquilidad después de un día estresante	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	el ambiente en un salón de té(owlery)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ es un muy buen contraste	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	contraste con los otros eventos	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	Los otros eventos durante IJK	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	La atmósfera contrasta con los otros eventos.	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	es un muy buen contraste, ¿no?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	si, musica suave	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	música suave, conversación tranquila	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	charla tranquila y un té interesante	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	perfecto para recuperar fuerzas	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	pareces extremadamente cansado	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	¿qué hiciste todo el día?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	primero hice una publicación	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	post para las excursiones de mañana	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	hice un post para excursiones	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	por cierto ¿vas a ir?	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	irá de excursión	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	¿Vas a hacer alguna excursión?	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	si, a la gran cascada	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	y luego a una exposición	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	una exposición sobre arte moderno	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	a una cascada y luego a una exposición	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	una buena eleccion	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	yo también iré allí	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	De todos modos, dirigí un grupo de discusión.	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	colgar carteles	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	después de colgar los carteles de la excursión	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	grupo de discusión con el título &quot;feminismo&quot;	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	dirigió un debate con el título &quot;feminismo&quot;	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	¿El feminismo es igual en diferentes países?	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	Interesante y animado debate.	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	fue muy interesante y animado	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	durante las últimas cinco horas	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	estuve en una larga sesión	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	Durante las últimas horas he estado en una reunión del comité.	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	en una larga reunión del comité	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	realmente fue demasiado largo	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	el comité ha concluido su reunión	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	pero ahora el comité ha terminado la reunión	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	fue muy largo, pero ahora se acabó	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	Oh, ¿entonces eres miembro del comité?	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	la junta directiva de TEJO	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	yo también estoy en el tablero	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	si, yo también lo soy ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	también está en la junta directiva de TEJO	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	si, y soy ~	yes, and I'm ~	grupo	alternativoj	prononco
