C.en-us content.tsv
Level	Esperanto	en-us	fr	Grupo	Alternativoj	Pronoco
level	veterano	a veteran	un vétéran	grupo	alternativoj	prononco
level	revolucio	a revolution	Une révolution	grupo	alternativoj	prononco
level	krusto	crust, casing, hard outer covering	croûte, boyau, revêtement extérieur dur	grupo	alternativoj	prononco
level	kompaso	a compass	Une boussole	grupo	alternativoj	prononco
level	rizkampo	a rice field, a paddy field	un champ de riz, une rizière	grupo	alternativoj	prononco
level	katedralo	a cathedral	une cathédrale	grupo	alternativoj	prononco
level	roboto	a robot	un robot	grupo	alternativoj	prononco
level	parfumo	a perfume	un parfum	grupo	alternativoj	prononco
level	margarino	margarine	margarine	grupo	alternativoj	prononco
level	ripo	a rib (bone)	une côte (os)	grupo	alternativoj	prononco
level	rulŝtuparo	an escalator	un escalier roulant	grupo	alternativoj	prononco
level	kostumo	costume, outfit, style of dress	costume, tenue, style vestimentaire	grupo	alternativoj	prononco
level	pulmo	a lung	un poumon	grupo	alternativoj	prononco
level	infinitivo	infinitive	infinitif	grupo	alternativoj	prononco
level	segilo	a saw, saws	une scie, des scies	grupo	alternativoj	prononco
level	prozo	a prose	une prose	grupo	alternativoj	prononco
level	mekanismo	device, a mechanism	appareil, un mécanisme	grupo	alternativoj	prononco
level	skanilo	a scanner	un scanner	grupo	alternativoj	prononco
level	benzino	gasoline, petrol	essence, essence	grupo	alternativoj	prononco
level	plumbo	lead (metal)	plomb)	grupo	alternativoj	prononco
level	leki	to lick	lécher	grupo	alternativoj	prononco
level	akuzi	to accuse	accuser	grupo	alternativoj	prononco
level	redakti	to edit	éditer	grupo	alternativoj	prononco
level	ŝraŭbo	a screw	une vis	grupo	alternativoj	prononco
level	komo	a comma	une virgule	grupo	alternativoj	prononco
level	surdulo	a deaf	un sourd	grupo	alternativoj	prononco
level	konduktoro	a conductor	un conducteur	grupo	alternativoj	prononco
level	kreto	a chalk	une craie	grupo	alternativoj	prononco
level	eklezio	a church (organization)	une église (organisation)	grupo	alternativoj	prononco
level	protagonisto	a protagonist	un protagoniste	grupo	alternativoj	prononco
level	Eŭropo	europe	L'Europe 	grupo	alternativoj	prononco
level	tajfuno	a typhoon	un typhon	grupo	alternativoj	prononco
level	sentimentala	sentimental	sentimental	grupo	alternativoj	prononco
level	korko	a cork, a stopper	un bouchon, un bouchon	grupo	alternativoj	prononco
level	stampo	a stamp, a seal, a mark	un cachet, un sceau, une marque	grupo	alternativoj	prononco
level	olivo	an olive	une olive	grupo	alternativoj	prononco
level	kazino	a casino	un casino	grupo	alternativoj	prononco
level	terno	a sneeze	un éternuement	grupo	alternativoj	prononco
level	barikado	a barricade	une barricade	grupo	alternativoj	prononco
level	tertremo (sismo)	an earthquake	un tremblement de terre	grupo	alternativoj	prononco
level	telegramo	a telegram	un télégramme	grupo	alternativoj	prononco
level	prononci	to pronounce	prononcer	grupo	alternativoj	prononco
level	tornado	a tornado	une tornade	grupo	alternativoj	prononco
level	objektiva	objective	objectif	grupo	alternativoj	prononco
level	drapo	a woolen cloth, a cloth	un drap de laine, un tissu	grupo	alternativoj	prononco
level	ungotondilo	a nail-scissors	des ciseaux à ongles	grupo	alternativoj	prononco
level	vakupurigilo	a vacuum cleaner (=polvosuĉilo)	un aspirateur (=polvosuĉilo)	grupo	alternativoj	prononco
level	perei	to perish	périr	grupo	alternativoj	prononco
level	afranki	to prepay (postage), to put on stamps	payer d'avance (affranchissement), apposer des timbres	grupo	alternativoj	prononco
level	luli	to lull, to cradle, to rock	bercer, bercer, bercer	grupo	alternativoj	prononco
level	vakcino	a vaccine	un vaccin	grupo	alternativoj	prononco
level	gorilo	a gorilla	un gorille	grupo	alternativoj	prononco
level	vojaĝagentejo	a travel agency	une agence de voyages	grupo	alternativoj	prononco
level	patrono	a patron	un mécène	grupo	alternativoj	prononco
level	abstini	to abstain	s'abstenir	grupo	alternativoj	prononco
level	bulvardo	a boulevard	un boulevard	grupo	alternativoj	prononco
level	portalo	a portal, a gateway	un portail, une passerelle	grupo	alternativoj	prononco
level	ŝarĝoaŭto	a truck	un camion	grupo	alternativoj	prononco
level	vito	a grapevine, a vine	une vigne, une vigne	grupo	alternativoj	prononco
level	teleskopo	a telescope	un télescope	grupo	alternativoj	prononco
level	apliki	to apply	postuler	grupo	alternativoj	prononco
level	cemento	cement	ciment	grupo	alternativoj	prononco
level	pedagogio	pedagogy	la pédagogie	grupo	alternativoj	prononco
level	albumo	an album	un album	grupo	alternativoj	prononco
level	aserti	to assert, to state, to affirm	affirmer, déclarer, affirmer	grupo	alternativoj	prononco
level	akordi	to accord	s'accorder	grupo	alternativoj	prononco
level	fulgo	a soot, a grime	une suie, une crasse	grupo	alternativoj	prononco
level	adapti	to adapt, to adjust, to accommodate, to fit	s'adapter, s'adapter, s'adapter, s'adapter	grupo	alternativoj	prononco
level	liveri	to furnish, to supply, to deliver	fournir, fournir, livrer	grupo	alternativoj	prononco
level	argumento	an argument	une dispute	grupo	alternativoj	prononco
level	frizi	to curl, to frizz	friser, friser	grupo	alternativoj	prononco
level	deficito	a deficit	un déficit	grupo	alternativoj	prononco
level	blato	a cockroach, a chip	un cafard, une puce	grupo	alternativoj	prononco
level	recepto	a recipe, a prescription	une recette, une ordonnance	grupo	alternativoj	prononco
level	kitelo	a smock, a frock, an overalls, a garbadine	une blouse, une robe, une salopette, une garbadine	grupo	alternativoj	prononco
level	ciklono	a cyclone	un cyclone	grupo	alternativoj	prononco
level	reformi	to reform	réformer	grupo	alternativoj	prononco
level	pulvo	powder, gunpowder	poudre, poudre à canon	grupo	alternativoj	prononco
level	ŝpruci	to spurt, to gush, to spurt out	jaillir, jaillir, jaillir	grupo	alternativoj	prononco
level	kukolo	a cuckoo	un coucou	grupo	alternativoj	prononco
level	ŝanceli	to shake, to totter	trembler, chanceler	grupo	alternativoj	prononco
level	rekordo	a record (sport)	un record (sport)	grupo	alternativoj	prononco
level	florpetalo	a flower petal	un pétale de fleur	grupo	alternativoj	prononco
level	kosmo	cosmos, (outer) space, universe	cosmos, espace (extra-atmosphérique), univers	grupo	alternativoj	prononco
level	ĉeko	a checque, a check	un chèque, un chèque	grupo	alternativoj	prononco
level	konsumi	to consume, to use up	consommer, épuiser	grupo	alternativoj	prononco
level	lameno	a lamina, a plate, a layer	une lame, une plaque, une couche	grupo	alternativoj	prononco
level	erotika	erotic	érotique	grupo	alternativoj	prononco
level	peniko	a brush (art)	un pinceau (art)	grupo	alternativoj	prononco
level	spuro	a track, a trail, a trace	une piste, un sentier, une trace	grupo	alternativoj	prononco
level	rigida	rigid, stiff	rigide, raide	grupo	alternativoj	prononco
level	pleto	a tray	un plateau	grupo	alternativoj	prononco
level	ignori	to ignore	ignorer	grupo	alternativoj	prononco
level	Volapuko (Volapǖko)	Volapuk	Volapuk	grupo	alternativoj	prononco
level	frazo	a sentence	une phrase	grupo	alternativoj	prononco
level	bruto	a brute, a farm animal, a beast	une brute, un animal de ferme, une bête	grupo	alternativoj	prononco
level	gladi	to iron (clothes)	Repasser des vêtements)	grupo	alternativoj	prononco
level	kalsono	an underwear, underpants, shorts	un sous-vêtement, un caleçon, un short	grupo	alternativoj	prononco
level	aktoro	an actor	un acteur	grupo	alternativoj	prononco
level	valida	valid	valide	grupo	alternativoj	prononco
level	ruso	a Russian	un Russe	grupo	alternativoj	prononco
level	glita	gliding, slippery	glissant, glissant	grupo	alternativoj	prononco
level	fantazio	a fantasy	un fantasme	grupo	alternativoj	prononco
level	ŝargi	to load, to charge	charger, charger	grupo	alternativoj	prononco
level	saŭco	a sauce, a gravy	une sauce, une sauce	grupo	alternativoj	prononco
level	verto	a crown, top of the head	une couronne, le sommet de la tête	grupo	alternativoj	prononco
level	enketi	to make an inquiry, to survey, to investigate	faire une enquête, enquêter, enquêter	grupo	alternativoj	prononco
level	ateisto	an atheist	un athée	grupo	alternativoj	prononco
level	insigno	a badge	un badge	grupo	alternativoj	prononco
level	trudi	to impose, to force	imposer, forcer	grupo	alternativoj	prononco
level	skemo	a scheme	un schéma	grupo	alternativoj	prononco
level	kalva	bald, bare, bold-headed, hearless	chauve, nu, audacieux, sans voix	grupo	alternativoj	prononco
level	germano	a German	un Allemand	grupo	alternativoj	prononco
level	orto	a right angle	un angle droit	grupo	alternativoj	prononco
level	avizo	a warning, a notice	un avertissement, un avis	grupo	alternativoj	prononco
level	fronto	front, frontage	devant, façade	grupo	alternativoj	prononco
level	lernolibro	a textbook	un cahier de texte	grupo	alternativoj	prononco
level	glavo	a sword	une épée	grupo	alternativoj	prononco
level	konservativa	conservative	conservateur	grupo	alternativoj	prononco
level	Usono	USA	Etats-Unis	grupo	alternativoj	prononco
level	ankro	an anchor	une ancre	grupo	alternativoj	prononco
level	analizo	an analysis	une analyse	grupo	alternativoj	prononco
level	flustri	to whisper	chuchoter	grupo	alternativoj	prononco
level	asigno	assignment	affectation	grupo	alternativoj	prononco
level	konservatorio	a conservatory (music school)	un conservatoire (école de musique)	grupo	alternativoj	prononco
level	aŭtoro	an author	un auteur	grupo	alternativoj	prononco
level	poligloto	a polyglot	un polyglotte	grupo	alternativoj	prononco
level	absoluta	absolute	absolu	grupo	alternativoj	prononco
level	lukti	to wrestle, to struggle	lutter, lutter	grupo	alternativoj	prononco
level	inciti	to incite, to stir, to abet, to provoke	inciter, remuer, encourager, provoquer	grupo	alternativoj	prononco
level	prezervi	to preserve	conserver	grupo	alternativoj	prononco
level	mencii	to mention	à mentionner	grupo	alternativoj	prononco
level	anglo	an Englishman	un anglais	grupo	alternativoj	prononco
level	Bulonjo	Boulogne (city)	Boulogne (ville)	grupo	alternativoj	prononco
level	interesa	interesting	intéressant	grupo	alternativoj	prononco
level	interese	interestingly	de façon intéressante	grupo	alternativoj	prononco
level	meĥanismo	a mechanism	un mécanisme	grupo	alternativoj	prononco
level	hazardo	an accident, a chance	un accident, une chance	grupo	alternativoj	prononco
level	neologismo	neologism	néologisme	grupo	alternativoj	prononco
level	Grekio (Greklando)	Greece	Grèce	grupo	alternativoj	prononco
level	Araba	Arabic	arabe	grupo	alternativoj	prononco
level	palpi	to feel, to grope	sentir, tâtonner	grupo	alternativoj	prononco
level	sinjorino	a lady, a madam	une dame, une madame	grupo	alternativoj	prononco
level	neŭtra	neutral (=neŭtrala)	neutre (=neŭtrala)	grupo	alternativoj	prononco
level	Afriko	Africa	Afrique	grupo	alternativoj	prononco
level	korvo	a crow, a raven	un corbeau, un corbeau	grupo	alternativoj	prononco
level	Ameriko	America, the Americas	L'Amérique, les Amériques	grupo	alternativoj	prononco
level	ezoko	a pike (in a lake), a jack	un brochet (dans un lac), un carangue	grupo	alternativoj	prononco
level	sago	a arrow, a sagitta	une flèche, une sagitta	grupo	alternativoj	prononco
level	ĉino	a Chinese	un Chinois	grupo	alternativoj	prononco
level	sendube	with no doubt, undoubtedly	sans aucun doute, sans aucun doute	grupo	alternativoj	prononco
level	Azio	Asia	Asie	grupo	alternativoj	prononco
level	senkonfide	without trusting, without confidence	sans confiance, sans confiance	grupo	alternativoj	prononco
level	ekposedi	to possess	posséder	grupo	alternativoj	prononco
level	senfare	without doing	sans faire	grupo	alternativoj	prononco
level	amara	bitter	amer	grupo	alternativoj	prononco
level	ministro	a minister	un ministre	grupo	alternativoj	prononco
level	parlamento	parliament, a parliament	parlement, un parlement	grupo	alternativoj	prononco
level	Berlino	Berlin	Berlin	grupo	alternativoj	prononco
level	unuafoje	for the first time	pour la première fois	grupo	alternativoj	prononco
level	asimili	to assimilate	Assimiler	grupo	alternativoj	prononco
level	preskribi	to prescribe, to stipulate	prescrire, stipuler	grupo	alternativoj	prononco
level	belgo	a Belgian	un Belge	grupo	alternativoj	prononco
level	koncepto	a concept	un concept	grupo	alternativoj	prononco
level	jubileo	a jubilee	un jubilé	grupo	alternativoj	prononco
level	Brazilo	Brazil	Brésil	grupo	alternativoj	prononco
level	sociala	social	sociale	grupo	alternativoj	prononco
level	perlo	a pearl	une perle	grupo	alternativoj	prononco
level	kvarfoje	four times	quatre fois	grupo	alternativoj	prononco
level	aresti	to arrest	arrêter	grupo	alternativoj	prononco
level	Alpoj	Alps	Alpes	grupo	alternativoj	prononco
level	eliri	to leave, to go out, to exit	partir, sortir, sortir	grupo	alternativoj	prononco
level	enveni	to come in, to enter	entrer, entrer	grupo	alternativoj	prononco
level	hodiaŭa	of today, present-day, present	d'aujourd'hui, d'aujourd'hui, d'aujourd'hui	grupo	alternativoj	prononco
level	balo	a ball, a dance	un bal, une danse	grupo	alternativoj	prononco
level	plasto	a plastic	un plastique	grupo	alternativoj	prononco
level	fakultato	faculty, a faculty	faculté, une faculté	grupo	alternativoj	prononco
level	forĵeti	to throw away, to discard	jeter, jeter	grupo	alternativoj	prononco
level	japano	a Japanese person	un Japonais	grupo	alternativoj	prononco
level	forlasi	to leave, to abandon, to neglect, to quit	quitter, abandonner, négliger, abandonner	grupo	alternativoj	prononco
level	civito	citizenry, polity, city state	citoyenneté, régime politique, cité-état	grupo	alternativoj	prononco
level	foresto	absence	absence	grupo	alternativoj	prononco
level	sekura	secure, safe	sécurisé, sécurisé	grupo	alternativoj	prononco
level	Anglio	England	Angleterre	grupo	alternativoj	prononco
level	Britio	United Kingdom	Royaume-Uni	grupo	alternativoj	prononco
level	brita	British	Britanique	grupo	alternativoj	prononco
level	Aŭstrio	Austria	L'Autriche	grupo	alternativoj	prononco
level	mallonga	short, brief	court, bref	grupo	alternativoj	prononco
level	delegacio	delegation, a delegation	délégation, une délégation	grupo	alternativoj	prononco
level	biblio	Bible	Bible	grupo	alternativoj	prononco
level	magio	a magic	une magie	grupo	alternativoj	prononco
level	provinco	a province	une province	grupo	alternativoj	prononco
level	sonori	to ring, to clang	sonner, tinter	grupo	alternativoj	prononco
level	milito	a war	une guerre	grupo	alternativoj	prononco
level	lado	sheet metal, tin, tin plate	tôle, étain, fer blanc	grupo	alternativoj	prononco
level	kelnerino	a waitress, a barmid	une serveuse, un barmid	grupo	alternativoj	prononco
level	aludi	to allude, to hint	faire allusion, faire allusion	grupo	alternativoj	prononco
level	okazo	an occasion, a happening, a case, an event	une occasion, un événement, un cas, un événement	grupo	alternativoj	prononco
level	Italio	Italy	Italie	grupo	alternativoj	prononco
level	he!	eh! hey!	hein! Hé!	grupo	alternativoj	prononco
level	disponi	to have at one's disposal	avoir à sa disposition	grupo	alternativoj	prononco
level	indonezio	Indonesia	Indonésie	grupo	alternativoj	prononco
level	duŝi	to shower	se doucher	grupo	alternativoj	prononco
level	cenzuro	a censorship, censor	une censure, censurer	grupo	alternativoj	prononco
level	Hindio	India (=Barato)	Inde (=Barato)	grupo	alternativoj	prononco
level	baloti	to vote	voter	grupo	alternativoj	prononco
level	noktomezo	a midnight	un minuit	grupo	alternativoj	prononco
level	travojaĝi	to tour through ~	à parcourir ~	grupo	alternativoj	prononco
level	tranokti	to pass a night through, to spend a night	passer une nuit, passer une nuit	grupo	alternativoj	prononco
level	matematiko	mathematics	mathématiques	grupo	alternativoj	prononco
level	revolucii	to revolutionize	révolutionner	grupo	alternativoj	prononco
level	tralegi	to read through, to browse	lire, parcourir	grupo	alternativoj	prononco
level	kamelio	a camellia	un camélia	grupo	alternativoj	prononco
level	Germanio	Germany	Allemagne	grupo	alternativoj	prononco
level	traleginte	after reading through	après avoir lu	grupo	alternativoj	prononco
level	ĉinio	China	Chine	grupo	alternativoj	prononco
level	viktimo	a victim	une victime	grupo	alternativoj	prononco
level	ĉina	Chinese	Chinois	grupo	alternativoj	prononco
level	alkutimiĝi	to become accustomed to, to get a habbit	s'habituer, prendre une habitude	grupo	alternativoj	prononco
level	naskiĝi	to be born	naître	grupo	alternativoj	prononco
level	aŭditorio	an auditorium	un auditorium	grupo	alternativoj	prononco
level	gramatiko	grammar	grammaire	grupo	alternativoj	prononco
level	planedo	a planet	une planète	grupo	alternativoj	prononco
level	evento	an event	un évènement	grupo	alternativoj	prononco
level	glori	to glorify, to laud, to praise	glorifier, louer, louer	grupo	alternativoj	prononco
level	festo	a feast, a party, a festival	une fête, une fête, un festival	grupo	alternativoj	prononco
level	ĉeĥoslovakio	Czechoslovakia	Tchécoslovaquie	grupo	alternativoj	prononco
level	fonografo	a cylinder phonograph	un phonographe à cylindre	grupo	alternativoj	prononco
level	grumbli	to grumble, to growl	se plaindre, grogner	grupo	alternativoj	prononco
level	furioza	furious, raging	furieux, enragé	grupo	alternativoj	prononco
level	naskiĝfesto	a birthday party	une fête d'anniversaire	grupo	alternativoj	prononco
level	temi	to refer to, the theme is, to deal with, to be about	faire référence, le thème est, traiter, être à propos de	grupo	alternativoj	prononco
level	roso	a dew	une rosée	grupo	alternativoj	prononco
level	Francio	France	France	grupo	alternativoj	prononco
level	guti	to drop, to drip	tomber, s'égoutter	grupo	alternativoj	prononco
level	Kolumbo	Columbus	Colomb	grupo	alternativoj	prononco
level	kotleto	cutlet, a cutlet, chop	côtelette, une côtelette, hacher	grupo	alternativoj	prononco
level	avokado	an avocado (fruit)	un avocat (fruit)	grupo	alternativoj	prononco
level	individuo	an individual	un individu	grupo	alternativoj	prononco
level	pagodo	a pagoda	une pagode	grupo	alternativoj	prononco
level	Kolombio	Colombia	Colombie	grupo	alternativoj	prononco
level	cerealo	cereal	céréale	grupo	alternativoj	prononco
level	gesinjoroj	ladies and gentlemen	Mesdames et Messieurs	grupo	alternativoj	prononco
level	fenomeno	a phenomenon	un phénomène	grupo	alternativoj	prononco
level	palpebro	an eyelid	une paupière	grupo	alternativoj	prononco
level	ŝako	chess	échecs	grupo	alternativoj	prononco
level	televidkanalo	a TV channel	une chaîne de télévision	grupo	alternativoj	prononco
level	ruino	a ruin	une ruine	grupo	alternativoj	prononco
level	paliso	a post, a ale, a stake	un poste, une bière, un pieu	grupo	alternativoj	prononco
level	elemento	an element	un élément	grupo	alternativoj	prononco
level	absurda	absurd	absurde	grupo	alternativoj	prononco
level	kaverno	a cavern, a cave	une caverne, une grotte	grupo	alternativoj	prononco
level	Portugalio	Portugal	le Portugal	grupo	alternativoj	prononco
level	portugalo	a Portuguese	un Portugais	grupo	alternativoj	prononco
level	teritorio	a territory	un territoire	grupo	alternativoj	prononco
level	Polio	polio	polio	grupo	alternativoj	prononco
level	d-ro	Dr.	Dr.	grupo	alternativoj	prononco
level	stipendio	a stipend, a bursary, a scholarship	une allocation, une bourse, une bourse	grupo	alternativoj	prononco
level	impeti	to be impetuous, to be impelled, to dash	être impétueux, être poussé, se précipiter	grupo	alternativoj	prononco
level	pola	Polish	polonais	grupo	alternativoj	prononco
level	kompliki	to complicate	compliquer	grupo	alternativoj	prononco
level	franca	French	Français	grupo	alternativoj	prononco
level	konkurso	a contest, competition	un concours, une compétition	grupo	alternativoj	prononco
level	grinci	to squeak, to creak, to gnash, to grate	grincer, grincer, grincer, râper	grupo	alternativoj	prononco
level	Finnlando	Finland	Finlande	grupo	alternativoj	prononco
level	prof-o	Prof.	Prof.	grupo	alternativoj	prononco
level	profeto	a prophet	un prophète	grupo	alternativoj	prononco
level	originalo	an original	un original	grupo	alternativoj	prononco
level	tragika	tragic	tragique	grupo	alternativoj	prononco
level	Koreio	Korea	Corée	grupo	alternativoj	prononco
level	ne ~ sed ~	not ~ but ~	pas ~ mais ~	grupo	alternativoj	prononco
level	koree	in Korean	en coréen	grupo	alternativoj	prononco
level	korea	Korean	coréen	grupo	alternativoj	prononco
level	nek ~ nek ~	neither ~ nor ~	ni ~ ni ~	grupo	alternativoj	prononco
level	ateismo	atheism	athéisme	grupo	alternativoj	prononco
level	ne nur ~ sed ankaŭ ~	not only ~ but also ~	non seulement ~ mais aussi ~	grupo	alternativoj	prononco
level	koreo	a Korean	un coréen	grupo	alternativoj	prononco
level	Hungario	Hungary	Hongrie	grupo	alternativoj	prononco
level	piloto	a pilot	un pilote	grupo	alternativoj	prononco
level	aŭ ~ aŭ ~	either ~ or ~	soit ~ ou ~	grupo	alternativoj	prononco
level	Hago	The Hague	La Haye	grupo	alternativoj	prononco
level	situo	a site, a location	un site, un emplacement	grupo	alternativoj	prononco
level	por ke ~	so that ~	pour que ~	grupo	alternativoj	prononco
level	interpreti	to interpret	interpréter	grupo	alternativoj	prononco
level	kaŭzi	to cause, to give rise to	provoquer, donner lieu à	grupo	alternativoj	prononco
level	centralizi	to centralize	centraliser	grupo	alternativoj	prononco
level	mastrumi	to manage, to keep (a house)	gérer, garder (une maison)	grupo	alternativoj	prononco
level	substanco	a substance, matter	une substance, une matière	grupo	alternativoj	prononco
level	pasporta servo	a passport service (Esperanto CouchSerfing)	un service de passeport (espéranto CouchSerfing)	grupo	alternativoj	prononco
level	aŭstro	an Austrian	un Autrichien	grupo	alternativoj	prononco
level	Amazono	Amazon	Amazone	grupo	alternativoj	prononco
level	pioĉo	a mattock, a pickaxe	une pioche, une pioche	grupo	alternativoj	prononco
level	lenso	a lens	une lentille	grupo	alternativoj	prononco
level	generacio	a generation	une génération	grupo	alternativoj	prononco
level	falĉi	to mow, to cut, to scythe	tondre, couper, faucher	grupo	alternativoj	prononco
level	efektive	actually, in fact	en fait, en fait	grupo	alternativoj	prononco
level	portisto	a porter	un porteur	grupo	alternativoj	prononco
level	dogano	customs	douane	grupo	alternativoj	prononco
level	raketo	a flare, a rocket	une fusée éclairante, une fusée	grupo	alternativoj	prononco
level	eksportisto	an exporter	un exportateur	grupo	alternativoj	prononco
level	garaĝo	a garage (=aŭtejo)	un garage (=aŭtejo)	grupo	alternativoj	prononco
level	indiki	to indicate	Indiquer	grupo	alternativoj	prononco
level	Bjalistoko	Bialystok	Bialystok	grupo	alternativoj	prononco
level	importisto	an importer	un importateur	grupo	alternativoj	prononco
level	vipo	a whip	un fouet	grupo	alternativoj	prononco
level	kanalo	a canal, a channel	un canal, un canal	grupo	alternativoj	prononco
level	raŭka	husky, hoarse, raucous	rauque, rauque, rauque	grupo	alternativoj	prononco
level	indekso	an index	Un index	grupo	alternativoj	prononco
level	feminismo	feminism	féminisme	grupo	alternativoj	prononco
level	atomo	an atom	un atome	grupo	alternativoj	prononco
level	pilo	a pile (electric), a battery cell	une pile (électrique), une cellule de batterie	grupo	alternativoj	prononco
level	abstrakta	abstract	abstrait	grupo	alternativoj	prononco
level	prelego	a lecture, a talk	une conférence, une discussion	grupo	alternativoj	prononco
level	medicino	medicine	médecine	grupo	alternativoj	prononco
level	hepato	a liver	un foie	grupo	alternativoj	prononco
level	marvirino	a mermaid	une sirène	grupo	alternativoj	prononco
level	demenculo	a dementia patient	un patient atteint de démence	grupo	alternativoj	prononco
level	finalo	a final, a play-off, a finale	une finale, un play-off, une finale	grupo	alternativoj	prononco
level	ŝatokupo	a hobby (=hobio)	un passe-temps (= hobio)	grupo	alternativoj	prononco
level	diplomato	a diplomat	un diplomate	grupo	alternativoj	prononco
level	eskimo	Eskimo	esquimau	grupo	alternativoj	prononco
level	tinti	to tinkle, to jingle	tinter, tinter	grupo	alternativoj	prononco
level	Everesto	Everest	Everest	grupo	alternativoj	prononco
level	abrupte	abruptly	brusquement	grupo	alternativoj	prononco
level	intima	intimate, cose	intime, parce que	grupo	alternativoj	prononco
level	figo	a fig	une figue	grupo	alternativoj	prononco
level	egale	equally, alike	également, pareil	grupo	alternativoj	prononco
level	fosilio	a fossil	un fossile	grupo	alternativoj	prononco
level	moralo	morals	morale	grupo	alternativoj	prononco
level	barbiro	a barber	Un barbier	grupo	alternativoj	prononco
level	bapti	to baptize	baptiser	grupo	alternativoj	prononco
level	regalo	a treat	un régal	grupo	alternativoj	prononco
level	hispano	a Spanish person	un espagnol	grupo	alternativoj	prononco
level	trikoto	a knit fabric, knitwear	un tricot, des tricots	grupo	alternativoj	prononco
level	antaŭnomo	a first name	un prénom	grupo	alternativoj	prononco
level	plumnomo	a pen name	un nom de plume	grupo	alternativoj	prononco
level	heredaĵo	a heritage, inheritance	un patrimoine, un héritage	grupo	alternativoj	prononco
level	ĉifi	to crumple, to wrincle, to crinkle	se froisser, se froisser, se froisser	grupo	alternativoj	prononco
level	indiano	an Indian	un Indien	grupo	alternativoj	prononco
level	tosto	a toast (speech of drink)	un toast (discours de boisson)	grupo	alternativoj	prononco
level	strebi	to strive for	à lutter pour	grupo	alternativoj	prononco
level	deci	to befet, to be fitting, to be appropriate	être convenable, être approprié, être approprié	grupo	alternativoj	prononco
level	burĝono	a bud, a burgeon	un bourgeon, un bourgeon	grupo	alternativoj	prononco
level	klifo	a cliff	une falaise	grupo	alternativoj	prononco
level	klimatizilo	a air conditioner	un climatiseur	grupo	alternativoj	prononco
level	konstitucio	constitution	Constitution	grupo	alternativoj	prononco
level	kerno	a core, a kernel	un noyau, un noyau	grupo	alternativoj	prononco
level	feo	a fairy, a fay, a spirit	une fée, un fay, un esprit	grupo	alternativoj	prononco
level	idealismo	idealism	idéalisme	grupo	alternativoj	prononco
level	paŝo	a step, a pace	un pas, un rythme	grupo	alternativoj	prononco
level	varti	to look after, to nurse	soigner, soigner	grupo	alternativoj	prononco
level	kandidato	a candidate, an applicant	un candidat, un postulant	grupo	alternativoj	prononco
level	pasinta	passed, last, past	passé, dernier, passé	grupo	alternativoj	prononco
level	rezulto	a result	un résultat	grupo	alternativoj	prononco
level	gondolo	a gondola	une gondole	grupo	alternativoj	prononco
level	bis	again! encore! one more time!	encore! bis! une fois de plus!	grupo	alternativoj	prononco
level	komercisto	a merchant, a trader	un commerçant, un commerçant	grupo	alternativoj	prononco
level	aloo	an aloe	un aloès	grupo	alternativoj	prononco
level	prosperi	to prosper, to be successful	prospérer, réussir	grupo	alternativoj	prononco
level	ekonomia	economic	économique	grupo	alternativoj	prononco
level	relativa	relative	relatif	grupo	alternativoj	prononco
level	baleno	a whale	une baleine	grupo	alternativoj	prononco
level	klasika	classical, classic	classique, classique	grupo	alternativoj	prononco
level	necesi	to be necessary, to behove	être nécessaire, se comporter	grupo	alternativoj	prononco
level	konsentite!	having agreed! deal!	ayant accepté ! accord!	grupo	alternativoj	prononco
level	susuri	to rustle, to swish, to sough	bruisser, bruisser, soupirer	grupo	alternativoj	prononco
level	iniciati	to initiate	initier	grupo	alternativoj	prononco
level	muelilo	a mill, a grinder	un moulin, un broyeur	grupo	alternativoj	prononco
level	matenmanĝo	breakfast, a breakfast	petit-déjeuner, un petit-déjeuner	grupo	alternativoj	prononco
level	tragedio	a tragedy	une tragédie	grupo	alternativoj	prononco
level	izoli	to isolate, to insulate, to seclude	isoler, isoler, isoler	grupo	alternativoj	prononco
level	matenmanĝi	to have breakfast, to eat breakfast	prendre le petit déjeuner, prendre le petit déjeuner	grupo	alternativoj	prononco
level	reĝimo	a regime	un régime	grupo	alternativoj	prononco
level	esperantisto	an Esperantist	un espérantiste	grupo	alternativoj	prononco
level	vespermanĝi	to have dinner, to eat dinner	dîner, dîner	grupo	alternativoj	prononco
level	pramo	a ferry, a pontoon	un ferry, un ponton	grupo	alternativoj	prononco
level	monumento	a monument	un monument	grupo	alternativoj	prononco
level	interkona vespero	an introductory evening	une soirée d'introduction	grupo	alternativoj	prononco
level	batato	a sweet potato	une patate douce	grupo	alternativoj	prononco
level	humana	humane, humanitarian	humain, humanitaire	grupo	alternativoj	prononco
level	ekspluati	to exploit, to utilize, to take unfair advantage of	exploiter, utiliser, tirer un avantage déloyal de	grupo	alternativoj	prononco
level	sufero	suffering, a suffer	une souffrance, une souffrance	grupo	alternativoj	prononco
level	solena	solemn, ceremonious	solennel, cérémonieux	grupo	alternativoj	prononco
level	Roterdamo	Rotterdam	Rotterdam	grupo	alternativoj	prononco
level	racio	reason, rationality, logical reasoning	raison, rationalité, raisonnement logique	grupo	alternativoj	prononco
level	dokumento	a document	un document	grupo	alternativoj	prononco
level	salikoko	a shrimp	une crevette	grupo	alternativoj	prononco
level	trejni	to train, to coach	former, coacher	grupo	alternativoj	prononco
