C.sw content.tsv
Level	Esperanto	sw	en-us	Grupo	Alternativoj	Pronoco
level	ekvatoro	Ikweta	Equator	grupo	alternativoj	prononco
level	kruciĝvojo	barabara ya msalaba	a cross road	grupo	alternativoj	prononco
level	pekli	kachumbari, kwa nafaka (kwenye chumvi)	to pickle, to corn (in salt)	grupo	alternativoj	prononco
level	proverbo	methali	a proverb	grupo	alternativoj	prononco
level	neglekti	kupuuza	to neglect	grupo	alternativoj	prononco
level	kafkruĉo	sufuria ya kahawa	a coffee pot	grupo	alternativoj	prononco
level	ansero	goose	a goose	grupo	alternativoj	prononco
level	raŭpo	kiwavi	a caterpillar	grupo	alternativoj	prononco
level	buĉi	kuchinja, kuchinja	to butcher, to slaughter	grupo	alternativoj	prononco
level	italia	italia	italia	grupo	alternativoj	prononco
level	vojponto	daraja la barabara	a road bridge	grupo	alternativoj	prononco
level	Japanio	Japani	Japan	grupo	alternativoj	prononco
level	japana	Kijapani	Japanese	grupo	alternativoj	prononco
level	pontlingvo	lugha ya daraja	a bridge language	grupo	alternativoj	prononco
level	redukti	kupunguza	to reduce	grupo	alternativoj	prononco
level	cinamo	mdalasini	a cinnamon	grupo	alternativoj	prononco
level	oceano	bahari	an ocean	grupo	alternativoj	prononco
level	multipliki	kuzidisha	to multiply	grupo	alternativoj	prononco
level	doto	mahari	a dowry	grupo	alternativoj	prononco
level	paŭzo	pause, mapumziko, mapumziko	a pause, a break, an intermission	grupo	alternativoj	prononco
level	kaskedo	kofia (na visor)	a cap (with visor)	grupo	alternativoj	prononco
level	konversacii	kuongea, kuongea, mazungumzo	to converse, to talk, to dialogue	grupo	alternativoj	prononco
level	kafopaŭzo	mapumziko ya kahawa	a coffee break	grupo	alternativoj	prononco
level	konkreta	zege	concrete	grupo	alternativoj	prononco
level	eskapi	kutoroka, kukimbia	to escape, to flee	grupo	alternativoj	prononco
level	logiko	mantiki	a logic	grupo	alternativoj	prononco
level	spiti	chuki, kukaidi, kusimama kinyume	to spite, to defy, to stand against	grupo	alternativoj	prononco
level	antaŭsento	kutarajia, kuwa na hisia, maonyesho	anticipation, having a feeling, presentiment	grupo	alternativoj	prononco
level	antaŭurbo	kitongoji	a suburb	grupo	alternativoj	prononco
level	kakto	cactus	a cactus	grupo	alternativoj	prononco
level	satiro	satire	a satire	grupo	alternativoj	prononco
level	urbodomo	ukumbi wa jiji, ukumbi wa jiji	a city hall, a town hall	grupo	alternativoj	prononco
level	dimensio	kipimo, ukubwa	a dimension, size	grupo	alternativoj	prononco
level	obstina	mkaidi, mkaidi	obstinate, stubborn	grupo	alternativoj	prononco
level	motivo	nia, motisha	a motive, a motivation	grupo	alternativoj	prononco
level	urbego	mji mkubwa	a big city	grupo	alternativoj	prononco
level	bleki	kulia, kupiga kelele, kupiga kelele, kulia, kunguruma	to bleat, to bray, to moo, to neigh, to roar	grupo	alternativoj	prononco
level	civila	kiraia, kiraia, isiyo ya kijeshi	civil, civilian, non-military	grupo	alternativoj	prononco
level	norvego	mtu wa Norway	a Norwegian person	grupo	alternativoj	prononco
level	indigni	kukasirika, kukasirika	to be indignant, to resent	grupo	alternativoj	prononco
level	simbolo	ishara	a symbol	grupo	alternativoj	prononco
level	genro	jinsia	a gender	grupo	alternativoj	prononco
level	brando	chapa	a brandy	grupo	alternativoj	prononco
level	longitudo	longitudo	longitude	grupo	alternativoj	prononco
level	ĉerko	jeneza, jeneza	a coffin, a casket	grupo	alternativoj	prononco
level	lernoobjekto	somo la lernin	a lernin subject	grupo	alternativoj	prononco
level	lernohoro	saa ya kujifunza	a learning hour	grupo	alternativoj	prononco
level	trafiko	trafiki	a traffic	grupo	alternativoj	prononco
level	svedo	mtu wa Uswidi	a Swedish person	grupo	alternativoj	prononco
level	lernoĉambro	darasa (=klasĉambro)	a classroom (=klasĉambro)	grupo	alternativoj	prononco
level	lernokotizo	ada ya shule	a school fee	grupo	alternativoj	prononco
level	lesivo	lye, potashi, bleach	lye, potash, bleach	grupo	alternativoj	prononco
level	akno	chunusi, chunusi	an acne, a pimple	grupo	alternativoj	prononco
level	infero	inferno, kuzimu, ulimwengu wa chini	an inferno, a hell, underworld	grupo	alternativoj	prononco
level	lernosako	mfuko wa shule	a school bag	grupo	alternativoj	prononco
level	substantivo	kiima, nomino	a substantive, a noun	grupo	alternativoj	prononco
level	islando	Iceland	Iceland	grupo	alternativoj	prononco
level	malica	mbaya, mbaya	malicious, malevolent	grupo	alternativoj	prononco
level	latitudo	latitudo	latitude	grupo	alternativoj	prononco
level	pado (arbarvojeto)	njia (katika kuni), njia (katika msitu)	a path (in the wood), a way (in a forest)	grupo	alternativoj	prononco
level	buklo	kitanzi, curl, ringlet, lock, tress	a loop, a curl, a ringlet, a lock, a tress	grupo	alternativoj	prononco
level	akupunkturo	acupuncture	an acupuncture	grupo	alternativoj	prononco
level	metilernanto	mwanafunzi	an apprentice	grupo	alternativoj	prononco
level	sorgo	mtama	a sorghum	grupo	alternativoj	prononco
level	grati	kuchana	to scratch	grupo	alternativoj	prononco
level	analizi	kuchambua	to analyse	grupo	alternativoj	prononco
level	gripo	mshiko, mafua (=mafua)	a grip, a flu (=influenco)	grupo	alternativoj	prononco
level	paciento	mgonjwa	a patient	grupo	alternativoj	prononco
level	brido	hatamu, hatamu, kizuizi	a bridle, a rein, a restraint	grupo	alternativoj	prononco
level	mirtelo	bilberry, huckleberry, whortleberry	a bilberry, a huckleberry, a whortleberry	grupo	alternativoj	prononco
level	ambasadoro	balozi	an ambassador	grupo	alternativoj	prononco
level	oratori	kutoa hotuba, kwa harangue	to deliver an oration, to harangue	grupo	alternativoj	prononco
level	amato	mpendwa, mpendwa	a beloved, a beloved one	grupo	alternativoj	prononco
level	kombilo	kuchana	a comb	grupo	alternativoj	prononco
level	Jugoslavio	Yugoslavia	Yugoslavia	grupo	alternativoj	prononco
level	establi	kuanzisha, kujenga	to establish, to build	grupo	alternativoj	prononco
level	nuba	mawingu, haijulikani	cloudy, unclear	grupo	alternativoj	prononco
level	volumo	kiasi (cha vitabu)	a volume (of books)	grupo	alternativoj	prononco
level	aŭtomata	moja kwa moja	automatic	grupo	alternativoj	prononco
level	monstro	monster, kituko	a monster, a freak	grupo	alternativoj	prononco
level	spirita	kiroho	spiritual	grupo	alternativoj	prononco
level	landlima	ya kikomo cha ardhi, ya mpaka	of a land limit, of a border	grupo	alternativoj	prononco
level	ĉiopova	mwenyezi, muweza wote, muweza wa yote	almighty, all-powered, omnipotent	grupo	alternativoj	prononco
level	kalkanumo	kisigino	heel	grupo	alternativoj	prononco
level	sindikato	chama, chama cha wafanyakazi, chama cha wafanyakazi	a syndicate, a labor-union, a trade-union	grupo	alternativoj	prononco
level	propraĵo	mali, mali	a property, a possesion	grupo	alternativoj	prononco
level	landlimo	kikomo cha ardhi, mpaka	a land limit, a border	grupo	alternativoj	prononco
level	politikisto	mwanasiasa	a politician	grupo	alternativoj	prononco
level	timo	hofu	a fear	grupo	alternativoj	prononco
level	dommastrino	mama wa nyumbani	a housewife	grupo	alternativoj	prononco
level	benzinstacio	kituo cha mafuta	a gas station	grupo	alternativoj	prononco
level	unika	kipekee	unique	grupo	alternativoj	prononco
level	regula	mara kwa mara	regular	grupo	alternativoj	prononco
level	subtrahi	kutoa, kupunguza	to subtract, to deduct	grupo	alternativoj	prononco
level	premii	kutoa, kutoa tuzo	to award, to award a prize	grupo	alternativoj	prononco
level	greka	Kigiriki	Greek	grupo	alternativoj	prononco
level	mejlo	maili moja	a mile	grupo	alternativoj	prononco
level	aflikti	kutesa, kuhuzunika	to afflict, to grieve	grupo	alternativoj	prononco
level	raso	jamii, kabila, kabila	race, a race, a breed	grupo	alternativoj	prononco
level	spinaco	mchicha	a spinach	grupo	alternativoj	prononco
level	fromaĝkuko	keki ya jibini	a cheese cake	grupo	alternativoj	prononco
level	inventi	kuzua	to invent	grupo	alternativoj	prononco
level	grandioza	kubwa, ya ajabu, ya kifalme	grandiose, magnificent, splendid	grupo	alternativoj	prononco
level	laŭdo	sifa, sifa	a praise, a laud	grupo	alternativoj	prononco
level	formulo	fomula	a formula	grupo	alternativoj	prononco
level	lubriki	kulainisha	to lubricate	grupo	alternativoj	prononco
level	komedio	komedi	a comedy	grupo	alternativoj	prononco
level	stirilo (direktilo)	usukani	a steering wheel	grupo	alternativoj	prononco
level	federacio	shirikisho	a federation	grupo	alternativoj	prononco
level	bruo	kelele, kelele	noise, a noise	grupo	alternativoj	prononco
level	juste	kwa haki	fairly	grupo	alternativoj	prononco
level	inundi	mafuriko, mafuriko	to flood, to inundate	grupo	alternativoj	prononco
level	miraklo	muujiza	a miracle	grupo	alternativoj	prononco
level	ofendi	kukera	to offend	grupo	alternativoj	prononco
level	abandoni	kuacha, kuacha	to abandon, to relinquish	grupo	alternativoj	prononco
level	rozkolora	pink (rangi), rose rangi	pink (color), rose colored	grupo	alternativoj	prononco
level	ekipi	kuandaa, kutoa	to equip, to furnish	grupo	alternativoj	prononco
level	musko	moss	a moss	grupo	alternativoj	prononco
level	metroo	metro, treni ya chini ya ardhi, bomba	metro, subway train, tube	grupo	alternativoj	prononco
level	fonti	hadi chemchemi (kutoka chanzo), hadi juu	to spring (from a source), to well up	grupo	alternativoj	prononco
level	velado	meli	a sailing	grupo	alternativoj	prononco
level	veliri	kusafiri kwa meli	to sail	grupo	alternativoj	prononco
level	akcento	lafudhi	an accent	grupo	alternativoj	prononco
level	hejmtasko	kazi ya nyumbani	a homework	grupo	alternativoj	prononco
level	termofonto	chemchemi ya joto	a hot spring	grupo	alternativoj	prononco
level	bagatelo	bagatelle, kitu kidogo	a bagatelle, a trifle	grupo	alternativoj	prononco
level	alarmo	kengele, tahadhari	an alarm, an alert	grupo	alternativoj	prononco
level	analfabeto	asiyejua kusoma na kuandika, alfabeti	an illiterate, an analphabet	grupo	alternativoj	prononco
level	termobotelo	thermos (chupa)	a thermos (a bottle)	grupo	alternativoj	prononco
level	antarkto	Antaktika	Antarctica	grupo	alternativoj	prononco
level	teknologio	teknolojia, teknolojia	technology, a technology	grupo	alternativoj	prononco
level	fuĝi	kukimbia, kukimbia	to flee, to run away	grupo	alternativoj	prononco
level	atom-energia centralo	kiwanda cha nguvu za nyuklia	a nuclear power plant	grupo	alternativoj	prononco
level	azaleo	azalea	an azalea	grupo	alternativoj	prononco
level	teknologia	kiteknolojia	technological	grupo	alternativoj	prononco
level	alko	elk	an elk	grupo	alternativoj	prononco
level	riveli	kufunua, kukuza (picha)	to reveal, to develop (photo)	grupo	alternativoj	prononco
level	brajlo	braille	a braille	grupo	alternativoj	prononco
level	ŝoso	chipukizi, chipukizi	a sprout, a shoot	grupo	alternativoj	prononco
level	dialogo	mazungumzo	a dialogue	grupo	alternativoj	prononco
level	buŝharmoniko	harmonica	a harmonica	grupo	alternativoj	prononco
level	teknika	kiufundi	technical	grupo	alternativoj	prononco
level	verkisto	mwandishi, mwandishi	an author, a writer	grupo	alternativoj	prononco
level	cunamo	tsunami	a tsunami	grupo	alternativoj	prononco
level	kontinento	bara	a continent	grupo	alternativoj	prononco
level	konsulo	balozi	a consul	grupo	alternativoj	prononco
level	kaduka	iliyochakaa, iliyooza	dilapidated, decayed	grupo	alternativoj	prononco
level	Hispanio	Uhispania	Spain	grupo	alternativoj	prononco
level	fajrobrigado	kikosi cha zima moto, kitengo cha zima moto	a fire brigade, a fire department	grupo	alternativoj	prononco
level	mineralo	madini	a mineral	grupo	alternativoj	prononco
level	fantomo	mzuka, mzimu	a phantom, a ghost	grupo	alternativoj	prononco
level	geografio	jiografia	geography	grupo	alternativoj	prononco
level	fiŝhoko	ndoano ya samaki	a fish hook	grupo	alternativoj	prononco
level	fajrbrigadano	zimamoto (wa kikosi cha zima moto)	a fireman (of a fire brigade)	grupo	alternativoj	prononco
level	fajrilo	nyepesi	a lighter	grupo	alternativoj	prononco
level	tramo	tramu, gari la barabarani	a tram, a streetcar	grupo	alternativoj	prononco
level	murdi	kwa mauaji	to murder	grupo	alternativoj	prononco
level	infekti	kuambukiza, kuchafua	to infect, to contaminate	grupo	alternativoj	prononco
level	galaksio	galaksi	a galaxy	grupo	alternativoj	prononco
level	filozofio	falsafa	philosophy	grupo	alternativoj	prononco
level	monofero	mchango wa pesa	a money contribution	grupo	alternativoj	prononco
level	geno	jeni	a gene	grupo	alternativoj	prononco
level	glaciejo	barafu	a glacier	grupo	alternativoj	prononco
level	terapio	tiba	therapy	grupo	alternativoj	prononco
level	sledo	sleigh, sled, sledge	a sleigh, a sled, a sledge	grupo	alternativoj	prononco
level	glacimonto (bankizo)	barafu (kifuniko cha barafu)	an iceberg (an ice cap)	grupo	alternativoj	prononco
level	novelo	hadithi fupi, riwaya	a short story, a novel	grupo	alternativoj	prononco
level	kolektiva	pamoja	collective	grupo	alternativoj	prononco
level	glacipendaĵo	barafu	an icicle	grupo	alternativoj	prononco
level	gutetigilo	dawa	a spray	grupo	alternativoj	prononco
level	poŝmono	pocket money, posho (fedha)	pocket money, an allowance (money)	grupo	alternativoj	prononco
level	hibisko	hibiscus	a hibiscus	grupo	alternativoj	prononco
level	ekzekuti	kutekeleza	to execute	grupo	alternativoj	prononco
level	injektilo	sindano, sindano	an injector, a syringe	grupo	alternativoj	prononco
level	leŭtenanto	Luteni	a lieutenant	grupo	alternativoj	prononco
level	jogano	yogi	a yogi	grupo	alternativoj	prononco
level	ŝmirmono	rushwa (fedha)	a bribe (money)	grupo	alternativoj	prononco
level	kaligrafo	kalgrafia	a caligraphy	grupo	alternativoj	prononco
level	balbuti	kigugumizi, kigugumizi	to stammer, to stutter	grupo	alternativoj	prononco
level	kaskado	mteremko, maporomoko ya maji	a cascade, a waterfall	grupo	alternativoj	prononco
level	kiosko	kiosque	a kiosque	grupo	alternativoj	prononco
level	fluida	kioevu, kioevu	of fluid, liquid	grupo	alternativoj	prononco
level	mikrofono	kipaza sauti	a microphone	grupo	alternativoj	prononco
level	blasfemi	kukufuru	to blaspheme	grupo	alternativoj	prononco
level	komputila pirato	maharamia wa kompyuta, hacker	a computer pirate, a hacker	grupo	alternativoj	prononco
level	vagi	kutangatanga, kuzurura, kuzurura	to wander, to ramble, to meander	grupo	alternativoj	prononco
level	perspektivo	mtazamo	a perspective	grupo	alternativoj	prononco
level	adverbo	kielezi	an adverb	grupo	alternativoj	prononco
level	kudromaŝino	cherehani (=stebmaŝino)	a sewing machine (=stebmaŝino)	grupo	alternativoj	prononco
level	kombini	kuchanganya	to combine	grupo	alternativoj	prononco
level	atribui	kwa sifa	to attribute	grupo	alternativoj	prononco
level	libelo	kereng’ende	a dragonfly	grupo	alternativoj	prononco
level	amfiteatro	ukumbi wa michezo (ukumbi wa michezo wa duara)	an amphitheater (a circular theater)	grupo	alternativoj	prononco
level	ŝtrumpeto	soksi	a sock	grupo	alternativoj	prononco
level	akto	kitendo	an act	grupo	alternativoj	prononco
level	moskitvualo (-kurteno)	chandarua	a mosquito net	grupo	alternativoj	prononco
level	amori	kupenda ngono, kufanya mapenzi	to love sexually, to make love	grupo	alternativoj	prononco
level	kolombo	njiwa, njiwa	a dove, a pigeon	grupo	alternativoj	prononco
level	naskiĝloko	mahali pa kuzaliwa, mji wa nyumbani, makazi (=hejmloko)	a birthplace, a hometown, homestead (=hejmloko)	grupo	alternativoj	prononco
level	vibri	kutetemeka	to vibrate	grupo	alternativoj	prononco
level	oksigeno	oksijeni	oxygen	grupo	alternativoj	prononco
level	aŭdaca	jasiri, jasiri, jasiri	audacious, bold, daring	grupo	alternativoj	prononco
level	oscedo	piga miayo	yawn	grupo	alternativoj	prononco
level	brosi	kupiga mswaki	to brush	grupo	alternativoj	prononco
level	pafarko	upinde	a bow	grupo	alternativoj	prononco
level	paperkrampilo	stapler	a stapler	grupo	alternativoj	prononco
level	parlamentano	mwanachama wa Congress	a member of Congress	grupo	alternativoj	prononco
level	mito	hadithi	a myth	grupo	alternativoj	prononco
level	kliniko	kliniki	a clinic	grupo	alternativoj	prononco
level	avantaĝo	faida	an advantage	grupo	alternativoj	prononco
level	pensiulo	Pensioner, annuitant	a pensioner, an annuitant	grupo	alternativoj	prononco
level	procento	asilimia, asilimia	a percent, percentage	grupo	alternativoj	prononco
level	pordisto	mlinda mlango, mlinzi, mlinzi	a doorman, a guard, a janitor	grupo	alternativoj	prononco
level	dentopasto	dawa ya meno	a toothpaste	grupo	alternativoj	prononco
level	ministo	mchimba madini	a miner	grupo	alternativoj	prononco
level	kategorio	kategoria	a category	grupo	alternativoj	prononco
level	trupo	kikosi, kikundi	a troop, a troupe	grupo	alternativoj	prononco
level	pulbazaro	soko la flea	a flea market	grupo	alternativoj	prononco
level	jungi	kuunganisha, kutia nira	to harness, to yoke	grupo	alternativoj	prononco
level	kvereli	kugombana, kugombana, kupigana	to quarrel, to wrangle, to fight	grupo	alternativoj	prononco
level	dentopikilo	kidole cha meno	a toothpick	grupo	alternativoj	prononco
level	stacidomo	kituo, kituo	a terminal, a station	grupo	alternativoj	prononco
level	dentobroso	mswaki	a toothbrush	grupo	alternativoj	prononco
level	falsa dento	jino la uwongo, meno bandia	a false tooth, a denture	grupo	alternativoj	prononco
level	Rubikono	Rubicon	Rubicon	grupo	alternativoj	prononco
level	inspiri	kuhamasisha	to inspire	grupo	alternativoj	prononco
level	salmo	lax	a salmon	grupo	alternativoj	prononco
level	Sankta Nikolao	Mtakatifu Nicholas, Santa Claus	St. Nicholas, Santa Claus	grupo	alternativoj	prononco
level	apostolo	mtume, mfuasi	an apostle, a disciple	grupo	alternativoj	prononco
level	satelito	satelaiti	a satellite	grupo	alternativoj	prononco
level	rezoni	kusababu (kwa mantiki)	to reason (with logic)	grupo	alternativoj	prononco
level	savjako	koti la maisha	a life jacket	grupo	alternativoj	prononco
level	borso	soko la hisa, soko la hisa	a stock market, a stock exchange	grupo	alternativoj	prononco
level	sepio (dekpieda)	ngisi	a squid	grupo	alternativoj	prononco
level	bloko	kizuizi	a block	grupo	alternativoj	prononco
level	siesto	kulala, kulala usingizi	a siesta, a nap	grupo	alternativoj	prononco
level	frue	mapema	early	grupo	alternativoj	prononco
level	intervjuo	mahojiano	an interview	grupo	alternativoj	prononco
level	gimnazio	shule ya sarufi, shule ya kati, shule ya upili	a grammar school, a middle school, a high school	grupo	alternativoj	prononco
level	peno	juhudi	an effort	grupo	alternativoj	prononco
level	verda standardo	bendera ya kijani (Kiesperanto)	a green banner (Esperanto)	grupo	alternativoj	prononco
level	mato	mkeka, cheki	a mat, a checkmate	grupo	alternativoj	prononco
level	impulso	msukumo	an impulse	grupo	alternativoj	prononco
level	vakcinado	chanjo	a vaccination	grupo	alternativoj	prononco
level	registri	kujiandikisha, kurekodi, kukumbuka	to register, to record, to note	grupo	alternativoj	prononco
level	sonregistrilo	kinasa sauti	a sound recorder	grupo	alternativoj	prononco
level	vetludanto	mcheza kamari	a gambler	grupo	alternativoj	prononco
level	palmo	mtende, mtende	a palm, a palm tree	grupo	alternativoj	prononco
level	veturmalsano	ugonjwa wa mwendo	a motion sickness	grupo	alternativoj	prononco
level	kolonelo	kanali	a colonel	grupo	alternativoj	prononco
level	trumpeto	tarumbeta	a trumpet	grupo	alternativoj	prononco
level	imponi	kuvutia	to impress	grupo	alternativoj	prononco
level	agrikulturo	kilimo, kilimo	agriculture, an agriculture	grupo	alternativoj	prononco
level	portreto	picha	a portrait	grupo	alternativoj	prononco
level	gvardio	mlinzi	a guard	grupo	alternativoj	prononco
level	farmisto	mkulima (=terkulturisto)	a farmer (=terkulturisto)	grupo	alternativoj	prononco
level	kabano	kibanda, kibanda, kibanda	a cabin, a hut, a shack	grupo	alternativoj	prononco
level	ŝamano	mganga	a shaman	grupo	alternativoj	prononco
level	deputi	kuwa naibu	to depute	grupo	alternativoj	prononco
level	muĝi	kunguruma, kuguna, kulia, kunguruma	to roar, to moo, to howl, to rumble	grupo	alternativoj	prononco
level	stimuli	kuchochea	to stimulate	grupo	alternativoj	prononco
level	kondimento	kitoweo, kitoweo	a condiment, seasoning	grupo	alternativoj	prononco
level	fliki	kuweka kiraka	to patch up	grupo	alternativoj	prononco
level	apologio	kuomba msamaha	an apology	grupo	alternativoj	prononco
level	ŝoseo	njia kubwa, barabara kuu	a large streat, a highway	grupo	alternativoj	prononco
level	rimeno	kamba, mkanda	a strap, a belt	grupo	alternativoj	prononco
level	peranto	wakala, mpatanishi, mpatanishi	an agent, an intermediary, a mediator	grupo	alternativoj	prononco
level	ambicio	tamaa	an ambition	grupo	alternativoj	prononco
level	kraĉi	kutema mate	to spit	grupo	alternativoj	prononco
level	ludo	mchezo, mchezo	a play, a game	grupo	alternativoj	prononco
level	cikonio	korongo	a stork	grupo	alternativoj	prononco
level	lokomotivo	locomotive, injini	a locomotive, an engine	grupo	alternativoj	prononco
level	volanludo	badminton	badminton	grupo	alternativoj	prononco
level	marioneto	marionette, kikaragosi	a marionette, a puppet	grupo	alternativoj	prononco
level	rento	mapato (yasiyojaa), annuity	an (unearned) income, an annuity	grupo	alternativoj	prononco
level	atmosfero	anga	atmosphere	grupo	alternativoj	prononco
level	asisti	kusaidia	to assist	grupo	alternativoj	prononco
level	vagonaro	treni (msururu wa mabehewa) (=trajno)	a train (a series of wagons) (=trajno)	grupo	alternativoj	prononco
level	kegloludo	Bowling	Bowling	grupo	alternativoj	prononco
level	virga	bikira, bikira	virgin, virginal	grupo	alternativoj	prononco
level	olimpikaj ludoj	(the) Michezo ya Olimpiki	(the) Olympic Games	grupo	alternativoj	prononco
level	apokalipso	apocalypse	apocalypse	grupo	alternativoj	prononco
level	tirano	dhalimu	a tyrant	grupo	alternativoj	prononco
level	regimento	kikosi	a regiment	grupo	alternativoj	prononco
level	agiti	kuzua, kuchochea, kuchochea	to agitate, to incite, to stir up	grupo	alternativoj	prononco
level	kanapo	kitanda	a couch	grupo	alternativoj	prononco
level	pavo	tausi	a peacock	grupo	alternativoj	prononco
level	labirinto	labyrinth, maze	a labyrinth, a maze	grupo	alternativoj	prononco
level	torento	kijito	a torrent	grupo	alternativoj	prononco
level	venti	kupiga (upepo)	to blow (wind)	grupo	alternativoj	prononco
level	prognozo	ubashiri, utabiri, utabiri	a prognosis, a prediction, a forecast	grupo	alternativoj	prononco
level	kontesti	kugombea, kuhoji	to contest, to call into question	grupo	alternativoj	prononco
level	ventflago	bendera ya upepo	a wind flag	grupo	alternativoj	prononco
level	arbitra	kiholela	arbitrary	grupo	alternativoj	prononco
level	insidi	kutega mtego, kutega mtego	to lay a snare, to set a trap	grupo	alternativoj	prononco
level	bronzo	shaba	a bronze	grupo	alternativoj	prononco
level	asembleo	kusanyiko, nyumba	a assembly, a house	grupo	alternativoj	prononco
level	loto	nyingi, nyingi (katika bahati nasibu)	lot, a lot (in a lottery)	grupo	alternativoj	prononco
level	anuso	mkundu	an anus	grupo	alternativoj	prononco
level	ventmontrilo	chombo cha hali ya hewa	a weather vane	grupo	alternativoj	prononco
level	konciza	mafupi, mafupi, lakoni	concise, brief, laconic	grupo	alternativoj	prononco
level	bufo	chura	a toad	grupo	alternativoj	prononco
level	denunci	kushutumu, kutoa taarifa dhidi ya, kushutumu	to denounce, to inform against, to accuse	grupo	alternativoj	prononco
level	diabeto	kisukari	diabetes	grupo	alternativoj	prononco
level	taksio	teksi	a taxi	grupo	alternativoj	prononco
level	teniso	tenisi	tennis	grupo	alternativoj	prononco
level	reno	figo	a kidney	grupo	alternativoj	prononco
level	ventmuelilo	kinu cha upepo	a windmill	grupo	alternativoj	prononco
level	akvomuelilo	kinu cha maji	a water-mill	grupo	alternativoj	prononco
level	alaŭdo	lark, skylark	a lark, a skylark	grupo	alternativoj	prononco
level	ŝaŭmo	povu, povu, povu	a foam, a froth, a bubble	grupo	alternativoj	prononco
level	kranio	fuvu, fuvu la fuvu	a skull, a cranium	grupo	alternativoj	prononco
level	neĝi	kwa theluji	to snow	grupo	alternativoj	prononco
level	dresi	kufuga, kufunza, kuvunja ndani	to tame, to train, to break in	grupo	alternativoj	prononco
level	grimaci	grimace, scowl	to grimace, to scowl	grupo	alternativoj	prononco
level	akcio	hisa, hisa	a stock, a share	grupo	alternativoj	prononco
level	neĝa homo	mtu wa theluji	a snow man	grupo	alternativoj	prononco
level	kolbaso	sausage	a sausage	grupo	alternativoj	prononco
level	aperturo	shimo, shimo, shimo, shimo	an aperture, an opening, an orifice, a vent	grupo	alternativoj	prononco
level	judo	mtu wa Kiyahudi	a Jewish person	grupo	alternativoj	prononco
level	malvesti (sin)	kujivua nguo (mwenyewe), kujivua	to undress (oneself), to put off	grupo	alternativoj	prononco
level	seminario	semina, seminari	a seminar, seminary	grupo	alternativoj	prononco
level	sulko	groove, mkunjo, mfereji	a groove, a wrinkle, a furrow	grupo	alternativoj	prononco
level	diagnozo	utambuzi	a diagnosis	grupo	alternativoj	prononco
level	umbiliko	kitovu, kitovu, kitovu	a navel, a belly button, a umbilicus	grupo	alternativoj	prononco
level	grego	kundi, kundi	a herd, a flock	grupo	alternativoj	prononco
level	kalumnii	kukashifu, kukashifu, kukashifu	to calumniate, to slander, to defame	grupo	alternativoj	prononco
level	deliri	kuwa mzaha, kukasirisha, kukasirisha	to be delirious, to maunder, to rave	grupo	alternativoj	prononco
level	kaŭri	kuchuchumaa, kuchuchumaa, kuogopa	to crouch, to squat, to cower	grupo	alternativoj	prononco
level	respektiva	husika	respective	grupo	alternativoj	prononco
level	vestarko	hanger (nguo)	a hanger (cloths)	grupo	alternativoj	prononco
level	pompo	fahari, fahari, maonyesho	a pomp, a splendor, a display	grupo	alternativoj	prononco
level	korniko	kunguru mwenye kofia	a hooded crow	grupo	alternativoj	prononco
level	vestŝranko	chumbani	a closet	grupo	alternativoj	prononco
level	frivola	kipuuzi	frivolous	grupo	alternativoj	prononco
level	opero	opera	an opera	grupo	alternativoj	prononco
level	garni	kupamba, kuimarisha, kuimarisha, kwa stud	to garnish, to reinforce, to strength, to stud	grupo	alternativoj	prononco
level	gladilo	chuma	an iron	grupo	alternativoj	prononco
level	jugo	nira	a yoke	grupo	alternativoj	prononco
level	beto	beti	a beet	grupo	alternativoj	prononco
level	heroldo	mtangazaji	a herald	grupo	alternativoj	prononco
level	kazerno	kambi, sehemu ya askari	a barrack, a soldiers' quarter	grupo	alternativoj	prononco
level	plorkrii	kulia kilio	to cry weeping	grupo	alternativoj	prononco
level	peruko	wigi, kipande cha nywele	a wig, a hair-piece	grupo	alternativoj	prononco
level	intesto	utumbo	an intestine	grupo	alternativoj	prononco
level	mobilizi	kuhamasisha	to mobilize	grupo	alternativoj	prononco
level	flagri	kuwaka, kupepesa	to flare, to flicker	grupo	alternativoj	prononco
level	revizii	kurekebisha	to revise	grupo	alternativoj	prononco
level	krizantemo	chrysanthemum	a chrysanthemum	grupo	alternativoj	prononco
level	aŭtentika	halisi, halisi	authentic, genuine	grupo	alternativoj	prononco
level	tirkesto	droo	a drawer	grupo	alternativoj	prononco
level	somnambulo	mtu anayelala, somnambulist	a sleepwalker, a somnambulist	grupo	alternativoj	prononco
level	staturo	kimo	a stature	grupo	alternativoj	prononco
level	manovri	kufanya ujanja	to maneuver	grupo	alternativoj	prononco
level	bankroti	kufilisika, kufilisika	to go bankrupt, to go broke	grupo	alternativoj	prononco
level	sinsekve	mfululizo	consecutively	grupo	alternativoj	prononco
level	kuristo	mkimbiaji	a runner	grupo	alternativoj	prononco
level	sorbi	kunyonya, kunyonya	to absorb, to soak up	grupo	alternativoj	prononco
level	vegetarano	mtu wa mboga	a vegetarian person	grupo	alternativoj	prononco
level	oponi	kupinga	to oppose	grupo	alternativoj	prononco
level	reflekti	kutafakari	to reflect	grupo	alternativoj	prononco
level	forkuri	kukimbia, kukimbia, kutoroka	to run away, to flee, to abscond	grupo	alternativoj	prononco
