A.ja-jp content.tsv
Level	Esperanto	ja-jp	en-us	Grupo	Alternativoj	Pronoco
level	tiam, kiam li devas iri	その時、彼が行かなければならない（その時）	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	学校に行く	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	彼は～することを知っている	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	彼は～するという事実を知っている	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	それを、先生が罰を嫌うという（その事実を）知っている。	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	私はそれを知っている、先生が罰が嫌いだということを	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	それを知っている、先生がそれを嫌っていることを	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	しかし今日彼はコーヒーを飲んだ	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	彼はすぐに服を着る	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	彼は遅刻したくない	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	本を手に持ってとても速く	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	その後、彼は走って走った	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	彼は走って走った、走った	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	通りに沿って	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	人々は彼を見ました	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	彼を見て言った	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	賢明なそして愚かな	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	愚かな奴のようだ	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	学校の前にいた	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	やがて	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	彼は～の前にいた	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	行く そして入る	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	彼は入りたかった	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	その学校の中に入る	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	しかししかし	but however	grupo	alternativoj	prononco
level	sed li ne povis	しかし、彼はできなかった	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	閉じる そして閉じた	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	それは閉じていた	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	~でもなく～でもない	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	先生でもなく、男子生徒でもなく	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	先生も見なかったし、生徒も見なかった。	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	座る、座る	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	座った	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	彼は座った	he got seated	grupo	alternativoj	prononco
level	kaj pensis	そして思った	and thought	grupo	alternativoj	prononco
level	kio okazis?	何が起こったのだろう？	what did happen?	grupo	alternativoj	prononco
level	diable	ひどく（悪魔のように）	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	くそー	dam it	grupo	alternativoj	prononco
level	memoras	覚えている	remembers	grupo	alternativoj	prononco
level	nun mi memoras	私は今覚えている	now I remember	grupo	alternativoj	prononco
level	dimanĉo	日曜日	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	今日は～だ	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	今日は日曜日だ	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	眠る そして眠りにつく	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	太陽と月	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	突然、そして突然	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	さあ！（開始）	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	ジャンプする そして飛び跳ねた	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	いつも早い	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	今日は置いた そして跳んだ	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	物、年齢じゃなくて	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	賢い人と一緒に走った	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	できる限りまっすぐに	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	どんな少年、どんな少女	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	考えられたわけでもなく、記憶されたわけでもない	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	悪魔は日曜日に水を待っていた	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	そんな小さな瞬間	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	そんな小さな瞬間さえも価値がある	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	遠くに吠えた、夜まで	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	手から郵便物を下ろした	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	郵便物を出しながら自分で笑った	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	彼も笑わなかった、彼女も笑わなかった	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	彼女は笑わなかったし、答えもしなかった	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	彼は座ることもなく、見ることもない	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	私は全く見なかった	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	私は決して誰にも言わない	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	誰にも言うな	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	私は決して言わない	I will never say	grupo	alternativoj	prononco
level	mem	自分で（手作り）	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	私一人でやった（作った）	I did it myself	grupo	alternativoj	prononco
level	faris tion	それをやった（それを作った）	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	自分でそれをやった（作った）	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	また会う日まで (さようなら)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	さようなら！（また見るまで）	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	話し始める	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	口を開いた、ようやく話し始めた	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	とても早く飲んだ	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	朝の飲み物を飲んだ	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	早く来るために	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	学校に来る	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	早く～に来る	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	新しいニュースを聞かなかった	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	まだ聞いていない	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	私はまだ聞いていない	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	その瞬間に	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	その瞬間に彼が叫んだ	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	愛していない少年	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	(男女）男の子と女の子	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	他の男の子と女の子	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	他の男の子や女の子を愛していない	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	(男)友達でもなく、女友達でもない	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	お金も時間もない	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	誰がその本を持っていた？	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	あなたが待っていたあの本を	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	あなたが2年以上待っていたそのもの	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	あなたはそれが欲しいか？	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	あなたは～することを望むか？	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	最も大切なもの	dearest	grupo	alternativoj	prononco
level	plej kara foto	最も大切な写真	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	私の最も大切な写真を	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	どこで～を買ったの？	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	その服	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	その服を	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	その服を買った	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	あなたはそこに行くだろう	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	どこへあなたは行きますか？	where are you going to?	grupo	alternativoj	prononco
level	suna tago	日当たりの良い日	sunny day	grupo	alternativoj	prononco
level	estos suna tago	天気の良い日になるだろう	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	晴れた日になったら	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	私の兄（弟）はもう出発してしまった	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	あなたは兄(弟)はもう出発しましたか？	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	どこに水があるのか？	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	水を運んで行く	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	君は自分で持って行った	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	その水、あなたが自分で持って行った	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	とても静かだった	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	今日私の母は～だった	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	私は～から来ました	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	学校から	out of the school	grupo	alternativoj	prononco
level	raportis al ~	~に報告した	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	そして彼女に話をした	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	~と報告した	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	私は～を受けると話した	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	私は悪い点を取るだろう	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	彼女は～と言った	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	あなたは～を働かせなければならなかった	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	もっと	more	grupo	alternativoj	prononco
level	pli multe laborigi	もっと働かせる	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	あなたの脳を働かせる	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	どのくらいの悪い点数	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	私はそんなに多くの悪い点数をもらう	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	悲しかった	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	君の部屋の中へ	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	あなたの部屋の中へ	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	行って学ぶ	go and learn	grupo	alternativoj	prononco
level	mi sidis	私は座っていた	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	私の部屋の中で	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	私の部屋の中に座っていた	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	学ぶこともなく、読むこともなく	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	しかし、学ぶこともできず、読むこともできなかった	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	私の考え	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	ゲーム（遊び）に	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	友達と遊ぶこと	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	スポーツに	at sport	grupo	alternativoj	prononco
level	al mi mem	自分自身に	to myself	grupo	alternativoj	prononco
level	diris al mi mem	自分自身に言った	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	そんなバカな	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	私はそんなにバカなのか？	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	私がたくさん勉強したにもかかわらず	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	母がやって来た	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	私の言葉	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	そして私が言うことを聞いた	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	彼女はすぐに答えた	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	いいえ、私の大切な人	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	あなたはバカじゃないわ	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	問題なら、～したんだ	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	あなたが勉強しなければならないこと	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	もっとたくさん勉強しなければならない	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	その時君は持つだろう	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	悪い点数たち	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	悪い点数ばかりを受けることになるだろう	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	今でも	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	私はそれらを持っていない	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	私は良い点数をもらう	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	音楽について	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	音楽で良い点数を	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	母は突然笑い声を上げた	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	それは〜をより美しくした	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	私の一日を	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	私の一日をより美しくした	made my day	grupo	alternativoj	prononco
level	sed tamen restis	しかし、まだ残っていた	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	しかし、問題はまだ残っている	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	~ 1キログラム	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	砂糖1キログラム	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	~ 一杯	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	一杯の水	a glass of water	grupo	alternativoj	prononco
level	multe da ~	~ たくさん	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	たくさんのアイデア	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	一歩下がる	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	すべてを片付けた	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	彼に伝えた	handed over to him	grupo	alternativoj	prononco
level	mi petas	私がお願いします	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	一杯のコーヒーを	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	そして水を少し	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	私は一杯のコーヒーをお願いします	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	私はお茶をお願いします	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	彼を苦しめた	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	彼の頭が痛かった	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	彼の健康が悪くなった	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	彼は美しくなるのが好きだ	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	彼女は彼自身の顔を美しくした	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	その少年は素敵であることが好きだった	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	そのため、彼女はそれを美しく飾った	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	昼食の後	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	キッチンをきれいに掃除する	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	誰がキッチンを掃除しますか？	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	飲み物を飲みたい	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	あなたは何を飲みたいですか？	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	お茶を飲む	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	少し水	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	あなたは何も欲しくないですか？	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	そんなに急に	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	なぜあなたは～を決めたのですか？	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	あなたはなぜそんなに急に～を決めたのですか？	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	あなたの部屋	your room	grupo	alternativoj	prononco
level	via ĉambreto	あなたの小さな部屋	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	あなたの小さな部屋へ	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	あなたの小さな部屋を新しくする	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	あなたの小さな部屋を新しくすることにした	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	誰に	to whom	grupo	alternativoj	prononco
level	vi donis ~	あなたは～を与えた	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	あなたは誰に～をあげたか？	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	きれいなコップたち	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	あなたはそのきれいなカップを与えた	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	ワインのためのそのきれいなコップ	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	誰に対して	against whom	grupo	alternativoj	prononco
level	via sportklubo	あなたのスポーツクラブ	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	~を相手に試合をする	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	2週間前	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	誰を相手にあなたのスポーツクラブは試合をしたか？	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	あなたは～を見ますか？ (あなたに～が見えますか？)	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	あなたは～をよく見ますか？	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	よくその警察官を見る	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	その人、～に住んでいる彼	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	その宿舎に住んでいる	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	あなたの上にあるその宿舎	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	その警察官を見る、～に居住しているその人	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	車の移動計画	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	旅行に行きたかった	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	外国へ旅行する	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	自由な時間に	in free time	grupo	alternativoj	prononco
level	ili decidis iri	彼らは行くことにした	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	イタリアに行くことにした	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	古い町並み	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	古い都市がある国	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	他の美しいもの	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	そして他の美しいもの	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	古い都市と他の美しいものがある美しい国	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	彼らは幸せだった	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	~はどこにある？	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	私の服はどこにある？	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	彼女は～を尋ねた	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	~を持っていくことを私たちは忘れてはいけない	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	その本を持ち歩く	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	エスペラントを学ぶための本	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	学習のための本を持ち歩く	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	私たちは～を始めることができる	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	その電車の中で	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	すでにその電車の中で	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	私たちは何もしないだろう	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	車で	by car	grupo	alternativoj	prononco
level	ni veturos per ~	私たちは～を利用して車移動する	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	車を利用して移動するだろう	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	私には秘密がある	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	私の金持ちおじさん	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	私の希望事項	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	私の願いを叶えた	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	私たちにくれた	gave us	grupo	alternativoj	prononco
level	sian aŭton	自分の車を	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	そして私たちに自分の車をくれた	and gave us his car	grupo	alternativoj	prononco
level	por uzo	使うように	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	それは～の前に立っている	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	その家の前に立っている	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	私は～を言わなければならない	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	何も言わないでください	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	私たちは座りましょう	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	その車の中に座る	get in the car	grupo	alternativoj	prononco
level	veturi al ~	~に運転する	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	そしてイタリアにドライブしてください	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	その車の中に座っていた	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	その服も	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~はその車の中にいた	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	まだ座っていて、待っていた	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	しかし、彼は待っていた	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	私たち～しませんか？	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	どうして私たち出発しないんですか？ (私たち出発しましょう)	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	私も～を持っている	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	その車を運転するでしょう	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	しかし、私は～を知りません	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	私はそれを学んだことがありません	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	私は～を信じます	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	私が健康でさえあれば	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	私はとても幸せでしょう	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	あなたはまるで金持ちのように	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	あなたはまるで金持ちのようにそこに座っている。	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	代替(類似)学校	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	まるで金持ちのように	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	あなたはそこに金持ちのように座っている	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	それだけのお金	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	アイデアだけのお金	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	もし私がそんなお金を持っていたら	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	私は旅をするでしょう	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	世界を回って	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	すべての辞書に	in every dictionary	grupo	alternativoj	prononco
level	mankas io	何かが欠けている	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	いくつかの単語が不足している	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	人、長く話していた彼	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	その食卓で	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	話す人はずっとお腹が空いているだろう	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	食卓で話し続ける	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	彼は～に注意を払わなければならなかった	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	~する権利がなかった	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	留まる権利があった	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	長く滞在する権利がなかった	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	外で雨を浴びながら留まる	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	だから彼は風邪をひいた	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	彼には彼なりの明確な考えがあった	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	しかし彼はすべてを信じるだろう	but he will believe everything	grupo	alternativoj	prononco
