B.mr content.tsv
Level	Esperanto	mr	en-us	Grupo	Alternativoj	Pronoco
level	mi provos iun tagon	मी एक दिवस प्रयत्न करेन	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	उपस्थित राहण्यासाठी एक दिवस	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	एखाद्या दिवशी पाहण्यासाठी उपस्थित रहा	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	मी एक दिवस पाहण्यासाठी उपस्थित राहण्याचा प्रयत्न करेन	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	ते काय आहे?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	ते कशाबद्दल आहे ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	एक संरक्षक देवदूत	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	ते &quot;रक्षक देवदूत&quot; बद्दल	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	पण काय आहे	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	पण &quot;संरक्षक देवदूत&quot; बद्दल ते काय आहे?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	एक विनोद?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	एक वाईट विनोद?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	वाईट विनोद	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	काही विनोद	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	काही वाईट विनोद	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(तो) काही वाईट विनोद आहे का?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	मी मस्करी करतोय	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	नाही, मी गंमत करत आहे	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	ते ऐकणे मनोरंजक होते	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	संपर्क कसा करावा ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	आणि त्या देवदूतांशी संपर्क कसा साधायचा?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	कदाचित काही IJK प्रार्थनेसह	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	हे करून पहा! जर ते काम करत नसेल तर तुम्ही ~ वर जाऊ शकता	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	दुपारच्या जेवणानंतर तुम्ही &quot;आकाश&quot; खोलीत जाऊ शकता	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	महान, प्रथम अन्न, नंतर स्वर्ग	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	प्रथम अन्न, नंतर आकाशात देवदूतांना	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#REF!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	थोडे कमी खाल्ल्यानंतर	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	काबे &quot;आकाश&quot; खोलीत जातो	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	हॅलो, तुमचा पहिला IJK आहे का?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	ठीक आहे. मला खूप आनंद झाला. मी जेसी आहे	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	आणि हे आधीच माझे सहावे IJK आहे	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	येथे काही प्रश्नांसह एक पेपर आहे	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	प्रश्न आणि कार्यांसह पेपर	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	काँग्रेसशी संबंधित काही प्रश्न आणि कार्ये	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	तुम्ही त्यांना सोडवण्याचा प्रयत्न करा	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	मी सुचवितो की आपण त्यांचे निराकरण करण्याचा प्रयत्न करा	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	पोलंडमधील आना, जर्मनीतील बोरिस आणि जपानमधील नत्सुको यांच्यासोबत	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	तुम्हाला मदत हवी असल्यास मला कॉल करा	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	नंतर पुस्तक सेवेत	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	मग ते स्वर्गात कसे होते?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	मला खरंच एक खरा देवदूत भेटला!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	स्वर्गीय, मला वाटते की मी खरोखरच एक खरा देवदूत भेटला आहे!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	ती आश्चर्यकारकपणे सुंदर आणि दयाळू होती	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	अरे देवा! आणि तिचे नाव काय आहे?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	अरे, मी आधीच विसरलो!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	अधिकाधिक नशेत जातो	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	बारमध्ये, काबे अधिकाधिक मद्यधुंद होतो	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	बारटेंडर देखील आहे का?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	कृपया एक बिअर	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	त्याची किंमत 1 युरो आहे	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	तुला आणखी काही आवडेल का?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	नाही धन्यवाद, बिअर माझ्यासाठी पुरेशी आहे	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	खरोखर? वोडका, लंबांबा आणि मादी यांचे काय?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	बरं, का नाही	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	हे मजेदार असल्याचे म्हटले जाते	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	मी अजून लबांबा डान्स केलेला नाही, पण मला सांगितले आहे की ते मजेदार आहे	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	&quot;ला बाम्बा&quot; गाण्यादरम्यान लोक नृत्य करतात	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	लोक मोठ्या वर्तुळात नाचतात	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	आणि त्या वर्तुळात इतर लोक नाचतात	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	कार्य करते जेणेकरून ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	लोक मोठ्या वर्तुळात नाचण्यासाठी काम करतात	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	एका मोठ्या वर्तुळात आणि त्या वर्तुळात नाचतो	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	लोक नाचतात आणि इतर लोक नाचतात	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	जे मंडळात नाचतात	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	जे नृत्य करतात ते मंडळातून एक नर्तक निवडतात	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	एक नर्तक निवडतो आणि तिला किंवा त्याचे चुंबन घेतो	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	तिच्या किंवा त्याच्या गालावर तीन वेळा चुंबन घेतो	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	एक नर्तक निवडतो आणि गालावर चुंबन घेतो	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	वर्तुळातून एक नर्तक निवडतो आणि चुंबन घेतो	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	मग ते जागा बदलतात	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	चुंबन घेणारी व्यक्ती, चुंबन घेणारी व्यक्ती, चुंबन घेणारी व्यक्ती, चुंबन घेणारी व्यक्ती, चुंबन घेणारी व्यक्ती	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	आणि चुंबन घेतलेला एक व्यक्ती बनतो जो चुंबन घेईल	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	ते नर्तक निवडतात आणि नंतर ते ठिकाणे बदलतात	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	ज्या व्यक्तीने चुंबन घेतले ती आता एक व्यक्ती आहे ज्याला चुंबन घेतले जाईल	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	खूप सोपे, बरोबर?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	ठीक आहे, मला आशा आहे की ते आहे ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	सराव मध्ये अधिक सहज	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	आशा आहे की ते सोपे आहे	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	सराव मध्ये ते सोपे आहे	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	कधीतरी प्रयत्न करेन	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	पण आधी बिअर!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	मी एक दिवस प्रयत्न करेन, पण आधी बिअर!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	एक हुशार मुलगा	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	तुम्ही जे जवळजवळ प्रत्येकाला ओळखता	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	येथे जवळजवळ प्रत्येकजण ओळखतो	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	ती मुलगी कोण आहे हे तुला माहीत आहे का?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	ज्या मुलीने समन्वय साधला	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	संरक्षक देवदूत' चे समन्वय करणारी मुलगी	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	तुम्ही कदाचित जेसीचा विचार करत असाल	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	होय ते खरंय!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	मी ऐकलेले आठवते	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	आता मला ते आठवते ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	लक्षात ठेवा मी तिचे नाव ऐकले आहे	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	माझ्या मते	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	ती एक विचित्र व्यक्ती आहे	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	माझ्या मते ती एक विचित्र व्यक्ती आहे	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	बिअर अजिबात पीत नाही	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	आणि मांस खात नाही	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	असे दिसते की ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	तिचा एकच स्वारस्य ~ आहे	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	एस्पेरांतो क्रियाकलाप फक्त स्वारस्य आहे	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	असे दिसते की तिची एकमात्र स्वारस्य एस्पेरांतो आहे	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	पण ती खूप सुंदर आहे	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	खूप सुंदर आणि दयाळू आहे	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	माझ्या मते खूप छान आणि दयाळू	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	कदाचित तू बरोबर आहेस	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	कदाचित तुम्ही त्याबद्दल बरोबर आहात	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	बारमध्ये जवळजवळ कधीच नसते	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	ती जवळजवळ कधीच नसते ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	तिला वारंवार भेटू नका	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	मी अनेकदा भेटत नाही	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	आणि म्हणून मी तिला वारंवार भेटत नाही	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	अशा लोकांबद्दल शिट्ट्या	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	खरं तर, मी पूर्णपणे शिट्टी वाजवत आहे	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	मला समजले ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	वास्तविक बारटेंडर कसे बोलतो	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	बरोबर, तुमच्या आरोग्यासाठी!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	तुमच्या आरोग्यासाठी! अरे, मस्त बिअर	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	अर्थात, मीच ते निवडले होते	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	तुला काही कल्पना आहे का?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	ती विचित्र मुलगी कुठे सापडेल?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	ती विचित्र पण अतिशय सुंदर मुलगी शोधण्यासाठी	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	ते कुठे मिळू शकेल याची कल्पना ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	कुठे शोधणे शक्य होईल याची कल्पना आहे ~	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	नक्कीच चहाच्या खोलीत (घुबड)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	असे लोक सतत बसलेले असतात	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	तिथे सतत चहा पीत बसतो	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	किती कंटाळवाणे आयुष्य आहे!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	टी लाउंज (ओलेरी), एक शांत जागा आहे	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	एक शांत जागा जिथे तुम्ही चहा पिऊ शकता	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	चहा प्या, गप्पा मारा, शांत संगीत ऐका	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	शांत संगीत ऐकणे आणि यासारखे	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	तुम्हाला ते कॉरिडॉरच्या शेवटी सापडेल	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	बारच्या बाहेर कॉरिडॉरच्या शेवटी	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	तुम्ही तुमची बिअर घेऊन जाऊ शकत नाही	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	तुझी बिअर तिथे घे	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	पण तुम्ही तुमची बिअर तिथे घेऊ शकत नाही	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	हे खरोखर घुबडांसाठी एक ठिकाण आहे!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	प्रथम डान्स फ्लोरवर	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	कदाचित मी आधी जावे	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	मला आधी डान्स फ्लोअरवर जाऊ दे	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	पुढील व्यक्ती!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	तुला काय पाहिजे प्रिये	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	मोकळी जागा आहे का?	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	हो नक्कीच	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	येथे खूप छान	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	इथे चहाच्या खोलीत (घुबड)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	मला थोडी शांतता हवी आहे	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	खूप तणावपूर्ण दिवसानंतर	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	तणावपूर्ण दिवसानंतर शांतता	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	चहाच्या खोलीतील वातावरण (घुबड)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ हा खूप चांगला कॉन्ट्रास्ट आहे	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	इतर घटनांच्या विपरीत	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	IJK दरम्यान इतर घटना	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	वातावरण इतर घटनांपेक्षा भिन्न आहे	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	तो खूप चांगला कॉन्ट्रास्ट आहे, नाही का?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	होय, मऊ संगीत	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	मऊ संगीत, शांत संभाषण	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	शांत गप्पा आणि काही मनोरंजक चहा	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	शक्ती परत मिळविण्यासाठी योग्य	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	तू खूप थकल्यासारखे वाटतेस	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	तू दिवसभर काय केलेस?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	प्रथम मी एक पोस्ट केली	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	उद्याच्या सहलीसाठी पोस्ट	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	मी सहलीसाठी एक पोस्ट केली आहे	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	तसे, तू जात आहेस का?	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	सहलीला जाईल	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	तुम्ही कोणत्याही सहलीला जात आहात का?	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	होय, महान धबधब्याकडे	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	आणि नंतर प्रदर्शनात	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	आधुनिक कला प्रदर्शन	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	धबधब्याकडे आणि नंतर प्रदर्शनात	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	चांगली निवड	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	मी पण तिथे जाईन	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	असो, मी चर्चा गटाचे नेतृत्व केले	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	पोस्टर्स लटकवण्यासाठी	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	सहलीचे पोस्टर्स टांगल्यानंतर	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	&quot;स्त्रीवाद&quot; शीर्षकासह चर्चा गट	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	&quot;स्त्रीवाद&quot; या शीर्षकासह चर्चेचे नेतृत्व केले	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	वेगवेगळ्या देशांमध्ये स्त्रीवाद सारखाच आहे का?	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	मनोरंजक आणि जिवंत चर्चा	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	अतिशय मनोरंजक आणि चैतन्यशील होते	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	गेल्या पाच तासांपासून	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	मी दीर्घ सत्रात होतो	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	गेल्या काही तासांपासून मी समितीच्या बैठकीत होतो	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	दीर्घ समितीच्या बैठकीत	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	ते खरोखर खूप लांब होते	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	समितीने आपली बैठक संपवली आहे	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	पण आता समितीची बैठक संपली आहे	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	ते खरोखर लांब होते, पण आता ते संपले आहे	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	अरे, तुम्ही समितीचे सदस्य आहात का?	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	TEJO चे बोर्ड	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	मी पण बोर्डावर आहे	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	होय, मी पण आहे ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	TEJO च्या बोर्डावर देखील आहे	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	होय, आणि मी ~ आहे	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	मी कधीच सक्रिय नव्हतो	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	चळवळीत खूप सक्रिय	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	चळवळीत कधीही सक्रिय नव्हते	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	TEJO चा मुख्य क्रियाकलाप	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	आता मुख्य क्रियाकलाप काय आहे?	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	प्रत्यक्षात मुख्य क्रियाकलाप काय आहे?	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	ते अफाट आहे	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	फील्डची विस्तृत विविधता	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	विविध क्षेत्रात आमचा उपक्रम आहे	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	मानवी हक्कांवर सेमिनार	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	मानवी हक्क आणि आंतरसांस्कृतिक संबंध	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	सायकल, कारवां, उत्सव	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	उदाहरणार्थ सेमिनार, सायकल कारवाँ आणि उत्सव	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	भाषा उत्सव, वेब पृष्ठे तयार करणे	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	उदाहरणार्थ सायकल कारवाँ, सण इ	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	हक्क आणि नातेसंबंध याविषयी चर्चासत्र	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	कारवां, उत्सव, बांधकाम इ	caravan, festival, construction etc	grupo	alternativoj	prononco
