B.bg content.tsv
Level	Esperanto	bg	en-us	Grupo	Alternativoj	Pronoco
level	en la granda prelegejo	в голямата лекционна зала	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	как да го намеря?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	когато напуснеш това място	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	отидете надясно до края на сградата	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	за може би 100 метра	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	пак надясно, направо може би 100 метра	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	и има жълта къща	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	от лявата страна на пътя	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	табели за всички обекти на IJK	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	в него ще намерите табели за всички сайтове на IJK	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	Ще изпратя съобщение на мобилен телефон	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	ако не го намеря	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	о, добра идея, ще се видим горе!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	в лекционната зала	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	ангели пазители? шегуваш ли се?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	президент на TEJO	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	накрая желая на всички ви забавна седмица	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	по последна информация	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	тук сме 423 от 38 държави	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	Желая ви ползотворна и много забавна IJK седмица	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	топло посрещане от името на борда на TEJO	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	след бурни аплодисменти	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	успя ли да останеш буден?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	да, главно заради глада ми	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	не, шегувам се. беше интересно да се чуе	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	беше интересно да чуя малко за дейността	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	да чуете за дейността и структурата на движението	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	сесия на TEJO ще ви заинтересува	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	може би някои от сесиите на TEJO може да са ви интересни	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	да може би	yes maybe	grupo	alternativoj	prononco
level	mi provos	ще опитам	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	ще се опита да присъства	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	Ще се опитам да присъствам	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	да присъства на един	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	посетете, за да видите	attend to see	grupo	alternativoj	prononco
level	iun tagon	един ден (някой ден)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	Ще пробвам някой ден	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	един ден за участие	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	посетете някой ден, за да видите	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	Ще се опитам някой ден да присъствам на едно, за да видим	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	какво е това?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	за какво става въпрос ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	ангел пазител	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	това за &quot;ангел пазител&quot;	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	но какво е	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	но какво е това за &quot;ангел пазител&quot;?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	шега?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	лоша шега?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	лоша шега	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	някаква шега	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	някаква лоша шега	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(това) някаква лоша шега ли е?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	шегувам се	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	не, шегувам се	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	беше интересно да се чуе	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	как да се свържете с ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	и как да се свържа с тези ангели?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	с някаква IJK молитва може би	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	опитай! ако не работи, можете да отидете на ~	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	можете да отидете в стаята &quot;Небето&quot; след обяд	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	страхотно, първо храна, после рай	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	първо храна, после в небето при ангелите	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#REF!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	след малко по-малко храна	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Кабе отива в стаята &quot;небето&quot;	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	здравей, първият ти IJK ли е?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	Добре. Много се радвам. Аз съм Джеси	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	и това вече ми е шести IJK	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	ето документ с някои въпроси	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	хартия с въпроси и задачи	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	някои въпроси и задачи, свързани с конгреса	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	вие се опитвате да ги разрешите	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	Предлагам ви да опитате да ги разрешите	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	с Ана от Полша, Борис от Германия и Нацуко от Япония	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	просто ми се обади, ако имаш нужда от помощ	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	по-късно в службата за книги	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	и как беше в рая?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	Всъщност срещнах истински ангел!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	небесен, мисля, че наистина срещнах истински ангел!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	тя беше невероятно красива и мила	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	Боже мой! и как се казва тя?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	ох вече забравих!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	все повече се напива	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	в бара Кабе става все по-пиян	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	барманът също ли е?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	една бира моля	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	струва 1 евро	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	искаш ли и нещо друго?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	не благодаря, бирата ми е достатъчна	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	наистина ли? какво ще кажете за водка, лабамба и женски?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	добре, защо не	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	казва се, че е забавно	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	Още не съм танцувала лабамба, но ми казаха, че е забавно	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	по време на песента &quot;La Bamba&quot; хората танцуват	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	хората танцуват в голям кръг	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	и в този кръг други хора танцуват	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	работи така, че ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	работи така, че хората танцуват в голям кръг	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	танцува в голям кръг и в този кръг	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	хората танцуват и други хора танцуват	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	тези, които танцуват в кръга	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	тези, които танцуват, избират танцьор от кръга	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	избира танцьорка и я целува	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	целува нея или него три пъти по бузите	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	избира си танцьорка и целува по бузите	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	избира танцьор от кръга и целува	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	после сменят местата си	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	целувки, целуващ човек, целунат човек, човек, който ще целува, човек, който ще бъде целунат	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	и целунатият става човек, който ще целува	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	тези танцьори избират и след това си сменят местата	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	човекът, който целува, сега е човек, който ще бъде целунат	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	много лесно, нали?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	добре, надявам се да е ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	по-лесно на практика	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	надява се да е по-лесно	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	на практика е по-лесно	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	ще пробвам някой път	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	но първо бирата!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	Ще пробвам някой ден, но първо бирата!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	умно момче	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	ти, който познаваш почти всички	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	познава почти всички тук	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	знаеш ли кое е момичето	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	момичето, което координира	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	момичето, което координира &quot;ангелите пазители&quot;	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	сигурно си мислиш за Jesi	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	да, така е!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	Спомням си, че чух	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	сега си спомням това ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	помня, че чух името й	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	по мое мнение	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	тя е странен човек	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	според мен тя е странен човек	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	изобщо не пие бира	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	и не яде месо	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	изглежда, че ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	единственият й интерес е ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	единственият интерес е есперанто дейност	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	изглежда, че единственият й интерес е есперанто	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	но е много красива	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	е много красива и мила	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	много мил и мил според мен	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	Може би си прав	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	може би си прав за това	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	почти никога не е в бара	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	тя почти никога не е ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	не я срещай често	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	Не се срещам често	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	и затова не я срещам често	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	освирква за такива хора	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	всъщност си подсвирквам тотално	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	Разбирам ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	така говори истинският барман	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	правилно, така че за твое здраве!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	за твое здраве! о, страхотна бира	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	разбира се, аз бях този, който го избра	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	имаш ли представа	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	къде би било възможно да се намери това странно момиче?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	да намеря това странно, но много красиво момиче	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	идея къде може да се намери ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	има идея къде би било възможно да се намери ~	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	определено в чайната (Owlery)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	такива хора постоянно седят	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	постоянно седи там и пие чай	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	какъв досаден живот!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	салонът за чай (Owlery) е тихо място	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	тихо място, където можете да пиете чай	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	пийте чай, говорете, слушайте тиха музика	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	слушане на тиха музика и други подобни	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	ще го намерите в края на коридора	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	в края на коридора пред бара	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	не можеш да носиш бирата си	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	вземи си бирата там	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	но не можете да вземете бирата си там	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	наистина е място за сови!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	първо на дансинга	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	може би трябва да отида първи	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	нека първо отида на дансинга	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	следващ човек!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	какво искаш скъпа	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	има ли свободно място	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	да със сигурност	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	много хубаво тук	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	тук в салона за чай (базарник)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	Имам нужда от малко спокойствие	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	след много напрегнат ден	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	спокойствие след напрегнат ден	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	атмосферата в чаена стая (базарница)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ е много добър контраст	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	за разлика от другите събития	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	другите събития по време на IJK	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	атмосферата е контрастна на останалите събития	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	това е много добър контраст, нали?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	да, нежна музика	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	тиха музика, тих разговор	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	тих разговор и малко интересен чай	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	перфектен за възстановяване на силата	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	изглеждаш изключително уморен	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	какво прави цял ден?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	първо направих публикация	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	публикация за утрешните екскурзии	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	Направих публикация за екскурзии	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	между другото, отиваш ли?	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	ще отиде на екскурзия	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	ходиш ли на екскурзия	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	да, до големия водопад	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	и след това на изложба	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	изложба за модерно изкуство	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	до водопад и после до изложба	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	добър избор	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	И аз ще отида там	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	както и да е, водех дискусионна група	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	да закачат плакати	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	след окачването на екскурзионните плакати	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	дискусионна група със заглавие &quot;феминизъм&quot;	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	водеше дискусия със заглавие &quot;феминизъм&quot;	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	еднакъв ли е феминизмът в различните страни?	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	интересна и оживена дискусия	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	беше много интересно и оживено	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	за последните пет часа	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	Бях на дълга сесия	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	през последните няколко часа бях на заседание на комисия	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	в дълго заседание на комисията	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	наистина беше твърде дълго	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	комисията приключи заседанието си	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	но сега комисията приключи заседанието	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	беше наистина дълго, но сега свърши	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	о, значи си член на комисията?	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	борда на TEJO	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	Аз също съм в борда	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	да, и аз съм ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	също е в борда на TEJO	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	да, и аз съм ~	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	Никога не съм бил активен	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	много активен в движението	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	никога не е бил активен в движението	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	основната дейност на TEJO	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	каква е основната дейност сега?	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	всъщност каква е основната дейност?	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	той е огромен	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	голямо разнообразие от области	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	в различни области имаме дейност	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	семинари по правата на човека	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	правата на човека и междукултурните отношения	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	велосипед, каравана, фестивал	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	например семинари, велосипедни каравани и фестивали	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	езикови фестивали, изграждане на уеб страници	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	например велосипедни каравани, фестивали и др	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	семинар за права и отношения	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	каравана, фестивал, строителство и др	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	официални органи като ЮНЕСКО	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	представени в официални органи	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	ние също сме представени	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	е представен в различни органи	is represented in various bodies	grupo	alternativoj	prononco
