B.en-us content.tsv
Level	Esperanto	en-us	fr	Grupo	Alternativoj	Pronoco
level	kaj mi kiu estas ege malsata	and I who am extremely hungry	et moi qui ai extrêmement faim	grupo	alternativoj	prononco
level	se vi hastos	if you hurry	si tu te dépêches	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	can at least hit the opening	peut au moins atteindre l'ouverture	grupo	alternativoj	prononco
level	la malfermo de la kongreso	the opening of the congress	l'ouverture du congrès	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	you can at least hit the opening of the convention	tu peux au moins assister à l'ouverture du congrès	grupo	alternativoj	prononco
level	kiam ĝi estos?	when will it be?	quand sera-t-il?	grupo	alternativoj	prononco
level	je kvarono post la deka	at a quarter past ten	à dix heures et quart	grupo	alternativoj	prononco
level	ĝi daŭros horon	it will last an hour	ça va durer une heure	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	and at twelve it will be possible to eat	et à midi il sera possible de manger	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	beautifully I'm looking forward to it	magnifique, je l'attends avec impatience	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	tell me, what happens during the opening?	dis-moi, que se passe-t-il pendant l'ouverture ?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	is it worth visiting at all?	est-ce que ça vaut la peine d'être visité ?	grupo	alternativoj	prononco
level	laŭ mi jes	in my opinion yes	à mon avis oui	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	usually it is not very lively	d'habitude ce n'est pas très animé	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	but for you as a 'rookie'	mais pour toi en tant que "recrue";	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	it might be interesting to attend it	ça pourrait être intéressant d'y assister	grupo	alternativoj	prononco
level	mi supozas ke ~	I guess that ~	Je suppose que ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	the president of TEJO will say a few words	le président de TEJO dira quelques mots	grupo	alternativoj	prononco
level	la temon de la kongreso	the theme of the congress	le thème du congrès	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	it seems, probably	il semble, probablement	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	someone from LKK will probably present the topic of the congress	quelqu'un du CLC présentera probablement le sujet du congrès	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	each IJK has its theme	chaque IJK a son thème	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	I hope there will be some music as well	j'espère qu'il y aura aussi un peu de musique	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	well, where will it take place?	eh bien, où cela aura-t-il lieu ?	grupo	alternativoj	prononco
level	en la granda prelegejo	in the great lecture hall	dans la grande salle de conférence	grupo	alternativoj	prononco
level	kiel trovi tiun?	how to find that?	comment trouver ça ?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	when you leave this place	quand tu quitteras cet endroit	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	go right to the end of the building	allez à droite jusqu'au bout du bâtiment	grupo	alternativoj	prononco
level	dum eble 100 metroj	for maybe 100 meters	à 100 mètres peut-être	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	right again, straight for maybe 100 meters	encore à droite, tout droit à 100 mètres peut-être	grupo	alternativoj	prononco
level	kaj estas flava domo	and there is a yellow house	et il y a une maison jaune	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	on the left side of the road	au côté gauche de la route	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	signs about all IJK sites	panneaux pour tous les sites de l'IJK	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	in it, you will find signs about all IJK sites	à l'intérieur, vous trouverez des panneaux indiquant tous les sites de l'IJK	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	I will send a message by mobile phone	j'enverrai un message par téléphone portable	grupo	alternativoj	prononco
level	se mi ne trovos	if I don't find it	si je ne trouve pas	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	oh, good idea, see you up there!	oh, bonne idée, on se voit là-bas !	grupo	alternativoj	prononco
level	en la prelegejo	in the lecture hall	dans la salle de conférence	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	guardian angels? are you kidding?	des anges gardiens ? Vous plaisantez ?	grupo	alternativoj	prononco
level	prezidanto de TEJO	president of TEJO	président de TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	finally I wish you all a fun week	enfin, je vous souhaite à tous une semaine amusante	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	according to the latest information	selon les dernières informations	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	we are 423 here from 38 countries	nous sommes 423 ici venus de 38 pays	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	I wish you a fruitful and great fun IJK week	je vous souhaite une semaine IJK fructueuse et très amusante	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	a warm welcome, on behalf of the TEJO board	un accueil chaleureux, de la part du conseil d'administration de TEJO	grupo	alternativoj	prononco
level	post granda aplaŭdo	after a big round of applause	après un grand applaudissement	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	did you manage to stay awake?	as-tu réussi à rester éveillé ?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	yes, mainly because of my hunger	oui, principalement à cause de ma faim	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	no, I'm kidding. it was interesting to hear	Non, je plaisante. c'était intéressant d'entendre	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	was interesting to hear a little about the activity	c'était intéressant d'entendre un peu parler de l'activité	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	to hear about the activity and structure of the movement	entendre parler de l'activité et de la structure du mouvement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	a TEJO session will interest you	la réunion de TEJO vous intéressera	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	maybe some of the TEJO sessions may be interesting to you	peut-être que l'une des réunions de TEJO peut vous intéresser	grupo	alternativoj	prononco
level	jes eble	yes maybe	Oui peut-être	grupo	alternativoj	prononco
level	mi provos	I will try	J'essaierai	grupo	alternativoj	prononco
level	provos ĉeesti	will try to attend	essayera d'assister	grupo	alternativoj	prononco
level	mi provos ĉeesti	I will try to attend	j'essayerai d'y assister	grupo	alternativoj	prononco
level	ĉeesti unu	to attend one	assister à un	grupo	alternativoj	prononco
level	ĉeesti por vidi	attend to see	assister pour voir	grupo	alternativoj	prononco
level	iun tagon	one day (someday)	un jour (un jour)	grupo	alternativoj	prononco
level	mi provos iun tagon	I will try one day	j'essaierai un jour	grupo	alternativoj	prononco
level	iun tagon ĉeesti	one day to attend	un jour assister	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	attend someday to see	assister un jour pour voir	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	I will try one day to attend one to see	j'essaierai un jour d'y assister pour voir	grupo	alternativoj	prononco
level	kio estas tio?	what is that?	qu'est-ce que c'est?	grupo	alternativoj	prononco
level	kio estas tio pri ~	what is that about ~	de quoi s'agit-il ~	grupo	alternativoj	prononco
level	gard-anĝelo	a guard angel	un ange gardien	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	that about "guard angel"	cela à propos de "l'ange gardien"	grupo	alternativoj	prononco
level	sed kio estas	but what is	mais qu'est-ce que c'est?	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	but what is that about a "guardian angel"?	mais de quoi s'agit-il à propos de cet "ange gardien" ?	grupo	alternativoj	prononco
level	ĉu ŝerco?	a joke?	est-ce une blague?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	a bad joke?	est-ce une mauvaise blague ?	grupo	alternativoj	prononco
level	malbona ŝerco	bad joke	mauvaise blague	grupo	alternativoj	prononco
level	iu ŝerco	some joke	une blague	grupo	alternativoj	prononco
level	iu malbona ŝerco	some bad joke	une mauvaise blague	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(is that) some bad joke?	est-ce une certaine mauvaise blague ?	grupo	alternativoj	prononco
level	mi ŝercas	I'm joking	Je plaisante	grupo	alternativoj	prononco
level	ne, mi ŝercas	no, I'm kidding	Non, je plaisante	grupo	alternativoj	prononco
level	estis interese aŭdi	it was interesting to hear	c'était intéressant d'entendre	grupo	alternativoj	prononco
level	kiel kontakti ~	how to contact ~	comment contacter ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	and how to contact those angels?	et comment contacter ces anges ?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	with some IJK prayer maybe	par une quelconque prière de l'IJK, peut-être	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	try it! if it doesn't work you can go to ~	Essaie ! Si ça ne fonctionne pas, tu peux aller à ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	you can go to the room "The sky" after lunch	Vous pouvez aller à la chambre 'Le ciel' après le déjeuner	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	great, first food, then heaven	super, d'abord la nourriture, puis le paradis	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	first food, then in the sky to the angels	d'abord de la nourriture, puis dans le ciel chez les anges	grupo	alternativoj	prononco
level	maltro da manĝo	#REF!	un peu de nourriture	grupo	alternativoj	prononco
level	post iom maltro da manĝo	after a little less food	Après un peu de repas	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Kabe goes to the room "the sky"	Kabe se rend dans la pièce "le ciel"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	hello, is it your first IJK?	bonjour, est-ce ton premier IJK ?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	ok. I am very glad. I'm Jesi	d'accord. Je suis très content. je m'appelle Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	and this is already my sixth IJK	Et celui-ci est déjà mon sixième IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	here is a paper with some questions	voici un papier avec quelques questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	paper with questions and tasks	papier avec des questions et des tâches	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	some questions and tasks related to the congress	quelques questions et tâches liées au congrès	grupo	alternativoj	prononco
level	vi provu solvi ilin	you try to solve them	tu essaies de les résoudre	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	I suggest you try to solve them	Je vous suggère d'essayer de les résoudre	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	with Ana from Poland, Boris from Germany and Natsuko from Japan	avec Ana de Pologne, Boris d'Allemagne et Natsuko du Japon	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	just call me if you need help	appelez-moi seulement si vous avez besoin d'aide	grupo	alternativoj	prononco
level	poste en la libroservo	later in the book service	ensuite dans le service de livres	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	so how was it in heaven?	alors, comment c'était au paradis ?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	I actually met a real angel!	En fait, j'ai rencontré un véritable ange !	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	heavenly, I think I actually met a real angel!	paradisiaque, je pense avoir rencontré un véritable ange !	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	she was amazingly beautiful and kind	elle était incroyablement belle et gentille	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	oh my god! and what is her name?	oh mon Dieu! et quel est son nom ?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	oh, I already forgot!	oh, j'ai déjà oublié !	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	more and more gets drunk	de plus en plus s'enivre	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	in the bar, Kabe gets more and more drunk	au bar, Kabe s'enivre de plus en plus	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	is the bartender too?	est-ce que le barman aussi ?	grupo	alternativoj	prononco
level	unu bieron mi petas	one beer please	Une bière, s'il vous plaît	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	it costs 1 euro	ça coûte 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	would you like something else too?	Est-ce que vous voudriez aussi quelque chose d'autre ?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	no thanks, beer is enough for me	non merci, la bière me suffit	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	really? what about vodka, labamba and females?	Vraiment ? Qu'en est-il de la vodka, du lambrusco et des femmes ?	grupo	alternativoj	prononco
level	nu, kial ne	well, why not	Eh bien pourquoi pas	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	it is said to be fun	on dit que c'est amusant	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	I haven't danced the labamba yet, but I'm told it's fun	J'ai pas encore dansé le labamba, mais on me dit que c'est amusant	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	during the song "La Bamba" people dance	Pendant la chanson 'La Bamba', les gens dansent	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	people dance in a big circle	les gens dansent en grand cercle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	and within that circle other people dance	et dans ce cercle d'autres personnes dansent	grupo	alternativoj	prononco
level	funkcias tiel ke ~	works so that ~	fonctionne de telle sorte que ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	works so that people dance in a big circle	cela fonctionne de sorte que les gens dansent en grand cercle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	dances in a big circle and within that circle	danse dans un grand cercle et à l'intérieur de ce cercle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	people dance and other people dance	les gens dansent et d'autres dansent	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	those who dance within the circle	ceux qui dansent à l'intérieur du cercle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	those who dance choose a dancer from the circle	ceux qui dansent choisissent un danseur du cercle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	chooses a dancer and kisses her or him	choisit un danseur et l'embrasse	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	kisses her or him three times on the cheeks	l'embrasse trois fois sur les joues	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	chooses a dancer and kisses on the cheeks	choisit une danseuse et l'embrasse sur les joues	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	chooses a dancer from the circle and kisses	choisit un danseur dans le cercle et l'embrasse	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	then they change places	puis ils changent de place	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	bisous, une personne qui embrasse, une personne embrassée, une personne qui va embrasser, une personne qui sera embrassée	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	and the kissed becomes a person who will kiss	et l'embrassé devient une personne qui embrassera	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	those dancers choose and then they change places	ces danseurs choisissent et ensuite ils changent de place	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	the person who kissed is now a person who will be kissed	la personne qui a embrassé est maintenant une personne qui sera embrassée	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	very easy, right?	très facile, n'est-ce pas ?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	well, I hope it is ~	eh bien, j'espère que c'est ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	more easily in practice	plus facilement en pratique	grupo	alternativoj	prononco
level	esperas ke estas pli facile	hopes it's easier	j'espère que c'est plus facile	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	it's easier in practice	c'est plus facile en pratique	grupo	alternativoj	prononco
level	mi provos iam	I will try sometime	j'essaierai un jour	grupo	alternativoj	prononco
level	sed unue la bieron!	but first the beer!	mais d'abord la bière !	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	I'll try one day, but first the beer!	J'essaierai un jour, mais d'abord la bière !	grupo	alternativoj	prononco
level	saĝa knabo	a smart boy	un garçon intelligent (un garçon sage)	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	you who know almost everyone	toi qui connais presque tout le monde	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	knows almost everyone here	connaît presque tout le monde ici	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	do you know who the girl is?	tu sais qui est la fille ?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	the girl who coordinated	la fille qui a coordonné	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	the girl who coordinated the 'guardian angels'	la fille qui coordonnait les « anges gardiens »	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	you are probably thinking of Jesi	tu penses probablement à Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	yes, that's right!	Oui c'est vrai!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	I remember that I heard	Je me souviens que j'ai entendu	grupo	alternativoj	prononco
level	nun mi memoras ke ~	now I remember that ~	maintenant je me souviens que ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	remember that I heard her name	souviens que j'ai entendu son nom	grupo	alternativoj	prononco
level	laŭ mi	in my opinion	à mon avis	grupo	alternativoj	prononco
level	ŝi estas stranga persono	she is a strange person	c'est une personne étrange	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	in my opinion she is a strange person	à mon avis, c'est une personne étrange	grupo	alternativoj	prononco
level	tute ne trinkas bieron	doesn't drink beer at all	ne boit pas de bière du tout	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	and does not eat meat	et ne mange pas de viande	grupo	alternativoj	prononco
level	ŝajnas ke ~	it seems that ~	il semble que ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	her only interest is ~	son seul intérêt est ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	only interest is Esperanto activity	le seul intérêt est l'activité en espéranto	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	it seems that her only interest is Esperanto	il semble que son seul intérêt soit l'espéranto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	but she is very beautiful	mais elle est très belle	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	is very beautiful and kind	est très belle (beau) et aimable	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	very nice and kind in my opinion	est très belle (beau) et aimable à mon avis	grupo	alternativoj	prononco
level	eble vi pravas	maybe you are right	peut-être que tu as raison	grupo	alternativoj	prononco
level	eble vi pravas pri tio	maybe you are right about that	peut-être que tu as raison à ce sujet	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	is almost never in the bar	presque jamais au bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	she is almost never ~	elle n'est presque jamais ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	don't meet her often	ne la rencontre pas souvent	grupo	alternativoj	prononco
level	mi ne renkontas ofte	I don't meet often	je ne rencontre pas souvent	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	and so I don't meet her often	et donc je ne la rencontre pas souvent	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	whistles about such people	siffle à propos de telles personnes	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	in fact, I'm totally whistling	en fait, je siffle complètement	grupo	alternativoj	prononco
level	mi komprenas ~	I understand ~	je comprends ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	that's how a real bartender talks	c'est comme ça qu'un vrai barman parle	grupo	alternativoj	prononco
level	prave. je via sano!	rightly, so to your health!	exactement. À ta santé !	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	to your health! oh, great beer	À ta santé ! Oh, quelle excellente bière !	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	of course, I was the one who chose it	bien sûr, c'est moi qui l'ai choisi	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	do you have any idea?	avez-vous une idée?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	where would it be possible to find that strange girl?	où serait-il possible de trouver cette étrange jeune fille ?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	to find that strange but very beautiful girl	trouver cette étrange mais très belle jeune fille	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	idea where it could be found ~	une idée il serait possible de trouver ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	has an idea where it would be possible to find ~	a une idée où il serait possible de trouver ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	definitely in the tea launge(Owlery)	certainement dans le salon de thé (Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	such people are constantly sitting	ces gens sont constamment assis	grupo	alternativoj	prononco
level	konstante sidas tie teumante	is constantly sitting there drinking tea	est constamment assis là à boire du thé	grupo	alternativoj	prononco
level	kia teda vivo!	what a tedious life!	quelle vie fastidieuse !	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	the tea launge(Owlery), is a quiet place	le salon de thé(Owlery), est un endroit calme	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	a quiet place where you can drink tea	un endroit calme où l'on peut boire du thé	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	drink tea, chat, listen to quiet music	boire du thé, discuter, écouter de la musique douce	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	listening to quiet music and the like	écouter de la musique douce, etc.	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	you will find it at the end of the corridor	vous le trouverez au bout du couloir	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	at the end of the corridor outside the bar	au bout du couloir devant le bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	you can't carry your beer	tu ne peux pas amener ta bière	grupo	alternativoj	prononco
level	porti vian bieron tien	take your beer there	amène ta bière là-bas	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	but you can't take your beer there	mais tu ne peux pas amener ta bière là-bas	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	it really is a place for owls!	c'est vraiment un endroit pour les hiboux !	grupo	alternativoj	prononco
level	al la dancejo unue	to the dance floor first	sur la piste de danse d'abord	grupo	alternativoj	prononco
level	eble mi iru unue	maybe I should go first	peut-être que je devrais y aller en premier	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	let me go to the dance floor first	laisse-moi d'abord aller sur la piste de danse	grupo	alternativoj	prononco
level	la venonta persono!	next person!	la prochaine personne !	grupo	alternativoj	prononco
level	kion vi volas kara?	what do you want dear	que veux-tu cher ?	grupo	alternativoj	prononco
level	ĉu estas libera loko?	is there a free place?	y a-t-il une place libre ?	grupo	alternativoj	prononco
level	jes, certe	yes, for sure	Oui bien sûr	grupo	alternativoj	prononco
level	tre agrable ĉi tie	very nice here	très sympa ici	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	here in the tea launge(owlery)	ici dans le salon de thé (oiseau)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	I need some tranquility	J'ai besoin d'un peu de tranquillité	grupo	alternativoj	prononco
level	post tre streĉa tago	after a very stressful day	après une journée très stressante	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	tranquility after a stressful day	tranquillité après une journée stressante	grupo	alternativoj	prononco
level	la etoso en gufujo	the atmosphere in a tea launge(owlery)	l'ambiance dans un salon de thé	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ is a very good contrast	~ est un très bon contraste	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	contrast to the other events	contraste avec les autres événements	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	the other events during IJK	les autres événements pendant IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	the atmosphere is a contrast to the other events	l'ambiance est en contraste avec les autres événements	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	it's a very good contrast, isn't it?	c'est un très bon contraste, n'est-ce pas ?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	yes, soft music	oui, musique douce	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	soft music, quiet conversation	musique douce, conversation tranquille	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	quiet chat and some interesting tea	une conversation tranquille et un thé intéressant	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	perfect for regaining strength	parfait pour reprendre des forces	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	you seem extremely tired	tu as l'air extrêmement fatigué	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	what did you do all day?	Qu'avez-vous fait toute la journée?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	first I made a post	j'ai d'abord fait un post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	post for tomorrow's excursions	post pour les excursions de demain	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	I made a post for excursions	J'ai fait un post pour les excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	by the way, are you going?	d'ailleurs, est-ce que tu vas y aller ?	grupo	alternativoj	prononco
level	iros al ekskurso	will go on an excursion	Ira à l'excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	are you going on any excursion?	tu pars en excursion ?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	yes, to the great waterfall	oui, à la grande cascade	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	and then to an exhibition	puis à une exposition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	an exhibition on modern art	une exposition sur l'art moderne	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	to a waterfall and then to an exhibition	à une cascade puis à une exposition	grupo	alternativoj	prononco
level	bona elekto	a good choice	un bon choix	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	I will go there too	je vais y aller aussi	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	anyway, I led a discussion group	de toute façon, j'ai animé un groupe de discussion	grupo	alternativoj	prononco
level	pendigi afiŝojn	to hang posters	accrocher des affiches	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	after the hanging of the excursion posters	après l'accrochage des affiches d'excursion	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	discussion group with the title "feminism"	groupe de discussion intitulé "féminisme"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	led a discussion with the title "feminism"	a mené une discussion intitulée "féminisme"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	is feminism the same in different countries?	le féminisme est-il le même dans différents pays ?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	interesting and lively discussion	discussion intéressante et animée	grupo	alternativoj	prononco
