C.it content.tsv
Level	Esperanto	it	en-us	Grupo	Alternativoj	Pronoco
level	vodko	vodka	vodka	grupo	alternativoj	prononco
level	esenco	essenza, un'essenza	essence, an essence	grupo	alternativoj	prononco
level	strukturo	struttura, una struttura	structure, a structure	grupo	alternativoj	prononco
level	spongo	una spugna	a sponge	grupo	alternativoj	prononco
level	imperiestro	un imperatore	an emperor	grupo	alternativoj	prononco
level	domaĝi	preoccuparsi, rimpiangere, temere	to be concerned for, to regret, to fear for	grupo	alternativoj	prononco
level	be!	Essere!	be!	grupo	alternativoj	prononco
level	sopiri	desiderare, desiderare	to yearn for, to long for	grupo	alternativoj	prononco
level	modesta	modesto, moderato	modest, moderate	grupo	alternativoj	prononco
level	pozicio	una posizione, una posizione, un luogo	a position, a location, a place	grupo	alternativoj	prononco
level	inĝeniero	un ingegnere	an engineer	grupo	alternativoj	prononco
level	tegolo	una tegola	a roofing tile	grupo	alternativoj	prononco
level	libio	Libia	Libya	grupo	alternativoj	prononco
level	ganto	un guanto	a glove	grupo	alternativoj	prononco
level	gruo	una gru	a crane	grupo	alternativoj	prononco
level	rezisti	resistere	to resist	grupo	alternativoj	prononco
level	alfabeto	alfabeto	alphabet	grupo	alternativoj	prononco
level	rampi	strisciare, strisciare	to crawl, to creep	grupo	alternativoj	prononco
level	transporti	trasportare	to transport	grupo	alternativoj	prononco
level	pupilo	pupilla (pupilla dell'occhio)	pupil (apple of the eye)	grupo	alternativoj	prononco
level	muskolo	un muscolo	a muscle	grupo	alternativoj	prononco
level	beni	benedire	to bless	grupo	alternativoj	prononco
level	profito	un profitto, un guadagno	a profit, a gain	grupo	alternativoj	prononco
level	Maria	Maria	Maria	grupo	alternativoj	prononco
level	kritiki	criticare, criticare	to criticize, to critique	grupo	alternativoj	prononco
level	konscienco	coscienza, senso morale, voce interiore	conscience, moral sense, inner voice	grupo	alternativoj	prononco
level	ĉefo	un leader, un capo	a leader, a boss	grupo	alternativoj	prononco
level	Pakistano	Pakistan	Pakistan	grupo	alternativoj	prononco
level	treni	trascinare, trainare	to drag, to tow	grupo	alternativoj	prononco
level	Venezuelo	Venezuela	Venezuela	grupo	alternativoj	prononco
level	ortografio	ortografia	orthography	grupo	alternativoj	prononco
level	febro	la febbre	a fever	grupo	alternativoj	prononco
level	ĉefurbo	una capitale	a capital city	grupo	alternativoj	prononco
level	ravi	deliziare	to delight	grupo	alternativoj	prononco
level	ĉagreni	irritare, infastidire, preoccupare	to vex, to annoy, to worry	grupo	alternativoj	prononco
level	ĉefi	condurre	to lead	grupo	alternativoj	prononco
level	ribeli	ribellarsi, ribellarsi	to rebel, to revolt	grupo	alternativoj	prononco
level	kancero	cancro	cancer	grupo	alternativoj	prononco
level	atesti	attestare, testimoniare, affermare	to attest, to testify, to affirm	grupo	alternativoj	prononco
level	inklina	inclinato, prono	inclined, prone	grupo	alternativoj	prononco
level	cirkonstanco	una circostanza	a circumstance	grupo	alternativoj	prononco
level	bulgaro	una persona bulgara	a Bulgarian person	grupo	alternativoj	prononco
level	frosta	gelido, gelido	frosty, freezing	grupo	alternativoj	prononco
level	kakao	una fava di cacao, un cacao	a cocoa bean, a cacao	grupo	alternativoj	prononco
level	tomato	un pomodoro	a tomato	grupo	alternativoj	prononco
level	firmao	un'impresa, una società (=firmo)	a firm, a company (=firmo)	grupo	alternativoj	prononco
level	pigo	una gazza	a magpie	grupo	alternativoj	prononco
level	grafo	un conte, un conte	a count, an earl	grupo	alternativoj	prononco
level	Alĝerio	Algeria	Algeria	grupo	alternativoj	prononco
level	instituto	un istituto	an institute	grupo	alternativoj	prononco
level	rifuĝi	per rifugiarsi	to take refuge	grupo	alternativoj	prononco
level	arda	ardente	ardent	grupo	alternativoj	prononco
level	armeno	un armeno	an Armenian	grupo	alternativoj	prononco
level	anĝelo	un angelo	an angel	grupo	alternativoj	prononco
level	konvalo	un mughetto	a lily of the valley	grupo	alternativoj	prononco
level	egoismo	egoismo, egoismo, egoismo	egoism, egotism, selfishness	grupo	alternativoj	prononco
level	kinejo	un cinema, un cinema	a cinema, a movie theater	grupo	alternativoj	prononco
level	rezervita	riservato	reserved	grupo	alternativoj	prononco
level	kolono	colonna, colonna, pilastro	column, a column, a pillar	grupo	alternativoj	prononco
level	deklari	dichiarare	to declare	grupo	alternativoj	prononco
level	kirurgo	un chirurgo (=ĥirurgo)	a surgeon (=ĥirurgo)	grupo	alternativoj	prononco
level	indiferenta	indifferente	indifferent	grupo	alternativoj	prononco
level	trotuaro	un marciapiede, un marciapiede	a sidewalk, a pavement	grupo	alternativoj	prononco
level	prokrasti	procrastinare, ritardare	to procrastinate, to delay	grupo	alternativoj	prononco
level	cikado	una cicala	a cicada	grupo	alternativoj	prononco
level	instrumento	uno strumento	an instrument	grupo	alternativoj	prononco
level	cedi	cedere, cedere, arrendersi	to cede, to yield, to give in	grupo	alternativoj	prononco
level	pretendi	pretendere, presumere	to claim, to presume	grupo	alternativoj	prononco
level	egoisto	un egoista	an egoist	grupo	alternativoj	prononco
level	insisti	insistere	to insist	grupo	alternativoj	prononco
level	naiva	ingenuo	naive	grupo	alternativoj	prononco
level	situi	essere localizzato, essere situato	to be located, to be situated	grupo	alternativoj	prononco
level	penetri	penetrare	to penetrate	grupo	alternativoj	prononco
level	kapitalo	capitale, una capitale	capital, a capital	grupo	alternativoj	prononco
level	demono	un demone	a demon	grupo	alternativoj	prononco
level	licenco	una licenza	a license	grupo	alternativoj	prononco
level	diferenci	differenziare	to differentiate	grupo	alternativoj	prononco
level	skorpio	uno scorpione	a scorpion	grupo	alternativoj	prononco
level	sufoki	soffocare, soffocare	to suffocate, to choke	grupo	alternativoj	prononco
level	tordi	torcere, contorcere	to twist, to contort	grupo	alternativoj	prononco
level	kontanta	in contanti	in cash	grupo	alternativoj	prononco
level	ĵuri	giurare	to swear	grupo	alternativoj	prononco
level	apetita	appetitoso	appetitizing	grupo	alternativoj	prononco
level	adjektivo	un aggettivo	an adjective	grupo	alternativoj	prononco
level	pluralo	un plurale	a plural	grupo	alternativoj	prononco
level	aktuala	di attualità, attualità, urgente, rilevante	of current importance, topical, urgent, relevant	grupo	alternativoj	prononco
level	gesti	gesticolare, gesticolare	to gesture, to gesticulate	grupo	alternativoj	prononco
level	felo	pelliccia, pelle (di animale, con pelo), pelle	fur, hide (of animal, with hair), skin	grupo	alternativoj	prononco
level	mediti	meditare	to meditate	grupo	alternativoj	prononco
level	kolego	un collega	a colleague	grupo	alternativoj	prononco
level	amplekso	portata, portata, grandezza	extent, scope, magnitude	grupo	alternativoj	prononco
level	kosmetiko	cosmetici	cosmetics	grupo	alternativoj	prononco
level	Karlo	Carlo, Carlo	Charles, Carlos	grupo	alternativoj	prononco
level	gluti	ingoiare	to swallow	grupo	alternativoj	prononco
level	talento	un talento	a talent	grupo	alternativoj	prononco
level	ĝemelo	un gemello	a twin	grupo	alternativoj	prononco
level	deca	decente, corretto, adatto	decent, proper, suitable	grupo	alternativoj	prononco
level	krono	una corona	a crown	grupo	alternativoj	prononco
level	ŝimi	ammuffire, ammuffire	to mould, to get moldy	grupo	alternativoj	prononco
level	ŝoforo	un autista, un autista	a driver, a chauffeur	grupo	alternativoj	prononco
level	mistero	un mistero	a mystery	grupo	alternativoj	prononco
level	absolute	assolutamente	absolutely	grupo	alternativoj	prononco
level	laktuko	una lattuga	a lettuce	grupo	alternativoj	prononco
level	destini	destinare, ordinare, destinare	to destine, to ordain, to allocate	grupo	alternativoj	prononco
level	instigi	istigare, incoraggiare	to instigate, to encourage	grupo	alternativoj	prononco
level	heroo	un eroe	a hero	grupo	alternativoj	prononco
level	ĉaro	un carro, un carro	a chariot, a cart	grupo	alternativoj	prononco
level	vegetalo	un vegetale, una pianta	a vegetable, a plant	grupo	alternativoj	prononco
level	adopti	adottare	to adopt	grupo	alternativoj	prononco
level	centimetro	un centimetro	a centimeter	grupo	alternativoj	prononco
level	enuiga	noioso, noioso	boring, stodgy	grupo	alternativoj	prononco
level	flirti	flirtare, svolazzare	to flirt, to flutter	grupo	alternativoj	prononco
level	mandato	un mandato, un vaglia	a mandate, a money order	grupo	alternativoj	prononco
level	envii	invidiare	to envy	grupo	alternativoj	prononco
level	ebria	ubriaco, ubriaco	drunk, inebriated	grupo	alternativoj	prononco
level	sudano	Sudan	Sudan	grupo	alternativoj	prononco
level	fleksi	piegare	to bend	grupo	alternativoj	prononco
level	naŭzi	nauseare	to nauseate	grupo	alternativoj	prononco
level	likva	liquido	liquid	grupo	alternativoj	prononco
level	kupro	rame	copper	grupo	alternativoj	prononco
level	hoko	un gancio	a hook	grupo	alternativoj	prononco
level	pafilo	una pistola	a gun	grupo	alternativoj	prononco
level	filmi	filmare, girare un film	to film, to shoot a film	grupo	alternativoj	prononco
level	bremso	un freno	a brake	grupo	alternativoj	prononco
level	tereno	un campus, un terreno, un terreno	a campus, a terrain, a ground	grupo	alternativoj	prononco
level	nigra tabulo	una lavagna	a black board	grupo	alternativoj	prononco
level	foiro	una fiera, un mercato	a fair, a market	grupo	alternativoj	prononco
level	ĉimpanzo	uno scimpanzé	a chimpanzee	grupo	alternativoj	prononco
level	aktiva	attivo	active	grupo	alternativoj	prononco
level	juvelo	un gioiello, una gemma (=gemo)	a jewel, a gem (=gemo)	grupo	alternativoj	prononco
level	tendumi (kampadi)	campeggiare	to camp	grupo	alternativoj	prononco
level	malliberejo	una prigione	a prison	grupo	alternativoj	prononco
level	studprogramo	un programma di studio	a study program	grupo	alternativoj	prononco
level	avida	avido	greedy	grupo	alternativoj	prononco
level	flari	annusare	to smell	grupo	alternativoj	prononco
level	garantii	garantire, garantire	to guarantee, to warrant	grupo	alternativoj	prononco
level	ĉeno	una catena	a chain	grupo	alternativoj	prononco
level	sekcio	una sezione	a section	grupo	alternativoj	prononco
level	akuzativo	un accusativo	an accusative	grupo	alternativoj	prononco
level	kandelo	una candela	a candle	grupo	alternativoj	prononco
level	konfirmi	per confermare	to confirm	grupo	alternativoj	prononco
level	pando	un panda	a panda	grupo	alternativoj	prononco
level	kultivi	coltivare (frutta, verdura)	to cultivate (fruits, vegetables)	grupo	alternativoj	prononco
level	sojlo	un davanzale, una soglia	a sill, a threshold	grupo	alternativoj	prononco
level	lacigi	esaurire, affaticare, stancare	to exhaust, to fatique, to tire	grupo	alternativoj	prononco
level	skribilaro	utensili da cucina, fissi	witing utensils, stationary	grupo	alternativoj	prononco
level	ĵaluza	geloso	jealous	grupo	alternativoj	prononco
level	kamiono	un camion, un camion, un camion	a camion, a lorry, a truck	grupo	alternativoj	prononco
level	barakti	lottare	to struggle	grupo	alternativoj	prononco
level	svingi	dondolare, scuotere	to swing, to shake	grupo	alternativoj	prononco
level	ŝovi	spingere, spingere	to shove, to push along	grupo	alternativoj	prononco
level	tendo	una tenda	a tent	grupo	alternativoj	prononco
level	preteksto	una scusa, un pretesto	an excuse, a pretext	grupo	alternativoj	prononco
level	simpatia	comprensivo	sympathetic	grupo	alternativoj	prononco
level	mino	una miniera	a mine	grupo	alternativoj	prononco
level	fantazia	fantastico	fantastic	grupo	alternativoj	prononco
level	komika	comico, comico	comic, comical	grupo	alternativoj	prononco
level	kruta	ripido	steep	grupo	alternativoj	prononco
level	festeni	banchettare, banchettare	to banquet, to feast	grupo	alternativoj	prononco
level	alergio	allergia	allergy	grupo	alternativoj	prononco
level	juro	una legge	a law	grupo	alternativoj	prononco
level	ekspozicio	una mostra, un'esposizione	an exhibition, an exposition	grupo	alternativoj	prononco
level	akordiono	una fisarmonica	an accordion	grupo	alternativoj	prononco
level	sfero	una sfera, una palla	a sphere, a ball	grupo	alternativoj	prononco
level	almozulo	un MENDICANTE	a beggar	grupo	alternativoj	prononco
level	maĉi	masticare, masticare	to masticate, to chew	grupo	alternativoj	prononco
level	virto	una virtù	a virtue	grupo	alternativoj	prononco
level	turmenti	tormentare, torturare	to torment, to torture	grupo	alternativoj	prononco
level	anonctabulo	una bacheca	a notice board	grupo	alternativoj	prononco
level	minus	meno	minus	grupo	alternativoj	prononco
level	boji	abbaiare	to bark	grupo	alternativoj	prononco
level	atestilo, atestaĵo	un certificato, un attestato	a certificate, an attestation	grupo	alternativoj	prononco
level	fendo	una spaccatura, una fessura, una crepa	a split, a slot, a crack	grupo	alternativoj	prononco
level	almozo	elemosina, carità	alms, charity	grupo	alternativoj	prononco
level	havigi	provvedere, ottenere, procurare	to provide with, to get for, to procure	grupo	alternativoj	prononco
level	aŭtografio	un'autografia, un'autobiografia (=aŭtobiografio)	an autography, autobiography (=aŭtobiografio)	grupo	alternativoj	prononco
level	suspekti	sospettare	to suspect	grupo	alternativoj	prononco
level	trezoro	un tesoro	a treasure	grupo	alternativoj	prononco
level	stango	una canna, un palo, una sbarra	a rod, a pole, a bar	grupo	alternativoj	prononco
level	balailo	una scopa, una spazzatrice	a broom, a sweeper	grupo	alternativoj	prononco
level	rekompenco	un compenso, una ricompensa	a compensation, a reward	grupo	alternativoj	prononco
level	kopio	una copia	a copy	grupo	alternativoj	prononco
level	domego	una villa, un palazzo, una grande casa, un edificio	a villa, a mansion, a big house, a building	grupo	alternativoj	prononco
level	pasko	Pasqua	Easter	grupo	alternativoj	prononco
level	Peruo	Perù	Peru	grupo	alternativoj	prononco
level	menso	mente	mind	grupo	alternativoj	prononco
level	eleganta	elegante	elegant	grupo	alternativoj	prononco
level	ekvadoro	Ecuador	Ecuador	grupo	alternativoj	prononco
level	barbirejo	un parrucchiere, un negozio di barbor	a hairdressing salon, a barbor shop	grupo	alternativoj	prononco
level	bubo	un furfante, un monello, un monello	a knave, a brat, an urchin	grupo	alternativoj	prononco
level	gvineo	Guinea	Guinea	grupo	alternativoj	prononco
level	civilizi	civilizzare	to civilize	grupo	alternativoj	prononco
level	insulti	insultare	to insult	grupo	alternativoj	prononco
level	komisiono	una commissione, un comitato	a commission, a comittee	grupo	alternativoj	prononco
level	colo	un pollice	an inch	grupo	alternativoj	prononco
level	admoni	ammonire, esortare, consigliare, censurare	to admonish, to exhort, to advice, to censure	grupo	alternativoj	prononco
level	bildkadro	una cornice	a picture frame	grupo	alternativoj	prononco
level	serena	sereno, calmo, imperturbabile	serene, calm, untroubled	grupo	alternativoj	prononco
level	nervo	un nervo	a nerve	grupo	alternativoj	prononco
level	kuglo	un proiettile	a bullet	grupo	alternativoj	prononco
level	pilgrimi	andare in pellegrinaggio	to go on a pilgrimage	grupo	alternativoj	prononco
level	kaso	una cassa, una borsa, un salvadanaio, un forziere	a cash box, a purse, a money box, coffer	grupo	alternativoj	prononco
level	penti	pentirsi	to repent	grupo	alternativoj	prononco
level	libano	Libano	Lebanon	grupo	alternativoj	prononco
level	barelo	un barile	a barrel	grupo	alternativoj	prononco
level	botaniko	botanica	botany	grupo	alternativoj	prononco
level	merkato	un mercato	a market	grupo	alternativoj	prononco
level	koncerto	un concerto	a concert	grupo	alternativoj	prononco
level	projekto	un progetto	a project	grupo	alternativoj	prononco
level	komplimento	un complimento	a compliment	grupo	alternativoj	prononco
level	cirklo	un cerchio, un disco	a circle, a disk	grupo	alternativoj	prononco
level	konjekti	fare una congettura, indovinare	to make a conjecture, to guess	grupo	alternativoj	prononco
level	ĵudo	judo	judo	grupo	alternativoj	prononco
level	teksto	testo, un testo, una lirica	text, a text, a lyric	grupo	alternativoj	prononco
level	konkuri	competere, contendere	to compete, to contend	grupo	alternativoj	prononco
level	rezervo	una riserva	a reserve	grupo	alternativoj	prononco
level	kabineto	un armadietto	a cabinet	grupo	alternativoj	prononco
level	marĉo	una palude, una palude	a marsh, a swamp	grupo	alternativoj	prononco
level	advokato	un avvocato, un avvocato, un avvocato	a barrister, a lawyer, an advocate	grupo	alternativoj	prononco
level	ceramiko	ceramica, terracotta	ceramics, pottery	grupo	alternativoj	prononco
level	histerio	isteria, eccitazione	hysteria, excitement	grupo	alternativoj	prononco
level	golfo	un golfo	a gulf	grupo	alternativoj	prononco
level	periodo	periodo, un periodo	period, a period	grupo	alternativoj	prononco
level	etiopo	un etiope	an Ethiopian	grupo	alternativoj	prononco
level	pejzaĝo	paesaggio, scenario	landscape, scenary	grupo	alternativoj	prononco
level	psikologo	uno psicologo	a psychologist	grupo	alternativoj	prononco
level	kverko	una quercia	an oak	grupo	alternativoj	prononco
level	kaprica	capriccioso, capriccioso, capriccioso	capricious, fitful, whimsical	grupo	alternativoj	prononco
level	neto	una copia finale, una bella copia	a final copy, a fair copy	grupo	alternativoj	prononco
level	kazo	un caso, una faccenda, una questione	a case, affair, matter	grupo	alternativoj	prononco
level	sveni	svenire, svenire	to faint, to swoon	grupo	alternativoj	prononco
level	rosti	arrostire	to roast	grupo	alternativoj	prononco
level	bazaro	un bazar, un mercato, una fiera	a bazaar, a market, a fair	grupo	alternativoj	prononco
level	liberio	Liberia	Liberia	grupo	alternativoj	prononco
level	anteno	un'antenna, un'antenna, un sensore	an antenna, an aerial, a feeler	grupo	alternativoj	prononco
level	tegi	sovrapporre, rivestire	to overlay, to coat	grupo	alternativoj	prononco
level	Aŭstralio	Australia	Australia	grupo	alternativoj	prononco
level	frakasi	schiantarsi, frantumarsi, frantumarsi	to crash, to shatter, to smash	grupo	alternativoj	prononco
level	kliento	un cliente, un cliente, un paziente	a client, a customer, a patient	grupo	alternativoj	prononco
level	ronki	grugnire, russare	to grunt, to snore	grupo	alternativoj	prononco
level	judaismo	Ebraismo	Judaism	grupo	alternativoj	prononco
level	afikso	un affisso	an affix	grupo	alternativoj	prononco
level	fanfaroni	vantarsi, vantarsi	to brag, to boast	grupo	alternativoj	prononco
level	kapsiko	un peperoncino rosso	a red pepper	grupo	alternativoj	prononco
level	probabla	probabile, probabile	probable, likely	grupo	alternativoj	prononco
level	segi	segare	to saw	grupo	alternativoj	prononco
level	melankolio	malinconia, malinconia, tristezza	melancholy, melancholia, gloom	grupo	alternativoj	prononco
level	panamo	Panama	Panama	grupo	alternativoj	prononco
level	mekaniko	meccanica (= meĥaniko)	mechanics (=meĥaniko)	grupo	alternativoj	prononco
level	ŝvebi	librarsi, galleggiare	to hover, to float	grupo	alternativoj	prononco
level	latvo	un lettone	a Latvian	grupo	alternativoj	prononco
level	kateno	una catena, un vincolo, una catenaria	a shacle, a restraint, a catenary	grupo	alternativoj	prononco
level	bori	annoiare, forare	to bore, to drill	grupo	alternativoj	prononco
level	apartamento	un appartamento, un appartamento	an apartment, a flat	grupo	alternativoj	prononco
level	hajlo	salve, una grandine	hail, a hail	grupo	alternativoj	prononco
level	silko	seta	silk	grupo	alternativoj	prononco
level	putri	putrefarsi, imputridire, imputridire, marcire	to utrefy, to putrify, to decay, to fester	grupo	alternativoj	prononco
level	melki	al latte	to milk	grupo	alternativoj	prononco
level	signalo	un segnale, un segno	a signal, a sign	grupo	alternativoj	prononco
level	lifto	un ascensore, un ascensore	a lift, an elevator	grupo	alternativoj	prononco
level	intensa	intenso, intensivo	intense, intensive	grupo	alternativoj	prononco
level	ekvilibro	un equilibrio, equilibrio	an equilibrium, balance	grupo	alternativoj	prononco
level	tradicio	una tradizione	a tradition	grupo	alternativoj	prononco
level	enigmo	un enigma, un enigma, un indovinello	an enigma, a puzzle, a riddle	grupo	alternativoj	prononco
level	friti	friggere, rosolare	to fry, to sauté	grupo	alternativoj	prononco
level	kripla	handicappato, storpio, infermo, mutilato	handicapped, crippled, infirm, mutilated	grupo	alternativoj	prononco
level	kanzono	una chanson, una canzone, una ballata	a chanson, a canzone, a ballad song	grupo	alternativoj	prononco
level	veneno	un veleno, un veleno	a venom, a poison	grupo	alternativoj	prononco
level	kontrakti	per stipulare un contratto	to make a contract	grupo	alternativoj	prononco
level	konfitaĵo	una marmellata conservata	a conserved jam	grupo	alternativoj	prononco
level	orfo	un orfano	an orphan	grupo	alternativoj	prononco
level	avenuo	un viale	an avenue	grupo	alternativoj	prononco
level	betulo	un albero di betulla	a birch tree	grupo	alternativoj	prononco
level	konko	una conchiglia, una conchiglia	a sea shell, a conch	grupo	alternativoj	prononco
level	grajno	un chicco, un granello	a grain, a granule	grupo	alternativoj	prononco
level	principo	un principio	a principle	grupo	alternativoj	prononco
level	humida	umido, umido, umido	humid, moist, damp	grupo	alternativoj	prononco
level	hufo	uno zoccolo	a hoof	grupo	alternativoj	prononco
level	Urugvajo	Uruguay	Uruguay	grupo	alternativoj	prononco
level	kemio	chimica (=ĥemio)	chemistry (=ĥemio)	grupo	alternativoj	prononco
level	pumpi	pompare	to pump	grupo	alternativoj	prononco
level	krado	traverse, griglia, griglia, griglia, griglia, reticolo	crossbars, grating, grill, grate, grille, lattice	grupo	alternativoj	prononco
level	budo	uno stand, un chiosco, uno stand	a booth, a kiosk, a stand	grupo	alternativoj	prononco
level	Bolivio	Bolivia	Bolivia	grupo	alternativoj	prononco
level	ŝtalo	acciaio	steel	grupo	alternativoj	prononco
level	masaĝo	massaggio	massage	grupo	alternativoj	prononco
level	krutaĵo	un ripido, un dirupo, un promontorio	a steep, a cliff, a bluff	grupo	alternativoj	prononco
level	munti	montare (gioielli), incastonare, assemblare	to mount (jewelry), to set, to assemble	grupo	alternativoj	prononco
level	sprita	intelligente, vivace, spiritoso, brillante, vivace	clever, sprightly, witty, bright, sprightful	grupo	alternativoj	prononco
level	kuirpoto	una pentola da cucina, una pentola da stufato	a cooking pot, a stew pot	grupo	alternativoj	prononco
level	tribunalo	un tribunale, una corte	a tribunal, a court	grupo	alternativoj	prononco
level	epilogo	un epilogo	an epilogue	grupo	alternativoj	prononco
level	motoro	un motore, un motore	a motor, an engine	grupo	alternativoj	prononco
level	lavopelvo (lavovazo)	un catino (un lavabo)	a washpot (a wash basin)	grupo	alternativoj	prononco
level	farbo	tingere, dipingere	dye, paint	grupo	alternativoj	prononco
level	transitiva	transitivo	transitive	grupo	alternativoj	prononco
level	leopardo	un leopardo	a leopard	grupo	alternativoj	prononco
level	vualo	un velo	a veil	grupo	alternativoj	prononco
level	vergo	una bacchetta, una bacchetta, un bastone, un interruttore	a rod, a wand, a cane, a switch	grupo	alternativoj	prononco
level	luktado	una lotta	a wrestling	grupo	alternativoj	prononco
level	ŝelo	una conchiglia, una corteccia, una buccia, una buccia	a shell, bark, husk, peel	grupo	alternativoj	prononco
level	maĉgumo	una gomma da masticare	a chewing gum	grupo	alternativoj	prononco
level	senso	un senso, una sensazione	a sense, feeling	grupo	alternativoj	prononco
level	sagaca	sagace, astuto, scaltro	sagacious, astute, shrewd	grupo	alternativoj	prononco
level	magiisto	un mago	a magician	grupo	alternativoj	prononco
level	modera	moderato, ragionevole	moderate, reasonable	grupo	alternativoj	prononco
level	vindi	avvolgere, fasciare, fasciare	to wrap, to swathe, to swaddle	grupo	alternativoj	prononco
level	prologo	un prologo	a prologue	grupo	alternativoj	prononco
level	Polinezio	Polinesia	Polynesia	grupo	alternativoj	prononco
level	Tunizio	Tunisia	Tunisia	grupo	alternativoj	prononco
level	sobra	sobrio, sobrio, serioso	sober, abstemious, staid	grupo	alternativoj	prononco
level	Birmo	Myanmar	Myanmar	grupo	alternativoj	prononco
level	asekuri	assicurare	to insure	grupo	alternativoj	prononco
level	fono	sfondo	background	grupo	alternativoj	prononco
level	Gvatemalo	Guatemala	Guatemala	grupo	alternativoj	prononco
level	pulvoro	polvere	powder	grupo	alternativoj	prononco
level	velki	appassire, appassire	to wither, to fade	grupo	alternativoj	prononco
level	baterio	una batteria	a battery	grupo	alternativoj	prononco
level	Nikaragvo	Nicaragua	Nicaragua	grupo	alternativoj	prononco
level	faŭko	una mascella, una fauce, una bocca (di un tunnel)	a jaws, a maw, a mouth (of a tunnel)	grupo	alternativoj	prononco
level	Kostariko	Costa Rica	Costa Rica	grupo	alternativoj	prononco
level	medalo	una medaglia	a medal	grupo	alternativoj	prononco
level	Paragvajo	Paraguay	Paraguay	grupo	alternativoj	prononco
level	aligatoro	un alligatore	an alligator	grupo	alternativoj	prononco
level	tempesto	una tempesta, una tempesta	a tempest, a storm	grupo	alternativoj	prononco
level	kordo	una corda, una corda	a cord, a string	grupo	alternativoj	prononco
level	hipopotamo	un ippopotamo, un ippopotamo	a hippopotamus, a hippo	grupo	alternativoj	prononco
level	striki	scioperare	to go on strike	grupo	alternativoj	prononco
level	monako (-aĥo)	un monachesimo	a monach	grupo	alternativoj	prononco
level	petrolo	petrolio, olio di paraffina	petroleum, paraffin-oil	grupo	alternativoj	prononco
level	konfiti	da conservare (sotto zucchero), canditi	to preserve (in sugar), candied	grupo	alternativoj	prononco
level	alineo	rientro del paragrafo	paragraph indentation	grupo	alternativoj	prononco
level	motorbiciklo	una motocicletta	a motorbicycle	grupo	alternativoj	prononco
level	organismo	un organismo	an organism	grupo	alternativoj	prononco
level	procedi	procedere	to proceed	grupo	alternativoj	prononco
level	ĉerizo	una ciliegia	a cherry	grupo	alternativoj	prononco
level	ritmo	ritmo	rhythm	grupo	alternativoj	prononco
level	broŝuro	una brochure, un volantino, un opuscolo	a brochure, a leaflet, a pamphlet	grupo	alternativoj	prononco
level	orfejo	un orfanotrofio	an orphanage	grupo	alternativoj	prononco
level	ornamaĵo	un ornamento	an ornament	grupo	alternativoj	prononco
level	provizora	provvisorio, temporaneo	provisional, temporary	grupo	alternativoj	prononco
level	kalkano	un tacco	a heel	grupo	alternativoj	prononco
level	apoteko	una farmacia, una farmacia	a pharmacy, a drugstore	grupo	alternativoj	prononco
level	jaguaro	un giaguaro	a jaguar	grupo	alternativoj	prononco
level	persimono	un cachi	a persimon	grupo	alternativoj	prononco
level	pesilo	un equilibrio, una scala	a balance, a scale	grupo	alternativoj	prononco
level	improvizi	improvvisare	to improvise	grupo	alternativoj	prononco
level	fosto	un palo, un palo, un sostegno verticale	a post, a pole, an upright support	grupo	alternativoj	prononco
level	pico	una pizza	a pizza	grupo	alternativoj	prononco
level	sitelo	un secchio, un secchio	a bucket, a pail	grupo	alternativoj	prononco
level	parkere	a memoria, a memoria, a memoria	by heart, from memory, by rote	grupo	alternativoj	prononco
level	akurata	accurato, puntuale, preciso	accurate, punctual, precise	grupo	alternativoj	prononco
level	rito	rito	rite	grupo	alternativoj	prononco
level	nodo	un nodo, un nodo	a node, a knot	grupo	alternativoj	prononco
level	polpo (okpieda)	un polipo	an octopus	grupo	alternativoj	prononco
level	degeli	sciogliersi, scongelarsi	to melt, to thaw	grupo	alternativoj	prononco
level	pinĉi	pizzicare	to pinch	grupo	alternativoj	prononco
level	paniko	un panico	a panic	grupo	alternativoj	prononco
level	piro	una pera (frutto)	a pear (fruit)	grupo	alternativoj	prononco
level	trempi	immergere, inzuppare, immergere	to dip, to soak, to immerse	grupo	alternativoj	prononco
level	pelto	una pelliccia, una pelliccia, una pelle, un pezzo di pelliccia	a fur coat, fur, pelt, fur piece	grupo	alternativoj	prononco
level	preskribo (recepto)	una prescrizione, una ricetta	a prescription, recipe	grupo	alternativoj	prononco
level	princino	una principessa	a princess	grupo	alternativoj	prononco
level	masto	un albero, un palo	a mast, a pole	grupo	alternativoj	prononco
level	kino	un cinema	a cinema	grupo	alternativoj	prononco
level	bombono	un bon-bon, una caramella, un dolcetto	a bon-bon, a candy, a sweet	grupo	alternativoj	prononco
level	funto	una sterlina	a pound	grupo	alternativoj	prononco
level	ananaso	un ananas	a pine apple	grupo	alternativoj	prononco
level	tajloro	un sarto	a tailor	grupo	alternativoj	prononco
level	veterano	un veterano	a veteran	grupo	alternativoj	prononco
level	revolucio	una rivoluzione	a revolution	grupo	alternativoj	prononco
level	krusto	crosta, involucro, rivestimento esterno duro	crust, casing, hard outer covering	grupo	alternativoj	prononco
level	kompaso	una bussola	a compass	grupo	alternativoj	prononco
level	rizkampo	una risaia, una risaia	a rice field, a paddy field	grupo	alternativoj	prononco
level	katedralo	una cattedrale	a cathedral	grupo	alternativoj	prononco
level	roboto	un robot	a robot	grupo	alternativoj	prononco
