A.lt content.tsv
Level	Esperanto	lt	en-us	Grupo	Alternativoj	Pronoco
level	matene dormis tre longe	ryto ilgai miegojo	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	kai pamatė saulę	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	staiga jis pašoko	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	jis visada buvo anksti	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	jis visada vėluoja	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	tuo metu, kai jis turi eiti	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	eiti į mokyklą	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	jis žino, kad ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	jis žino faktą, kad ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	tai, kad mokytojas nekenčia bičių	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	žino faktą, kad mokytojas nekenčia bičių	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	žino, kad mokytojas to nekenčia	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	bet šiandien jis gėrė kavą	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	jis greitai apsirengia	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	jis nenori vėluoti	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	labai greitai su knygomis rankose	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	vėliau bėgo ir pašoko	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	jis bėgo ir pašoko	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	palei gatvę	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	žmonės žiūrėjo į jį	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	pažiūrėjo į jį ir pasakė	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	išmintingas ir kvailas	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	koks kvailas berniukas!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	buvo priešais mokyklą	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	greitai	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	jis buvo priešais ~	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	eiti ir įeiti	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	jis norėjo įeiti	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	įstoti į mokyklą	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	bet vis dėlto	but however	grupo	alternativoj	prononco
level	sed li ne povis	bet jis negalėjo	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	uždaryti ir uždaryti	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	jis buvo uždarytas	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	nei ~, nei ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	nei mokytojas, nei studentai vyrai ir moterys	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	nematė nei mokytojo, nei mokinių	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	sėdėti, sėdėti	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	atsisėdo (buvo sėdėjęs)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	jis atsisėdo	he got seated	grupo	alternativoj	prononco
level	kaj pensis	ir pagalvojo	and thought	grupo	alternativoj	prononco
level	kio okazis?	kas atsitiko?	what did happen?	grupo	alternativoj	prononco
level	diable	baisiems (kaip velniui)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	užtvenk jį	dam it	grupo	alternativoj	prononco
level	memoras	prisimena	remembers	grupo	alternativoj	prononco
level	nun mi memoras	dabar prisimenu	now I remember	grupo	alternativoj	prononco
level	dimanĉo	sekmadienis	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	šiandien yra ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	Šiandien yra sekmadienis	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	miegoti ir užmigti	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	saulė ir mėnulis	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	staigiai ir staiga	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	išjungti! (pradėti)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	šokinėti ir šokinėti	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	visada anksti	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	siandien padejo ir paleido	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	dalykas, o ne amžius	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	bėgo kartu su išmintingais žmonėmis	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	kuo greičiau	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	koks berniukas, kokia mergina	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	nei galvojo, nei įsiminė	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	velnias sekmadienį laukė vandens	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	tokia maža akimirka	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	net tokia maža akimirka verta	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	verkė iki nakties	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	atidėkite pašto paštą iš rankos	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	juokėsi pats, padėdamas paštą	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	nei jis, nei ji nesijuokė	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	ji nei juokėsi, nei atsakė	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	jis nei sėdi, nei žiūri	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	niekad nemačiau	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	Niekada niekam nesakysiu	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	niekam nesakyk	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	niekada nesakysiu	I will never say	grupo	alternativoj	prononco
level	mem	sau (savaime)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	pats padariau	I did it myself	grupo	alternativoj	prononco
level	faris tion	padarė (padarė)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	pasidarė pats (sudarė pats)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	iki pasimatymo (vėl), iki pasimatymo (vėl)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	iki! (sudie!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	pradėti kalbėti	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	pradėjo kalbėti, pagaliau pradėjo kalbėti	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	išgėrė labai greitai	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	ryte išgėrė	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	ateiti anksti	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	ateiti į mokyklą	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	anksti ateiti į ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	naujienų negirdėjo	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	dar negirdėjo	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	Dar negirdėjau	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	tuo momentu	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	tą akimirką jis verkė	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	berniukas, kuris nemyli	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	berniukai ir mergaitės	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	kiti berniukai ir mergaitės	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	nemyli kitų berniukų ir mergaičių	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	nei draugai, nei draugės	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	neturi nei pinigų, nei laiko	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	kas turėjo knygą?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	knyga, kurios laukėte	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	tai, kurio laukėte daugiau nei 2 metus	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	ar tu nori to?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	ar tu to nori?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	brangiausias	dearest	grupo	alternativoj	prononco
level	plej kara foto	brangiausia nuotrauka	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	mano brangiausia nuotrauka	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	kur pirkai ~	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	tą drabužį	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	tas drabužis (tikslas)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	nusipirko tą aprangą	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	tu ten eisi	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	Kur tu eini?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	saulėta diena	sunny day	grupo	alternativoj	prononco
level	estos suna tago	bus saulėta diena	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	jei bus saulėta diena	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	tavo brolis jau pradėjo	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	tavo brolis jau pradėjo?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	kur vanduo	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	atnešti vandens	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	pats atnešei	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	vandens, kurį pats atsinešei	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	buvo labai tylu	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	šiandien mano mama buvo ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	Aš atvykau iš ~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	iš mokyklos	out of the school	grupo	alternativoj	prononco
level	raportis al ~	pranešė ~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	ir jai pranešė	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	pranešė, kad ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	pranešė, kad gausiu	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	gausiu blogą pažymį	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	ji pasakė, kad ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	turite priversti ~ dirbti	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	daugiau	more	grupo	alternativoj	prononco
level	pli multe laborigi	kad dirbtų daugiau	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	kad tavo galva dirbtų	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	kiek blogų pažymių	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	tu turi tiek daug blogų pažymių	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	buvo liūdna	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	į savo kambarį	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	eik į savo kambarį	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	eik ir mokykis	go and learn	grupo	alternativoj	prononco
level	mi sidis	sėdėjau	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	Mano kambaryje	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	sėdėjo mano kambaryje	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	nei mokytis, nei skaityti	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	bet nemokėjau nei mokytis, nei skaityti	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	Mano mintys	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	žaidime	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	žaidimas su draugais	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	sporte	at sport	grupo	alternativoj	prononco
level	al mi mem	sau	to myself	grupo	alternativoj	prononco
level	diris al mi mem	pasakiau sau	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	taip kvaila	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	ar aš toks kvailas?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	nors daug išmokau	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	įėjo mama	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	Mano žodžiai	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	ir išgirdo mano žodžius	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	ji iškart atsakė	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	Ne, mieloji	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	tu ne kvailas	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	problema ta, kad ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	kad privalai išmokti	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	turi išmokti daug daugiau	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	tada neturėsi	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	blogi pažymiai	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	turės tik blogus pažymius	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	taip pat dabar	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	Aš jų neturiu	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	Turiu gerą pažymį	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	apie muziką	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	gera pastaba apie muziką	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	mama staiga pratrūko juoku	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	kad pagražinta ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	Mano diena	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	pralinksmino visai dienai	made my day	grupo	alternativoj	prononco
level	sed tamen restis	bet vis tiek liko	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	bet problema vis tiek liko	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	kilogramas ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	kilogramas cukraus	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	stiklinė ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	stiklinė vandens	a glass of water	grupo	alternativoj	prononco
level	multe da ~	daug ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	daug idėjų	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	susilaikyti	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	viską sutvarkė	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	perdavė jam	handed over to him	grupo	alternativoj	prononco
level	mi petas	Aš klausiu	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	stikline kavos	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	ir šiek tiek vandens	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	Norėčiau stiklinės kavos	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	Norėčiau puodelio arbatos	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	jį įskaudino	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	jam skaudėjo galvą	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	jis susirgo	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	mėgsta būti gražiai	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	ji pagražino veidą	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	berniukas mėgsta būti gražus	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	todėl ji ją pagražino	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	po pietų	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	valyti virtuvę	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	kas valys virtuvę?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	nori gerti	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	ką tu nori gerti	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	arbatos gerti	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	šiek tiek vandens	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	ar tu nieko nenori?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	taip staiga	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	kodel nusprendei ~?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	kodėl taip staiga nusprendei?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	tavo kambarys	your room	grupo	alternativoj	prononco
level	via ĉambreto	tavo mažas kambarys	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	į tavo mažą kambarį	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	kad atnaujintumėte savo mažą kambarį	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	nusprendė atnaujinti savo mažą kambarį	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	kam	to whom	grupo	alternativoj	prononco
level	vi donis ~	tu davei ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	kam tu davei ~?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	švarūs akiniai	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	tu davei švarius akinius	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	švarios taurės vynui	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	prieš ką	against whom	grupo	alternativoj	prononco
level	via sportklubo	savo sporto klubą	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	žaidžia prieš ~	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	Prieš dvi savaites	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	prieš ką žaidė tavo sporto klubas?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	ar matai ~?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	ar dažnai matai ~ ?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	dažnai mato policininką	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	tas, kuris gyvena ~	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	gyvena nakvynės vietoje	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	gyvenamąją vietą virš jūsų	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	mato policijos pareigūną, kuris gyvena ~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	vairavimo planas	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	norėjo keliauti	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	keliauti į kitą šalį	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	laisvu laiku	in free time	grupo	alternativoj	prononco
level	ili decidis iri	jie nusprendė eiti	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	nusprendė vykti į Italiją	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	seni miestai	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	šalis su senais miestais	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	kitos gražuolės	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	ir kitos gražuolės	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	graži šalis su senais miestais ir kitomis grožybėmis	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	jie buvo laimingi	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	kur yra ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	kur mano drabužiai	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	ji paklausė ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	nepamirškime atnešti ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	pasiimti knygą su savimi	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	knyga, skirta mokytis esperanto	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	neštis knygą mokytis	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	galime pradėti ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	traukinyje	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	jau traukinyje	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	nieko nedarysime	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	automobiliu	by car	grupo	alternativoj	prononco
level	ni veturos per ~	važiuosime pro ~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	vairuos automobilį	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	Turiu paslaptį	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	mano turtingas dėdė	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	Mano noras	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	išpildė mano norą	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	davė mums	gave us	grupo	alternativoj	prononco
level	sian aŭton	jo automobilis	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	ir atidavė mums savo automobilį	and gave us his car	grupo	alternativoj	prononco
level	por uzo	naudojimui	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	jis stovi prieš ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	stovi priešais namą	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	Turiu pasakyti ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	nieko nesakyk	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	sėskim	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	lipk į mašiną	get in the car	grupo	alternativoj	prononco
level	veturi al ~	važiuoti į ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	ir važiuoti į Italiją	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	sėdėjo automobilyje	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	taip pat drabužiai	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ buvo automobilyje	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	vis dar sėdėjo ir laukė	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	bet jis laukė	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	kodėl mes ne ~?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	kodel mums nepradedant vaziuoti?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	Aš taip pat turiu ~	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	vairuotų automobilį	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	bet aš nežinau ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	Niekada to neišmokau	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	Tikėčiau ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	jei būčiau sveikas	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	būčiau labai laimingas	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	lyg būtum turtingas	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	tu sėdi ten, lyg būtum turtingas žmogus	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	tariama mokykla	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	kaip turtingas žmogus	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	tu sėdi kaip turtingas žmogus	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	tiek pinigų	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	tiek pinigų, kiek idėjų	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	jei turėčiau tiek pinigų	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	aš keliaučiau	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	aplink pasauli	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	kiekviename žodyne	in every dictionary	grupo	alternativoj	prononco
level	mankas io	kažko trūksta	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	trūksta kai kurių žodžių	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	vyras, kuris kalbėjo ilgai	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	prie valgomojo stalo	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	žmogus, kuris pasakoja, liks alkanas	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	vis pasakoja prie valgomojo stalo	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	jis turėjo atkreipti dėmesį į ~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	nebuvo leista ~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	buvo leista pasilikti	was allowed to stay	grupo	alternativoj	prononco
