C.no content.tsv
Level	Esperanto	no	en-us	Grupo	Alternativoj	Pronoco
level	kazino	et kasino	a casino	grupo	alternativoj	prononco
level	terno	et nys	a sneeze	grupo	alternativoj	prononco
level	barikado	en barrikade	a barricade	grupo	alternativoj	prononco
level	tertremo (sismo)	Et jordskjelv	an earthquake	grupo	alternativoj	prononco
level	telegramo	et telegram	a telegram	grupo	alternativoj	prononco
level	prononci	å uttale	to pronounce	grupo	alternativoj	prononco
level	tornado	en tornado	a tornado	grupo	alternativoj	prononco
level	objektiva	objektiv	objective	grupo	alternativoj	prononco
level	drapo	en ullduk, en klut	a woolen cloth, a cloth	grupo	alternativoj	prononco
level	ungotondilo	en neglesaks	a nail-scissors	grupo	alternativoj	prononco
level	vakupurigilo	en støvsuger (=polvosuĉilo)	a vacuum cleaner (=polvosuĉilo)	grupo	alternativoj	prononco
level	perei	å gå til grunne	to perish	grupo	alternativoj	prononco
level	afranki	å forhåndsbetale (porto), å sette på frimerker	to prepay (postage), to put on stamps	grupo	alternativoj	prononco
level	luli	å lulle, å vugge, å rocke	to lull, to cradle, to rock	grupo	alternativoj	prononco
level	vakcino	en vaksine	a vaccine	grupo	alternativoj	prononco
level	gorilo	en gorilla	a gorilla	grupo	alternativoj	prononco
level	vojaĝagentejo	et reisebyrå	a travel agency	grupo	alternativoj	prononco
level	patrono	en beskytter	a patron	grupo	alternativoj	prononco
level	abstini	å avstå	to abstain	grupo	alternativoj	prononco
level	bulvardo	en boulevard	a boulevard	grupo	alternativoj	prononco
level	portalo	en portal, en gateway	a portal, a gateway	grupo	alternativoj	prononco
level	ŝarĝoaŭto	en lastebil	a truck	grupo	alternativoj	prononco
level	vito	en vinranke, en vinranke	a grapevine, a vine	grupo	alternativoj	prononco
level	teleskopo	et teleskop	a telescope	grupo	alternativoj	prononco
level	apliki	å søke	to apply	grupo	alternativoj	prononco
level	cemento	sement	cement	grupo	alternativoj	prononco
level	pedagogio	pedagogikk	pedagogy	grupo	alternativoj	prononco
level	albumo	et album	an album	grupo	alternativoj	prononco
level	aserti	å hevde, å fastslå, å bekrefte	to assert, to state, to affirm	grupo	alternativoj	prononco
level	akordi	å avtale	to accord	grupo	alternativoj	prononco
level	fulgo	en sot, en skitt	a soot, a grime	grupo	alternativoj	prononco
level	adapti	å tilpasse, å justere, å imøtekomme, å passe	to adapt, to adjust, to accommodate, to fit	grupo	alternativoj	prononco
level	liveri	å innrede, levere, levere	to furnish, to supply, to deliver	grupo	alternativoj	prononco
level	argumento	et argument	an argument	grupo	alternativoj	prononco
level	frizi	å krølle, å kruse	to curl, to frizz	grupo	alternativoj	prononco
level	deficito	et underskudd	a deficit	grupo	alternativoj	prononco
level	blato	en kakerlakk, en chip	a cockroach, a chip	grupo	alternativoj	prononco
level	recepto	en oppskrift, en resept	a recipe, a prescription	grupo	alternativoj	prononco
level	kitelo	en kittel, en kjole, en kjeledress, en garbadine	a smock, a frock, an overalls, a garbadine	grupo	alternativoj	prononco
level	ciklono	en syklon	a cyclone	grupo	alternativoj	prononco
level	reformi	å reformere	to reform	grupo	alternativoj	prononco
level	pulvo	pulver, krutt	powder, gunpowder	grupo	alternativoj	prononco
level	ŝpruci	å sprute, å sprute, å sprute ut	to spurt, to gush, to spurt out	grupo	alternativoj	prononco
level	kukolo	en gjøk	a cuckoo	grupo	alternativoj	prononco
level	ŝanceli	å riste, å vakle	to shake, to totter	grupo	alternativoj	prononco
level	rekordo	en rekord (sport)	a record (sport)	grupo	alternativoj	prononco
level	florpetalo	et blomsterblad	a flower petal	grupo	alternativoj	prononco
level	kosmo	kosmos, (ytre) rom, univers	cosmos, (outer) space, universe	grupo	alternativoj	prononco
level	ĉeko	en sjekk, en sjekk	a checque, a check	grupo	alternativoj	prononco
level	konsumi	å konsumere, å bruke opp	to consume, to use up	grupo	alternativoj	prononco
level	lameno	en lamina, en plate, et lag	a lamina, a plate, a layer	grupo	alternativoj	prononco
level	erotika	erotisk	erotic	grupo	alternativoj	prononco
level	peniko	en børste (kunst)	a brush (art)	grupo	alternativoj	prononco
level	spuro	et spor, et spor, et spor	a track, a trail, a trace	grupo	alternativoj	prononco
level	rigida	stiv, stiv	rigid, stiff	grupo	alternativoj	prononco
level	pleto	et brett	a tray	grupo	alternativoj	prononco
level	ignori	å ignorere	to ignore	grupo	alternativoj	prononco
level	Volapuko (Volapǖko)	Volapuk	Volapuk	grupo	alternativoj	prononco
level	frazo	En setning	a sentence	grupo	alternativoj	prononco
level	bruto	et dyr, et husdyr, et beist	a brute, a farm animal, a beast	grupo	alternativoj	prononco
level	gladi	å stryke (klær)	to iron (clothes)	grupo	alternativoj	prononco
level	kalsono	et undertøy, underbukser, shorts	an underwear, underpants, shorts	grupo	alternativoj	prononco
level	aktoro	en skuespiller	an actor	grupo	alternativoj	prononco
level	valida	gyldig	valid	grupo	alternativoj	prononco
level	ruso	en russer	a Russian	grupo	alternativoj	prononco
level	glita	glidende, glatt	gliding, slippery	grupo	alternativoj	prononco
level	fantazio	en fantasi	a fantasy	grupo	alternativoj	prononco
level	ŝargi	å laste, å lade	to load, to charge	grupo	alternativoj	prononco
level	saŭco	en saus, en saus	a sauce, a gravy	grupo	alternativoj	prononco
level	verto	en krone, toppen av hodet	a crown, top of the head	grupo	alternativoj	prononco
level	enketi	å gjøre en forespørsel, å kartlegge, å undersøke	to make an inquiry, to survey, to investigate	grupo	alternativoj	prononco
level	ateisto	en ateist	an atheist	grupo	alternativoj	prononco
level	insigno	et merke	a badge	grupo	alternativoj	prononco
level	trudi	å påtvinge, å tvinge	to impose, to force	grupo	alternativoj	prononco
level	skemo	en ordning	a scheme	grupo	alternativoj	prononco
level	kalva	skallet, bar, dristig, hørløs	bald, bare, bold-headed, hearless	grupo	alternativoj	prononco
level	germano	en tysker	a German	grupo	alternativoj	prononco
level	orto	en rett vinkel	a right angle	grupo	alternativoj	prononco
level	avizo	en advarsel, et varsel	a warning, a notice	grupo	alternativoj	prononco
level	fronto	front, fasade	front, frontage	grupo	alternativoj	prononco
level	lernolibro	en lærebok	a textbook	grupo	alternativoj	prononco
level	glavo	et sverd	a sword	grupo	alternativoj	prononco
level	konservativa	konservative	conservative	grupo	alternativoj	prononco
level	Usono	USA	USA	grupo	alternativoj	prononco
level	ankro	et anker	an anchor	grupo	alternativoj	prononco
level	analizo	en analyse	an analysis	grupo	alternativoj	prononco
level	flustri	å hviske	to whisper	grupo	alternativoj	prononco
level	asigno	oppdrag	assignment	grupo	alternativoj	prononco
level	konservatorio	en vinterhage (musikkskole)	a conservatory (music school)	grupo	alternativoj	prononco
level	aŭtoro	en forfatter	an author	grupo	alternativoj	prononco
level	poligloto	en polyglot	a polyglot	grupo	alternativoj	prononco
level	absoluta	absolutt	absolute	grupo	alternativoj	prononco
level	lukti	å kjempe, å kjempe	to wrestle, to struggle	grupo	alternativoj	prononco
level	inciti	å hetse, å hisse, å støtte, å provosere	to incite, to stir, to abet, to provoke	grupo	alternativoj	prononco
level	prezervi	å bevare	to preserve	grupo	alternativoj	prononco
level	mencii	å nevne	to mention	grupo	alternativoj	prononco
level	anglo	en engelskmann	an Englishman	grupo	alternativoj	prononco
level	Bulonjo	Boulogne (by)	Boulogne (city)	grupo	alternativoj	prononco
level	interesa	interessant	interesting	grupo	alternativoj	prononco
level	interese	interessant nok	interestingly	grupo	alternativoj	prononco
level	meĥanismo	en mekanisme	a mechanism	grupo	alternativoj	prononco
level	hazardo	en ulykke, en sjanse	an accident, a chance	grupo	alternativoj	prononco
level	neologismo	neologisme	neologism	grupo	alternativoj	prononco
level	Grekio (Greklando)	Hellas	Greece	grupo	alternativoj	prononco
level	Araba	arabisk	Arabic	grupo	alternativoj	prononco
level	palpi	å føle, å famle	to feel, to grope	grupo	alternativoj	prononco
level	sinjorino	en dame, en frue	a lady, a madam	grupo	alternativoj	prononco
level	neŭtra	nøytral (=neŭtrala)	neutral (=neŭtrala)	grupo	alternativoj	prononco
level	Afriko	Afrika	Africa	grupo	alternativoj	prononco
level	korvo	en kråke, en ravn	a crow, a raven	grupo	alternativoj	prononco
level	Ameriko	Amerika, Amerika	America, the Americas	grupo	alternativoj	prononco
level	ezoko	en gjedde (i en innsjø), en knekt	a pike (in a lake), a jack	grupo	alternativoj	prononco
level	sago	en pil, en sagitta	a arrow, a sagitta	grupo	alternativoj	prononco
level	ĉino	en kineser	a Chinese	grupo	alternativoj	prononco
level	sendube	uten tvil, utvilsomt	with no doubt, undoubtedly	grupo	alternativoj	prononco
level	Azio	Asia	Asia	grupo	alternativoj	prononco
level	senkonfide	uten tillit, uten tillit	without trusting, without confidence	grupo	alternativoj	prononco
level	ekposedi	å eie	to possess	grupo	alternativoj	prononco
level	senfare	uten å gjøre	without doing	grupo	alternativoj	prononco
level	amara	bitter	bitter	grupo	alternativoj	prononco
level	ministro	en minister	a minister	grupo	alternativoj	prononco
level	parlamento	parlament, et parlament	parliament, a parliament	grupo	alternativoj	prononco
level	Berlino	Berlin	Berlin	grupo	alternativoj	prononco
level	unuafoje	for første gang	for the first time	grupo	alternativoj	prononco
level	asimili	å assimilere	to assimilate	grupo	alternativoj	prononco
level	preskribi	å foreskrive, å fastsette	to prescribe, to stipulate	grupo	alternativoj	prononco
level	belgo	en belgisk	a Belgian	grupo	alternativoj	prononco
level	koncepto	et konsept	a concept	grupo	alternativoj	prononco
level	jubileo	et jubileum	a jubilee	grupo	alternativoj	prononco
level	Brazilo	Brasil	Brazil	grupo	alternativoj	prononco
level	sociala	sosial	social	grupo	alternativoj	prononco
level	perlo	en perle	a pearl	grupo	alternativoj	prononco
level	kvarfoje	fire ganger	four times	grupo	alternativoj	prononco
level	aresti	å arrestere	to arrest	grupo	alternativoj	prononco
level	Alpoj	Alpene	Alps	grupo	alternativoj	prononco
level	eliri	å forlate, å gå ut, å gå ut	to leave, to go out, to exit	grupo	alternativoj	prononco
level	enveni	å komme inn, å gå inn	to come in, to enter	grupo	alternativoj	prononco
level	hodiaŭa	av i dag, i dag, nåtid	of today, present-day, present	grupo	alternativoj	prononco
level	balo	et ball, en dans	a ball, a dance	grupo	alternativoj	prononco
level	plasto	en plastikk	a plastic	grupo	alternativoj	prononco
level	fakultato	fakultet, et fakultet	faculty, a faculty	grupo	alternativoj	prononco
level	forĵeti	å kaste, å kaste	to throw away, to discard	grupo	alternativoj	prononco
level	japano	en japansk person	a Japanese person	grupo	alternativoj	prononco
level	forlasi	å forlate, å forlate, å neglisjere, å slutte	to leave, to abandon, to neglect, to quit	grupo	alternativoj	prononco
level	civito	borgerskap, politikk, bystat	citizenry, polity, city state	grupo	alternativoj	prononco
level	foresto	fravær	absence	grupo	alternativoj	prononco
level	sekura	sikker, trygg	secure, safe	grupo	alternativoj	prononco
level	Anglio	England	England	grupo	alternativoj	prononco
level	Britio	Storbritannia	United Kingdom	grupo	alternativoj	prononco
level	brita	britisk	British	grupo	alternativoj	prononco
level	Aŭstrio	Østerrike	Austria	grupo	alternativoj	prononco
level	mallonga	kort, kort	short, brief	grupo	alternativoj	prononco
level	delegacio	delegasjon, en delegasjon	delegation, a delegation	grupo	alternativoj	prononco
level	biblio	bibel	Bible	grupo	alternativoj	prononco
level	magio	en magi	a magic	grupo	alternativoj	prononco
level	provinco	en provins	a province	grupo	alternativoj	prononco
level	sonori	å ringe, å klire	to ring, to clang	grupo	alternativoj	prononco
level	milito	en krig	a war	grupo	alternativoj	prononco
level	lado	platemetall, tinn, tinnplate	sheet metal, tin, tin plate	grupo	alternativoj	prononco
level	kelnerino	en servitør, en barmid	a waitress, a barmid	grupo	alternativoj	prononco
level	aludi	å hentyde, å hinte	to allude, to hint	grupo	alternativoj	prononco
level	okazo	en anledning, en hendelse, en sak, en hendelse	an occasion, a happening, a case, an event	grupo	alternativoj	prononco
level	Italio	Italia	Italy	grupo	alternativoj	prononco
level	he!	eh! Hei!	eh! hey!	grupo	alternativoj	prononco
level	disponi	å ha til rådighet	to have at one's disposal	grupo	alternativoj	prononco
level	indonezio	Indonesia	Indonesia	grupo	alternativoj	prononco
level	duŝi	å dusje	to shower	grupo	alternativoj	prononco
level	cenzuro	en sensur, sensur	a censorship, censor	grupo	alternativoj	prononco
level	Hindio	India (=Barato)	India (=Barato)	grupo	alternativoj	prononco
level	baloti	å stemme	to vote	grupo	alternativoj	prononco
level	noktomezo	en midnatt	a midnight	grupo	alternativoj	prononco
level	travojaĝi	å reise gjennom ~	to tour through ~	grupo	alternativoj	prononco
level	tranokti	å passere en natt gjennom, å tilbringe en natt	to pass a night through, to spend a night	grupo	alternativoj	prononco
level	matematiko	matematikk	mathematics	grupo	alternativoj	prononco
level	revolucii	å revolusjonere	to revolutionize	grupo	alternativoj	prononco
level	tralegi	å lese gjennom, å bla	to read through, to browse	grupo	alternativoj	prononco
level	kamelio	en kamelia	a camellia	grupo	alternativoj	prononco
level	Germanio	Tyskland	Germany	grupo	alternativoj	prononco
level	traleginte	etter å ha lest gjennom	after reading through	grupo	alternativoj	prononco
level	ĉinio	Kina	China	grupo	alternativoj	prononco
level	viktimo	et offer	a victim	grupo	alternativoj	prononco
level	ĉina	kinesisk	Chinese	grupo	alternativoj	prononco
level	alkutimiĝi	å bli vant til, å få en vane	to become accustomed to, to get a habbit	grupo	alternativoj	prononco
level	naskiĝi	å bli født	to be born	grupo	alternativoj	prononco
level	aŭditorio	et auditorium	an auditorium	grupo	alternativoj	prononco
level	gramatiko	grammatikk	grammar	grupo	alternativoj	prononco
level	planedo	en planet	a planet	grupo	alternativoj	prononco
level	evento	en hendelse	an event	grupo	alternativoj	prononco
level	glori	å prise, prise, prise	to glorify, to laud, to praise	grupo	alternativoj	prononco
level	festo	en fest, en fest, en festival	a feast, a party, a festival	grupo	alternativoj	prononco
level	ĉeĥoslovakio	Tsjekkoslovakia	Czechoslovakia	grupo	alternativoj	prononco
level	fonografo	en sylinderfonograf	a cylinder phonograph	grupo	alternativoj	prononco
level	grumbli	å knurre, å knurre	to grumble, to growl	grupo	alternativoj	prononco
level	furioza	rasende, rasende	furious, raging	grupo	alternativoj	prononco
level	naskiĝfesto	et bursdagsselskap	a birthday party	grupo	alternativoj	prononco
level	temi	å referere til, temaet er, å håndtere, å handle om	to refer to, the theme is, to deal with, to be about	grupo	alternativoj	prononco
level	roso	en dugg	a dew	grupo	alternativoj	prononco
level	Francio	Frankrike	France	grupo	alternativoj	prononco
level	guti	å slippe, å dryppe	to drop, to drip	grupo	alternativoj	prononco
level	Kolumbo	Columbus	Columbus	grupo	alternativoj	prononco
level	kotleto	kotelett, en kotelett, hogge	cutlet, a cutlet, chop	grupo	alternativoj	prononco
level	avokado	en avokado (frukt)	an avocado (fruit)	grupo	alternativoj	prononco
level	individuo	et individ	an individual	grupo	alternativoj	prononco
level	pagodo	en pagode	a pagoda	grupo	alternativoj	prononco
level	Kolombio	Colombia	Colombia	grupo	alternativoj	prononco
level	cerealo	korn	cereal	grupo	alternativoj	prononco
level	gesinjoroj	damer og herrer	ladies and gentlemen	grupo	alternativoj	prononco
level	fenomeno	et fenomen	a phenomenon	grupo	alternativoj	prononco
level	palpebro	et øyelokk	an eyelid	grupo	alternativoj	prononco
level	ŝako	sjakk	chess	grupo	alternativoj	prononco
level	televidkanalo	en TV-kanal	a TV channel	grupo	alternativoj	prononco
level	ruino	en ruin	a ruin	grupo	alternativoj	prononco
level	paliso	en stolpe, en øl, en innsats	a post, a ale, a stake	grupo	alternativoj	prononco
level	elemento	et element	an element	grupo	alternativoj	prononco
level	absurda	absurd	absurd	grupo	alternativoj	prononco
level	kaverno	en hule, en hule	a cavern, a cave	grupo	alternativoj	prononco
level	Portugalio	Portugal	Portugal	grupo	alternativoj	prononco
level	portugalo	en portugisisk	a Portuguese	grupo	alternativoj	prononco
level	teritorio	et territorium	a territory	grupo	alternativoj	prononco
level	Polio	polio	polio	grupo	alternativoj	prononco
level	d-ro	Dr.	Dr.	grupo	alternativoj	prononco
level	stipendio	et stipend, et stipend, et stipend	a stipend, a bursary, a scholarship	grupo	alternativoj	prononco
level	impeti	å være heftig, å bli tilskyndet, å stikke	to be impetuous, to be impelled, to dash	grupo	alternativoj	prononco
level	pola	Pusse	Polish	grupo	alternativoj	prononco
level	kompliki	å komplisere	to complicate	grupo	alternativoj	prononco
level	franca	fransk	French	grupo	alternativoj	prononco
level	konkurso	en konkurranse, konkurranse	a contest, competition	grupo	alternativoj	prononco
level	grinci	å knirke, å knirke, å gnage, å rive	to squeak, to creak, to gnash, to grate	grupo	alternativoj	prononco
level	Finnlando	Finland	Finland	grupo	alternativoj	prononco
level	prof-o	Prof.	Prof.	grupo	alternativoj	prononco
level	profeto	en profet	a prophet	grupo	alternativoj	prononco
level	originalo	en original	an original	grupo	alternativoj	prononco
level	tragika	tragisk	tragic	grupo	alternativoj	prononco
level	Koreio	Korea	Korea	grupo	alternativoj	prononco
level	ne ~ sed ~	ikke ~ men ~	not ~ but ~	grupo	alternativoj	prononco
level	koree	på koreansk	in Korean	grupo	alternativoj	prononco
level	korea	koreansk	Korean	grupo	alternativoj	prononco
level	nek ~ nek ~	verken ~ eller ~	neither ~ nor ~	grupo	alternativoj	prononco
level	ateismo	ateisme	atheism	grupo	alternativoj	prononco
level	ne nur ~ sed ankaŭ ~	ikke bare ~ men også ~	not only ~ but also ~	grupo	alternativoj	prononco
level	koreo	en koreaner	a Korean	grupo	alternativoj	prononco
level	Hungario	Ungarn	Hungary	grupo	alternativoj	prononco
level	piloto	en pilot	a pilot	grupo	alternativoj	prononco
level	aŭ ~ aŭ ~	enten ~ eller ~	either ~ or ~	grupo	alternativoj	prononco
level	Hago	Haag	The Hague	grupo	alternativoj	prononco
level	situo	et sted, et sted	a site, a location	grupo	alternativoj	prononco
level	por ke ~	slik at ~	so that ~	grupo	alternativoj	prononco
level	interpreti	å tolke	to interpret	grupo	alternativoj	prononco
level	kaŭzi	å forårsake, å gi opphav til	to cause, to give rise to	grupo	alternativoj	prononco
level	centralizi	å sentralisere	to centralize	grupo	alternativoj	prononco
level	mastrumi	å administrere, å holde (et hus)	to manage, to keep (a house)	grupo	alternativoj	prononco
level	substanco	et stoff, materie	a substance, matter	grupo	alternativoj	prononco
level	pasporta servo	en passtjeneste (Esperanto CouchSerfing)	a passport service (Esperanto CouchSerfing)	grupo	alternativoj	prononco
level	aŭstro	en østerriker	an Austrian	grupo	alternativoj	prononco
level	Amazono	Amazon	Amazon	grupo	alternativoj	prononco
level	pioĉo	en mattock, en hakke	a mattock, a pickaxe	grupo	alternativoj	prononco
level	lenso	en linse	a lens	grupo	alternativoj	prononco
level	generacio	en generasjon	a generation	grupo	alternativoj	prononco
level	falĉi	å klippe, å klippe, å ljå	to mow, to cut, to scythe	grupo	alternativoj	prononco
level	efektive	faktisk, faktisk	actually, in fact	grupo	alternativoj	prononco
level	portisto	en portør	a porter	grupo	alternativoj	prononco
level	dogano	toll	customs	grupo	alternativoj	prononco
level	raketo	en fakkel, en rakett	a flare, a rocket	grupo	alternativoj	prononco
level	eksportisto	en eksportør	an exporter	grupo	alternativoj	prononco
level	garaĝo	en garasje (=aŭtejo)	a garage (=aŭtejo)	grupo	alternativoj	prononco
level	indiki	å indikere	to indicate	grupo	alternativoj	prononco
level	Bjalistoko	Bialystok	Bialystok	grupo	alternativoj	prononco
level	importisto	en importør	an importer	grupo	alternativoj	prononco
level	vipo	en pisk	a whip	grupo	alternativoj	prononco
level	kanalo	en kanal, en kanal	a canal, a channel	grupo	alternativoj	prononco
level	raŭka	husky, hes, hes	husky, hoarse, raucous	grupo	alternativoj	prononco
level	indekso	en indeks	an index	grupo	alternativoj	prononco
level	feminismo	feminisme	feminism	grupo	alternativoj	prononco
level	atomo	et atom	an atom	grupo	alternativoj	prononco
level	pilo	en haug (elektrisk), en battericelle	a pile (electric), a battery cell	grupo	alternativoj	prononco
level	abstrakta	abstrakt	abstract	grupo	alternativoj	prononco
level	prelego	et foredrag, et foredrag	a lecture, a talk	grupo	alternativoj	prononco
level	medicino	medisin	medicine	grupo	alternativoj	prononco
level	hepato	en lever	a liver	grupo	alternativoj	prononco
level	marvirino	en havfrue	a mermaid	grupo	alternativoj	prononco
level	demenculo	en demenspasient	a dementia patient	grupo	alternativoj	prononco
level	finalo	en finale, et sluttspill, en finale	a final, a play-off, a finale	grupo	alternativoj	prononco
level	ŝatokupo	en hobby (=hobio)	a hobby (=hobio)	grupo	alternativoj	prononco
level	diplomato	en diplomat	a diplomat	grupo	alternativoj	prononco
level	eskimo	Eskimo	Eskimo	grupo	alternativoj	prononco
level	tinti	å klirre, å klirre	to tinkle, to jingle	grupo	alternativoj	prononco
level	Everesto	Everest	Everest	grupo	alternativoj	prononco
level	abrupte	brått	abruptly	grupo	alternativoj	prononco
level	intima	intim, cose	intimate, cose	grupo	alternativoj	prononco
level	figo	en fig	a fig	grupo	alternativoj	prononco
level	egale	like, like	equally, alike	grupo	alternativoj	prononco
level	fosilio	et fossil	a fossil	grupo	alternativoj	prononco
level	moralo	moral	morals	grupo	alternativoj	prononco
level	barbiro	en frisør	a barber	grupo	alternativoj	prononco
level	bapti	å døpe	to baptize	grupo	alternativoj	prononco
level	regalo	en godbit	a treat	grupo	alternativoj	prononco
level	hispano	en spansk person	a Spanish person	grupo	alternativoj	prononco
level	trikoto	et strikket stoff, strikkevarer	a knit fabric, knitwear	grupo	alternativoj	prononco
level	antaŭnomo	et fornavn	a first name	grupo	alternativoj	prononco
level	plumnomo	et pennenavn	a pen name	grupo	alternativoj	prononco
level	heredaĵo	en arv, arv	a heritage, inheritance	grupo	alternativoj	prononco
level	ĉifi	å krølle, krølle, krølle	to crumple, to wrincle, to crinkle	grupo	alternativoj	prononco
level	indiano	en indianer	an Indian	grupo	alternativoj	prononco
level	tosto	en skål (tale om drikke)	a toast (speech of drink)	grupo	alternativoj	prononco
level	strebi	å strebe etter	to strive for	grupo	alternativoj	prononco
level	deci	å befete, å være passende, å være passende	to befet, to be fitting, to be appropriate	grupo	alternativoj	prononco
level	burĝono	en knopp, en spire	a bud, a burgeon	grupo	alternativoj	prononco
level	klifo	en klippe	a cliff	grupo	alternativoj	prononco
level	klimatizilo	et klimaanlegg	a air conditioner	grupo	alternativoj	prononco
level	konstitucio	grunnlov	constitution	grupo	alternativoj	prononco
level	kerno	en kjerne, en kjerne	a core, a kernel	grupo	alternativoj	prononco
level	feo	en fe, en fe, en ånd	a fairy, a fay, a spirit	grupo	alternativoj	prononco
level	idealismo	idealisme	idealism	grupo	alternativoj	prononco
level	paŝo	et skritt, et tempo	a step, a pace	grupo	alternativoj	prononco
level	varti	å passe på, å pleie	to look after, to nurse	grupo	alternativoj	prononco
level	kandidato	en kandidat, en søker	a candidate, an applicant	grupo	alternativoj	prononco
level	pasinta	bestått, sist, forbi	passed, last, past	grupo	alternativoj	prononco
level	rezulto	et resultat	a result	grupo	alternativoj	prononco
level	gondolo	en gondol	a gondola	grupo	alternativoj	prononco
level	bis	en gang til! ekstranummer! en gang til!	again! encore! one more time!	grupo	alternativoj	prononco
level	komercisto	en kjøpmann, en handelsmann	a merchant, a trader	grupo	alternativoj	prononco
level	aloo	en aloe	an aloe	grupo	alternativoj	prononco
level	prosperi	å blomstre, å være vellykket	to prosper, to be successful	grupo	alternativoj	prononco
level	ekonomia	økonomisk	economic	grupo	alternativoj	prononco
level	relativa	slektning	relative	grupo	alternativoj	prononco
level	baleno	en hval	a whale	grupo	alternativoj	prononco
level	klasika	klassisk, klassisk	classical, classic	grupo	alternativoj	prononco
level	necesi	å være nødvendig, å behøve	to be necessary, to behove	grupo	alternativoj	prononco
level	konsentite!	har avtalt! avtale!	having agreed! deal!	grupo	alternativoj	prononco
level	susuri	å rasle, å suse, å suste	to rustle, to swish, to sough	grupo	alternativoj	prononco
level	iniciati	å sette i gang	to initiate	grupo	alternativoj	prononco
level	muelilo	en mølle, en kvern	a mill, a grinder	grupo	alternativoj	prononco
level	matenmanĝo	frokost, en frokost	breakfast, a breakfast	grupo	alternativoj	prononco
level	tragedio	en tragedie	a tragedy	grupo	alternativoj	prononco
level	izoli	å isolere, isolere, isolere	to isolate, to insulate, to seclude	grupo	alternativoj	prononco
level	matenmanĝi	å spise frokost, å spise frokost	to have breakfast, to eat breakfast	grupo	alternativoj	prononco
level	reĝimo	et regime	a regime	grupo	alternativoj	prononco
level	esperantisto	en esperantist	an Esperantist	grupo	alternativoj	prononco
level	vespermanĝi	å spise middag, å spise middag	to have dinner, to eat dinner	grupo	alternativoj	prononco
level	pramo	en ferge, en pontong	a ferry, a pontoon	grupo	alternativoj	prononco
level	monumento	et monument	a monument	grupo	alternativoj	prononco
level	interkona vespero	en introduksjonskveld	an introductory evening	grupo	alternativoj	prononco
level	batato	en søtpotet	a sweet potato	grupo	alternativoj	prononco
level	humana	human, humanitær	humane, humanitarian	grupo	alternativoj	prononco
level	ekspluati	å utnytte, å utnytte, å utnytte urettferdig	to exploit, to utilize, to take unfair advantage of	grupo	alternativoj	prononco
level	sufero	lidelse, en lidelse	suffering, a suffer	grupo	alternativoj	prononco
level	solena	høytidelig, seremoniell	solemn, ceremonious	grupo	alternativoj	prononco
level	Roterdamo	Rotterdam	Rotterdam	grupo	alternativoj	prononco
level	racio	fornuft, rasjonalitet, logisk resonnement	reason, rationality, logical reasoning	grupo	alternativoj	prononco
level	dokumento	et dokument	a document	grupo	alternativoj	prononco
level	salikoko	en reke	a shrimp	grupo	alternativoj	prononco
level	trejni	å trene, å trene	to train, to coach	grupo	alternativoj	prononco
level	tagmeze	midt på dagen	at noon	grupo	alternativoj	prononco
level	sinbano	bading, svømming	bathing, swimming	grupo	alternativoj	prononco
level	skajpo	Skype	Skype	grupo	alternativoj	prononco
level	maso	masse, klump	mass, lump	grupo	alternativoj	prononco
level	dando	en dandy, en fashionista	a dandy, a fashionista	grupo	alternativoj	prononco
level	labortago	en arbeidsdag	a working day	grupo	alternativoj	prononco
level	Argentino	Argentina	Argentina	grupo	alternativoj	prononco
level	paralelo	en parallell	a parallel	grupo	alternativoj	prononco
level	aeroplano	et fly, et fly	an airplane, an aeroplane	grupo	alternativoj	prononco
level	pipro	en pepper, en sort pepper	a pepper, a black pepper	grupo	alternativoj	prononco
level	surtuto	en overfrakk	an overcoat	grupo	alternativoj	prononco
level	somera solstico	Sommersolverv	summer solstice	grupo	alternativoj	prononco
level	rendevuo	en avtale, et møte, en date	an appointment, a rendezvous, a date	grupo	alternativoj	prononco
level	vintra solstico	vintersolverv	winter solstice	grupo	alternativoj	prononco
level	papo	Pave	Pope	grupo	alternativoj	prononco
level	ferioj	ferie, ferie	holidays, vacation	grupo	alternativoj	prononco
level	tufo	en tue	a tuft	grupo	alternativoj	prononco
level	ĉerizfloro	en kirsebærblomst	a cherry blossom	grupo	alternativoj	prononco
level	pirato	en pirat	a pirate	grupo	alternativoj	prononco
level	tendenco	en tendens, en trend	a tendency, a trend	grupo	alternativoj	prononco
level	someraj ferioj	sommerferien	summer holidays	grupo	alternativoj	prononco
level	Mediteraneo	Middelhavet	Mediterranean	grupo	alternativoj	prononco
level	pensiono	et gjestehus, et pensjonat	a guest house, a boarding house	grupo	alternativoj	prononco
level	vintraj ferioj	vinterferie	winter holidays	grupo	alternativoj	prononco
level	kahelo	en flis	a tile	grupo	alternativoj	prononco
level	harmonio	en harmoni, en enighet	an harmony, an accord	grupo	alternativoj	prononco
level	kompetenta	kompetent, dyktig	competent, capable	grupo	alternativoj	prononco
level	demokratio	et demokrati	a democracy	grupo	alternativoj	prononco
level	paradizo	et paradis, himmelen	a paradise, Heaven	grupo	alternativoj	prononco
level	albano	en albaner	an Albanian	grupo	alternativoj	prononco
level	akcesoro	et tilbehør	an accessary	grupo	alternativoj	prononco
level	kupono	en kupong, en sub	a coupon, a sub	grupo	alternativoj	prononco
