A.ro content.tsv
Level	Esperanto	ro	en-us	Grupo	Alternativoj	Pronoco
level	rapidege kun la libroj en la mano	foarte repede cu cărțile în mână	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	mai târziu a alergat și a sărit	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	a alergat și a sărit	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	de-a lungul străzii	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	oamenii se uitau la el	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	s-a uitat la el și a spus	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	înțelept și prost	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	ce băiat prost!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	era în fața unei școli	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	curând	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	era în fața lui ~	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	a merge si a intra	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	a vrut să intre	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	a intra in scoala	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	dar totusi	but however	grupo	alternativoj	prononco
level	sed li ne povis	dar nu putea	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	a închide și a închis	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	a fost inchis	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	nici ~ nici ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	nici profesor, nici studenți bărbați și femei	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	nu am văzut nici profesor, nici studenți	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	a sta, a se aseza	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	m-am așezat (s-a așezat)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	s-a aşezat	he got seated	grupo	alternativoj	prononco
level	kaj pensis	si gandit	and thought	grupo	alternativoj	prononco
level	kio okazis?	ce s-a întâmplat?	what did happen?	grupo	alternativoj	prononco
level	diable	la îngrozitor (ca un diavol)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	la dracu	dam it	grupo	alternativoj	prononco
level	memoras	îşi aminteşte	remembers	grupo	alternativoj	prononco
level	nun mi memoras	acum îmi amintesc	now I remember	grupo	alternativoj	prononco
level	dimanĉo	duminică	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	azi este ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	Astăzi este duminică	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	a dormi și a intra în somn	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	un soare și o lună	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	brusc și brusc	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	oprit! (a începe)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	a sari si a sarit	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	întotdeauna devreme	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	azi a pus si a fugit	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	un lucru care nu îmbătrânește	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	alerga alături de oameni înțelepți	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	cât de curând posibil	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	ce băiat, ce fată	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	nici gândit, nici memorat	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	un diavol aştepta apă duminică	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	un moment atât de mic	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	chiar și un moment atât de mic merită	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	a strigat până noaptea	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	a pus deoparte poșta din mână	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	a râs singur, punând deoparte posta	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	nici el, nici ea nu râdeau	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	ea nici nu a râs, nici nu a răspuns	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	nu stă nici nu se uită	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	nu am vazut niciodata	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	Nu voi spune niciodată nimănui	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	nu spune nimănui	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	nu voi spune niciodată	I will never say	grupo	alternativoj	prononco
level	mem	pentru sine (de unul singur)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	Am făcut-o singur	I did it myself	grupo	alternativoj	prononco
level	faris tion	a făcut-o (a făcut)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	a făcut-o singur (a făcut-o singur)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	ne vedem (din nou), ne vedem (din nou)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	pana cand! (La revedere!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	să încep să vorbească	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	a început să spună, a început să vorbească în cele din urmă	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	a băut foarte repede	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	am băut dimineața	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	să vină devreme	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	să vină la școală	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	a veni devreme la ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	nu am auzit vești	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	nu am auzit încă	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	Nu am auzit încă	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	in acel moment	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	în clipa aceea a plâns	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	un băiat, care nu iubește	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	baieti si fete	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	alți băieți și fete	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	nu iubește alți băieți și fete	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	nici prieteni, nici prietene	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	nu are nici bani, nici timp	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	cine avea cartea?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	cartea pe care ai așteptat-o	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	asta, pe care l-ai așteptat mai bine de 2 ani	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	vrei asta?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	vrei asta ~?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	cea mai dragă	dearest	grupo	alternativoj	prononco
level	plej kara foto	cea mai dragă fotografie	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	cea mai dragă fotografie a mea	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	de unde ai cumparat ~?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	îmbrăcămintea aceea	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	acea îmbrăcăminte (obiectiv)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	a cumparat acea tinuta	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	vei merge acolo	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	unde mergi?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	zi insorita	sunny day	grupo	alternativoj	prononco
level	estos suna tago	va fi o zi însorită	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	dacă va fi o zi însorită	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	fratele tău a început deja	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	a început fratele tău?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	unde este apa	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	a aduce apa	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	chiar tu ai adus	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	apa, pe care tu însuți ai adus-o	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	era foarte linistit	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	azi mama era ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	am venit din ~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	din scoala	out of the school	grupo	alternativoj	prononco
level	raportis al ~	raportat la ~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	și i-a raportat	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	a raportat că ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	a raportat că voi primi	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	Voi lua o notă proastă	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	ea a spus că ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	trebuie să faci ~ să lucreze	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	Mai mult	more	grupo	alternativoj	prononco
level	pli multe laborigi	pentru a face munca mai mult	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	pentru a-ți face capul să funcționeze	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	cate note proaste	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	ai atât de multe note proaste	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	a fost trist	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	în camera ta	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	intră în camera ta	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	du-te si invata	go and learn	grupo	alternativoj	prononco
level	mi sidis	am stat	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	in camera mea	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	a stat în camera mea	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	nici să înveți, nici să nu citești	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	dar nu puteam nici să învăț, nici să citesc	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	gandurile mele	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	la un joc	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	joc cu prietenii mei	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	la sport	at sport	grupo	alternativoj	prononco
level	al mi mem	pentru mine	to myself	grupo	alternativoj	prononco
level	diris al mi mem	mi-am spus	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	Atât de prost	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	sunt asa de prost?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	deși am învățat multe	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	a intrat mama	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	cuvintele mele	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	și mi-a auzit cuvintele	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	răspunse ea imediat	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	nu, dragul meu	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	nu esti prost	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	problema este că ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	că trebuie să înveți	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	trebuie să învețe mult mai multe	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	atunci nu vei avea	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	note proaste	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	va avea doar note proaste	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	tot acum	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	Eu nu le am	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	Am o nota buna	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	despre muzica	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	o notă bună despre muzică	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	mama a izbucnit deodată în râs	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	care a înfrumusețat ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	Ziua mea	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	mi-a făcut ziua	made my day	grupo	alternativoj	prononco
level	sed tamen restis	dar tot a rămas	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	dar problema a ramas totusi	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	un kilogram de ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	un kilogram de zahar	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	un pahar de ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	un pahar de apă	a glass of water	grupo	alternativoj	prononco
level	multe da ~	o mulţime de ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	multe idei	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	a se abtine	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	a rezolvat totul	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	predat lui	handed over to him	grupo	alternativoj	prononco
level	mi petas	intreb	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	un pahar de cafea	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	si niste apa	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	As dori un pahar de cafea	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	Aș dori o ceașcă de ceai	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	a-l răni	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	îl durea capul	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	s-a îmbolnăvit	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	ii place sa fie frumoasa	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	și-a înfrumusețat fața	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	băiatului îi place să fie drăguț	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	de aceea ea l-a înfrumusețat	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	dupa pranz	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	pentru a curata bucataria	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	cine va curata bucataria?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	vrea să bea	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	ce vrei să bei	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	a bea ceai	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	putina apa	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	nu vrei nimic?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	Atat de repede	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	de ce te-ai hotarat ~?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	de ce te-ai hotărât ~ atât de brusc?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	camera dvs	your room	grupo	alternativoj	prononco
level	via ĉambreto	camera ta mica	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	spre odaia ta	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	pentru a-ți renova camera mică	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	a decis să-ți renoveze micuța cameră	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	la care	to whom	grupo	alternativoj	prononco
level	vi donis ~	ai dat ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	cui i-ai dat ~ ?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	ochelari curați	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	ai dat ochelarii curați	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	paharele curate pentru vin	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	împotriva cui	against whom	grupo	alternativoj	prononco
level	via sportklubo	clubul tău sportiv	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	joacă împotriva lui ~	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	acum doua saptamani	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	împotriva cui a jucat clubul tău sportiv?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	vezi ~?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	vezi des ~?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	văd adesea polițistul	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	cel care locuieşte în ~	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	locuiește în locul de cazare	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	locuința deasupra ta	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	vede politistul care locuieste in ~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	planul de conducere	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	voia să călătorească	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	a călători în altă țară	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	in timpul liber	in free time	grupo	alternativoj	prononco
level	ili decidis iri	au decis să plece	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	a decis să plece în Italia	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	orase vechi	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	o țară cu orașe vechi	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	alte frumuseti	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	si alte frumuseti	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	o țară frumoasă cu orașe vechi și alte frumuseți	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	ei erau fericiti	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	unde este ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	unde sunt hainele mele	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	a întrebat ea ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	să nu uităm să aducem ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	să iau cartea cu tine	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	o carte pentru a învăța esperanto	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	a duce o carte pentru a învăța	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	putem începe ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	in tren	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	deja în tren	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	nu vom face nimic	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	Cu mașina	by car	grupo	alternativoj	prononco
level	ni veturos per ~	vom conduce pe ~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	va conduce o mașină	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	am un secret	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	unchiul meu bogat	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	dorinta mea	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	mi-a îndeplinit dorința	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	ne-a dat	gave us	grupo	alternativoj	prononco
level	sian aŭton	mașina lui	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	și ne-a dat mașina lui	and gave us his car	grupo	alternativoj	prononco
level	por uzo	pentru utilizare	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	stă înaintea ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	stă în fața casei	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	Trebuie să spun ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	nu spune nimic	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	sa stam jos	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	urcă în mașină	get in the car	grupo	alternativoj	prononco
level	veturi al ~	a conduce la ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	și conduc în Italia	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	stătea în mașină	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	de asemenea hainele	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ era în mașină	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	încă stătea și aștepta	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	dar a așteptat	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	de ce nu facem ~?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	de ce nu începem să conducem?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	am ~ si eu	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	ar conduce mașina	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	dar nu stiu ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	Nu am învățat niciodată asta	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	aș crede ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	daca as fi sanatos	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	as fi foarte fericit	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	de parcă ai fi bogat	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	stai acolo de parca ai fi un om bogat	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	presupusa scoala	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	ca un om bogat	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	stai acolo ca un om bogat	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	atat de multi bani	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	atâţia bani cât idei	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	dacă aș avea atâția bani	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	as calatori	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	in jurul lumii	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	în fiecare dicționar	in every dictionary	grupo	alternativoj	prononco
level	mankas io	ceva lipseste	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	lipsesc unele cuvinte	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	un om care a vorbit îndelung	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	la masa de luat masa	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	o persoană care spune va rămâne foame	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	tot spune la masa de mese	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	trebuia să fie atent la ~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	nu avea voie să ~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	avea voie să rămână	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	nu avea voie să stea mult	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	să stai afară în ploaie	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	de aceea a racit	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	are propria lui idee clară	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	dar va crede totul	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	Orice ai spune	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	de parcă ai fi soția lui	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	parintii tai	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	pentru a-ți face părinții fericiți	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	ce ai putea te rog ~?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	ce i-ar putea face pe părinții tăi cei mai fericiți?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	dupa invatare	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	cel putin dupa invatare	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	în centrul orașului	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	dacă ai merge cu mine	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	dacă ai merge cu mine în centru	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	unde ți-ar plăcea să călătorești?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	dacă ai avea ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	destui bani	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	dacă ai avea destui bani și temp	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	ai de gând să ~ ?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	plănuiește să călătorească la Paris	plans to travel to Paris	grupo	alternativoj	prononco
