B.my content.tsv
Level	Esperanto	my	en-us	Grupo	Alternativoj	Pronoco
level	mi ŝercas	နောက်တာပါ	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	မဟုတ်ဘူး၊ နောက်တာပါ။	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	ကြားရတာ စိတ်ဝင်စားစရာပါ။	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	ဘယ်လို ဆက်သွယ်ရမလဲ ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	ထိုကောင်းကင်တမန်များကို မည်သို့ဆက်သွယ်ရမည်နည်း။	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	အချို့သော IJK ဆုတောင်းခြင်းဖြင့် ဖြစ်နိုင်သည်။	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	ကြိုးစားပါ! အဆင်မပြေရင် သွားလို့ရပါတယ်။	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	နေ့လယ်စာစားပြီးနောက် &quot;ကောင်းကင်&quot; အခန်းကိုသင်သွားနိုင်သည်။	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	ကြီးမြတ်သောအစားအစာ၊ ထို့နောက်ကောင်းကင်ဘုံ	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	ကောင်းကင်တမန်တို့အား ရှေးဦးစွာ စားသောက်ပြီးမှ၊	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#REF	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	အစာနည်းနည်းလျော့ပြီးရင်	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Kabe က &quot;ကောင်းကင်&quot; အခန်းကိုသွားသည်	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	ဟယ်လို မင်းရဲ့ ပထမဆုံး IJK လား။	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	အိုကေတယ်နော်။ အရမ်းဝမ်းသာတယ်။ ငါက Jesi ပါ။	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	ဒါက ကျွန်တော့်ရဲ့ ဆဋ္ဌမမြောက် IJK ဖြစ်နေပါပြီ။	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	ဤတွင် မေးခွန်းအချို့ပါသော စာတမ်းတစ်ခုဖြစ်သည်။	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	မေးခွန်းများနှင့်အလုပ်များပါသောစာရွက်	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	ကွန်ဂရက်နှင့်ပတ်သက်သည့် မေးခွန်းများနှင့် လုပ်ငန်းတာဝန်အချို့	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	သင်သူတို့ကိုဖြေရှင်းရန်ကြိုးစားပါ။	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	အဲဒါတွေကို ကြိုးစားဖြေရှင်းဖို့ အကြံပြုချင်ပါတယ်။	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	ပိုလန်မှ Ana၊ ဂျာမနီမှ Boris နှင့် ဂျပန်နိုင်ငံမှ Natsuko တို့ ပါဝင်သည်။	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	အကူအညီလိုရင် ငါ့ကိုဖုန်းဆက်လိုက်ပါ။	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	နောက်ပိုင်းတွင် စာအုပ်ဝန်ဆောင်မှု	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	ဒါဆို ကောင်းကင်မှာ ဘယ်လိုနေလဲ။	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	တကယ့် နတ်သမီးတစ်ပါးနဲ့ တွေ့ခဲ့တယ်!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	ကောင်းကင်ဘုံ၊ ငါတကယ် နတ်သမီးတစ်ပါးနဲ့ တွေ့ခဲ့တယ်ထင်တယ်!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	သူမသည် အံ့သြစရာကောင်းလောက်အောင် လှပပြီး ကြင်နာတတ်ပါသည်။	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	အိုဘုရားရေ! သူမနာမည်ကဘာလဲ။	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	အို ငါမေ့နေပြီ!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	ပိုပိုပြီးမူးလာတယ်။	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	ဘားထဲမှာ Kabe က ပိုပိုပြီးမူးလာတယ်။	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	Bartender လည်း ပါလား။	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	ဘီယာတစ်ခွက်ပေးပါ	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	1 ယူရိုကုန်ကျသည်။	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	တခြားတစ်ခုခု လိုချင်သလား။	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	ကျေးဇူးတင်ပါတယ်၊ ဘီယာက ငါ့အတွက် လုံလောက်တယ်။	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	တကယ်လား? ဗော့ဒ်ကာ၊ လာဘမ်ဘာနဲ့ မိန်းမတွေကော။	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	ကောင်းပြီ၊	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	ပျော်စရာကောင်းသည်ဟုဆိုသည်။	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	ငါ labamba မကသေးဘူး၊ ဒါပေမယ့် ပျော်စရာကောင်းတယ်လို့ ပြောတယ်။	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	&quot;La Bamba&quot; သီချင်းမှာ လူတွေက ကတယ်။	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	လူတွေက စက်ဝိုင်းကြီးထဲမှာ ကတယ်။	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	ထိုစက်ဝိုင်းအတွင်း အခြားလူများက ကခုန်ကြသည်။	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	ဒါမှ အလုပ်ဖြစ်တယ်~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	လူတွေက စက်ဝိုင်းကြီးထဲမှာ ကပြနိုင်အောင် လုပ်တယ်။	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	စက်ဝိုင်းကြီးတစ်ခုနှင့် ထိုစက်ဝိုင်းအတွင်း ကခုန်သည်။	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	လူတွေက ကတယ်၊ တခြားလူတွေက ကတယ်။	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	ဝိုင်းထဲမှာ ကခုန်နေသူတွေ၊	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	ကခုန်တဲ့သူတွေက စက်ဝိုင်းထဲက dancer ကို ရွေးတယ်။	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	အကသမားကို ရွေးပြီး နမ်းသည်။	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	သူမ သို့မဟုတ် သူ့ကို ပါးပြင်ပေါ်တွင် သုံးကြိမ် နမ်းသည်။	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	အကသမားကို ရွေးပြီး ပါးပြင်ကို နမ်းသည်။	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	အဝိုင်းထဲက dancer ကို ရွေးပြီး နမ်းတယ်။	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	ပြီးရင် နေရာတွေပြောင်းတယ်။	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	နမ်းတဲ့လူ၊ နမ်းတဲ့သူ၊ နမ်းမယ့်သူ၊ နမ်းမယ့်သူ	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	နမ်းသောသူသည် နမ်းမည့်သူ ဖြစ်လာ၏။	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	အဲဒီအကသမားတွေက ရွေးပြီးတော့ နေရာတွေပြောင်းတယ်။	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	နမ်းတဲ့သူက အခုနမ်းမယ့်လူ	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	အရမ်းလွယ်တယ်မဟုတ်လား	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	ကောင်းပြီ၊ ငါမျှော်လင့်ပါတယ် ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	လက်တွေ့မှာ ပိုလွယ်တယ်။	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	ပိုလွယ်မယ်လို့ မျှော်လင့်ပါတယ်။	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	လက်တွေ့မှာ ပိုလွယ်တယ်။	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	ငါတစ်ချိန်ချိန်ကြိုးစားမယ်။	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	ဒါပေမယ့် ပထမဆုံး ဘီယာ။	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	တစ်နေ့တော့ စမ်းကြည့်မယ် ဒါပေမယ့် ဘီယာအရင်သောက်။	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	ထက်မြက်သောကောင်လေး	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	လူတိုင်းနီးပါးသိတဲ့မင်း	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	ဒီမှာလူတိုင်းနီးပါးသိတယ်။	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	ကောင်မလေးက ဘယ်သူလဲ သိလား	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	ညှိနှိုင်းပေးသော မိန်းကလေး	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	အုပ်ထိန်းသူ နတ်သမီး' ကို ညှိနှိုင်းပေးသော မိန်းကလေး၊	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	Jesi ကို တွေးနေပုံရသည်။	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	ဟုတ်တယ်၊ မှန်တယ်!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	ကြားဖူးတာကို မှတ်မိတယ်။	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	အခုမှ မှတ်မိတယ်~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	သူ့နာမည်ကြားဖူးတာကို သတိရပါ။	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	ကျွန်တော့်ထင်မြင်ချက်အရ	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	သူမသည် ထူးဆန်းသောလူတစ်ယောက်ဖြစ်သည်။	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	ကျွန်တော့်အမြင်အရတော့ သူက ထူးဆန်းတဲ့လူတစ်ယောက်ပါ။	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	ဘီယာလုံးဝမသောက်ဘူး။	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	အသားမစား	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	ထင်ပါတယ် ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	သူမရဲ့ တစ်ခုတည်းသော စိတ်ဝင်စားမှုက ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	တစ်ခုတည်းသောစိတ်ဝင်စားမှုသည် Esperanto လှုပ်ရှားမှုဖြစ်သည်။	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	သူမ၏ တစ်ခုတည်းသော စိတ်ဝင်စားမှုသည် အက်စပရန်တိုဟု ထင်ရသည်။	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	ဒါပေမယ့် သူမ အရမ်းလှတယ်။	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	အလွန်လှပပြီးကြင်နာသည်။	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	အရမ်းသဘောကောင်းပြီး သဘောထားကြီးတယ်။	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	ဖြစ်နိုင်တယ်။	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	ဒါနဲ့ပတ်သက်ပြီး မင်းမှန်တယ်။	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	ဘားထဲမှာ တခါမှ မရှိသလောက်ပါပဲ။	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	သူမဟာ ဘယ်တော့မှ မရိုးပါဘူး ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	သူမကို မကြာခဏ မတွေ့ရ။	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	မကြာခဏ မဆုံဖြစ်ဘူး။	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	ဒါကြောင့် မကြာခဏ သူမနဲ့ မဆုံဖြစ်ဘူး။	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	အဲလိုလူတွေအကြောင်း လေချွန်တယ်။	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	တကယ်တော့ ငါ လုံးဝ လေချွန်နေတယ်။	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	နားလည်ပါတယ်~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	တကယ့် bartender တစ်ယောက်က ပြောပုံက ဒီလိုပါ။	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	ဒါမှ မင်းကျန်းမာရေးအတွက် မှန်တယ်။	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	သင့်ကျန်းမာရေးအတွက်! အို၊ ဘီယာကောင်း	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	ဟုတ်ပါတယ်၊ ငါက အဲဒါကို ရွေးခဲ့တာ	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	မင်းမှာအကြံရှိလား။	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	ဒီလိုထူးဆန်းတဲ့မိန်းကလေးကို ဘယ်မှာရှာတွေ့နိုင်မလဲ။	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	ထူးဆန်းသော်လည်း အလွန်လှပသော မိန်းကလေးကို ရှာတွေ့ရန်	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	ဘယ်မှာတွေ့နိုင်မလဲဆိုတဲ့ အတွေး	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	~ ဘယ်မှာရှာရမယ်ဆိုတာ စိတ်ကူးရှိတယ်။	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	သေချာတာကတော့ လက်ဖက်ရည်ဆိုင် (Owlery)၊	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	အဲဒီလိုလူတွေက အမြဲထိုင်နေကြတယ်။	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	လက်ဖက်ရည်ဆိုင်မှာ အဆက်မပြတ် ထိုင်သောက်နေတယ်။	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	ဘယ်လောက် ပျင်းစရာကောင်းတဲ့ ဘဝလဲ။	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	လက်ဖက်ရည်ဆိုင် (Owlery) သည် တိတ်ဆိတ်သော နေရာတစ်ခုဖြစ်သည်။	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	လက်ဖက်ရည်သောက်လို့ရတဲ့ တိတ်ဆိတ်တဲ့နေရာ	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	လက်ဖက်ရည်သောက်၊ စကားစမြည်ပြော၊ တိတ်တိတ်ဆိတ်ဆိတ် သီချင်းနားထောင်ပါ။	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	တိတ်တိတ်ဆိတ်ဆိတ် သီချင်းနားထောင်တာမျိုးပေါ့။	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	စင်္ကြံအဆုံးမှာ တွေ့လိမ့်မယ်။	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	ဘားအပြင်ဘက်က စင်္ကြံအဆုံးမှာ	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	မင်း ဘီယာ မသယ်နိုင်ဘူး။	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	မင်းရဲ့ဘီယာကိုအဲဒီမှာယူပါ။	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	ဒါပေမယ့် မင်းရဲ့ ဘီယာကို အဲဒီနေရာမှာ မယူနိုင်ဘူး။	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	တကယ့်ကို ဇီးကွက်တွေအတွက် နေရာတစ်ခုပါ။	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	dance floor ကိုအရင်သွားပါ။	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	ငါအရင်သွားသင့်တယ်။	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	ငါအရင်ဆုံး dance floor ကိုသွားခွင့်ပြုပါ။	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	နောက်လူ!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	မင်းဘာလိုချင်လဲ ချစ်သူ	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	နေရာလွတ်ရှိပါသလား။	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	ဒါအသေအချာပဲ	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	အရမ်းကောင်းတယ်ဗျ။	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	ဒီမှာလက်ဖက်ရည်ဆိုင်(owlery)၊	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	ငြိမ်သက်မှုတစ်ခုလိုတယ်။	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	အလွန်စိတ်ဖိစီးသောနေ့ပြီးနောက်	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	စိတ်ဖိစီးမှုများသောနေ့ပြီးနောက် ငြိမ်သက်ခြင်း။	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	လက်ဖက်ရည်ဆိုင် (owlery) ရှိ လေထု၊	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ ဆန့်ကျင်ဘက် အလွန်ကောင်းသည်။	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	အခြားဖြစ်ရပ်များနှင့် ဆန့်ကျင်ဘက်ဖြစ်သည်။	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	IJK ကာလအတွင်း အခြားသော အဖြစ်အပျက်များ	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	လေထုသည် အခြားဖြစ်ရပ်များနှင့် ဆန့်ကျင်ဘက်ဖြစ်သည်။	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	ဆန့်ကျင်ဘက်တွေ အရမ်းကောင်းတာပဲ မဟုတ်လား?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	ဟုတ်တယ်၊ ဂီတပျော့တယ်	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	နူးညံ့သောဂီတ၊ တိတ်ဆိတ်သောစကားဝိုင်း	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	တိတ်တိတ်ဆိတ်ဆိတ် စကားစမြည်ပြောပြီး စိတ်ဝင်စားစရာကောင်းတဲ့ လက်ဖက်ရည်	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	ခွန်အားပြန်လည်ရရှိရန် ပြီးပြည့်စုံသည်။	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	သင်အလွန်ပင်ပန်းပုံရသည်။	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	မင်းတစ်နေ့လုံးဘာလုပ်ခဲ့လဲ။	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	ပထမဆုံး ကျွန်တော် ပို့စ်တစ်ခုရေးခဲ့ပါတယ်။	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	မနက်ဖြန်လေ့လာရေးခရီးအတွက် တင်ပေးလိုက်ပါတယ်။	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	လေ့လာရေးခရီးအတွက် ပို့စ်တစ်ခုတင်ခဲ့တယ်။	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	သွားမလား၊	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	လေ့လာရေးခရီး သွားမယ်။	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	အပျော်ခရီးတစ်ခုခုသွားနေလား။	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	ဟုတ်တယ်၊ ရေတံခွန်ကြီးကို	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	ထို့နောက် ပြပွဲတစ်ခုသို့	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	ခေတ်မီပန်းချီပြပွဲ	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	ရေတံခွန်ကိုသွားပြီးတော့ ပြပွဲတစ်ခုကိုသွားမယ်။	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	ကောင်းသောရွေးချယ်မှု	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	ငါလည်း အဲဒီကို သွားမယ်။	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	ဘာပဲဖြစ်ဖြစ် ကျွန်တော်က ဆွေးနွေးတဲ့အဖွဲ့ကို ဦးဆောင်ခဲ့တယ်။	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	ပိုစတာများဆွဲရန်	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	လေ့လာရေးပိုစတာများ ချိတ်ဆွဲပြီးနောက်	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	“အမျိုးသမီးဝါဒ” ခေါင်းစဉ်ဖြင့် ဆွေးနွေးသည့်အဖွဲ့၊	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	အမျိုးသမီးဝါဒ (Feminism) ခေါင်းစဉ်ဖြင့် ဦးဆောင်ဆွေးနွေးခဲ့သည်။	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	နိုင်ငံအသီးသီးမှာ အမျိုးသမီးဝါဒဟာ အတူတူပဲလား။	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	စိတ်ဝင်စားစရာကောင်းပြီး အသက်ဝင်သော ဆွေးနွေးမှု	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	အလွန်စိတ်ဝင်စားစရာကောင်းပြီး အသက်ဝင်ပါသည်။	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	နောက်ဆုံးငါးနာရီ	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	ငါက session တစ်ခုထဲမှာရှည်လျားခဲ့သည်။	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	ပြီးခဲ့သော နာရီပိုင်းအတွင်း ကျွန်ုပ်သည် ကော်မတီအစည်းအဝေးတစ်ခုတွင် ရှိနေပါသည်။	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	ရှည်လျားသော ကော်မတီအစည်းအဝေးတွင်	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	တကယ်ကို ရှည်လွန်းတယ်။	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	ကော်မတီက အစည်းအဝေးကို ပြီးသွားပြီ	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	ဒါပေမယ့် အခု ကော်မတီက အစည်းအဝေးပြီးသွားပြီ	but now the committee has finished the meeting	grupo	alternativoj	prononco
