A.el content.tsv
Level	Esperanto	el	en-us	Grupo	Alternativoj	Pronoco
level	je kioma horo vi venos?	τι ώρα έρχεσαι;	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	στις πέντε)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	στις πέντε	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	πως τα παει?	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	πως είσαι τελευταία?	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	τα μικρά βιβλία είναι όμορφα	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	ένα βιβλιαράκι, όμορφα βιβλία	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	όμορφο, λίγο όμορφο, πολύ όμορφο	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	ζεστό, χλιαρό, πολύ ζεστό	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	ένα μεγάλο βιβλίο, ένα φυλλάδιο	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	καλό, υπέροχο, καλά	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	πλούσιος, γίνε πλούσιος, πλούσιος άνθρωπος	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	ηρεμία, να ηρεμήσει, να ηρεμήσει	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	υγιής, να γίνει γιατρεύτηκε, έγινε θεραπεύτηκε	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	σύζυγος, γάμος, παντρεμένος	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	ένας ταχυδρόμος επιστολών	a letter postman	grupo	alternativoj	prononco
level	hejmlando	μια πατρίδα	a homeland	grupo	alternativoj	prononco
level	iom, iomete	κάπως, λίγο	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	είχαμε ένα υπέροχο δείπνο	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	ελπίζω να προσέχεις τον εαυτό σου	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	Με ένοιαζε η στέγαση υψηλής ποιότητας	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	σκεφτείτε δύο φορές, πολλές φορές	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	ποιος κατέβασε το βιβλιαράκι;	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	μια γάτα που ονομάζεται Καίσαρ	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	ένα κέικ που βρίσκεται στο τραπέζι	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	φάτε ένα κέικ που είναι στο τραπέζι	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	έγινε καυτή και κοκκίνισε	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	ένας πατέρας θέλει το παιδί του να φάει	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	σε ένα μικρό δωμάτιο	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	ζούμε σε ~	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	έγινα ανήσυχος	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	εκείνη την ώρα που σε είδα	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	όλοι το παρατήρησαν	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	το γεγονός ότι είναι όμορφη	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	το θες ~ ? (ντεζίρι)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	για να σου δείξω	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	θες να δείξω;	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	το νέο μου βιβλίο (στόχος)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	αύριο το πρωί τι θέλεις;	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	είχε πρωινό αργά	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	πότε θα έρθει ο Μαρκ;	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	στις πέντε ή οκτώ η ώρα	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	πότε το προσέξατε ~;	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	όλη η οικογένεια με αποκαλεί ευεργέτη	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	χρήσιμο για εσάς	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	ήταν χρήσιμο το βιβλιαράκι;	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	το βιβλιαράκι που έστειλα	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	το πρωί κοιμήθηκε για πολλή ώρα	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	όταν είδε τον ήλιο	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	ξαφνικά πετάχτηκε επάνω	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	ήταν πάντα νωρίς	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	αργεί πάντα	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	εκείνη την ώρα που πρέπει να φύγει	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	να πάει στο σχολείο	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	ξέρει, ότι ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	γνωρίζει το γεγονός, ότι ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	το γεγονός ότι ο δάσκαλος μισεί τις μέλισσες	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	γνωρίζει το γεγονός ότι ο δάσκαλος μισεί τις μέλισσες	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	ξέρει ότι ο δάσκαλος το μισεί αυτό	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	αλλά σήμερα ήπιε τον καφέ	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	φοράει γρήγορα τα ρούχα	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	δεν θέλει να αργήσει	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	πολύ γρήγορα με τα βιβλία στο χέρι	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	αργότερα έτρεξε και πήδηξε	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	έτρεξε και πήδηξε	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	κατά μήκος του δρόμου	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	ο κόσμος τον κοίταξε	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	τον κοίταξε και είπε	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	σοφός και ανόητος	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	τι ανόητο αγόρι!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	ήταν μπροστά σε ένα σχολείο	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	σύντομα	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	ήταν μπροστά στο ~	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	να πας και να μπεις	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	ήθελε να μπει	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	να μπουν στο σχολείο	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	αλλά όμως	but however	grupo	alternativoj	prononco
level	sed li ne povis	αλλά δεν μπορούσε	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	να κλείσει και να κλείσει	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	ήταν κλειστό	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	ούτε ~ ούτε ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	ούτε δάσκαλος ούτε μαθήτριες	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	δεν είδε ούτε δάσκαλο ούτε μαθητές	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	να καθίσει, να καθίσει	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	κάθισα (είχε καθίσει)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	κάθισε	he got seated	grupo	alternativoj	prononco
level	kaj pensis	και σκέφτηκε	and thought	grupo	alternativoj	prononco
level	kio okazis?	τι έγινε?	what did happen?	grupo	alternativoj	prononco
level	diable	στο απαίσιο (σαν διάβολος)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	φράγμα το	dam it	grupo	alternativoj	prononco
level	memoras	θυμάται	remembers	grupo	alternativoj	prononco
level	nun mi memoras	τώρα θυμάμαι	now I remember	grupo	alternativoj	prononco
level	dimanĉo	Κυριακή	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	σήμερα είναι ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	σήμερα είναι Κυριακή	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	να κοιμηθώ και να κοιμηθώ	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	έναν ήλιο και ένα φεγγάρι	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	ξαφνικά και ξαφνικά	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	μακριά από! (να ξεκινήσω)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	να πηδήξει και πήδηξε	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	πάντα νωρίς	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	σήμερα έβαλε και έτρεξε	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	πράγμα όχι ηλικία	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	έτρεξε μαζί με σοφούς ανθρώπους	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	το συντομότερο δυνατό	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	τι αγόρι, τι κορίτσι	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	ούτε σκέφτηκε ούτε απομνημόνευσε	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	ένας διάβολος περίμενε νερό την Κυριακή	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	μια τόσο μικρή στιγμή	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	ακόμα και μια τόσο μικρή στιγμή αξίζει τον κόπο	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	έκλαιγε μέχρι το βράδυ	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	αφήστε μακριά το ταχυδρομείο από το χέρι	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	γέλασε μόνος του, αφήνοντας μακριά το ταχυδρομείο	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	ούτε εκείνος ούτε εκείνη γέλασαν	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	ούτε γέλασε ούτε απάντησε	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	ούτε κάθεται ούτε παρακολουθεί	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	δεν έχω δει ποτέ μου	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	Δεν θα το πω ποτέ σε κανέναν	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	μην πεις σε κανέναν	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	Δεν θα πω ποτέ	I will never say	grupo	alternativoj	prononco
level	mem	στον εαυτό του (από τον εαυτό του)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	Το έκανα μόνος μου	I did it myself	grupo	alternativoj	prononco
level	faris tion	τα κατάφερα (τα κατάφερα)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	το έκανε μόνος του (το έφτιαξε μόνος του)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	τα λέμε (ξανά), τα λέμε (ξανά)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	μέχρι! (αντιο σας!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	να αρχίσουμε να μιλάμε	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	άρχισε να λέει, άρχισε να μιλάει επιτέλους	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	ήπιε πολύ γρήγορα	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	ήπια ένα πρωινό ποτό	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	να έρθει νωρίς	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	να έρθει στο σχολείο	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	να έρθει νωρίς στο ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	δεν άκουσε νέα	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	δεν άκουσα ακόμα	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	Δεν άκουσα ακόμα	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	εκείνη τη στιγμή	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	εκείνη τη στιγμή έκλαψε	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	ένα αγόρι, που δεν αγαπά	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	αγόρια και κορίτσια	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	άλλα αγόρια και κορίτσια	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	δεν αγαπά άλλα αγόρια και κορίτσια	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	ούτε φίλες ούτε φίλες	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	δεν έχει ούτε χρήματα ούτε χρόνο	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	ποιος είχε το βιβλίο;	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	το βιβλίο που περίμενες	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	αυτό, που περιμένατε για περισσότερα από 2 χρόνια	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	το θέλεις αυτό?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	το θες ~ ?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	φίλτατος	dearest	grupo	alternativoj	prononco
level	plej kara foto	η πιο αγαπητή φωτογραφία	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	αγαπημένη μου φωτογραφία	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	που αγόρασες ~	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	αυτό το ρούχο	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	αυτό το ρούχο (αντικείμενο)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	αγόρασε αυτή τη στολή	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	θα πας εκεί	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	που πας?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	ηλιόλουστη μέρα	sunny day	grupo	alternativoj	prononco
level	estos suna tago	θα είναι μια ηλιόλουστη μέρα	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	αν θα είναι μια ηλιόλουστη μέρα	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	ο αδερφός σου έχει ήδη ξεκινήσει	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	ο αδερφός σου έχει ξεκινήσει ακόμα;	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	που είναι το νερό	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	να φέρει το νερό	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	εσύ ο ίδιος έφερες	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	το νερό, που εσύ ο ίδιος έφερες	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	ήταν πολύ ήσυχο	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	σήμερα η μητέρα μου ήταν ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	ήρθα από ~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	έξω από το σχολείο	out of the school	grupo	alternativoj	prononco
level	raportis al ~	αναφέρθηκε στο ~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	και της ανέφερε	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	ανέφερε ότι ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	ανέφερε ότι θα λάβω	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	Θα πάρω κακό βαθμό	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	είπε ότι ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	πρέπει να κάνεις ~ δουλειά	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	περισσότερο	more	grupo	alternativoj	prononco
level	pli multe laborigi	για να δουλέψει περισσότερο	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	για να δουλέψει το κεφάλι σου	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	πόσους κακούς βαθμούς	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	έχεις τόσους κακούς βαθμούς	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	ήταν θλιβερό	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	στο δωμάτιό σας	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	πήγαινε στο δωμάτιό σου	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	πήγαινε και μάθε	go and learn	grupo	alternativoj	prononco
level	mi sidis	κάθισα	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	στο δωμάτιο μου	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	κάθισε στο δωμάτιό μου	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	ούτε να μαθαίνεις ούτε να διαβάζεις	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	αλλά δεν μπορούσα ούτε να μάθω ούτε να διαβάσω	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	σκέψεις μου	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	σε ένα παιχνίδι	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	παιχνίδι με τους φίλους μου	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	στον αθλητισμό	at sport	grupo	alternativoj	prononco
level	al mi mem	στον εαυτο μου	to myself	grupo	alternativoj	prononco
level	diris al mi mem	είπε στον εαυτό μου	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	τόσο βλάκας	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	είμαι τόσο ανόητος;	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	αν και έμαθα πολλά	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	μπήκε η μάνα	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	τα λόγια μου	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	και άκουσε τα λόγια μου	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	απάντησε αμέσως εκείνη	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	όχι αγαπητή μου	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	δεν είσαι ηλίθιος	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	το πρόβλημα είναι ότι ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	που πρέπει να μάθεις	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	πρέπει να μάθει πολλά περισσότερα	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	τότε δεν θα έχετε	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	κακοί βαθμοί	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	θα έχει μόνο κακούς βαθμούς	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	επίσης τώρα	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	Δεν τα έχω	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	Έχω καλό βαθμό	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	σχετικά με τη μουσική	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	μια καλή νότα για τη μουσική	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	η μητέρα ξέσπασε ξαφνικά σε γέλια	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	που ωραιοποιούσε ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	ημέρα μου	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	μου έφτιαξε τη μέρα	made my day	grupo	alternativoj	prononco
level	sed tamen restis	αλλά παρέμεινε ακόμα	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	αλλά το πρόβλημα παρέμενε	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	ένα κιλό ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	ένα κιλό ζάχαρη	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	ένα ποτήρι ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	ένα ποτήρι νερό	a glass of water	grupo	alternativoj	prononco
level	multe da ~	πολλά ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	πολλές ιδέες	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	να συγκρατηθεί	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	τακτοποίησε τα πάντα	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	του παραδόθηκε	handed over to him	grupo	alternativoj	prononco
level	mi petas	ρωτάω	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	ένα ποτήρι καφέ	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	και λίγο νερό	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	Θα ήθελα ένα ποτήρι καφέ	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	Θα ήθελα ένα φλιτζάνι τσάι	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	πλήγωσε τον	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	πονούσε το κεφάλι του	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	αρρώστησε	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	του αρέσει να είναι όμορφη	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	ομόρφυνε το πρόσωπό της	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	στο αγόρι αρέσει να είναι όμορφο	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	γι' αυτό το ομόρφυνε	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	μετά το μεσημεριανό	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	για να καθαρίσετε την κουζίνα	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	ποιος θα καθαρίσει την κουζίνα;	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	θέλει να πιει	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	Τι θέλετε να πιείτε	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	να πιεις τσάι	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	λίγο νερό	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	δεν θέλεις τίποτα;	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	τόσο ξαφνικά	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	γιατί το αποφάσισες ~;	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	γιατί το αποφάσισες ~ τόσο ξαφνικά;	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	το δωμάτιό σου	your room	grupo	alternativoj	prononco
level	via ĉambreto	το δωμάτιό σας	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	στο δωμάτιό σας	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	για να ανακαινίσετε το δωμάτιό σας	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	αποφάσισε να ανακαινίσει το δωμάτιό σας	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	σε ποιον	to whom	grupo	alternativoj	prononco
level	vi donis ~	έδωσες ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	σε ποιον εδωσες ~ ;	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	καθαρά ποτήρια	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	έδωσες τα καθαρά ποτήρια	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	τα καθαρά ποτήρια για το κρασί	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	εναντίον ποιών	against whom	grupo	alternativoj	prononco
level	via sportklubo	τον αθλητικό σας σύλλογο	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	παίζει εναντίον ~	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	πριν από δύο εβδομάδες	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	με ποιον έπαιξε ο αθλητικός σου σύλλογος;	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	βλέπεις ~ ;	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	βλέπεις συχνά ~ ;	do you often see ~ ?	grupo	alternativoj	prononco
