B.hu content.tsv
Level	Esperanto	hu	en-us	Grupo	Alternativoj	Pronoco
level	vi povas almenaŭ trafi la malfermon de la kongreso	akkor legalább eltalálhatja a kongresszus megnyitását	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	mikor lesz?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	negyed tizenegykor	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	egy óráig fog tartani	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	és tizenkettőkor már lehet enni	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	gyönyörűen várom már	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	mondd, mi történik a megnyitó alatt?	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	érdemes egyáltalán ellátogatni?	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	véleményem szerint igen	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	általában nem túl élénk	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	de neked mint &quot;újoncnak&quot;	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	érdekes lehet részt venni rajta	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	Azt hiszem, hogy ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	a TEJO elnöke mond néhány szót	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	a kongresszus témája	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	úgy tűnik, valószínűleg	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	Valószínűleg valaki az LKK-tól fogja bemutatni a kongresszus témáját	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	minden IJK-nak megvan a maga témája	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	Remélem lesz valami zene is	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	nos, hol lesz?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	a nagy előadóteremben	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	hogy lehet ezt megtalálni?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	amikor elhagyja ezt a helyet	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	menj közvetlenül az épület végébe	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	talán 100 méterre	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	megint jobbra, egyenesen talán 100 méteren keresztül	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	és van egy sárga ház	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	az út bal oldalán	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	jelek az IJK összes oldaláról	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	benne minden IJK oldalról táblákat talál	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	Üzenetet küldök mobiltelefonon	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	ha nem találom meg	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	ó, jó ötlet, találkozunk ott fent!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	az előadóteremben	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	őrangyalok? viccelsz?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	a TEJO elnöke	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	végül mindenkinek kellemes hetet kívánok	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	a legfrissebb információk szerint	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	423-an vagyunk itt 38 országból	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	Eredményes és vidám IJK hetet kívánok	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	üdvözlöm a TEJO igazgatótanácsa nevében	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	nagy taps után	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	sikerült ébren maradnod?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	igen, főleg az éhségem miatt	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	nem, viccelek. érdekes volt hallani	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	érdekes volt hallani egy kicsit a tevékenységről	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	hallani a mozgalom tevékenységéről és felépítéséről	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	egy TEJO foglalkozás érdekelni fogja	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	talán néhány TEJO foglalkozás érdekes lehet számodra	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	igen talán	yes maybe	grupo	alternativoj	prononco
level	mi provos	megpróbálom	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	megpróbál részt venni	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	Megpróbálok részt venni	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	részt venni egyen	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	részt látni	attend to see	grupo	alternativoj	prononco
level	iun tagon	egy nap (egy nap)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	egy nap megpróbálom	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	egy nap részt venni	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	eljön egy nap, hogy megnézze	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	Megpróbálok egy nap részt venni, hogy megnézzem	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	mi az?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	miről szól a ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	egy őrangyal	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	az &quot;őrangyalról&quot;	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	de mi van	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	de mi ez az &quot;őrangyalról&quot;?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	egy vicc?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	rossz vicc?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	rossz vicc	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	valami vicc	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	valami rossz vicc	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(ez) valami rossz vicc?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	viccelek	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	nem, viccelek	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	érdekes volt hallani	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	hogyan lehet kapcsolatba lépni ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	és hogyan lehet kapcsolatba lépni azokkal az angyalokkal?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	talán némi IJK imával	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	próbáld ki! ha nem megy, akkor ugorj a ~-re	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	ebéd után mehetsz a &quot;The sky&quot; szobába	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	nagyszerű, először étel, aztán a mennyország	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	először étel, aztán az égen az angyaloknak	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#REF!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	egy kicsit kevesebb étel után	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Kabe a szobába megy &quot;az ég&quot;	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	hello, ez az első IJK-d?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	rendben. Nagyon örülök. Jesi vagyok	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	és ez már a hatodik IJK-m	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	itt van egy papír néhány kérdéssel	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	papír kérdésekkel és feladatokkal	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	a kongresszushoz kapcsolódó néhány kérdés és feladat	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	megpróbálod megoldani őket	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	Azt javaslom, próbálja meg megoldani őket	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	A lengyel Ana, a német Boris és a japán Natsuko társaságában	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	csak hívj, ha segítségre van szükséged	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	később a könyvszolgálatban	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	hát milyen volt a mennyországban?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	Valóban találkoztam egy igazi angyallal!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	mennyei, azt hiszem, találkoztam egy igazi angyallal!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	elképesztően szép és kedves volt	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	Istenem! és mi a neve?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	ó, már elfelejtettem!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	egyre többen berúgnak	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	a bárban Kabe egyre jobban berúg	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	a csapos is?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	Egy sört kérek	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	1 euróba kerül	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	szeretnél még valamit?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	nem köszi, nekem elég a sör	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	igazán? mi a helyzet a vodkával, a labambával és a nőstényekkel?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	hát miért ne	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	szórakoztatónak mondják	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	Labambát még nem táncoltam, de azt mondják, jó móka	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	a &quot;La Bamba&quot; dal alatt az emberek táncolnak	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	az emberek nagy körben táncolnak	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	és ezen a körön belül más emberek táncolnak	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	úgy működik, hogy ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	úgy működik, hogy az emberek egy nagy körben táncolnak	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	táncol egy nagy körben és azon belül	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	az emberek táncolnak, mások pedig táncolnak	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	akik a körön belül táncolnak	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	akik táncolnak, táncost választanak a körből	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	kiválaszt egy táncost, és megcsókolja őt	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	háromszor arcon csókolja	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	táncosnőt választ és arcon puszi	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	kiválaszt egy táncost a körből és megcsókol	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	aztán helyet cserélnek	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	csókok, csókolózó személy, megcsókolt személy, aki csókolni fog, akit megcsókolnak	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	és a megcsókolt olyan emberré válik, aki csókolózni fog	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	ezek a táncosok választanak, majd helyet cserélnek	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	aki megcsókolt, most olyan személy lesz, akit megcsókolnak	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	nagyon könnyű, igaz?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	nos, remélem, hogy ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	a gyakorlatban könnyebben	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	reméli, hogy könnyebb	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	gyakorlatban könnyebb	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	valamikor megpróbálom	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	de előbb a sört!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	Egyszer kipróbálom, de előbb a sört!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	okos fiú	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	te, aki szinte mindenkit ismer	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	szinte mindenkit ismer itt	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	tudod ki az a lány?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	a lány, aki koordinált	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	a lány, aki koordinálta az „őrangyalokat”	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	valószínűleg Jesire gondolsz	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	igen ez így van!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	Emlékszem, hogy hallottam	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	most jut eszembe, hogy ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	emlékszem, hogy hallottam a nevét	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	szerintem	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	ő egy furcsa ember	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	szerintem furcsa ember	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	egyáltalán nem iszik sört	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	és nem eszik húst	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	úgy tűnik, hogy ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	egyetlen érdeke a ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	csak az eszperantó tevékenység érdeke	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	úgy tűnik, hogy csak az eszperantó érdekli	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	de nagyon szép	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	nagyon szép és kedves	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	nagyon kedves és kedves szerintem	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	talán igazad van	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	ebben talán igazad van	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	szinte soha nincs a bárban	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	ő szinte soha ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	ne találkozz vele gyakran	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	Nem találkozom gyakran	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	és ezért nem találkozom vele gyakran	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	fütyül az ilyen emberekről	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	sőt, teljesen fütyülök	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	értem ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	így beszél egy igazi csapos	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	jogosan, tehát egészségedre!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	egészségedre! ó, nagyszerű sör	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	természetesen én választottam	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	van ötleted?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	hol lehet megtalálni azt a furcsa lányt?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	hogy megtalálja azt a furcsa, de nagyon szép lányt	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	ötlet, hogy hol lehet találni ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	van ötlete, hogy hol lehetne megtalálni a ~-t	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	határozottan a teafürdőben (Owlery)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	az ilyen emberek állandóan ülnek	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	állandóan ott ül és teát iszik	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	milyen fárasztó élet!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	a tea mosdó (Owlery), egy csendes hely	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	egy csendes hely, ahol teát ihat	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	inni teát, beszélgetni, halk zenét hallgatni	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	halk zenehallgatás és hasonlók	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	a folyosó végén találod	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	a báron kívüli folyosó végén	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	nem viheti a sörét	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	vigye oda a sörét	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	de nem viheti oda a sörét	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	ez tényleg a baglyok helye!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	először a táncparkettre	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	talán előbb mennem kellene	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	hadd menjek először a táncparkettre	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	következő személy!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	mit akarsz drágám	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	van szabad hely?	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	persze	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	nagyon szép itt	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	itt a teafürdőben (bagoly)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	Kell egy kis nyugalom	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	egy nagyon stresszes nap után	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	nyugalom egy stresszes nap után	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	a hangulat a teafürdőben (bagolya)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	A ~ nagyon jó kontraszt	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	ellentétben a többi eseménnyel	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	a többi esemény az IJK alatt	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	a hangulat kontraszt a többi eseményhez képest	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	ez nagyon jó kontraszt, nem?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	igen, halk zene	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	halk zene, csendes beszélgetés	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	csendes beszélgetés és egy kis érdekes tea	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	tökéletes az erő visszanyerésére	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	nagyon fáradtnak tűnsz	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	mit csináltál egész nap?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	először csináltam egy bejegyzést	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	posta a holnapi kirándulásokhoz	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	Írtam egy bejegyzést a kirándulásokhoz	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	mellesleg mész?	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	kirándulni fog	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	mész valami kirándulásra?	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	igen, a nagy vízeséshez	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	majd egy kiállításra	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	kiállítás a modern művészetről	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	vízeséshez, majd kiállításra	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	egy jó választás	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	én is oda fogok menni	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	amúgy vitacsoportot vezettem	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	plakátokat akasztani	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	a kirándulási plakátok kifüggesztése után	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	vitacsoport &quot;feminizmus&quot; címmel	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	beszélgetést vezetett &quot;feminizmus&quot; címmel	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	a feminizmus ugyanaz a különböző országokban?	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	érdekes és élénk vita	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	nagyon érdekes és mozgalmas volt	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	az elmúlt öt órában	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	Hosszú ülésen voltam	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	az elmúlt néhány órában egy bizottsági ülésen voltam	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	hosszú bizottsági ülésen	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	tényleg túl hosszú volt	it really was too long	grupo	alternativoj	prononco
