A.mn content.tsv
Level	Esperanto	mn	en-us	Grupo	Alternativoj	Pronoco
level	ni bonege vespermanĝis	бид сайхан оройн хоол идсэн	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	Өөртөө анхаарал тавь гэж найдаж байна	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	Би өндөр чанартай орон сууцны талаар санаа тавьдаг байсан	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	хоёр удаа, олон удаа бод	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	товхимолыг хэн буулгасан бэ?	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	Цезарь нэртэй муур	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	ширээн дээр байгаа бялуу	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	ширээн дээр байгаа бялууг идээрэй	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	халуу оргиж, улайсан	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	аав нь хүүхдээ идэхийг хүсдэг	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	жижиг өрөөнд	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	бид ~-д амьдардаг	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	Би сандарч эхлэв	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	тэр үед би чамайг харсан	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	бүгд үүнийг анзаарсан	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	тэр үзэсгэлэнтэй гэдэг нь	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	чи үүнийг хүсч байна уу ~? (дезири)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	Би чамд үзүүлэхийн тулд	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	чи намайг үзүүлэхийг хүсч байна уу?	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	миний хамгийн шинэ ном (зорилго)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	маргааш өглөө, чи юу хүсч байна вэ?	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	өглөөний цайгаа оройтож уулаа	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	Марк хэзээ ирэх вэ?	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	тав, найман цагт	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	Та үүнийг хэзээ анзаарсан бэ ~?	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	Бүхэл бүтэн гэр бүл намайг буянтан гэж дууддаг	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	танд ашигтай	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	товхимол хэрэг болсон уу?	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	миний илгээсэн товхимол	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	өглөө нь удаан унтсан	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	тэр нарыг хараад	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	тэр гэнэт үсэрлээ	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	тэр үргэлж эрт байсан	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	тэр үргэлж хоцордог	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	тэр үед, тэр явах ёстой үед	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	сургуульд явах	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	тэр мэднэ, ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	тэр баримтыг мэддэг, ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	багш зөгийг үзэн яддаг гэсэн баримт	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	багш зөгийг үзэн яддаг гэдгийг мэддэг	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	багш үүнийг үзэн яддаг гэдгийг мэддэг	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	Харин өнөөдөр тэр кофе уусан	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	тэр хурдан хувцсаа өмсөнө	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	тэр хоцрохыг хүсэхгүй байна	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	гартаа номтойгоо маш хурдан	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	дараа нь тэр гүйж, үсрэв	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	тэр гүйж, үсрэв	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	гудамж дагуу	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	хүмүүс түүн рүү харав	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	түүн рүү хараад хэлэв	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	ухаалаг, тэнэг	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	ямар тэнэг хүү вэ!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	сургуулийн урд байсан	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	удахгүй	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	тэр ~-ын өмнө байсан	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	явах, орох	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	тэр орохыг хүссэн	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	сургуульд орох	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	гэхдээ гэхдээ	but however	grupo	alternativoj	prononco
level	sed li ne povis	гэхдээ тэр чадсангүй	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	хаах, хаах	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	хаалттай байсан	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	~ ч биш ~ ч биш	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	багш ч биш, эрэгтэй эмэгтэй оюутнууд ч биш	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	багш, сурагчдыг ч хараагүй	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	суух, суух	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	суусан (суусан)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	тэр суулаа	he got seated	grupo	alternativoj	prononco
level	kaj pensis	мөн бодлоо	and thought	grupo	alternativoj	prononco
level	kio okazis?	юу болсон бэ?	what did happen?	grupo	alternativoj	prononco
level	diable	аймшигт (чөтгөр шиг)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	саад болоорой	dam it	grupo	alternativoj	prononco
level	memoras	санаж байна	remembers	grupo	alternativoj	prononco
level	nun mi memoras	одоо санаж байна	now I remember	grupo	alternativoj	prononco
level	dimanĉo	Ням гараг	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	өнөөдөр ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	Өнөөдөр бүтэнсайн	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	унтах, унтах	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	нар, сар	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	гэнэт, гэнэт	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	унтраах! (эхлэх)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	үсрэх, үсрэх	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	үргэлж эрт	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	өнөөдөр тавиад гүйлээ	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	нас биш зүйл	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	Ухаантай хүмүүсийг дагаж гүйв	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	аль болох хурдан	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	ямар хүү, ямар охин бэ	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	бодсон ч, цээжилсэн ч үгүй	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	Ням гарагт чөтгөр ус хүлээж байв	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	ийм жижигхэн мөч	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	ийм өчүүхэн хором ч гэсэн үнэ цэнэтэй	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	шөнө болтол уйлсан	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	шуудангийн шууданг гараас нь холдуул	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	гэж өөрөө инээгээд шуудангийн шуудангаа хойш тавив	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	тэр ч тэр, тэр ч инээгээгүй	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	тэр инээсэнгүй, хариулсангүй	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	тэр суудаггүй, хардаггүй	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	би хэзээ ч харж байгаагүй	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	Би хэзээ ч хэнд ч хэлэхгүй	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	хэнд ч хэлэхгүй	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	Би хэзээ ч хэлэхгүй	I will never say	grupo	alternativoj	prononco
level	mem	өөртөө (өөртөө)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	Би өөрөө хийсэн	I did it myself	grupo	alternativoj	prononco
level	faris tion	үүнийг хийсэн (хийсэн)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	өөрөө хийсэн (өөрөө хийсэн)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	уулзъя (дахин), уулзъя (дахин)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	хүртэл! (Баяртай!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	ярьж эхлэх	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	хэлж эхлэв, эцэст нь ярьж эхлэв	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	маш хурдан уусан	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	өглөө уусан	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	эрт ирэх	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	сургуульд ирэх	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	~ to эрт ирэх	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	мэдээ сонсоогүй	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	хараахан сонсоогүй	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	Би хараахан сонсоогүй	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	тэр мөчид	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	тэр агшинд тэр уйлсан	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	хайргүй хүү	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	охид, хөвгүүд	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	бусад охид, хөвгүүд	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	бусад охид, хөвгүүдийг хайрладаггүй	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	найз нөхөд ч биш, найз охин ч биш	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	мөнгө ч, цаг ч байхгүй	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	ном хэнд байсан бэ?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	Таны хүлээж байсан ном	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	Таны 2 жил гаруй хүлээсэн зүйл	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	чи үүнийг хүсч байна уу?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	чи үүнийг хүсч байна уу ~?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	хамгийн эрхэм	dearest	grupo	alternativoj	prononco
level	plej kara foto	хамгийн эрхэм зураг	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	миний хамгийн хайртай зураг	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	чи хаанаас худалдаж авсан бэ?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	тэр хувцас	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	тэр хувцас (зорилго)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	тэр хувцасыг худалдаж авсан	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	чи тийшээ явах болно	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	чи хаашаа явах гэж байна?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	нартай өдөр	sunny day	grupo	alternativoj	prononco
level	estos suna tago	нартай өдөр байх болно	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	нартай өдөр байвал	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	ах чинь аль хэдийн эхэлсэн	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	ах чинь эхэлсэн үү?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	ус хаана байна	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	ус авчрах	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	чи өөрөө авчирсан	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	Таны авчирсан ус	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	их чимээгүй байсан	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	Өнөөдөр миний ээж ~ байсан	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	Би ~аас ирсэн	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	сургуулиас гарсан	out of the school	grupo	alternativoj	prononco
level	raportis al ~	~-д мэдээлсэн	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	мөн түүнд мэдээлэв	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	~ гэж мэдээлсэн	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	хүлээн авна гэж мэдэгдсэн	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	Би муу дүн авна	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	тэр ~ гэж хэлсэн	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	чи ~ ажил хийх хэрэгтэй	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	илүү	more	grupo	alternativoj	prononco
level	pli multe laborigi	илүү их ажил хийх	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	толгойгоо ажиллуулахын тулд	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	хичнээн муу дүн авав	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	чамд маш олон муу дүн байна	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	гунигтай байлаа	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	танай өрөөнд	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	өрөөндөө ор	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	очоод сур	go and learn	grupo	alternativoj	prononco
level	mi sidis	би суусан	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	Миний өрөөнд	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	миний өрөөнд суулаа	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	сурахгүй, уншдаггүй	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	гэхдээ би сурч, уншиж ч чадсангүй	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	Миний бодол	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	тоглоом дээр	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	найзуудтайгаа тоглох	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	спорт дээр	at sport	grupo	alternativoj	prononco
level	al mi mem	өөртөө	to myself	grupo	alternativoj	prononco
level	diris al mi mem	гэж өөртөө хэлэв	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	үнэхээр тэнэг	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	би ийм тэнэг юм уу?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	Хэдийгээр би маш их зүйл сурсан	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	ээж орж ирэв	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	миний үгс	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	мөн миний үгийг сонссон	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	гэж тэр даруй хариулав	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	үгүй ээ хонгор минь	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	чи тэнэг биш	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	асуудал нь ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	та сурах ёстой	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	илүү ихийг сурах ёстой	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	тэгвэл чамд байхгүй болно	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	муу дүн	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	зөвхөн муу дүн авах болно	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	бас одоо	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	Надад тэд байхгүй	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	Би сайн үнэлгээтэй	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	хөгжмийн тухай	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	хөгжмийн тухай сайн тэмдэглэл	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	ээж гэнэт инээвхийлэв	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	гоёжуулсан ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	Миний өдөр	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	миний өдрийг хийсэн	made my day	grupo	alternativoj	prononco
level	sed tamen restis	гэхдээ хэвээрээ л байсан	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	гэхдээ асуудал байсаар л байна	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	кг ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	нэг килограмм элсэн чихэр	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	нэг аяга ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	аяга ус	a glass of water	grupo	alternativoj	prononco
level	multe da ~	маш их ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	олон санаа	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	барих	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	бүгдийг цэгцэлсэн	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	түүнд хүлээлгэн өгсөн	handed over to him	grupo	alternativoj	prononco
level	mi petas	би асууж байна	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	нэг аяга кофе	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	мөн бага зэрэг ус	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	Би нэг аяга кофе авмаар байна	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	Аяга цай уумаар байна	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	түүнийг гомдоосон	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	толгой нь өвдөж байна	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	тэр өвчтэй болсон	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	үзэсгэлэнтэй байх дуртай	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	тэр нүүрээ сайхан болгов	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	хүү хөөрхөн байх дуртай	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	Тиймээс тэр үүнийг гоёж өгсөн	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	Үдийн хоолны дараа	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	гал тогоо цэвэрлэх	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	гал тогоог хэн цэвэрлэх вэ?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	уухыг хүсдэг	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	юу уумаар байна	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	цай уух	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	бага зэрэг ус	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	чи юу ч хүсэхгүй байна уу?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	тийм гэнэт	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	чи яагаад шийдсэн юм ~?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	чи яагаад гэнэт шийдсэн юм бэ?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	чиний өрөө	your room	grupo	alternativoj	prononco
level	via ĉambreto	чиний жижигхэн өрөө	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	Таны жижигхэн өрөөнд	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	жижигхэн өрөөгөө засахын тулд	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	бяцхан өрөөгөө засахаар шийдсэн	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	хэнд	to whom	grupo	alternativoj	prononco
level	vi donis ~	чи ~ өгсөн	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	чи хэнд өгсөн бэ?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	цэвэр шил	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	Та цэвэр шил өгсөн	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	дарсны цэвэр шил	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	хэний эсрэг	against whom	grupo	alternativoj	prononco
level	via sportklubo	таны спортын клуб	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	~ эсрэг тоглодог	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	Хоёр долоо хоногийн өмнө	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	Танай спорт клуб хэнтэй тоглосон бэ?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	харж байна уу ~?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	та байнга хардаг уу?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	цагдаатай байнга уулздаг	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	~-д амьдардаг хүн	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	байранд амьдардаг	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	Таны дээгүүр байрлах байр	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	~-д амьдардаг цагдааг харав	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	жолооны төлөвлөгөө	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	аялахыг хүссэн	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	өөр улс руу аялах	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	чөлөөт цагаараа	in free time	grupo	alternativoj	prononco
level	ili decidis iri	тэд явахаар шийдсэн	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	Итали руу явахаар шийдсэн	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	хуучин хотууд	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	хуучин хотуудтай улс	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	бусад гоо үзэсгэлэн	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	болон бусад гоо үзэсгэлэн	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	хуучин хотууд болон бусад үзэсгэлэнтэй сайхан орон	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	тэд баяртай байсан	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	хаана байна ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	миний хувцас хаана байна	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	гэж тэр ~ гэж асуув	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	~ авчрахаа мартаж болохгүй	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	номоо авч явах	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	эсперанто хэл сурах ном	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	сурахын тулд ном авч явах	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	Бид эхэлж болно ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	галт тэргэнд	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	аль хэдийн галт тэргэнд суусан	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	бид юу ч хийхгүй	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	машинаар	by car	grupo	alternativoj	prononco
