B.cs content.tsv
Level	Esperanto	cs	en-us	Grupo	Alternativoj	Pronoco
level	kutime ĝi ne estas tre vigla	většinou to není moc živé	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	ale pro tebe jako &quot;nováčka&quot;	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	mohlo by být zajímavé se toho zúčastnit	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	Myslím, že ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	prezident TEJO pronese pár slov	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	téma kongresu	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	zdá se, pravděpodobně	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	někdo z LKK pravděpodobně představí téma kongresu	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	každý IJK má své téma	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	Doufám, že tam bude i nějaká hudba	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	no a kde se to bude konat?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	ve velkém přednáškovém sále	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	jak to najít?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	když opustíš toto místo	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	jděte doprava na konec budovy	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	třeba na 100 metrů	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	zase doprava, možná 100 metrů rovně	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	a tam je žlutý dům	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	na levé straně silnice	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	značky o všech stránkách IJK	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	v něm najdete cedule o všech lokalitách IJK	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	Pošlu zprávu na mobil	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	pokud to nenajdu	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	oh, dobrý nápad, uvidíme se tam nahoře!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	v přednáškovém sále	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	strážní andělé? Děláš si legraci?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	prezident TEJO	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	nakonec vám všem přeji příjemný týden	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	podle nejnovějších informací	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	je nás 423 z 38 zemí	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	Přeji vám plodný a skvěle zábavný týden IJK	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	srdečné přivítání jménem představenstva TEJO	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	po velkém potlesku	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	podařilo se ti zůstat vzhůru?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	ano, hlavně kvůli mému hladu	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	ne, dělám si srandu. bylo to zajímavé slyšet	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	bylo zajímavé slyšet něco málo o této aktivitě	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	slyšet o aktivitě a struktuře hnutí	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	sezení TEJO vás bude zajímat	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	možná pro vás mohou být zajímavé některé z TEJO sezení	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	Ano možná	yes maybe	grupo	alternativoj	prononco
level	mi provos	zkusím to	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	se pokusí zúčastnit	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	Pokusím se zúčastnit	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	zúčastnit se jednoho	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	zúčastnit se vidět	attend to see	grupo	alternativoj	prononco
level	iun tagon	jednoho dne (jednoho dne)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	Jednou to zkusím	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	jeden den zúčastnit	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	zúčastnit se někdy podívat	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	Zkusím se jednoho dne zúčastnit, abych viděl	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	co to je	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	o co jde ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	strážný anděl	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	to o &quot;andělu strážném&quot;	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	ale co je	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	ale co je to o &quot;andělovi strážném&quot;?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	vtip?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	špatný vtip?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	špatný vtip	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	nějaký vtip	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	nějaký špatný vtip	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(je to) nějaký špatný vtip?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	dělám si srandu	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	ne, dělám si srandu	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	bylo to zajímavé slyšet	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	jak kontaktovat ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	a jak ty anděly kontaktovat?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	možná s nějakou modlitbou IJK	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	Zkus to! pokud to nefunguje, můžete přejít na ~	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	po obědě můžete jít do místnosti &quot;Nebe&quot;.	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	skvělé, nejdřív jídlo, pak nebe	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	nejprve jídlo, pak v nebi k andělům	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#REF!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	po trochu menším množství jídla	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Kabe jde do místnosti &quot;nebe&quot;	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	ahoj, je to tvoje první IJK?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	OK. Jsem velmi ráda. Já jsem Jesi	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	a toto je již můj šestý IJK	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	zde je papír s několika otázkami	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	papír s otázkami a úkoly	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	některé otázky a úkoly související s kongresem	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	pokusíte se je vyřešit	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	Navrhuji, abyste je zkusili vyřešit	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	s Ana z Polska, Boris z Německa a Natsuko z Japonska	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	jen mi zavolejte, pokud budete potřebovat pomoc	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	později v knižní službě	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	tak jak bylo v nebi?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	Vlastně jsem potkal skutečného anděla!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	nebeský, myslím, že jsem skutečně potkal skutečného anděla!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	byla úžasně krásná a laskavá	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	Ó můj bože! a jak se jmenuje?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	aha, už jsem zapomněl!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	čím dál víc se opíjí	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	v baru se Kabe stále více opíjí	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	je barman taky?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	jedno pivo prosím	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	stojí 1 euro	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	chtěl bys taky něco jiného?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	ne děkuji, pivo mi stačí	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	opravdu? co vodka, labamba a samice?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	no proč ne	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	je to prý legrace	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	Labambu jsem ještě netančil, ale prý je to zábava	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	při písni &quot;La Bamba&quot; lidé tančí	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	lidé tančí ve velkém kruhu	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	a v tomto kruhu tančí další lidé	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	funguje tak, že ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	funguje tak, že lidé tančí ve velkém kruhu	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	tančí ve velkém kruhu a uvnitř tohoto kruhu	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	lidé tančí a ostatní lidé tančí	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	kteří tančí v kruhu	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	ti, kteří tančí, si vybírají tanečníka z kruhu	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	vybere si tanečnici a políbí ji	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	políbí ji nebo jeho třikrát na tváře	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	vybere si tanečnici a políbí se na tváře	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	vybere si tanečnici z kruhu a políbí se	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	pak vymění místa	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	polibky, líbající osoba, políbená osoba, osoba, která bude líbat, osoba, která bude políbena	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	a políbený se stane osobou, která se bude líbat	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	ti tanečníci si vyberou a pak si vymění místa	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	osoba, která se líbala, je nyní osobou, která bude políbena	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	velmi snadné, že?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	no, doufám, že je ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	v praxi snadněji	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	doufám, že to bude jednodušší	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	v praxi je to jednodušší	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	někdy to zkusím	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	ale nejdřív pivo!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	Jednou to zkusím, ale nejdřív pivo!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	chytrý kluk	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	ty, co znáš skoro každého	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	tady zná skoro každý	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	víš kdo je ta holka?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	dívka, která koordinovala	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	dívka, která koordinovala „anděly strážné“	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	pravděpodobně myslíš na Jesi	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	Ano to je správně!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	Pamatuji si, že jsem to slyšel	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	teď si na to vzpomínám ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	pamatuj, že jsem slyšel její jméno	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	dle mého názoru	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	je to zvláštní člověk	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	podle mě je to zvláštní člověk	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	pivo nepije vůbec	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	a nejí maso	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	zdá se, že ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	její jediný zájem je ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	jedinou zajímavostí je esperantská činnost	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	zdá se, že jejím jediným zájmem je esperanto	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	ale je moc krásná	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	je velmi krásná a laskavá	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	dle mého názoru velmi milé a milé	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	možná máš pravdu	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	možná v tom máš pravdu	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	není téměř nikdy v baru	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	ona skoro nikdy není ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	nepotkává se s ní často	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	Nepotkávám se často	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	a tak ji často nepotkávám	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	píská o takových lidech	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	vlastně úplně pískám	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	Rozumím ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	tak mluví skutečný barman	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	správně, tak na vaše zdraví!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	pro vaše zdraví! ach, skvělé pivo	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	samozřejmě jsem to byl já, kdo to vybral	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	máš nějaký nápad?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	kde by bylo možné najít tu podivnou dívku?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	najít tu zvláštní, ale velmi krásnou dívku	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	nápad, kde by se to dalo najít ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	má nápad, kde by bylo možné najít ~	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	určitě v čajovně (Owlery)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	takoví lidé neustále sedí	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	neustále tam sedí a pije čaj	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	jaký nudný život!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	čajový bar (Owlery) je klidné místo	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	klidné místo, kde můžete pít čaj	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	pijte čaj, chatujte, poslouchejte tichou hudbu	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	poslech tiché hudby a podobně	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	najdete ho na konci chodby	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	na konci chodby před barem	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	nemůžeš nosit své pivo	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	vezměte si tam pivo	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	ale pivo si tam vzít nemůžete	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	je to opravdu místo pro sovy!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	nejprve na taneční parket	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	možná bych měl jít první	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	nech mě jít nejdřív na taneční parket	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	další osoba!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	co chceš drahá	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	je tam volné místo?	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	Ano, jistě	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	moc pěkné tady	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	tady v čajovně (sovička)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	Potřebuji trochu klidu	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	po velmi stresujícím dni	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	klid po náročném dni	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	atmosféra v čajovně (sovička)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ je velmi dobrý kontrast	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	na rozdíl od ostatních událostí	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	ostatní akce během IJK	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	atmosféra je v kontrastu s ostatními akcemi	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	to je velmi dobrý kontrast, ne?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	ano, jemná hudba	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	jemná hudba, tichý rozhovor	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	klidné povídání a zajímavý čaj	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	ideální pro nabrání síly	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	vypadáš extrémně unaveně	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	co jsi dělal celý den?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	nejprve jsem napsal příspěvek	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	příspěvek na zítřejší výlety	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	Udělal jsem příspěvek na výlety	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	mimochodem, jdeš?	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	pojede na exkurzi	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	chystáš se na nějakou exkurzi?	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	ano, k velkému vodopádu	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	a pak na výstavu	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	výstava o moderním umění	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	k vodopádu a pak na výstavu	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	dobrá volba	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	tam půjdu taky	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	každopádně jsem vedl diskusní skupinu	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	k vyvěšování plakátů	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	po vyvěšení výletních plakátů	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	diskusní skupina s názvem &quot;feminismus&quot;	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	vedl diskusi s názvem &quot;feminismus&quot;	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	je feminismus stejný v různých zemích?	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	zajímavá a živá diskuse	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	bylo velmi zajímavé a živé	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	za posledních pět hodin	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	Byl jsem na dlouhém sezení	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	posledních pár hodin jsem byl na schůzi výboru	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	na dlouhém jednání výboru	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	bylo to opravdu moc dlouhé	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	výbor ukončil schůzi	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	nyní však výbor jednání ukončil	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	bylo to opravdu dlouhé, ale teď je konec	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	tak ty jsi člen výboru?	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	představenstvo TEJO	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	Jsem také na palubě	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	ano, já taky ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	je také v představenstvu TEJO	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	ano, a já jsem ~	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	Nikdy jsem nebyl aktivní	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	velmi aktivní v pohybu	very active in the movement	grupo	alternativoj	prononco
