B.pt content.tsv
Level	Esperanto	pt	en-us	Grupo	Alternativoj	Pronoco
level	povus esti interese ĉeesti ĝin	pode ser interessante participar	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	Eu acho que ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	o presidente do TEJO dirá algumas palavras	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	o tema do congresso	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	parece, provavelmente	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	alguém da LKK provavelmente apresentará o tema do congresso	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	cada IJK tem seu tema	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	Espero que haja alguma música também	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	bem, onde isso acontecerá?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	na grande sala de aula	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	como encontrar isso?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	quando você sair deste lugar	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	vá direto até o final do prédio	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	por talvez 100 metros	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	à direita novamente, em linha reta por talvez 100 metros	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	e há uma casa amarela	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	no lado esquerdo da estrada	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	sinais sobre todos os sites IJK	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	nele você encontrará placas sobre todos os sites IJK	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	Vou enviar uma mensagem pelo celular	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	se eu não encontrar	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	ah, boa ideia, vejo você lá em cima!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	na sala de aula	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	Anjos da guarda? você está brincando?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	presidente da TEJO	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	finalmente desejo a todos uma semana divertida	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	de acordo com as últimas informações	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	somos 423 aqui de 38 países	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	Desejo a você uma semana IJK frutífera e muito divertida	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	calorosas boas-vindas, em nome da diretoria da TEJO	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	depois de uma grande salva de palmas	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	você conseguiu ficar acordado?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	sim, principalmente por causa da minha fome	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	Não eu estou brincando. foi interessante ouvir	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	foi interessante ouvir um pouco sobre a atividade	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	ouvir sobre a atividade e estrutura do movimento	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	uma sessão TEJO lhe interessará	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	talvez algumas das sessões do TEJO possam ser interessantes para você	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	sim talvez	yes maybe	grupo	alternativoj	prononco
level	mi provos	vou tentar	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	tentarei comparecer	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	vou tentar comparecer	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	para assistir a um	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	compareça para ver	attend to see	grupo	alternativoj	prononco
level	iun tagon	um dia (algum dia)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	vou tentar um dia	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	um dia para participar	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	comparecer algum dia para ver	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	Vou tentar um dia ir a um para ver	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	o que é aquilo?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	o que é isso ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	um anjo da guarda	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	isso sobre &quot;anjo da guarda&quot;	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	mas o que é	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	mas o que é isso de “anjo da guarda”?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	uma piada?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	uma piada de mau gosto?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	piada ruim	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	alguma piada	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	alguma piada de mau gosto	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(isso é) alguma piada de mau gosto?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	Estou brincando	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	Não eu estou brincando	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	foi interessante ouvir	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	como entrar em contato ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	e como entrar em contato com esses anjos?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	com alguma oração IJK talvez	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	tente! se não funcionar você pode ir para ~	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	você pode ir para a sala &quot;O céu&quot; depois do almoço	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	ótimo, primeiro comida, depois o paraíso	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	primeiro comida, depois no céu para os anjos	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#REF!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	depois de um pouco menos de comida	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Kabe vai para o quarto &quot;o céu&quot;	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	olá, é seu primeiro IJK?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	OK. Estou muito feliz. Eu sou Jesi	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	e este já é meu sexto IJK	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	aqui está um artigo com algumas perguntas	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	papel com perguntas e tarefas	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	algumas questões e tarefas relacionadas ao congresso	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	você tenta resolvê-los	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	Eu sugiro que você tente resolvê-los	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	com Ana da Polônia, Boris da Alemanha e Natsuko do Japão	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	apenas me ligue se precisar de ajuda	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	mais tarde no serviço de livros	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	então como foi no céu?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	Na verdade, conheci um anjo de verdade!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	celestial, acho que realmente conheci um anjo de verdade!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	ela era incrivelmente linda e gentil	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	oh meu Deus! e qual é o nome dela?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	ah, já esqueci!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	cada vez mais fica bêbado	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	no bar, Kabe fica cada vez mais bêbado	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	o barman também é?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	Uma cerveja, por favor	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	custa 1 euro	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	você gostaria de algo mais também?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	não, obrigado, cerveja é suficiente para mim	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	realmente? e quanto a vodka, labamba e mulheres?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	bem, porque não	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	diz-se que é divertido	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	Ainda não dancei labamba, mas me disseram que é divertido	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	durante a música &quot;La Bamba&quot; as pessoas dançam	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	as pessoas dançam em um grande círculo	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	e dentro desse círculo outras pessoas dançam	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	funciona para que ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	funciona para que as pessoas dancem em um grande círculo	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	dança em um grande círculo e dentro desse círculo	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	as pessoas dançam e outras pessoas dançam	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	aqueles que dançam dentro do círculo	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	quem dança escolhe um dançarino da roda	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	escolhe uma dançarina e beija ela ou ele	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	beija ela ou ele três vezes nas bochechas	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	escolhe uma dançarina e dá um beijo na bochecha	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	escolhe uma dançarina da roda e beija	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	então eles trocam de lugar	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	beijos, uma pessoa que beija, uma pessoa beijada, uma pessoa que vai beijar, uma pessoa que será beijada	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	e o beijado vira pessoa que vai beijar	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	aqueles dançarinos escolhem e depois trocam de lugar	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	a pessoa que beijou agora é uma pessoa que será beijada	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	muito fácil, certo?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	bem, espero que seja ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	mais facilmente na prática	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	espera que seja mais fácil	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	é mais fácil na prática	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	vou tentar algum dia	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	mas primeiro a cerveja!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	Vou tentar um dia, mas primeiro a cerveja!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	um garoto inteligente	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	você que conhece quase todo mundo	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	conhece quase todo mundo aqui	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	você sabe quem é a garota?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	a garota que coordenou	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	a garota que coordenou os 'anjos da guarda'	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	você provavelmente está pensando em Jesi	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	sim está certo!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	Eu lembro que ouvi	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	agora eu lembro disso ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	lembre-se que ouvi o nome dela	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	na minha opinião	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	ela é uma pessoa estranha	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	na minha opinião ela é uma pessoa estranha	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	não bebe cerveja de jeito nenhum	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	e não come carne	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	parece que ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	o único interesse dela é ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	o único interesse é a atividade esperantista	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	parece que o único interesse dela é o esperanto	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	mas ela é muito bonita	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	é muito lindo e gentil	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	muito legal e gentil na minha opinião	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	talvez você esteja certo	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	talvez você esteja certo sobre isso	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	quase nunca está no bar	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	ela quase nunca está ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	não a encontro com frequência	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	Eu não me encontro com frequência	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	e então eu não a encontro com frequência	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	assobia sobre essas pessoas	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	na verdade, estou totalmente assobiando	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	eu entendo ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	é assim que um bartender de verdade fala	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	com razão, então para sua saúde!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	para sua saúde! ah, ótima cerveja	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	claro, fui eu quem escolheu	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	você tem alguma ideia?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	onde seria possível encontrar aquela garota estranha?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	encontrar aquela garota estranha, mas muito bonita	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	ideia de onde poderia ser encontrado ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	tem uma ideia de onde seria possível encontrar ~	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	definitivamente na sala de chá (Owlery)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	essas pessoas estão constantemente sentadas	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	está constantemente sentado lá tomando chá	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	que vida tediosa!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	o tea launge (Owlery), é um lugar tranquilo	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	um lugar tranquilo onde você pode beber chá	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	tomar chá, conversar, ouvir música tranquila	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	ouvindo música calma e coisas do gênero	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	você o encontrará no final do corredor	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	no final do corredor fora do bar	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	você não pode carregar sua cerveja	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	leve sua cerveja lá	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	mas você não pode levar sua cerveja lá	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	é realmente um lugar para corujas!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	para a pista de dança primeiro	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	talvez eu deva ir primeiro	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	deixe-me ir para a pista de dança primeiro	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	próxima pessoa!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	o que você quer querido	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	existe um lugar livre?	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	sim com certeza	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	muito legal aqui	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	aqui na sala de chá (corujal)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	Eu preciso de um pouco de tranquilidade	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	depois de um dia muito estressante	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	tranquilidade depois de um dia estressante	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	a atmosfera em uma sala de chá (corujal)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ é um contraste muito bom	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	contraste com os outros eventos	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	os outros eventos durante IJK	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	a atmosfera é um contraste com os outros eventos	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	é um contraste muito bom, não é?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	sim, música suave	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	música suave, conversa tranquila	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	conversa tranquila e um chá interessante	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	perfeito para recuperar forças	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	você parece extremamente cansado	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	o que você fez o dia todo?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	primeiro fiz um post	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	postar para as excursões de amanhã	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	Fiz um post sobre excursões	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	a propósito, você vai?	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	fará uma excursão	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	você vai fazer alguma excursão?	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	sim, para a grande cachoeira	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	e depois para uma exposição	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	uma exposição sobre arte moderna	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	para uma cachoeira e depois para uma exposição	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	uma boa escolha	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	Eu irei lá também	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	de qualquer forma, liderei um grupo de discussão	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	pendurar cartazes	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	após a suspensão dos cartazes da excursão	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	grupo de discussão com o título &quot;feminismo&quot;	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	liderou uma discussão com o título &quot;feminismo&quot;	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	o feminismo é o mesmo em diferentes países?	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	discussão interessante e animada	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	foi muito interessante e animado	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	nas últimas cinco horas	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	Eu estava em uma longa sessão	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	nas últimas horas estive numa reunião de comissão	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	em uma longa reunião do comitê	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	realmente foi muito longo	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	a comissão concluiu a sua reunião	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	mas agora o comitê terminou a reunião	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	foi muito longo, mas agora acabou	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	ah, então você é membro do comitê?	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	a diretoria da TEJO	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	Eu também estou no conselho	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	sim, eu também estou ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	também faz parte do conselho da TEJO	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	sim, e eu sou ~	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	Eu nunca estive ativo	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	muito ativo no movimento	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	nunca esteve ativo no movimento	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	a atividade principal da TEJO	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	qual é a atividade principal agora?	what is the main activity now?	grupo	alternativoj	prononco
