B.ar content.tsv
Level	Esperanto	ar	en-us	Grupo	Alternativoj	Pronoco
level	kaj tio ege ĝenis min	وهذا أزعجني كثيرًا	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	لم تسمع ذلك	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	لا على الإطلاق، لقد نمت بعمق	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	هل نسيت أن أقول لك ذلك ~؟	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	الأذن، لتوصيل، سدادات الأذن	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	يجدر استخدام سدادات الأذن	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	يستحق استخدام ~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	أخبرتك أن الأمر يستحق استخدام سدادات الأذن	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	عندما تنام في سكن جماعي (مكان التصادم)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	بالطبع نعم	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	أوه، كاتي الفقيرة!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	عن من تتكلم؟	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	حولك	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	لعناق، اسم المداعبة، اللقب	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	باستخدام -ĉjo أو -njo، من الممكن إنشاء ألقاب باللغة الإسبرانتو	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	اه نعم قرأت عنها ذات مرة	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	وبعد ذلك سوف تكون إنجو؟	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	إذا كنت تريد الذهاب إلى هناك	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	كم الوقت الان؟	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	إنها بالفعل خمس دقائق إلا عشرة	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	خمس دقائق قبل العاشرة، أو التاسعة وخمسة وخمسين	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	ضرب أو غاب؟	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	لقد فاتتك وجبة الإفطار	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	يا للقرف!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	هل أنت راض ؟	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	وأنا جائع للغاية	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	إذا كنت على عجل	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	يمكن على الأقل ضرب الافتتاح	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	افتتاح المؤتمر	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	يمكنك على الأقل الوصول إلى افتتاح المؤتمر	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	متى سيكون؟	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	في تمام الساعة العاشرة والربع	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	وسوف تستمر لمدة ساعة	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	وفي الثانية عشرة سيكون من الممكن تناول الطعام	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	جميل وأنا أتطلع إلى ذلك	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	قل لي ماذا يحدث أثناء الافتتاح؟	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	هل يستحق الزيارة على الإطلاق؟	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	في رأيي نعم	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	عادة لا تكون حيوية للغاية	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	ولكن بالنسبة لك &quot;المبتدئ&quot;	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	قد يكون من المثير للاهتمام حضوره	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	أعتقد أن ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	سيقول رئيس TEJO بضع كلمات	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	موضوع المؤتمر	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	على ما يبدو، على الأرجح	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	من المحتمل أن يقوم شخص من LKK بعرض موضوع المؤتمر	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	كل IJK له موضوعه الخاص	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	آمل أن يكون هناك بعض الموسيقى أيضًا	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	حسنا، أين سيتم ذلك؟	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	في قاعة المحاضرات الكبرى	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	كيف تجد ذلك؟	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	عندما تغادر هذا المكان	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	اذهب مباشرة إلى نهاية المبنى	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	ربما لمسافة 100 متر	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	مرة أخرى، مباشرة لمسافة ربما 100 متر	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	وهناك منزل أصفر	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	على الجانب الأيسر من الطريق	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	علامات حول جميع مواقع IJK	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	ستجد فيه علامات حول جميع مواقع IJK	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	سأرسل رسالة عبر الهاتف المحمول	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	إذا لم أجد ذلك	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	أوه، فكرة جيدة، نراكم هناك!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	في قاعة المحاضرات	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	الملائكة الحارسة؟ هل أنت تمزح؟	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	رئيس تيجو	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	وأخيرا أتمنى لكم جميعا أسبوعا ممتعا	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	وفقا لأحدث المعلومات	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	نحن 423 هنا من 38 دولة	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	أتمنى لكم أسبوعًا مثمرًا وممتعًا للغاية في IJK	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	ترحيبا حارا، نيابة عن مجلس إدارة TEJO	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	بعد جولة كبيرة من التصفيق	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	هل تمكنت من البقاء مستيقظا؟	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	نعم، وذلك أساسا بسبب جوعي	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	لا أنا أمزح. كان من المثير للاهتمام أن نسمع	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	كان من المثير للاهتمام أن نسمع القليل عن النشاط	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	للاستماع إلى نشاط الحركة وبنيتها	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	جلسة TEJO سوف تثير اهتمامك	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	ربما تكون بعض جلسات TEJO مثيرة للاهتمام بالنسبة لك	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	نعم ممكن	yes maybe	grupo	alternativoj	prononco
level	mi provos	سأحاول	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	سيحاول الحضور	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	سأحاول الحضور	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	لحضور واحد	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	حضور لنرى	attend to see	grupo	alternativoj	prononco
level	iun tagon	ذات يوم (يوما ما)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	سأحاول يوما ما	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	يوم واحد للحضور	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	الحضور يوما ما لنرى	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	سأحاول يومًا ما أن أحضر واحدًا لنرى	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	ما هذا؟	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	ما هذا حول ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	ملاك حارس	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	ذلك بخصوص &quot;الملاك الحارس&quot;	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	ولكن ما هو	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	ولكن ماذا عن &quot;الملاك الحارس&quot;؟	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	مزحة؟	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	نكتة سيئة؟	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	نكتة سيئه	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	بعض النكتة	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	بعض النكتة السيئة	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(هل هذه) نكتة سيئة؟	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	أنا أمزح	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	لا أنا أمزح	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	كان من المثير للاهتمام أن نسمع	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	كيفية الاتصال ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	وكيفية الاتصال بهؤلاء الملائكة؟	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	مع بعض صلاة IJK ربما	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	جربها! إذا لم ينجح الأمر، يمكنك الذهاب إلى ~	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	يمكنك الذهاب إلى غرفة &quot;السماء&quot; بعد الغداء	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	عظيم، الطعام الأول، ثم الجنة	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	الطعام الأول ثم في السماء للملائكة	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#المرجع!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	بعد القليل من الطعام	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	يذهب كابي إلى غرفة &quot;السماء&quot;	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	مرحبًا، هل هذا هو IJK الأول لك؟	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	نعم. أنا سعيد جدا. أنا جيسي	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	وهذا بالفعل هو IJK السادس الخاص بي	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	وهنا ورقة مع بعض الأسئلة	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	ورقة مع الأسئلة والمهام	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	بعض الأسئلة والمهام المتعلقة بالمؤتمر	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	تحاول حلها	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	أقترح عليك محاولة حلها	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	مع آنا من بولندا وبوريس من ألمانيا وناتسوكو من اليابان	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	فقط اتصل بي إذا كنت بحاجة إلى مساعدة	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	في وقت لاحق في خدمة الكتاب	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	فكيف كان الأمر في الجنة؟	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	لقد التقيت بالفعل بملاك حقيقي!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	يا إلهي، أعتقد أنني قابلت ملاكًا حقيقيًا بالفعل!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	كانت جميلة ولطيفة بشكل مثير للدهشة	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	يا إلهي! وما هو اسمها؟	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	أوه، لقد نسيت بالفعل!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	المزيد والمزيد في حالة سكر	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	في الحانة ، يسكر كابي أكثر فأكثر	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	هو النادل أيضا؟	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	بيرة واحدة من فضلك	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	يكلف 1 يورو	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	هل تريد شيئا آخر أيضا؟	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	لا شكرا، البيرة تكفيني	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	حقًا؟ ماذا عن الفودكا واللابمبا والإناث؟	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	حسنا لما لا	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	يقال أنه ممتع	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	لم أرقص اللابامبا بعد، لكن قيل لي إنها ممتعة	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	أثناء أغنية &quot;لا بامبا&quot; يرقص الناس	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	يرقص الناس في دائرة كبيرة	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	وداخل تلك الدائرة يرقص الآخرون	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	يعمل بحيث ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	يعمل بحيث يرقص الناس في دائرة كبيرة	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	يرقص في دائرة كبيرة وداخل تلك الدائرة	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	الناس يرقصون وغيرهم من الناس يرقصون	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	أولئك الذين يرقصون داخل الدائرة	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	أولئك الذين يرقصون يختارون راقصة من الدائرة	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	يختار راقصة ويقبلها	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	يقبلها أو عليه ثلاث مرات على الخدين	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	يختار راقصة ويقبل على الخدين	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	يختار راقصة من الدائرة ويقبل	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	ثم يغيرون الأماكن	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	قبلات، شخص مقبل، شخص مقبل، شخص سوف يقبل، شخص سوف يتم تقبيله	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	ويصبح المُقبَّل شخصًا يقبل	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	هؤلاء الراقصون يختارون ثم يغيرون أماكنهم	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	الشخص الذي قبله هو الآن الشخص الذي سيتم تقبيله	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	من السهل جدا، أليس كذلك؟	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	حسنا، آمل أن يكون ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	بسهولة أكبر في الممارسة العملية	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	يأمل أن يكون الأمر أسهل	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	إنه أسهل في الممارسة العملية	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	سأحاول في وقت ما	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	ولكن أولا البيرة!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	سأحاول يومًا ما، ولكن أولًا البيرة!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	فتى ذكي	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	أنت الذي تعرف الجميع تقريبًا	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	يعرف الجميع تقريبا هنا	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	هل تعرف من هي الفتاة؟	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	الفتاة التي قامت بالتنسيق	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	الفتاة التي نسقت &quot;الملائكة الحارسة&quot;	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	ربما كنت تفكر في جيسي	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	نعم هذا صحيح!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	أتذكر أنني سمعت	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	الآن أتذكر أن ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	تذكر أنني سمعت اسمها	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	في رأيي	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	إنها شخص غريب	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	في رأيي هي شخص غريب	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	لا يشرب البيرة على الإطلاق	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	ولا يأكل اللحوم	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	يبدو أن ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	اهتمامها الوحيد هو ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	الاهتمام الوحيد هو نشاط الاسبرانتو	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	يبدو أن اهتمامها الوحيد هو الإسبرانتو	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	لكنها جميلة جدا	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	جميلة جدا ولطيفة	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	لطيف جدا ولطيف في رأيي	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	ربما أنت على حق	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	ربما أنت على حق في ذلك	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	لا يكاد يكون موجودًا في الحانة أبدًا	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	هي تقريبا أبدا ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	لا تقابلها كثيرًا	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	أنا لا أجتمع في كثير من الأحيان	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	ولذلك لا أقابلها كثيرًا	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	صفارات حول هؤلاء الناس	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	في الواقع، أنا صفير تماما	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	أنا أفهم ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	هكذا يتحدث النادل الحقيقي	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	بحق، لذلك لصحتك!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	لصحتك! أوه، البيرة العظيمة	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	وبطبيعة الحال، أنا الذي اختار ذلك	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	هل لديك أي فكرة؟	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	أين يمكن أن تجد تلك الفتاة الغريبة؟	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	للعثور على تلك الفتاة الغريبة ولكن جميلة جدا	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	فكرة حيث يمكن العثور عليها ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	لديه فكرة حيث سيكون من الممكن العثور على ~	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	بالتأكيد في غرفة الشاي (البومة)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	هؤلاء الناس يجلسون باستمرار	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	يجلس هناك باستمرار يشرب الشاي	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	يا لها من حياة مملة!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	غرفة الشاي (Owlery)، مكان هادئ	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	مكان هادئ حيث يمكنك شرب الشاي	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	شرب الشاي، والدردشة، والاستماع إلى الموسيقى الهادئة	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	الاستماع إلى الموسيقى الهادئة ونحوها	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	ستجده في نهاية الممر	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	في نهاية الممر خارج البار	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	لا يمكنك حمل البيرة الخاصة بك	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	خذ البيرة الخاصة بك هناك	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	ولكن لا يمكنك أن تأخذ البيرة الخاصة بك هناك	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	إنه حقًا مكان للبوم!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	إلى حلبة الرقص أولاً	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	ربما يجب أن أذهب أولاً	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	اسمحوا لي أن أذهب إلى حلبة الرقص أولا	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	الشخص القادم!	next person!	grupo	alternativoj	prononco
