C.fi content.tsv
Level	Esperanto	fi	en-us	Grupo	Alternativoj	Pronoco
level	sobra	hillitty, hillitty, hillitty	sober, abstemious, staid	grupo	alternativoj	prononco
level	Birmo	Myanmar	Myanmar	grupo	alternativoj	prononco
level	asekuri	vakuuttaa	to insure	grupo	alternativoj	prononco
level	fono	tausta	background	grupo	alternativoj	prononco
level	Gvatemalo	Guatemala	Guatemala	grupo	alternativoj	prononco
level	pulvoro	jauhe	powder	grupo	alternativoj	prononco
level	velki	kuihtua, haalistua	to wither, to fade	grupo	alternativoj	prononco
level	baterio	akku	a battery	grupo	alternativoj	prononco
level	Nikaragvo	Nicaragua	Nicaragua	grupo	alternativoj	prononco
level	faŭko	leuat, mau, suu (tunnelin)	a jaws, a maw, a mouth (of a tunnel)	grupo	alternativoj	prononco
level	Kostariko	Costa Rica	Costa Rica	grupo	alternativoj	prononco
level	medalo	mitalli	a medal	grupo	alternativoj	prononco
level	Paragvajo	Paraguay	Paraguay	grupo	alternativoj	prononco
level	aligatoro	alligaattori	an alligator	grupo	alternativoj	prononco
level	tempesto	myrsky, myrsky	a tempest, a storm	grupo	alternativoj	prononco
level	kordo	johto, naru	a cord, a string	grupo	alternativoj	prononco
level	hipopotamo	virtahepo, virtahepo	a hippopotamus, a hippo	grupo	alternativoj	prononco
level	striki	mennä lakkoon	to go on strike	grupo	alternativoj	prononco
level	monako (-aĥo)	monakki	a monach	grupo	alternativoj	prononco
level	petrolo	maaöljy, parafiiniöljy	petroleum, paraffin-oil	grupo	alternativoj	prononco
level	konfiti	säilöntä (sokerissa), sokeroitu	to preserve (in sugar), candied	grupo	alternativoj	prononco
level	alineo	kappaleen sisennys	paragraph indentation	grupo	alternativoj	prononco
level	motorbiciklo	moottoripyörä	a motorbicycle	grupo	alternativoj	prononco
level	organismo	organismi	an organism	grupo	alternativoj	prononco
level	procedi	edetä	to proceed	grupo	alternativoj	prononco
level	ĉerizo	kirsikka	a cherry	grupo	alternativoj	prononco
level	ritmo	rytmi	rhythm	grupo	alternativoj	prononco
level	broŝuro	esite, lehtinen, pamfletti	a brochure, a leaflet, a pamphlet	grupo	alternativoj	prononco
level	orfejo	orpokoti	an orphanage	grupo	alternativoj	prononco
level	ornamaĵo	koristeena	an ornament	grupo	alternativoj	prononco
level	provizora	väliaikainen, väliaikainen	provisional, temporary	grupo	alternativoj	prononco
level	kalkano	kantapää	a heel	grupo	alternativoj	prononco
level	apoteko	apteekki, apteekki	a pharmacy, a drugstore	grupo	alternativoj	prononco
level	jaguaro	jaguaari	a jaguar	grupo	alternativoj	prononco
level	persimono	kaki	a persimon	grupo	alternativoj	prononco
level	pesilo	tasapaino, asteikko	a balance, a scale	grupo	alternativoj	prononco
level	improvizi	improvisoida	to improvise	grupo	alternativoj	prononco
level	fosto	pylväs, pylväs, pystytuki	a post, a pole, an upright support	grupo	alternativoj	prononco
level	pico	pizzaa	a pizza	grupo	alternativoj	prononco
level	sitelo	ämpäri, sanko	a bucket, a pail	grupo	alternativoj	prononco
level	parkere	ulkoa, muistista, harhaanjohtavasti	by heart, from memory, by rote	grupo	alternativoj	prononco
level	akurata	tarkka, täsmällinen, täsmällinen	accurate, punctual, precise	grupo	alternativoj	prononco
level	rito	riitti	rite	grupo	alternativoj	prononco
level	nodo	solmu, solmu	a node, a knot	grupo	alternativoj	prononco
level	polpo (okpieda)	mustekala	an octopus	grupo	alternativoj	prononco
level	degeli	sulaa, sulaa	to melt, to thaw	grupo	alternativoj	prononco
level	pinĉi	nipistää	to pinch	grupo	alternativoj	prononco
level	paniko	paniikki	a panic	grupo	alternativoj	prononco
level	piro	päärynä (hedelmä)	a pear (fruit)	grupo	alternativoj	prononco
level	trempi	kastaa, liottaa, upottaa	to dip, to soak, to immerse	grupo	alternativoj	prononco
level	pelto	turkki, turkis, nahka, turkiskappale	a fur coat, fur, pelt, fur piece	grupo	alternativoj	prononco
level	preskribo (recepto)	resepti, resepti	a prescription, recipe	grupo	alternativoj	prononco
level	princino	prinsessa	a princess	grupo	alternativoj	prononco
level	masto	masto, pylväs	a mast, a pole	grupo	alternativoj	prononco
level	kino	elokuvateatteri	a cinema	grupo	alternativoj	prononco
level	bombono	bon-bon, karkki, makeinen	a bon-bon, a candy, a sweet	grupo	alternativoj	prononco
level	funto	Punta	a pound	grupo	alternativoj	prononco
level	ananaso	ananas	a pine apple	grupo	alternativoj	prononco
level	tajloro	räätäli	a tailor	grupo	alternativoj	prononco
level	veterano	veteraani	a veteran	grupo	alternativoj	prononco
level	revolucio	vallankumous	a revolution	grupo	alternativoj	prononco
level	krusto	kuori, kuori, kova ulkokuori	crust, casing, hard outer covering	grupo	alternativoj	prononco
level	kompaso	kompassi	a compass	grupo	alternativoj	prononco
level	rizkampo	riisipelto, riisipelto	a rice field, a paddy field	grupo	alternativoj	prononco
level	katedralo	katedraali	a cathedral	grupo	alternativoj	prononco
level	roboto	robotti	a robot	grupo	alternativoj	prononco
level	parfumo	hajuvettä	a perfume	grupo	alternativoj	prononco
level	margarino	margariini	margarine	grupo	alternativoj	prononco
level	ripo	kylkiluun (luun)	a rib (bone)	grupo	alternativoj	prononco
level	rulŝtuparo	liukuportaat	an escalator	grupo	alternativoj	prononco
level	kostumo	puku, asu, pukeutumistyyli	costume, outfit, style of dress	grupo	alternativoj	prononco
level	pulmo	keuhko	a lung	grupo	alternativoj	prononco
level	infinitivo	infinitiivi	infinitive	grupo	alternativoj	prononco
level	segilo	saha, sahat	a saw, saws	grupo	alternativoj	prononco
level	prozo	proosaa	a prose	grupo	alternativoj	prononco
level	mekanismo	laite, mekanismi	device, a mechanism	grupo	alternativoj	prononco
level	skanilo	skanneri	a scanner	grupo	alternativoj	prononco
level	benzino	bensa, bensa	gasoline, petrol	grupo	alternativoj	prononco
level	plumbo	lyijy (metalli)	lead (metal)	grupo	alternativoj	prononco
level	leki	nuolla	to lick	grupo	alternativoj	prononco
level	akuzi	syyttää	to accuse	grupo	alternativoj	prononco
level	redakti	muokata	to edit	grupo	alternativoj	prononco
level	ŝraŭbo	ruuvi	a screw	grupo	alternativoj	prononco
level	komo	pilkku	a comma	grupo	alternativoj	prononco
level	surdulo	kuuro	a deaf	grupo	alternativoj	prononco
level	konduktoro	kapellimestari	a conductor	grupo	alternativoj	prononco
level	kreto	liitu	a chalk	grupo	alternativoj	prononco
level	eklezio	kirkko (järjestö)	a church (organization)	grupo	alternativoj	prononco
level	protagonisto	päähenkilö	a protagonist	grupo	alternativoj	prononco
level	Eŭropo	Euroopassa	europe	grupo	alternativoj	prononco
level	tajfuno	taifuuni	a typhoon	grupo	alternativoj	prononco
level	sentimentala	tunteellinen	sentimental	grupo	alternativoj	prononco
level	korko	korkki, tulppa	a cork, a stopper	grupo	alternativoj	prononco
level	stampo	leima, sinetti, merkki	a stamp, a seal, a mark	grupo	alternativoj	prononco
level	olivo	oliivi	an olive	grupo	alternativoj	prononco
level	kazino	kasino	a casino	grupo	alternativoj	prononco
level	terno	aivastelu	a sneeze	grupo	alternativoj	prononco
level	barikado	barrikadi	a barricade	grupo	alternativoj	prononco
level	tertremo (sismo)	maanjäristys	an earthquake	grupo	alternativoj	prononco
level	telegramo	sähke	a telegram	grupo	alternativoj	prononco
level	prononci	ääntää	to pronounce	grupo	alternativoj	prononco
level	tornado	tornado	a tornado	grupo	alternativoj	prononco
level	objektiva	tavoite	objective	grupo	alternativoj	prononco
level	drapo	villakangas, kangas	a woolen cloth, a cloth	grupo	alternativoj	prononco
level	ungotondilo	kynsisakset	a nail-scissors	grupo	alternativoj	prononco
level	vakupurigilo	pölynimuri (=polvosuĉilo)	a vacuum cleaner (=polvosuĉilo)	grupo	alternativoj	prononco
level	perei	hukkua	to perish	grupo	alternativoj	prononco
level	afranki	maksaa ennakkoon (postimaksu), laittaa postimerkkejä	to prepay (postage), to put on stamps	grupo	alternativoj	prononco
level	luli	tuudittaa, kehtoa, rokkaa	to lull, to cradle, to rock	grupo	alternativoj	prononco
level	vakcino	rokote	a vaccine	grupo	alternativoj	prononco
level	gorilo	gorilla	a gorilla	grupo	alternativoj	prononco
level	vojaĝagentejo	matkatoimisto	a travel agency	grupo	alternativoj	prononco
level	patrono	suojelija	a patron	grupo	alternativoj	prononco
level	abstini	pidättäytyä äänestämästä	to abstain	grupo	alternativoj	prononco
level	bulvardo	bulevardi	a boulevard	grupo	alternativoj	prononco
level	portalo	portaali, portti	a portal, a gateway	grupo	alternativoj	prononco
level	ŝarĝoaŭto	rekka	a truck	grupo	alternativoj	prononco
level	vito	viiniköynnös, viiniköynnös	a grapevine, a vine	grupo	alternativoj	prononco
level	teleskopo	teleskooppi	a telescope	grupo	alternativoj	prononco
level	apliki	hakea	to apply	grupo	alternativoj	prononco
level	cemento	sementti	cement	grupo	alternativoj	prononco
level	pedagogio	pedagogiikka	pedagogy	grupo	alternativoj	prononco
level	albumo	albumi	an album	grupo	alternativoj	prononco
level	aserti	väittää, todeta, vahvistaa	to assert, to state, to affirm	grupo	alternativoj	prononco
level	akordi	sopia	to accord	grupo	alternativoj	prononco
level	fulgo	noki, lika	a soot, a grime	grupo	alternativoj	prononco
level	adapti	sopeutua, mukautua, mukautua, sopeutua	to adapt, to adjust, to accommodate, to fit	grupo	alternativoj	prononco
level	liveri	toimittaa, toimittaa, toimittaa	to furnish, to supply, to deliver	grupo	alternativoj	prononco
level	argumento	argumentti	an argument	grupo	alternativoj	prononco
level	frizi	käpristyä, pörröistyä	to curl, to frizz	grupo	alternativoj	prononco
level	deficito	alijäämä	a deficit	grupo	alternativoj	prononco
level	blato	torakka, siru	a cockroach, a chip	grupo	alternativoj	prononco
level	recepto	resepti, resepti	a recipe, a prescription	grupo	alternativoj	prononco
level	kitelo	smokki, mekko, haalari, huppari	a smock, a frock, an overalls, a garbadine	grupo	alternativoj	prononco
level	ciklono	sykloni	a cyclone	grupo	alternativoj	prononco
level	reformi	uudistamaan	to reform	grupo	alternativoj	prononco
level	pulvo	ruuti, ruuti	powder, gunpowder	grupo	alternativoj	prononco
level	ŝpruci	purskahtaa, purskahtaa, purskahtaa ulos	to spurt, to gush, to spurt out	grupo	alternativoj	prononco
level	kukolo	käki	a cuckoo	grupo	alternativoj	prononco
level	ŝanceli	ravistaa, täristää	to shake, to totter	grupo	alternativoj	prononco
level	rekordo	ennätys (urheilu)	a record (sport)	grupo	alternativoj	prononco
level	florpetalo	kukan terälehti	a flower petal	grupo	alternativoj	prononco
level	kosmo	kosmos, (ulko)avaruus, maailmankaikkeus	cosmos, (outer) space, universe	grupo	alternativoj	prononco
level	ĉeko	shekki, sekki	a checque, a check	grupo	alternativoj	prononco
level	konsumi	kuluttaa, käyttää loppuun	to consume, to use up	grupo	alternativoj	prononco
level	lameno	lamelli, levy, kerros	a lamina, a plate, a layer	grupo	alternativoj	prononco
level	erotika	eroottinen	erotic	grupo	alternativoj	prononco
level	peniko	sivellin (taide)	a brush (art)	grupo	alternativoj	prononco
level	spuro	jälki, polku, jälki	a track, a trail, a trace	grupo	alternativoj	prononco
level	rigida	jäykkä, jäykkä	rigid, stiff	grupo	alternativoj	prononco
level	pleto	tarjotin	a tray	grupo	alternativoj	prononco
level	ignori	jättää huomioimatta	to ignore	grupo	alternativoj	prononco
level	Volapuko (Volapǖko)	Volapuk	Volapuk	grupo	alternativoj	prononco
level	frazo	lause	a sentence	grupo	alternativoj	prononco
level	bruto	raato, kotieläin, peto	a brute, a farm animal, a beast	grupo	alternativoj	prononco
level	gladi	silittää (vaatteita)	to iron (clothes)	grupo	alternativoj	prononco
level	kalsono	alusvaatteet, alushousut, shortsit	an underwear, underpants, shorts	grupo	alternativoj	prononco
level	aktoro	näyttelijä	an actor	grupo	alternativoj	prononco
level	valida	pätevä	valid	grupo	alternativoj	prononco
level	ruso	venäläinen	a Russian	grupo	alternativoj	prononco
level	glita	liukuva, liukas	gliding, slippery	grupo	alternativoj	prononco
level	fantazio	fantasia	a fantasy	grupo	alternativoj	prononco
level	ŝargi	ladata, ladata	to load, to charge	grupo	alternativoj	prononco
level	saŭco	kastike, kastike	a sauce, a gravy	grupo	alternativoj	prononco
level	verto	kruunu, pään yläosa	a crown, top of the head	grupo	alternativoj	prononco
level	enketi	tehdä tiedustelu, tutkia, tutkia	to make an inquiry, to survey, to investigate	grupo	alternativoj	prononco
level	ateisto	ateisti	an atheist	grupo	alternativoj	prononco
level	insigno	merkki	a badge	grupo	alternativoj	prononco
level	trudi	määrätä, pakottaa	to impose, to force	grupo	alternativoj	prononco
level	skemo	suunnitelma	a scheme	grupo	alternativoj	prononco
level	kalva	kalju, paljas, rohkeapäinen, kuulematon	bald, bare, bold-headed, hearless	grupo	alternativoj	prononco
level	germano	saksalainen	a German	grupo	alternativoj	prononco
level	orto	suora kulma	a right angle	grupo	alternativoj	prononco
level	avizo	varoitus, huomautus	a warning, a notice	grupo	alternativoj	prononco
level	fronto	etuosa, etuosa	front, frontage	grupo	alternativoj	prononco
level	lernolibro	oppikirja	a textbook	grupo	alternativoj	prononco
level	glavo	miekka	a sword	grupo	alternativoj	prononco
level	konservativa	konservatiivinen	conservative	grupo	alternativoj	prononco
level	Usono	USA	USA	grupo	alternativoj	prononco
level	ankro	ankkuri	an anchor	grupo	alternativoj	prononco
level	analizo	analyysi	an analysis	grupo	alternativoj	prononco
level	flustri	kuiskaamaan	to whisper	grupo	alternativoj	prononco
level	asigno	toimeksianto	assignment	grupo	alternativoj	prononco
level	konservatorio	konservatorio (musiikkikoulu)	a conservatory (music school)	grupo	alternativoj	prononco
level	aŭtoro	kirjailija	an author	grupo	alternativoj	prononco
level	poligloto	polyglotti	a polyglot	grupo	alternativoj	prononco
level	absoluta	ehdoton	absolute	grupo	alternativoj	prononco
level	lukti	kamppailla, kamppailla	to wrestle, to struggle	grupo	alternativoj	prononco
level	inciti	yllyttää, kiihottaa, yllyttää, yllyttää	to incite, to stir, to abet, to provoke	grupo	alternativoj	prononco
level	prezervi	säilyttää	to preserve	grupo	alternativoj	prononco
level	mencii	mainita	to mention	grupo	alternativoj	prononco
level	anglo	englantilainen	an Englishman	grupo	alternativoj	prononco
level	Bulonjo	Boulogne (kaupunki)	Boulogne (city)	grupo	alternativoj	prononco
level	interesa	mielenkiintoista	interesting	grupo	alternativoj	prononco
level	interese	mielenkiintoisesti	interestingly	grupo	alternativoj	prononco
level	meĥanismo	mekanismi	a mechanism	grupo	alternativoj	prononco
level	hazardo	onnettomuus, mahdollisuus	an accident, a chance	grupo	alternativoj	prononco
level	neologismo	uudissana	neologism	grupo	alternativoj	prononco
level	Grekio (Greklando)	Kreikka	Greece	grupo	alternativoj	prononco
level	Araba	arabialainen	Arabic	grupo	alternativoj	prononco
level	palpi	tuntea, hapuilla	to feel, to grope	grupo	alternativoj	prononco
level	sinjorino	nainen, rouva	a lady, a madam	grupo	alternativoj	prononco
level	neŭtra	neutraali (=neŭtrala)	neutral (=neŭtrala)	grupo	alternativoj	prononco
level	Afriko	Afrikka	Africa	grupo	alternativoj	prononco
level	korvo	varis, korppi	a crow, a raven	grupo	alternativoj	prononco
level	Ameriko	Amerikka, Amerikka	America, the Americas	grupo	alternativoj	prononco
level	ezoko	hauki (järvessä), tunkki	a pike (in a lake), a jack	grupo	alternativoj	prononco
level	sago	nuoli, sagitta	a arrow, a sagitta	grupo	alternativoj	prononco
level	ĉino	kiinalainen	a Chinese	grupo	alternativoj	prononco
level	sendube	epäilemättä, epäilemättä	with no doubt, undoubtedly	grupo	alternativoj	prononco
level	Azio	Aasia	Asia	grupo	alternativoj	prononco
level	senkonfide	ilman luottamusta, ilman luottamusta	without trusting, without confidence	grupo	alternativoj	prononco
level	ekposedi	omistaa	to possess	grupo	alternativoj	prononco
level	senfare	tekemättä	without doing	grupo	alternativoj	prononco
level	amara	katkera	bitter	grupo	alternativoj	prononco
level	ministro	ministeri	a minister	grupo	alternativoj	prononco
level	parlamento	parlamentti, eduskunta	parliament, a parliament	grupo	alternativoj	prononco
level	Berlino	Berliini	Berlin	grupo	alternativoj	prononco
level	unuafoje	ensimmäistä kertaa	for the first time	grupo	alternativoj	prononco
level	asimili	assimiloida	to assimilate	grupo	alternativoj	prononco
level	preskribi	määrätä, määrätä	to prescribe, to stipulate	grupo	alternativoj	prononco
level	belgo	belgialainen	a Belgian	grupo	alternativoj	prononco
level	koncepto	käsite	a concept	grupo	alternativoj	prononco
level	jubileo	juhlapäivä	a jubilee	grupo	alternativoj	prononco
level	Brazilo	Brasilia	Brazil	grupo	alternativoj	prononco
level	sociala	sosiaalinen	social	grupo	alternativoj	prononco
level	perlo	helmi	a pearl	grupo	alternativoj	prononco
level	kvarfoje	neljä kertaa	four times	grupo	alternativoj	prononco
level	aresti	pidättää	to arrest	grupo	alternativoj	prononco
level	Alpoj	Alpit	Alps	grupo	alternativoj	prononco
level	eliri	lähteä, lähteä ulos, poistua	to leave, to go out, to exit	grupo	alternativoj	prononco
level	enveni	tulla sisään, tulla sisään	to come in, to enter	grupo	alternativoj	prononco
level	hodiaŭa	tätä päivää, nykypäivää, nykypäivää	of today, present-day, present	grupo	alternativoj	prononco
level	balo	pallo, tanssi	a ball, a dance	grupo	alternativoj	prononco
level	plasto	muovia	a plastic	grupo	alternativoj	prononco
level	fakultato	tiedekunta, tiedekunta	faculty, a faculty	grupo	alternativoj	prononco
level	forĵeti	heittää pois, heittää pois	to throw away, to discard	grupo	alternativoj	prononco
level	japano	japanilainen henkilö	a Japanese person	grupo	alternativoj	prononco
level	forlasi	lähteä, hylätä, laiminlyödä, lopettaa	to leave, to abandon, to neglect, to quit	grupo	alternativoj	prononco
level	civito	kansalaisuus, valtio, kaupunkivaltio	citizenry, polity, city state	grupo	alternativoj	prononco
level	foresto	poissaolo	absence	grupo	alternativoj	prononco
level	sekura	turvallinen, turvallinen	secure, safe	grupo	alternativoj	prononco
level	Anglio	Englanti	England	grupo	alternativoj	prononco
level	Britio	Yhdistynyt kuningaskunta	United Kingdom	grupo	alternativoj	prononco
level	brita	brittiläinen	British	grupo	alternativoj	prononco
level	Aŭstrio	Itävalta	Austria	grupo	alternativoj	prononco
level	mallonga	lyhyt, lyhyt	short, brief	grupo	alternativoj	prononco
level	delegacio	valtuuskunta, valtuuskunta	delegation, a delegation	grupo	alternativoj	prononco
level	biblio	raamattu	Bible	grupo	alternativoj	prononco
level	magio	taikuutta	a magic	grupo	alternativoj	prononco
level	provinco	maakunta	a province	grupo	alternativoj	prononco
level	sonori	soitella, kiliseä	to ring, to clang	grupo	alternativoj	prononco
level	milito	sota	a war	grupo	alternativoj	prononco
level	lado	pelti, tina, peltilevy	sheet metal, tin, tin plate	grupo	alternativoj	prononco
level	kelnerino	tarjoilija, baarimikko	a waitress, a barmid	grupo	alternativoj	prononco
level	aludi	vihjailla, vihjailla	to allude, to hint	grupo	alternativoj	prononco
level	okazo	tilaisuus, tapahtuma, tapaus, tapahtuma	an occasion, a happening, a case, an event	grupo	alternativoj	prononco
level	Italio	Italia	Italy	grupo	alternativoj	prononco
level	he!	eh! Hei!	eh! hey!	grupo	alternativoj	prononco
level	disponi	olla käytössään	to have at one's disposal	grupo	alternativoj	prononco
level	indonezio	Indonesia	Indonesia	grupo	alternativoj	prononco
level	duŝi	käydä suihkussa	to shower	grupo	alternativoj	prononco
level	cenzuro	sensuuri, sensuuri	a censorship, censor	grupo	alternativoj	prononco
level	Hindio	Intia (=Barato)	India (=Barato)	grupo	alternativoj	prononco
level	baloti	äänestää	to vote	grupo	alternativoj	prononco
level	noktomezo	keskiyö	a midnight	grupo	alternativoj	prononco
level	travojaĝi	kiertää ~	to tour through ~	grupo	alternativoj	prononco
level	tranokti	viettää yö läpi, viettää yö	to pass a night through, to spend a night	grupo	alternativoj	prononco
level	matematiko	matematiikka	mathematics	grupo	alternativoj	prononco
level	revolucii	mullistamaan	to revolutionize	grupo	alternativoj	prononco
level	tralegi	lukea läpi, selata	to read through, to browse	grupo	alternativoj	prononco
level	kamelio	kamelia	a camellia	grupo	alternativoj	prononco
level	Germanio	Saksa	Germany	grupo	alternativoj	prononco
level	traleginte	läpi lukemisen jälkeen	after reading through	grupo	alternativoj	prononco
level	ĉinio	Kiina	China	grupo	alternativoj	prononco
level	viktimo	uhri	a victim	grupo	alternativoj	prononco
level	ĉina	Kiinalainen	Chinese	grupo	alternativoj	prononco
level	alkutimiĝi	tottua, saada tapa	to become accustomed to, to get a habbit	grupo	alternativoj	prononco
level	naskiĝi	syntyä	to be born	grupo	alternativoj	prononco
level	aŭditorio	auditorio	an auditorium	grupo	alternativoj	prononco
level	gramatiko	kielioppi	grammar	grupo	alternativoj	prononco
level	planedo	planeetta	a planet	grupo	alternativoj	prononco
level	evento	tapahtuma	an event	grupo	alternativoj	prononco
level	glori	ylistää, ylistää, ylistää	to glorify, to laud, to praise	grupo	alternativoj	prononco
level	festo	juhla, juhla, juhla	a feast, a party, a festival	grupo	alternativoj	prononco
level	ĉeĥoslovakio	Tšekkoslovakia	Czechoslovakia	grupo	alternativoj	prononco
level	fonografo	sylinterifonografi	a cylinder phonograph	grupo	alternativoj	prononco
level	grumbli	muristaa, muristaa	to grumble, to growl	grupo	alternativoj	prononco
level	furioza	raivoissaan, raivoissaan	furious, raging	grupo	alternativoj	prononco
level	naskiĝfesto	syntymäpäiväjuhla	a birthday party	grupo	alternativoj	prononco
level	temi	viitata, teema on, käsitellä, olla noin	to refer to, the theme is, to deal with, to be about	grupo	alternativoj	prononco
level	roso	kaste	a dew	grupo	alternativoj	prononco
level	Francio	Ranska	France	grupo	alternativoj	prononco
level	guti	pudota, tippua	to drop, to drip	grupo	alternativoj	prononco
level	Kolumbo	Kolumbus	Columbus	grupo	alternativoj	prononco
level	kotleto	kotletti, kotletti, paloittelu	cutlet, a cutlet, chop	grupo	alternativoj	prononco
level	avokado	avokado (hedelmä)	an avocado (fruit)	grupo	alternativoj	prononco
level	individuo	yksilö	an individual	grupo	alternativoj	prononco
level	pagodo	pagodi	a pagoda	grupo	alternativoj	prononco
level	Kolombio	Kolumbia	Colombia	grupo	alternativoj	prononco
level	cerealo	viljaa	cereal	grupo	alternativoj	prononco
level	gesinjoroj	naiset ja herrat	ladies and gentlemen	grupo	alternativoj	prononco
level	fenomeno	ilmiö	a phenomenon	grupo	alternativoj	prononco
level	palpebro	silmäluomen	an eyelid	grupo	alternativoj	prononco
level	ŝako	shakki	chess	grupo	alternativoj	prononco
level	televidkanalo	tv-kanava	a TV channel	grupo	alternativoj	prononco
level	ruino	raunio	a ruin	grupo	alternativoj	prononco
level	paliso	posti, olut, panos	a post, a ale, a stake	grupo	alternativoj	prononco
level	elemento	elementti	an element	grupo	alternativoj	prononco
level	absurda	absurdia	absurd	grupo	alternativoj	prononco
level	kaverno	luola, luola	a cavern, a cave	grupo	alternativoj	prononco
level	Portugalio	Portugali	Portugal	grupo	alternativoj	prononco
level	portugalo	portugalilainen	a Portuguese	grupo	alternativoj	prononco
level	teritorio	alue	a territory	grupo	alternativoj	prononco
level	Polio	polio	polio	grupo	alternativoj	prononco
level	d-ro	DR.	Dr.	grupo	alternativoj	prononco
level	stipendio	stipendi, apuraha, stipendi	a stipend, a bursary, a scholarship	grupo	alternativoj	prononco
level	impeti	olla kiihkeä, olla motivoitunut, räjähtää	to be impetuous, to be impelled, to dash	grupo	alternativoj	prononco
level	pola	Kiillottaa	Polish	grupo	alternativoj	prononco
level	kompliki	monimutkaistaa	to complicate	grupo	alternativoj	prononco
level	franca	Ranskan kieli	French	grupo	alternativoj	prononco
level	konkurso	kilpailu, kilpailu	a contest, competition	grupo	alternativoj	prononco
level	grinci	vinkua, narista, naksuttaa, raastaa	to squeak, to creak, to gnash, to grate	grupo	alternativoj	prononco
level	Finnlando	Suomi	Finland	grupo	alternativoj	prononco
level	prof-o	Prof.	Prof.	grupo	alternativoj	prononco
level	profeto	profeetta	a prophet	grupo	alternativoj	prononco
level	originalo	alkuperäinen	an original	grupo	alternativoj	prononco
level	tragika	traaginen	tragic	grupo	alternativoj	prononco
level	Koreio	Korea	Korea	grupo	alternativoj	prononco
level	ne ~ sed ~	ei ~ vaan ~	not ~ but ~	grupo	alternativoj	prononco
level	koree	koreaksi	in Korean	grupo	alternativoj	prononco
level	korea	Korealainen	Korean	grupo	alternativoj	prononco
level	nek ~ nek ~	ei ~ eikä ~	neither ~ nor ~	grupo	alternativoj	prononco
level	ateismo	ateismi	atheism	grupo	alternativoj	prononco
level	ne nur ~ sed ankaŭ ~	ei vain ~ vaan myös ~	not only ~ but also ~	grupo	alternativoj	prononco
level	koreo	korealainen	a Korean	grupo	alternativoj	prononco
level	Hungario	Unkari	Hungary	grupo	alternativoj	prononco
level	piloto	lentäjä	a pilot	grupo	alternativoj	prononco
level	aŭ ~ aŭ ~	joko ~ tai ~	either ~ or ~	grupo	alternativoj	prononco
level	Hago	Haag	The Hague	grupo	alternativoj	prononco
level	situo	sivusto, sijainti	a site, a location	grupo	alternativoj	prononco
level	por ke ~	niin että ~	so that ~	grupo	alternativoj	prononco
level	interpreti	tulkita	to interpret	grupo	alternativoj	prononco
level	kaŭzi	aiheuttaa, aiheuttaa	to cause, to give rise to	grupo	alternativoj	prononco
level	centralizi	keskittää	to centralize	grupo	alternativoj	prononco
level	mastrumi	hallita, pitää (talo)	to manage, to keep (a house)	grupo	alternativoj	prononco
level	substanco	aine, aine	a substance, matter	grupo	alternativoj	prononco
level	pasporta servo	passipalvelu (esperanto CouchSerfing)	a passport service (Esperanto CouchSerfing)	grupo	alternativoj	prononco
level	aŭstro	itävaltalainen	an Austrian	grupo	alternativoj	prononco
level	Amazono	Amazon	Amazon	grupo	alternativoj	prononco
level	pioĉo	makka, hakku	a mattock, a pickaxe	grupo	alternativoj	prononco
level	lenso	linssi	a lens	grupo	alternativoj	prononco
level	generacio	sukupolvi	a generation	grupo	alternativoj	prononco
level	falĉi	leikata, leikata, viikata	to mow, to cut, to scythe	grupo	alternativoj	prononco
level	efektive	itse asiassa, itse asiassa	actually, in fact	grupo	alternativoj	prononco
level	portisto	portteri	a porter	grupo	alternativoj	prononco
level	dogano	tulli	customs	grupo	alternativoj	prononco
level	raketo	soihdu, raketti	a flare, a rocket	grupo	alternativoj	prononco
level	eksportisto	viejä	an exporter	grupo	alternativoj	prononco
level	garaĝo	autotalli (=aŭtejo)	a garage (=aŭtejo)	grupo	alternativoj	prononco
level	indiki	osoittaa	to indicate	grupo	alternativoj	prononco
level	Bjalistoko	Bialystok	Bialystok	grupo	alternativoj	prononco
level	importisto	maahantuoja	an importer	grupo	alternativoj	prononco
level	vipo	ruoska	a whip	grupo	alternativoj	prononco
level	kanalo	kanava, kanava	a canal, a channel	grupo	alternativoj	prononco
level	raŭka	husky, käheä, räikeä	husky, hoarse, raucous	grupo	alternativoj	prononco
level	indekso	indeksi	an index	grupo	alternativoj	prononco
level	feminismo	feminismi	feminism	grupo	alternativoj	prononco
level	atomo	atomi	an atom	grupo	alternativoj	prononco
level	pilo	kasa (sähkö), akkukenno	a pile (electric), a battery cell	grupo	alternativoj	prononco
level	abstrakta	abstrakti	abstract	grupo	alternativoj	prononco
level	prelego	luento, puhe	a lecture, a talk	grupo	alternativoj	prononco
level	medicino	lääke	medicine	grupo	alternativoj	prononco
level	hepato	maksa	a liver	grupo	alternativoj	prononco
level	marvirino	merenneito	a mermaid	grupo	alternativoj	prononco
level	demenculo	dementoitunut potilas	a dementia patient	grupo	alternativoj	prononco
level	finalo	finaali, pudotuspeli, finaali	a final, a play-off, a finale	grupo	alternativoj	prononco
level	ŝatokupo	harrastus (=harrastus)	a hobby (=hobio)	grupo	alternativoj	prononco
level	diplomato	diplomaatti	a diplomat	grupo	alternativoj	prononco
level	eskimo	eskimo	Eskimo	grupo	alternativoj	prononco
