C.bg content.tsv
Level	Esperanto	bg	en-us	Grupo	Alternativoj	Pronoco
level	dano	датчанин, датчанин	a Danish person, a dane	grupo	alternativoj	prononco
level	ŝtofo	плат, текстил, плат, платнен материал	a fabric, textile, cloth, cloth material	grupo	alternativoj	prononco
level	viŝilo	гумичка, чистачка	an eraser, a wiper	grupo	alternativoj	prononco
level	konfidenco	конфиденциалност, увереност, тайна	a confidentiality, confidence, secret	grupo	alternativoj	prononco
level	sportisto	спортист	a sportsman	grupo	alternativoj	prononco
level	arabo	арабски човек, арабин	an Arabean person, an Arab	grupo	alternativoj	prononco
level	varii	да варират	to vary	grupo	alternativoj	prononco
level	subakviĝi	да потънеш	to sink	grupo	alternativoj	prononco
level	oficiro	офицер (военен)	an officer (military)	grupo	alternativoj	prononco
level	ĉasisto	ловец	a hunter	grupo	alternativoj	prononco
level	konferenco	конференция	a conference	grupo	alternativoj	prononco
level	surhavi	да се носят	to wear on	grupo	alternativoj	prononco
level	animalo	животно	an animal	grupo	alternativoj	prononco
level	teroristo	терорист	a terrorist	grupo	alternativoj	prononco
level	nobla	благороден	noble	grupo	alternativoj	prononco
level	travivaĵo	преживяване, преживяване, преживяване	a live-through, an undergo, an experience	grupo	alternativoj	prononco
level	komunismo	комунизъм	communism	grupo	alternativoj	prononco
level	ŝinko	шунка	a ham	grupo	alternativoj	prononco
level	aspiri	да се стремим към, да бъдем нетърпеливи	to aspire to, to be eager for	grupo	alternativoj	prononco
level	ŝarko	акула	a shark	grupo	alternativoj	prononco
level	buko	катарама	a buckle	grupo	alternativoj	prononco
level	kvartalo	район, квартал, квартал	a district, quarter, neighborhood	grupo	alternativoj	prononco
level	ŝildo	щит	a shield	grupo	alternativoj	prononco
level	veturigi	да кара	to drive	grupo	alternativoj	prononco
level	vidvo	вдовец	a widower	grupo	alternativoj	prononco
level	Kanado	Канада	Canada	grupo	alternativoj	prononco
level	strigo	бухал	an owl	grupo	alternativoj	prononco
level	stilo	стил	a style	grupo	alternativoj	prononco
level	ŝimo	мухъл	a mold	grupo	alternativoj	prononco
level	aplaŭdi	да аплодирам, да пляскам, да аплодирам	to applaud, to clap, to acclaim	grupo	alternativoj	prononco
level	ŝmiraĵo	мехлем	an ointment	grupo	alternativoj	prononco
level	vojaĝanto	пътешественик	a traveller	grupo	alternativoj	prononco
level	ĉeesto	едно участие	a participation	grupo	alternativoj	prononco
level	pruvi	да докажа, да покажа	to prove, to show	grupo	alternativoj	prononco
level	kantisto	певец	a singer	grupo	alternativoj	prononco
level	ĝustatempe	в правилното време	in correct time	grupo	alternativoj	prononco
level	inaŭguri	за откриване	to inaugurate	grupo	alternativoj	prononco
level	kantistino	певица	a female singer	grupo	alternativoj	prononco
level	fluto	флейта	a flute	grupo	alternativoj	prononco
level	opozicii	да се противопоставя, да съм в опозиция	to oppose, to be in opposition	grupo	alternativoj	prononco
level	kuiristo	готвач	a cook	grupo	alternativoj	prononco
level	ŝipkuro	състезание с кораби	a ship competition	grupo	alternativoj	prononco
level	diktatoro	диктатор	a dictator	grupo	alternativoj	prononco
level	funebro	траурна лента, скръб (погребение)	mourning band, grief (funeral)	grupo	alternativoj	prononco
level	instali	да инсталираш	to install	grupo	alternativoj	prononco
level	kuiristino	жена готвачка	a female cook	grupo	alternativoj	prononco
level	meksiko	Мексико	Mexico	grupo	alternativoj	prononco
level	eminenta	виден, изтъкнат	eminent, distinguished	grupo	alternativoj	prononco
level	verbo	глагол	a verb	grupo	alternativoj	prononco
level	surfaco	повърхност, повърхност	surface, a surface	grupo	alternativoj	prononco
level	bovlo	Купа	a bowl	grupo	alternativoj	prononco
level	trajto	черта, черта, линия (на лице)	a trait, a feature, line (of face)	grupo	alternativoj	prononco
level	demokratismo	демокрация	democracy	grupo	alternativoj	prononco
level	ŝuti	изхвърлям, изсипвам, изсипвам	to dump, to pour, to pour out	grupo	alternativoj	prononco
level	baki	да се пекат	to bake	grupo	alternativoj	prononco
level	poŝtisto	пощальон, пощальон	a postman, a mailman	grupo	alternativoj	prononco
level	simpatio	симпатия, съчувствие	sympathy, a sympathy	grupo	alternativoj	prononco
level	melono	пъпеш	a melon	grupo	alternativoj	prononco
level	abnorma	ненормален	abnormal	grupo	alternativoj	prononco
level	sorĉi	да омагьосвам	to bewitch	grupo	alternativoj	prononco
level	juĝisto	съдия	a judge	grupo	alternativoj	prononco
level	reciproka	реципрочен, взаимен	reciprocal, mutual	grupo	alternativoj	prononco
level	fabriko	фабрика, производство (=manufakturo)	a factory, a manufacture (=manufakturo)	grupo	alternativoj	prononco
level	faldi	да се сгъва	to fold	grupo	alternativoj	prononco
level	dentisto	зъболекар	a dentist	grupo	alternativoj	prononco
level	medikamento	лекарство, лекарство, лекарство	medication, a medicine, a drug	grupo	alternativoj	prononco
level	kaŝtano	кестен	a chestnut	grupo	alternativoj	prononco
level	testudo	костенурка, костенурка	a tortoise, a turtle	grupo	alternativoj	prononco
level	proceso	процес, съдебен процес	a process, a lawsuit	grupo	alternativoj	prononco
level	eksperimento	експеримент	an experiment	grupo	alternativoj	prononco
level	heliko	охлюв	a snail	grupo	alternativoj	prononco
level	dancisto	танцьорка	a dancer	grupo	alternativoj	prononco
level	vodko	водка	vodka	grupo	alternativoj	prononco
level	esenco	същност, същност	essence, an essence	grupo	alternativoj	prononco
level	strukturo	структура, структура	structure, a structure	grupo	alternativoj	prononco
level	spongo	гъба	a sponge	grupo	alternativoj	prononco
level	imperiestro	един император	an emperor	grupo	alternativoj	prononco
level	domaĝi	да се тревожа, да съжалявам, да се страхувам	to be concerned for, to regret, to fear for	grupo	alternativoj	prononco
level	be!	бъда!	be!	grupo	alternativoj	prononco
level	sopiri	да копнея, да копнея	to yearn for, to long for	grupo	alternativoj	prononco
level	modesta	скромен, умерен	modest, moderate	grupo	alternativoj	prononco
level	pozicio	позиция, местоположение, място	a position, a location, a place	grupo	alternativoj	prononco
level	inĝeniero	инженер	an engineer	grupo	alternativoj	prononco
level	tegolo	покривна керемида	a roofing tile	grupo	alternativoj	prononco
level	libio	Либия	Libya	grupo	alternativoj	prononco
level	ganto	ръкавица	a glove	grupo	alternativoj	prononco
level	gruo	кран	a crane	grupo	alternativoj	prononco
level	rezisti	да устоиш	to resist	grupo	alternativoj	prononco
level	alfabeto	азбука	alphabet	grupo	alternativoj	prononco
level	rampi	да пълзя, да пълзя	to crawl, to creep	grupo	alternativoj	prononco
level	transporti	да транспортира	to transport	grupo	alternativoj	prononco
level	pupilo	зеница (ябълка на окото)	pupil (apple of the eye)	grupo	alternativoj	prononco
level	muskolo	мускул	a muscle	grupo	alternativoj	prononco
level	beni	да благослови	to bless	grupo	alternativoj	prononco
level	profito	печалба, печалба	a profit, a gain	grupo	alternativoj	prononco
level	Maria	Мария	Maria	grupo	alternativoj	prononco
level	kritiki	да критикувам, да критикувам	to criticize, to critique	grupo	alternativoj	prononco
level	konscienco	съвест, морал, вътрешен глас	conscience, moral sense, inner voice	grupo	alternativoj	prononco
level	ĉefo	лидер, шеф	a leader, a boss	grupo	alternativoj	prononco
level	Pakistano	Пакистан	Pakistan	grupo	alternativoj	prononco
level	treni	влача, влача	to drag, to tow	grupo	alternativoj	prononco
level	Venezuelo	Венецуела	Venezuela	grupo	alternativoj	prononco
level	ortografio	правопис	orthography	grupo	alternativoj	prononco
level	febro	треска	a fever	grupo	alternativoj	prononco
level	ĉefurbo	столица	a capital city	grupo	alternativoj	prononco
level	ravi	за наслада	to delight	grupo	alternativoj	prononco
level	ĉagreni	да дразня, да дразня, да се тревожа	to vex, to annoy, to worry	grupo	alternativoj	prononco
level	ĉefi	да води	to lead	grupo	alternativoj	prononco
level	ribeli	бунтувам се, бунтувам се	to rebel, to revolt	grupo	alternativoj	prononco
level	kancero	рак	cancer	grupo	alternativoj	prononco
level	atesti	засвидетелствам, свидетелствам, потвърждавам	to attest, to testify, to affirm	grupo	alternativoj	prononco
level	inklina	наклонен, склонен	inclined, prone	grupo	alternativoj	prononco
level	cirkonstanco	обстоятелство	a circumstance	grupo	alternativoj	prononco
level	bulgaro	българин	a Bulgarian person	grupo	alternativoj	prononco
level	frosta	мразовит, смразяващ	frosty, freezing	grupo	alternativoj	prononco
level	kakao	какаово зърно, какао	a cocoa bean, a cacao	grupo	alternativoj	prononco
level	tomato	домат	a tomato	grupo	alternativoj	prononco
level	firmao	фирма, фирма (=firmo)	a firm, a company (=firmo)	grupo	alternativoj	prononco
level	pigo	сврака	a magpie	grupo	alternativoj	prononco
level	grafo	граф, граф	a count, an earl	grupo	alternativoj	prononco
level	Alĝerio	Алжир	Algeria	grupo	alternativoj	prononco
level	instituto	институт	an institute	grupo	alternativoj	prononco
level	rifuĝi	да се приюти	to take refuge	grupo	alternativoj	prononco
level	arda	пламенен	ardent	grupo	alternativoj	prononco
level	armeno	арменец	an Armenian	grupo	alternativoj	prononco
level	anĝelo	Ангел	an angel	grupo	alternativoj	prononco
level	konvalo	момина сълза	a lily of the valley	grupo	alternativoj	prononco
level	egoismo	егоизъм, егоизъм, егоизъм	egoism, egotism, selfishness	grupo	alternativoj	prononco
level	kinejo	кино, киносалон	a cinema, a movie theater	grupo	alternativoj	prononco
level	rezervita	запазено	reserved	grupo	alternativoj	prononco
level	kolono	колона, колона, стълб	column, a column, a pillar	grupo	alternativoj	prononco
level	deklari	да декларирам	to declare	grupo	alternativoj	prononco
level	kirurgo	хирург (=ĥirurgo)	a surgeon (=ĥirurgo)	grupo	alternativoj	prononco
level	indiferenta	безразличен	indifferent	grupo	alternativoj	prononco
level	trotuaro	тротоар, настилка	a sidewalk, a pavement	grupo	alternativoj	prononco
level	prokrasti	отлагам, забавям	to procrastinate, to delay	grupo	alternativoj	prononco
level	cikado	цикада	a cicada	grupo	alternativoj	prononco
level	instrumento	инструмент	an instrument	grupo	alternativoj	prononco
level	cedi	да отстъпя, да отстъпя, да отстъпя	to cede, to yield, to give in	grupo	alternativoj	prononco
level	pretendi	да претендирам, да предполагам	to claim, to presume	grupo	alternativoj	prononco
level	egoisto	егоист	an egoist	grupo	alternativoj	prononco
level	insisti	да настояваш	to insist	grupo	alternativoj	prononco
level	naiva	наивен	naive	grupo	alternativoj	prononco
level	situi	намирам се, намирам се	to be located, to be situated	grupo	alternativoj	prononco
level	penetri	да проникне	to penetrate	grupo	alternativoj	prononco
level	kapitalo	столица, столица	capital, a capital	grupo	alternativoj	prononco
level	demono	демон	a demon	grupo	alternativoj	prononco
level	licenco	лиценз	a license	grupo	alternativoj	prononco
level	diferenci	да се разграничи	to differentiate	grupo	alternativoj	prononco
level	skorpio	скорпион	a scorpion	grupo	alternativoj	prononco
level	sufoki	да се задуша, да се задавя	to suffocate, to choke	grupo	alternativoj	prononco
level	tordi	извивам, извивам	to twist, to contort	grupo	alternativoj	prononco
level	kontanta	в брой	in cash	grupo	alternativoj	prononco
level	ĵuri	да ругая	to swear	grupo	alternativoj	prononco
level	apetita	апетитен	appetitizing	grupo	alternativoj	prononco
level	adjektivo	прилагателно	an adjective	grupo	alternativoj	prononco
level	pluralo	множествено число	a plural	grupo	alternativoj	prononco
level	aktuala	от актуално значение, актуално, спешно, актуално	of current importance, topical, urgent, relevant	grupo	alternativoj	prononco
level	gesti	да жестикулирам, да жестикулирам	to gesture, to gesticulate	grupo	alternativoj	prononco
level	felo	козина, кожа (на животно, с косми), кожа	fur, hide (of animal, with hair), skin	grupo	alternativoj	prononco
level	mediti	да медитирам	to meditate	grupo	alternativoj	prononco
level	kolego	колега	a colleague	grupo	alternativoj	prononco
level	amplekso	степен, обхват, величина	extent, scope, magnitude	grupo	alternativoj	prononco
level	kosmetiko	козметика	cosmetics	grupo	alternativoj	prononco
level	Karlo	Чарлз, Карлос	Charles, Carlos	grupo	alternativoj	prononco
level	gluti	да преглъщам	to swallow	grupo	alternativoj	prononco
level	talento	талант	a talent	grupo	alternativoj	prononco
level	ĝemelo	близнак	a twin	grupo	alternativoj	prononco
level	deca	приличен, подходящ, подходящ	decent, proper, suitable	grupo	alternativoj	prononco
level	krono	корона	a crown	grupo	alternativoj	prononco
level	ŝimi	плесенясвам, мухлясвам	to mould, to get moldy	grupo	alternativoj	prononco
level	ŝoforo	шофьор, шофьор	a driver, a chauffeur	grupo	alternativoj	prononco
level	mistero	мистерия	a mystery	grupo	alternativoj	prononco
level	absolute	абсолютно	absolutely	grupo	alternativoj	prononco
level	laktuko	маруля	a lettuce	grupo	alternativoj	prononco
level	destini	да определям, да ръкополагам, да разпределям	to destine, to ordain, to allocate	grupo	alternativoj	prononco
level	instigi	подбуждам, насърчавам	to instigate, to encourage	grupo	alternativoj	prononco
level	heroo	герой	a hero	grupo	alternativoj	prononco
level	ĉaro	колесница, каруца	a chariot, a cart	grupo	alternativoj	prononco
level	vegetalo	зеленчук, растение	a vegetable, a plant	grupo	alternativoj	prononco
level	adopti	да осиновиш	to adopt	grupo	alternativoj	prononco
level	centimetro	сантиметър	a centimeter	grupo	alternativoj	prononco
level	enuiga	скучен, уморен	boring, stodgy	grupo	alternativoj	prononco
level	flirti	флиртувам, пърхам	to flirt, to flutter	grupo	alternativoj	prononco
level	mandato	мандат, паричен превод	a mandate, a money order	grupo	alternativoj	prononco
level	envii	да завиждам	to envy	grupo	alternativoj	prononco
level	ebria	пиян, пиян	drunk, inebriated	grupo	alternativoj	prononco
level	sudano	Судан	Sudan	grupo	alternativoj	prononco
level	fleksi	да се огъват	to bend	grupo	alternativoj	prononco
level	naŭzi	да се гади	to nauseate	grupo	alternativoj	prononco
level	likva	течност	liquid	grupo	alternativoj	prononco
level	kupro	мед	copper	grupo	alternativoj	prononco
level	hoko	кука	a hook	grupo	alternativoj	prononco
level	pafilo	пистолет	a gun	grupo	alternativoj	prononco
level	filmi	снимам, снимам филм	to film, to shoot a film	grupo	alternativoj	prononco
level	bremso	спирачка	a brake	grupo	alternativoj	prononco
level	tereno	кампус, терен, земя	a campus, a terrain, a ground	grupo	alternativoj	prononco
level	nigra tabulo	черна дъска	a black board	grupo	alternativoj	prononco
level	foiro	панаир, пазар	a fair, a market	grupo	alternativoj	prononco
level	ĉimpanzo	шимпанзе	a chimpanzee	grupo	alternativoj	prononco
level	aktiva	активен	active	grupo	alternativoj	prononco
level	juvelo	бижу, скъпоценен камък (=gemo)	a jewel, a gem (=gemo)	grupo	alternativoj	prononco
level	tendumi (kampadi)	към лагера	to camp	grupo	alternativoj	prononco
level	malliberejo	затвор	a prison	grupo	alternativoj	prononco
level	studprogramo	учебна програма	a study program	grupo	alternativoj	prononco
level	avida	алчен	greedy	grupo	alternativoj	prononco
level	flari	да помириша	to smell	grupo	alternativoj	prononco
level	garantii	да гарантирам, гарантирам	to guarantee, to warrant	grupo	alternativoj	prononco
level	ĉeno	верига	a chain	grupo	alternativoj	prononco
level	sekcio	раздел	a section	grupo	alternativoj	prononco
level	akuzativo	винителен падеж	an accusative	grupo	alternativoj	prononco
level	kandelo	свещ	a candle	grupo	alternativoj	prononco
level	konfirmi	за да потвърдите	to confirm	grupo	alternativoj	prononco
level	pando	панда	a panda	grupo	alternativoj	prononco
level	kultivi	да отглеждам (плодове, зеленчуци)	to cultivate (fruits, vegetables)	grupo	alternativoj	prononco
level	sojlo	перваз, праг	a sill, a threshold	grupo	alternativoj	prononco
level	lacigi	изтощавам, уморявам, изморявам	to exhaust, to fatique, to tire	grupo	alternativoj	prononco
level	skribilaro	домакински прибори, стационарни	witing utensils, stationary	grupo	alternativoj	prononco
level	ĵaluza	ревнив	jealous	grupo	alternativoj	prononco
level	kamiono	камион, камион, камион	a camion, a lorry, a truck	grupo	alternativoj	prononco
level	barakti	да се борят	to struggle	grupo	alternativoj	prononco
level	svingi	да се люлее, да се клати	to swing, to shake	grupo	alternativoj	prononco
level	ŝovi	бутам, бутам се	to shove, to push along	grupo	alternativoj	prononco
level	tendo	палатка	a tent	grupo	alternativoj	prononco
level	preteksto	извинение, претекст	an excuse, a pretext	grupo	alternativoj	prononco
level	simpatia	симпатичен	sympathetic	grupo	alternativoj	prononco
level	mino	мина	a mine	grupo	alternativoj	prononco
level	fantazia	фантастично	fantastic	grupo	alternativoj	prononco
level	komika	комично, комично	comic, comical	grupo	alternativoj	prononco
level	kruta	стръмен	steep	grupo	alternativoj	prononco
level	festeni	на банкет, на пир	to banquet, to feast	grupo	alternativoj	prononco
level	alergio	алергия	allergy	grupo	alternativoj	prononco
level	juro	закон	a law	grupo	alternativoj	prononco
level	ekspozicio	изложба, експозиция	an exhibition, an exposition	grupo	alternativoj	prononco
level	akordiono	акордеон	an accordion	grupo	alternativoj	prononco
level	sfero	сфера, топка	a sphere, a ball	grupo	alternativoj	prononco
level	almozulo	просяк	a beggar	grupo	alternativoj	prononco
level	maĉi	дъвча, дъвча	to masticate, to chew	grupo	alternativoj	prononco
level	virto	добродетел	a virtue	grupo	alternativoj	prononco
level	turmenti	измъчвам, измъчвам	to torment, to torture	grupo	alternativoj	prononco
level	anonctabulo	табло за обяви	a notice board	grupo	alternativoj	prononco
level	minus	минус	minus	grupo	alternativoj	prononco
level	boji	да лая	to bark	grupo	alternativoj	prononco
level	atestilo, atestaĵo	удостоверение, атестация	a certificate, an attestation	grupo	alternativoj	prononco
level	fendo	разцепване, слот, пукнатина	a split, a slot, a crack	grupo	alternativoj	prononco
level	almozo	милостиня, благотворителност	alms, charity	grupo	alternativoj	prononco
level	havigi	да снабдя с, да получа, да набавя	to provide with, to get for, to procure	grupo	alternativoj	prononco
level	aŭtografio	автография, автобиография (=aŭtobiografio)	an autography, autobiography (=aŭtobiografio)	grupo	alternativoj	prononco
level	suspekti	съмнявам се	to suspect	grupo	alternativoj	prononco
level	trezoro	съкровище	a treasure	grupo	alternativoj	prononco
level	stango	прът, прът, прът	a rod, a pole, a bar	grupo	alternativoj	prononco
level	balailo	метла, метачка	a broom, a sweeper	grupo	alternativoj	prononco
level	rekompenco	обезщетение, награда	a compensation, a reward	grupo	alternativoj	prononco
level	kopio	копие	a copy	grupo	alternativoj	prononco
level	domego	вила, имение, голяма къща, сграда	a villa, a mansion, a big house, a building	grupo	alternativoj	prononco
level	pasko	Великден	Easter	grupo	alternativoj	prononco
level	Peruo	Перу	Peru	grupo	alternativoj	prononco
level	menso	ум	mind	grupo	alternativoj	prononco
level	eleganta	елегантен	elegant	grupo	alternativoj	prononco
level	ekvadoro	Еквадор	Ecuador	grupo	alternativoj	prononco
level	barbirejo	фризьорски салон, барбар магазин	a hairdressing salon, a barbor shop	grupo	alternativoj	prononco
level	bubo	мошеник, нахалник, таралеж	a knave, a brat, an urchin	grupo	alternativoj	prononco
level	gvineo	Гвинея	Guinea	grupo	alternativoj	prononco
level	civilizi	да се цивилизоват	to civilize	grupo	alternativoj	prononco
level	insulti	да обиждам	to insult	grupo	alternativoj	prononco
level	komisiono	комисия, комитет	a commission, a comittee	grupo	alternativoj	prononco
level	colo	един инч	an inch	grupo	alternativoj	prononco
level	admoni	да увещавам, да увещавам, да съветвам, да порицавам	to admonish, to exhort, to advice, to censure	grupo	alternativoj	prononco
level	bildkadro	рамка за картина	a picture frame	grupo	alternativoj	prononco
level	serena	ведър, спокоен, необезпокояван	serene, calm, untroubled	grupo	alternativoj	prononco
level	nervo	нерв	a nerve	grupo	alternativoj	prononco
level	kuglo	куршум	a bullet	grupo	alternativoj	prononco
level	pilgrimi	да отиде на поклонение	to go on a pilgrimage	grupo	alternativoj	prononco
level	kaso	касичка, портмоне, касичка, касичка	a cash box, a purse, a money box, coffer	grupo	alternativoj	prononco
level	penti	да се покаят	to repent	grupo	alternativoj	prononco
level	libano	Ливан	Lebanon	grupo	alternativoj	prononco
level	barelo	варел	a barrel	grupo	alternativoj	prononco
level	botaniko	ботаника	botany	grupo	alternativoj	prononco
level	merkato	пазар	a market	grupo	alternativoj	prononco
level	koncerto	концерт	a concert	grupo	alternativoj	prononco
level	projekto	проект	a project	grupo	alternativoj	prononco
level	komplimento	комплимент	a compliment	grupo	alternativoj	prononco
level	cirklo	кръг, диск	a circle, a disk	grupo	alternativoj	prononco
level	konjekti	да направя предположение, да гадая	to make a conjecture, to guess	grupo	alternativoj	prononco
level	ĵudo	джудо	judo	grupo	alternativoj	prononco
level	teksto	текст, текст, лирика	text, a text, a lyric	grupo	alternativoj	prononco
level	konkuri	да се състезавам, да се боря	to compete, to contend	grupo	alternativoj	prononco
level	rezervo	резерва	a reserve	grupo	alternativoj	prononco
level	kabineto	шкаф	a cabinet	grupo	alternativoj	prononco
level	marĉo	блато, блато	a marsh, a swamp	grupo	alternativoj	prononco
level	advokato	адвокат, адвокат, адвокат	a barrister, a lawyer, an advocate	grupo	alternativoj	prononco
level	ceramiko	керамика, грънчарство	ceramics, pottery	grupo	alternativoj	prononco
level	histerio	истерия, вълнение	hysteria, excitement	grupo	alternativoj	prononco
level	golfo	залив	a gulf	grupo	alternativoj	prononco
level	periodo	период, период	period, a period	grupo	alternativoj	prononco
level	etiopo	етиопец	an Ethiopian	grupo	alternativoj	prononco
level	pejzaĝo	пейзаж, пейзаж	landscape, scenary	grupo	alternativoj	prononco
level	psikologo	психолог	a psychologist	grupo	alternativoj	prononco
level	kverko	дъб	an oak	grupo	alternativoj	prononco
level	kaprica	капризен, пристъпен, капризен	capricious, fitful, whimsical	grupo	alternativoj	prononco
level	neto	окончателно копие, честно копие	a final copy, a fair copy	grupo	alternativoj	prononco
level	kazo	случай, афера, въпрос	a case, affair, matter	grupo	alternativoj	prononco
level	sveni	припадам, припадам	to faint, to swoon	grupo	alternativoj	prononco
level	rosti	за печене	to roast	grupo	alternativoj	prononco
level	bazaro	базар, пазар, панаир	a bazaar, a market, a fair	grupo	alternativoj	prononco
level	liberio	Либерия	Liberia	grupo	alternativoj	prononco
level	anteno	антена, антена, щуп	an antenna, an aerial, a feeler	grupo	alternativoj	prononco
level	tegi	наслагвам, покривам	to overlay, to coat	grupo	alternativoj	prononco
level	Aŭstralio	Австралия	Australia	grupo	alternativoj	prononco
level	frakasi	да се срине, да се разбие, да се разбие	to crash, to shatter, to smash	grupo	alternativoj	prononco
level	kliento	клиент, клиент, пациент	a client, a customer, a patient	grupo	alternativoj	prononco
level	ronki	да сумтя, да хъркам	to grunt, to snore	grupo	alternativoj	prononco
level	judaismo	юдаизъм	Judaism	grupo	alternativoj	prononco
level	afikso	афикс	an affix	grupo	alternativoj	prononco
level	fanfaroni	да се похваля, да се похваля	to brag, to boast	grupo	alternativoj	prononco
level	kapsiko	един червен пипер	a red pepper	grupo	alternativoj	prononco
level	probabla	вероятно, вероятно	probable, likely	grupo	alternativoj	prononco
level	segi	да видя	to saw	grupo	alternativoj	prononco
level	melankolio	меланхолия, меланхолия, мрачност	melancholy, melancholia, gloom	grupo	alternativoj	prononco
level	panamo	Панама	Panama	grupo	alternativoj	prononco
level	mekaniko	механика (=meĥaniko)	mechanics (=meĥaniko)	grupo	alternativoj	prononco
level	ŝvebi	да се рея, да плавам	to hover, to float	grupo	alternativoj	prononco
level	latvo	латвиец	a Latvian	grupo	alternativoj	prononco
level	kateno	скоба, ограничение, верижна мрежа	a shacle, a restraint, a catenary	grupo	alternativoj	prononco
level	bori	пробивам, пробивам	to bore, to drill	grupo	alternativoj	prononco
level	apartamento	апартамент, апартамент	an apartment, a flat	grupo	alternativoj	prononco
level	hajlo	градушка, градушка	hail, a hail	grupo	alternativoj	prononco
level	silko	коприна	silk	grupo	alternativoj	prononco
level	putri	да utrefy, да гние, да се разпадне, да нагнои	to utrefy, to putrify, to decay, to fester	grupo	alternativoj	prononco
level	melki	да мляко	to milk	grupo	alternativoj	prononco
level	signalo	сигнал, знак	a signal, a sign	grupo	alternativoj	prononco
level	lifto	асансьор, асансьор	a lift, an elevator	grupo	alternativoj	prononco
level	intensa	интензивен, интензивен	intense, intensive	grupo	alternativoj	prononco
level	ekvilibro	равновесие, баланс	an equilibrium, balance	grupo	alternativoj	prononco
level	tradicio	традиция	a tradition	grupo	alternativoj	prononco
level	enigmo	енигма, пъзел, загадка	an enigma, a puzzle, a riddle	grupo	alternativoj	prononco
level	friti	пържа, сотирам	to fry, to sauté	grupo	alternativoj	prononco
level	kripla	инвалид, осакатен, немощен, осакатен	handicapped, crippled, infirm, mutilated	grupo	alternativoj	prononco
level	kanzono	шансон, канцона, баладична песен	a chanson, a canzone, a ballad song	grupo	alternativoj	prononco
level	veneno	отрова, отрова	a venom, a poison	grupo	alternativoj	prononco
level	kontrakti	да сключи договор	to make a contract	grupo	alternativoj	prononco
level	konfitaĵo	консервирано сладко	a conserved jam	grupo	alternativoj	prononco
level	orfo	сирак	an orphan	grupo	alternativoj	prononco
level	avenuo	булевард	an avenue	grupo	alternativoj	prononco
level	betulo	бреза	a birch tree	grupo	alternativoj	prononco
level	konko	раковина, раковина	a sea shell, a conch	grupo	alternativoj	prononco
level	grajno	зърно, гранула	a grain, a granule	grupo	alternativoj	prononco
level	principo	принцип	a principle	grupo	alternativoj	prononco
level	humida	влажен, влажен, влажен	humid, moist, damp	grupo	alternativoj	prononco
level	hufo	копито	a hoof	grupo	alternativoj	prononco
level	Urugvajo	Уругвай	Uruguay	grupo	alternativoj	prononco
level	kemio	химия (=ĥemio)	chemistry (=ĥemio)	grupo	alternativoj	prononco
level	pumpi	да помпам	to pump	grupo	alternativoj	prononco
level	krado	напречни греди, решетка, скара, скара, решетка, решетка	crossbars, grating, grill, grate, grille, lattice	grupo	alternativoj	prononco
level	budo	будка, павилион, щанд	a booth, a kiosk, a stand	grupo	alternativoj	prononco
level	Bolivio	Боливия	Bolivia	grupo	alternativoj	prononco
level	ŝtalo	стомана	steel	grupo	alternativoj	prononco
level	masaĝo	масаж	massage	grupo	alternativoj	prononco
level	krutaĵo	стръмен, скала, блъф	a steep, a cliff, a bluff	grupo	alternativoj	prononco
level	munti	монтиране (бижута), поставяне, сглобяване	to mount (jewelry), to set, to assemble	grupo	alternativoj	prononco
level	sprita	умен, бодър, остроумен, ярък, весел	clever, sprightly, witty, bright, sprightful	grupo	alternativoj	prononco
level	kuirpoto	тенджера за готвене, тенджера за яхния	a cooking pot, a stew pot	grupo	alternativoj	prononco
level	tribunalo	трибунал, съд	a tribunal, a court	grupo	alternativoj	prononco
level	epilogo	епилог	an epilogue	grupo	alternativoj	prononco
level	motoro	двигател, двигател	a motor, an engine	grupo	alternativoj	prononco
level	lavopelvo (lavovazo)	умивалник (мивка)	a washpot (a wash basin)	grupo	alternativoj	prononco
level	farbo	багрило, боя	dye, paint	grupo	alternativoj	prononco
level	transitiva	преходен	transitive	grupo	alternativoj	prononco
level	leopardo	леопард	a leopard	grupo	alternativoj	prononco
level	vualo	воал	a veil	grupo	alternativoj	prononco
level	vergo	пръчка, жезъл, бастун, ключ	a rod, a wand, a cane, a switch	grupo	alternativoj	prononco
level	luktado	една борба	a wrestling	grupo	alternativoj	prononco
level	ŝelo	черупка, кора, обвивка, кора	a shell, bark, husk, peel	grupo	alternativoj	prononco
level	maĉgumo	дъвка	a chewing gum	grupo	alternativoj	prononco
level	senso	смисъл, чувство	a sense, feeling	grupo	alternativoj	prononco
level	sagaca	проницателен, проницателен, проницателен	sagacious, astute, shrewd	grupo	alternativoj	prononco
level	magiisto	магьосник	a magician	grupo	alternativoj	prononco
level	modera	умерен, разумен	moderate, reasonable	grupo	alternativoj	prononco
level	vindi	завивам, повивам, повивам	to wrap, to swathe, to swaddle	grupo	alternativoj	prononco
level	prologo	пролог	a prologue	grupo	alternativoj	prononco
level	Polinezio	Полинезия	Polynesia	grupo	alternativoj	prononco
level	Tunizio	Тунис	Tunisia	grupo	alternativoj	prononco
level	sobra	трезвен, въздържан, уравновесен	sober, abstemious, staid	grupo	alternativoj	prononco
level	Birmo	Мианмар	Myanmar	grupo	alternativoj	prononco
level	asekuri	да се застрахова	to insure	grupo	alternativoj	prononco
