H - kurso						
Level	Esperanto	Japanese	English	Grupo	Alternativoj	Prononco
Aŭto Vendejo	Ĉu Asuka havas leteramikon?	アスカにはペンフレンドがいますか?	Does Asuka have a pen pal?	Aŭto Vendejo		
Aŭto Vendejo	Kion Asuka preparis por Matias?	アスカはマティアスのために何を用意したのでしょうか？	What did Asuka prepare for Matias?	Aŭto Vendejo		
Aŭto Vendejo	Ĉu Matias havas nebonan sperton pri bano?	マティアスはお風呂で嫌な思いをしたことがありますか?	Does Matias have a bad experience with a bath?	Aŭto Vendejo		
Aŭto Vendejo	Kial s-ino Saito surpriziĝis en la banejo?	なぜ斉藤さんは風呂場で驚いたのでしょうか？	Why was Ms. Saito surprised in the bathhouse?	Aŭto Vendejo		
Aŭto Vendejo	Ĉu vi havas leteramikon en alilandoj?	他の国にペンフレンドはいますか?	Do you have pen pals in other countries?	Aŭto Vendejo		
Aŭto Vendejo	Ĉu vi iam utiligis pasportan servon?	パスポートサービスを利用したことがありますか？	Have you ever used a passport service?	Aŭto Vendejo		
Aŭto Vendejo	Nenio por manĝi	食べるものがない	Nothing to eat	Aŭto Vendejo		
Aŭto Vendejo	Post baniĝo ili altabliĝas.	入浴後は食卓につきます。	After bathing they get high.	Aŭto Vendejo		
Aŭto Vendejo	Bongustaĵo estas sur la tablo.	珍味がテーブルの上にあります。	A delicacy is on the table.	Aŭto Vendejo		
Nova Aŭto	Ni havas nenion por manĝi, sed bonvole manĝu!	食べるものがないけど食べてください！	We have nothing to eat, but please eat!	Nova Aŭto		
Nova Aŭto	Asuka, vi devas diri alimaniere.	アスカ、言い方が違うよ。	Asuka, you have to say it differently.	Nova Aŭto		
Nova Aŭto	Ekzemple, "Mi esperas, ke mia kuiraĵo plaĉos al vi. Bonvole manĝu!"	例えば、「私の料理が気に入ってくれると嬉しいです。召し上がってください！」	For example, "I hope you like my food. Please eat!"	Nova Aŭto		
Nova Aŭto	Ĉar se troviĝas nenio por manĝi, kiel Matias povas manĝi?	だって、食べるものが何もなかったら、マティアスはどうやって食べることができるでしょうか？	Because if there is nothing to eat, how can Matias eat?	Nova Aŭto		
Nova Aŭto	Parolu logike!	論理的に話しましょう！	Speak logically!	Nova Aŭto		
Nova Aŭto	Asuka, ne zorgu pri tio.	アスカ、心配しないでください。	Asuka, don’t worry about it.	Nova Aŭto		
Nova Aŭto	Iom post iom mi alkutimiĝas al japanaj modestaj esprimoj kaj manieroj.	少しずつ日本の謙虚な表現やマナーに慣れてきました。	Little by little I am getting used to Japanese modest expressions and manners.	Nova Aŭto		
Nova Aŭto	Vi japanoj ofte uzas modestan esprimon, ĉu ne?	日本人の皆さんはよく謙虚な表現を使いますよね。	You Japanese often use a modest expression, don’t you?	Nova Aŭto		
Nova Aŭto	En la komencaj tagoj en via lando mi estis embarasita de la enigma japana esprimo.	あなたの国に来た当初、私は謎めいた日本語の表現に戸惑いました。	In the initial days in your country I was embarrassed by the enigmatic Japanese expression.	Nova Aŭto		
Nova Aŭto	Vi diras antaŭ bongustaĵo, "Ni havas nenion por manĝi, sed bonvole manĝu!”	ごちそうの前に「食べるものがないけど食べてください！」と言いますよね。	You say before a delicacy, "We have nothing to eat, but please eat!"	Nova Aŭto		
Nova Aŭto	Aŭdinte tion, mi sentis, "Se estas nenio por manĝi, ni iru al restoracio."	それを聞いて、「食べるものがなかったらレストランに行こう」という気持ちになりました。	After hearing that, I felt, "If there is nothing to eat, let’s go to a restaurant."	Nova Aŭto		
Nova Aŭto	Sed mi komprenas vin, Anjo!	でも、アスカさん、わかりますよ！	But I understand you, Anjo!	Nova Aŭto		
Nova Aŭto	Ĉu bongustaĵo estas sur la tablo?	テーブルの上にごちそうはありますか？	Is there a delicacy on the table?	Nova Aŭto		
Nova Aŭto	Kion Asuka diris al Matias?	アスカはマティアスに何と言ったでしょうか？	What did Asuka say to Matias?	Nova Aŭto		
Nova Aŭto	Kiel Nozomu admonis al Asuka?	望はアスカをどう諭したのか？	How did Nozomu admonish Asuka?	Nova Aŭto		
Nova Aŭto	Ĉu Matias komprenas japanan modestan esprimon nun?	マティアスさんは今、日本の謙虚さを理解していますか？	Does Matias understand Japanese modesty now?	Nova Aŭto		
Nova Aŭto	Kiel vi pensas pri japanaj modestaj esprimo kaj maniero?	日本人の謙虚な表現やマナーについてどう思いますか?	What do you think about Japanese modest expression and manner?	Nova Aŭto		
Nova Aŭto	Tio estas “Honda” , ”Toyota” , “Sony” , “Fujijama” ,“Saŝimi” kaj “Geiŝa”.	それは「ホンダ」「トヨタ」「ソニー」「富士山」「刺身」「芸者」です。	That is "Honda" "Toyota" "Sony" "Fujijama" "Sashimi" and "Geisha".	Nova Aŭto		
Nova Aŭto	Mi legis unu libron, kiun NHK publikigis.	NHKが出版した本を一冊読みました。	I read one book that NHK published.	Nova Aŭto		
Nova Aŭto	Kio estas "Oŝija"?	「おしや」とは？	What is "Oshiya"?	Nova Aŭto		
Nova Aŭto	Se vi iras al stacidomo en svarma horo, vi povas vidi multajn homojn kaj puŝistojn.	ラッシュアワーに駅に行くと、たくさんの人や押し車を見かけます。	If you go to a station in rush hour, you can see a lot of people and pushers.	Nova Aŭto		
Nova Aŭto	La puŝistoj estas la oficistoj, kiuj plenŝtopas trajnon per pasaĝeroj.	押し手は列車を乗客で埋める役人です。	The pushers are the officials who fill the train with passengers.	Nova Aŭto		
Nova Aŭto	Ĉu pasaĝeroj ne sentas doloron kiam ili estas puŝatai sur la dorso?	乗客は背中を押されて痛くないのですか？	Don’t passengers feel pain when they are pushed on the back?	Nova Aŭto		
Nova Aŭto	ĉu ne estas sufokiga en la trajno?	電車の中って息苦しくないですか？	isn’t it suffocating in the train?	Nova Aŭto		
Nova Aŭto	Kompreneble, jes.	もちろんはい。	Of course, yes.	Nova Aŭto		
Nova Aŭto	Sed ni eltenas.	しかし、私たちは耐えます。	But we endure.	Nova Aŭto		
Nova Aŭto	Kiam iu oficistino estis elvagoniĝonta, ŝi trovis, ke ŝi perdis sian ŝuon kun alta kalkanumo.	従業員が車から降りようとしたとき、ハイヒールの靴を紛失したことに気づきました。	When an employee was about to get out of the car, she found that she had lost her high-heeled shoe.	Nova Aŭto		
Nova Aŭto	Terure ！	ひどい！	Terrible!	Nova Aŭto		
Nova Aŭto	Klarigu al mi, kio estas "Oŝija"?	「おしや」とは何か説明してください。	Explain to me what is "Oshiya"?	Nova Aŭto		
Nova Aŭto	Ĉu vi havas la saman sperton, kiun la oficistino havis en la trajno?	あなたも電車の中で店員と同じ経験をしたことがありますか？	Do you have the same experience that the clerk had on the train?	Nova Aŭto		
Nova Aŭto	Kiel vi pensas pri imago pri Japanujo en aliaj landoj?	海外における日本に対する認識についてどう思いますか？	What do you think about the perception of Japan in other countries?	Nova Aŭto		
Nova Aŭto	Ĉu vi iam prenis Ŝinkansen, Matias?	マティアスさん、新幹線に乗ったことがありますか？	Have you ever taken Shinkansen, Matias?	Nova Aŭto		
Nova Aŭto	Kompreneble, jes!	もちろんはい！	Of course, yes!	Nova Aŭto		
Nova Aŭto	Mi rimarkis en Ŝinkansen, ke pluveroj sur fenestro falas oblikve.	新幹線の中で窓についた雨粒が斜めに落ちていることに気づきました。	I noticed in Shinkansen that raindrops on a window fall diagonally.	Nova Aŭto		
Nova Aŭto	Tio mirigis min.	それは私を驚かせました。	That amazed me.	Nova Aŭto		
Nova Aŭto	Japanaj aviadiloj, fervojoj, subteraj trajnoj, aŭtobusoj estas tre akurataj.	日本の飛行機、鉄道、地下鉄、バスは時間にとても正確です。	Japanese planes, railways, underground trains, buses are very punctual.	Nova Aŭto		
Nova Aŭto	Kiam ni antaŭe prenis ĉinan aviadilon, forlasis la Flughavenon Oosaka unu horon malfrue.	以前中国の飛行機に乗ったときは大阪空港を1時間遅れて出発しました。	When we took a Chinese plane before, it left Oosaka Airport one hour late.	Nova Aŭto		
Nova Aŭto	Finfine atingis la Flughavenon Pekino tri horojn malfrue.	結局3時間遅れで北京空港に到着した。	Finally reached Beijing Airport three hours late.	Nova Aŭto		
Nova Aŭto	Tio estas neimagebla afero en mia lando.	それは私の国では考えられないことです。	That is an unimaginable thing in my country.	Nova Aŭto		
Nova Aŭto	Poste mi trovis la artikolon en gvidlibro en Ĉinio, ke Civil-Aviadila Administracio de Ĉinio estas aviada kompanio.	そんなとき、中国のガイドブックに中国民用航空局が航空会社であるという記事を見つけた。	Then I found the article in a guidebook in China that Civil Aviation Administration of China is an aviation company.	Nova Aŭto		
Nova Aŭto	Poste mi trovis la artikolon, ke CAAC estas aviada kompanio kun la plej malmultaj akcidentoj.	するとCAACが最も事故の少ない航空会社だという記事を見つけた。	Then I found the article that CAAC is the aviation company with the fewest accidents.	Nova Aŭto		
Maja	Ĉar pilotarto estas altnivela kaj aviadilo neniam ekflugas en malbona vetero kaj kun nesufiĉa bontenado.	なぜなら、操縦技術は進歩しており、悪天候や整備が不十分な場合には飛行機は決して離陸しないからです。	Because piloting is advanced and an airplane never takes off in bad weather and with insufficient maintenance.	Maja		
Maja	Sekureco la unua kaj akurateco la dua, ĉu ne?	安全第一、時間厳守は二の次ですよね？	Safety first and punctuality second, right?	Maja		
Maja	Jes! En Japanujo akurateco la unua, sekureco la dua, ĉu?	はい！日本では時間を守ることが第一、安全は二番目ですよね？	Yes! In Japan punctuality first, safety second, right?	Maja		
Maja	Kion Matias rimarkis en Ŝinkansen?	マティアスは新幹線の中で何に気づきましたか？	What did Matias notice in the Shinkansen?	Maja		
Maja	Kiel vi pensas pri akurateco kaj sekureco de aviadilo en Japanio kaj Ĉinio?	日本と中国の航空機の定時性と安全性についてどう思いますか?	How do you think about punctuality and safety of aircraft in Japan and China?	Maja		
Maja	La ĉina aviadilo, kiu prenis Nozomu kaj Asuka, atingis la Flughavenon Pekino 2 horojn malfrue.	のぞむさんとあすかさんを乗せた中国航空機は２時間遅れで北京空港に到着した。	The Chinese plane that took Nozomu and Asuka arrived at Beijing Airport 2 hours late.	Maja		
Maja	La rapideco de ŝinkansen ne tiel mirigis Matias.	新幹線の速さにはマティアスは驚かなかった。	The speed of the shinkansen did not astonish Matias.	Maja		
Maja	Gvidlibro pri vojaĝo en Ĉinio diras, ke CAAC estas aviada kompanio, kiu havas la plej malmultajn akcidentojn.	中国の旅行ガイドによると、CAACは最も事故が少ない航空会社だという。	A travel guide in China says that CAAC is the airline company that has the fewest accidents.	Maja		
Maja	Hodiaŭ mi volas ludi kun vi “20 ŝlosilojn".	今日は「20の鍵」で遊んでみたいと思います。	Today I want to play with you "20 keys".	Maja		
Maja	Kio estas "20 Ŝlosiloj"?	「20の鍵」とは何ですか？	What is "20 Keys"?	Maja		
Maja	Mi klarigu.	説明しましょう。	Let me explain.	Maja		
Maja	Nun mi imagas ion.	今、私は何かを想像しています。	Now I imagine something.	Maja		
Maja	Vi povas demandi per la demando, “Ĉu estas ~?”	「～ですか？」と疑問を持って尋ねることができます。	You can ask with the question, "Is it ~?"	Maja		
Maja	Mi respondas per “Jes!” aŭ “Ne!”	私は「はい！」と答えます。または「いいえ！」	I answer with "Yes!" or "No!"	Maja		
Maja	Vi ne povas demandi, "Kio estas ĝi?”	「それは何ですか？」と尋ねることはできません。	You cannot ask, "What is it?"	Maja		
Maja	Vi, unu post la alia, povas demandi min.	一つずつ聞いてください。	You, one by one, can ask me.	Maja		
Maja	Tamen, la limo de permesata nombro de la demandoj estas 20.	ただし、許可される質問数の制限は 20 です。	However, the limit of permitted number of questions is 20.	Maja		
Maja	Vi devas trafi per almenaŭ 20 demandoj.	少なくとも 20 問で得点する必要があります。	You must score with at least 20 questions.	Maja		
Maja	Do, ni komencu! Manjo, vi estas la unua.	それでは、始めましょう!マーちゃん、あなたが最初です。	So, let’s get started! Manjo, you are the first.	Maja		
Maja	Jes … Ĉu ĝi estas besto?	そう・・・動物ですか？	Yes... Is it an animal?	Maja		
Maja	Ĉu homo?	人？	A person?	Maja		
Maja	Ĉu planto?	植物？	A plant?	Maja		
Maja	Ĉu iu objekto?	何かの物体ですか？	Any object?	Maja		
Maja	Ĉu ĝi troviĝas en ĉi tiu ĉambro?	この部屋にありますか？	Is it in this room?	Maja		
Maja	Ĉu mi povas trinki ĝin?	飲んでもいいですか	can i drink it	Maja		
Maja	Ĉu manĝebla?	食べられるのでしょうか？	Is it edible?	Maja		
Maja	Ne! Vi, manĝegemulo, Joĉjo.	いいえ！食いしんぼうだね、よっちゃん。	No! You foodie, Jack.	Maja		
Maja	Ĉu ĝi estas tablo?	テーブルですか？	Is it a table?	Maja		
Maja	Ĉu krajono?	鉛筆？	A pencil?	Maja		
Maja	Ne. Vi jam faris 10 demandojn.	いいえ。あなたはすでに 10 個の質問をしました。	No. You have already asked 10 questions.	Maja		
Maja	Ĉu ĝi koncernas Esperanton?	エスペラント語に関係するのでしょうか？	Does it concern Esperanto?	Maja		
Maja	Ĉu libro de Esperanto?	エスペラント語の本?	Cu book of Esperanto?	Maja		
Maja	Ĉu vi ŝatas?	好きですか？	Do you like?	Maja		
Maja	Ĉu ĝi estas utila por vi?	それはあなたにとって役に立ちますか？	Is it useful for you?	Maja		
Maja	Jes. Por mi kaj por esperantistoj.	はい。私にとってもエスペランティストにとっても。	Yes. For me and for Esperantists.	Maja		
Maja	Verda standardo?	緑のバナー？	Green banner?	Maja		
Maja	Ĉu verda stelo?	緑の星？	A green star?	Maja		
Maja	Ne, sed tre proksime.	いいえ、でも非常に近いです。	No, but very close.	Maja		
Maja	Ĉu vi havas ĝin?	あなたはそれを手に入れましたか	do you have it	Maja		
Maja	Jes, mi havas aŭ surmetas ĝin nun.	はい、持っています、または今身につけています。	Yes, I have or am wearing it now.	Maja		
Maja	Ĉu ĝi estas pli granda ol ĉi tiu vortaro de Esperanto?	このエスペラント語辞書より大きいですか?	Is it bigger than this Esperanto dictionary?	Maja		
Maja	Ĉu ronda?	丸いですか？	Is it round?	Maja		
Maja	Jes. La sekvanta demando estas la lasta!	はい。次の質問が最後です！	Yes. The next question is the last!	Maja		
Maja	Ĉu?... Ah, mi komprenas! Ĝi estas insigno de Esperanto ĉu ne?	え？……あ、分かりました！エスペラント語のバッジですね。	Huh?... Ah, I understand! It’s an Esperanto badge, isn’t it?	Maja		
Maja	Jes, trafite!	はい、当たり！	Yes, hit!	Maja		
