A.zh-tw content.tsv
Level	Esperanto	zh-tw	en-us	Grupo	Alternativoj	Pronoco
level	memoras	記得	remembers	grupo	alternativoj	prononco
level	nun mi memoras	現在我想起了	now I remember	grupo	alternativoj	prononco
level	dimanĉo	星期日	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	今天是~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	今天是星期天	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	睡覺並進入睡眠狀態	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	一個太陽和一個月亮	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	突然又突然	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	離開！ （開始）	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	跳啊跳	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	總是早	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	今天放跑	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	與年齡無關的東西	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	與聰明人同行	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	盡快	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	什麼是男孩，什麼是女孩	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	既沒有思考也沒有記憶	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	週日，魔鬼在等水	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	這麼小的一刻	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	即使是這麼小的一刻也是值得的	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	一直哭到晚上	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	收起手中的郵件	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	自己笑了，收起郵筒	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	他和她都沒有笑	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	她既不笑也不回答	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	他既不坐著也不觀看	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	我從來沒見過	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	我永遠不會告訴任何人	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	不告訴任何人	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	我永遠不會說	I will never say	grupo	alternativoj	prononco
level	mem	對自己（自己）	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	我自己做的	I did it myself	grupo	alternativoj	prononco
level	faris tion	做到了（做到了）	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	自己做的（自己做的）	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	再見（再次），再次見到你	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	直到！ （再見！）	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	開始說話	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	開始說，終於開始說話	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	喝得很快	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	早上喝了一杯	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	早點來	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	來學校	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	早點來~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	沒聽到消息	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	還沒聽說	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	我還沒聽說	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	在那一刻	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	那一刻他哭了	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	一個不愛的男孩	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	男孩和女孩	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	其他男孩和女孩	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	不愛其他男孩和女孩	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	既不是朋友也不是女朋友	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	既沒有錢又沒有時間	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	誰有這本書？	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	你等待的書	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	那個，你等了兩年多的	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	你想要那個嗎？	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	你想要那個嗎~？	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	最親愛的	dearest	grupo	alternativoj	prononco
level	plej kara foto	最親愛的照片	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	我最親愛的照片	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	哪裡買的~？	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	那件衣服	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	那件衣服（目標）	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	買了那件衣服	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	你會去那裡	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	你去哪裡？	where are you going to?	grupo	alternativoj	prononco
level	suna tago	晴天	sunny day	grupo	alternativoj	prononco
level	estos suna tago	這將是一個陽光明媚的日子	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	如果天氣晴朗的話	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	你哥哥已經開始了	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	你弟弟開始了嗎？	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	水在哪裡	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	帶水	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	你自己帶來的	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	你自己帶來的水	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	很安靜	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	今天我媽媽是~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	我來自~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	走出學校	out of the school	grupo	alternativoj	prononco
level	raportis al ~	報告給~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	並向她報告	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	報道說~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	報告說我會收到	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	我會得到不好的成績	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	她這麼說~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	你必須讓〜工作	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	更多的	more	grupo	alternativoj	prononco
level	pli multe laborigi	使工作更多	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	讓你的頭腦運轉起來	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	有多少成績不好	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	你的成績很差	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	難過（過去式	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	進入你的房間	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	進入你的房間	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	去學習	go and learn	grupo	alternativoj	prononco
level	mi sidis	我坐了	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	在我的房間裡	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	坐在我的房間裡	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	既不學習也不讀書	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	但我既無法學習也無法閱讀	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	我的想法	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	在一場比賽中	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	和我的朋友們一起玩遊戲	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	在運動時	at sport	grupo	alternativoj	prononco
level	al mi mem	對自己	to myself	grupo	alternativoj	prononco
level	diris al mi mem	對自己說	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	如此愚蠢	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	我有那麼傻嗎？	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	雖然我學到了很多	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	母親進來了	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	我的話	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	並聽到了我的話	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	她立即回答	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	不是，親愛的	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	你不傻	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	問題是~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	你必須學習的	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	必須學到更多	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	那你將不會有	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	成績不好	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	只會有不好的成績	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	現在也	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	我沒有它們	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	我成績很好	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	關於音樂	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	關於音樂的好筆記	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	媽媽突然笑了起來	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	美化了~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	我的一天	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	讓我很開心	made my day	grupo	alternativoj	prononco
level	sed tamen restis	但仍然保留	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	但問題仍然存在	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	一公斤~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	一公斤糖	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	一杯~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	一杯水	a glass of water	grupo	alternativoj	prononco
level	multe da ~	很多~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	很多想法	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	要忍住	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	整理好一切	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	交給他	handed over to him	grupo	alternativoj	prononco
level	mi petas	我問	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	一杯咖啡	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	和一些水	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	我想要一杯咖啡	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	我想要杯茶	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	傷害他	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	他頭痛	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	他生病了	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	喜歡漂亮	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	她美化了自己的臉	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	這個男孩喜歡漂亮	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	因此她美化了它	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	午餐後	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	打掃廚房	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	誰來打掃廚房？	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	想喝	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	你想喝什麼	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	喝茶	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	一點水	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	你什麼都不想要嗎？	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	如此突然	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	為什麼決定~？	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	為什麼這麼突然決定？	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	你的房間	your room	grupo	alternativoj	prononco
level	via ĉambreto	你的小房間	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	到你的小房間	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	翻新你的小房間	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	決定翻新你的小房間	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	給誰	to whom	grupo	alternativoj	prononco
level	vi donis ~	你給了~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	你給了誰~？	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	清潔眼鏡	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	你給了乾淨的眼鏡	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	乾淨的酒杯	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	針對誰	against whom	grupo	alternativoj	prononco
level	via sportklubo	你的運動俱樂部	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	對~	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	兩週前	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	你的運動俱樂部與誰比賽？	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	你看到了嗎~？	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	你常看到嗎~？	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	經常見到警察	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	住的人~	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	住在住宿的地方	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	你上方的住所	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	看到住的警察啦~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	駕駛計劃	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	想去旅行	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	去另一個國家旅行	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	在空閒時	in free time	grupo	alternativoj	prononco
level	ili decidis iri	他們決定去	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	決定去義大利	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	舊城	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	一個擁有古老城市的國家	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	其他美女	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	和其他美女	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	一個擁有古老城市和其他美景的美麗國家	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	他們很高興	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	〜在哪裡？	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	我的衣服在哪裡	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	她問~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	大家別忘了帶哦~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	隨身攜帶這本書	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	一本學習世界語的書	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	帶著一本書去學習	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	我們可以開始啦~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	在火車上	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	已經在火車上	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	我們不會做任何事	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	搭車	by car	grupo	alternativoj	prononco
level	ni veturos per ~	我們開車過去~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	會開車	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	我有一個秘密	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	我有錢的叔叔	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	我的希望	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	實現了我的願望	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	給我們	gave us	grupo	alternativoj	prononco
level	sian aŭton	他的車	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	並給了我們他的車	and gave us his car	grupo	alternativoj	prononco
level	por uzo	用來	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	就站在前面~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	站在房子前面	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	不得不說~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	別說什麼	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	我們坐下來	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	上車	get in the car	grupo	alternativoj	prononco
level	veturi al ~	開車去~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	並開車前往義大利	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	坐在車裡	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	還有衣服	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	〜在車上	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	仍然坐著等待	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	但他等待著	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	我們為什麼不~？	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	我們為什麼不開始開車呢？	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	我也有~	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	會開車	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	但我不知道~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	我從來沒學過	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	我就信了~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	如果我健康的話	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	我會很高興	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	就好像你很有錢一樣	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	你坐在那裡就好像你是個有錢人一樣	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	涉嫌學校	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	像有錢人	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	你像個有錢人一樣坐在那裡	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	好多錢	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	錢和想法一樣多	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	如果我有那麼多錢	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	我會去旅行	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	世界各地	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	在每本字典中	in every dictionary	grupo	alternativoj	prononco
level	mankas io	缺了點什麼	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	有些字不見了	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	一個長篇大論的人	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	在餐桌上	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	說出來的人會保持飢餓	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	餐桌上不斷訴說	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	他得注意了~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	不被允許~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	被允許留下來	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	不準久留	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	在雨中待在外面	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	這就是他感冒的原因	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	他有自己清晰的想法	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	但他會相信一切	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	不管你說什麼	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	就像你是他的妻子一樣	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	你的父母	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	為了讓你的父母高興	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	有什麼可以請〜？	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	什麼能讓你的父母最高興？	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	學習後	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	至少在學習之後	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	進入市中心	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	如果你願意和我一起去	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	如果你願意和我一起去市中心	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	您想去哪裡旅行？	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	如果你有的話~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	足夠的錢	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	如果你有足夠的錢和臨時工	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	你打算去嗎~？	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	計劃去巴黎旅行	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	駕駛axuto	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	好多了	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	看起來好多了	seems much better	grupo	alternativoj	prononco
level	per vagonaro	搭乘火車	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	還是看起來沒有好很多？	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	各種各樣的人	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	為什麼人們會以不同的方式解釋？	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	相同的想法	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	解釋了相同的想法	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	家人團聚	family members get together	grupo	alternativoj	prononco
level	kiel rapide	太快了	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	日子過去了	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	日子過得真快啊！	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	明天會~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	你父親的生日	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	幾位家庭成員	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	幾位家庭成員會來	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	和朋友	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	可以嗎~？	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	你能幫忙嗎？	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	一小會兒	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	找一點時間	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	整理你的房間	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	至少收拾一下你的房間	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	我願意~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	我想做點東西	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	好東西	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	煮點好吃的	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	為了生日蛋糕	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	缺乳	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	在家裡	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	有必要採購~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	一些食物	some food	grupo	alternativoj	prononco
level	el vendejo	從商店	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	從藏身處獲取一些食物	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	我會購物	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	為了生日	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	而不是坐著吃飯	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	有趣的人	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	和無趣的家人	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	我想去野餐	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	與俱樂部成員	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	與哪些俱樂部成員？	with which club members?	grupo	alternativoj	prononco
level	diris la patro	父親說	said the father	grupo	alternativoj	prononco
