B.sv content.tsv
Level	Esperanto	sv	en-us	Grupo	Alternativoj	Pronoco
level	la prezidanto de TEJO diros kelkajn vortojn	TEJO:s ordförande kommer att säga några ord	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	kongressens tema	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	det verkar, förmodligen	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	någon från LKK kommer förmodligen att presentera kongressens ämne	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	varje IJK har sitt tema	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	Jag hoppas att det blir lite musik också	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	ja, var kommer det att ske?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	i den stora föreläsningssalen	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	hur hittar man det?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	när du lämnar denna plats	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	gå rätt till slutet av byggnaden	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	för kanske 100 meter	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	rätt igen, rakt på kanske 100 meter	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	och det finns ett gult hus	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	på vänster sida av vägen	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	skyltar om alla IJK-sajter	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	i den hittar du skyltar om alla IJK-sajter	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	Jag skickar ett meddelande via mobiltelefon	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	om jag inte hittar den	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	åh, bra idé, vi ses där uppe!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	i föreläsningssalen	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	skyddsänglar? skojar du?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	ordförande för TEJO	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	äntligen önskar jag er alla en trevlig vecka	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	enligt den senaste informationen	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	vi är 423 här från 38 länder	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	Jag önskar dig en givande och jätterolig IJK-vecka	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	varmt välkomna, på uppdrag av TEJOs styrelse	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	efter en stor applåd	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	lyckades du hålla dig vaken?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	ja, främst på grund av min hunger	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	nej, jag skojar. det var intressant att höra	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	var intressant att höra lite om verksamheten	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	att höra om rörelsens aktivitet och struktur	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	en TEJO-session kommer att intressera dig	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	kanske några av TEJO-sessionerna kan vara intressanta för dig	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	Ja Kanske	yes maybe	grupo	alternativoj	prononco
level	mi provos	jag ska försöka	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	ska försöka närvara	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	Jag ska försöka närvara	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	att delta i en	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	vara med för att se	attend to see	grupo	alternativoj	prononco
level	iun tagon	en dag (någon dag)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	Jag ska försöka en dag	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	en dag att delta	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	vara med någon dag för att se	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	Jag ska försöka en dag att delta i en för att se	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	vad är det där?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	vad handlar det om ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	en skyddsängel	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	det där med &quot;vaktängel&quot;	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	men vad är	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	men vad är det med en &quot;skyddsängel&quot;?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	ett skämt?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	ett dåligt skämt?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	dåligt skämt	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	något skämt	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	något dåligt skämt	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(är det) något dåligt skämt?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	jag skojar	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	nej, jag skojar	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	det var intressant att höra	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	hur man kontaktar ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	och hur kontaktar man de änglarna?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	med någon IJK-bön kanske	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	försök! om det inte fungerar kan du gå till ~	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	du kan gå till rummet &quot;The sky&quot; efter lunch	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	bra, först mat, sedan himlen	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	först mat, sedan i himlen till änglarna	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#REF!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	efter lite mindre mat	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Kabe går till rummet &quot;himlen&quot;	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	hej, är det din första IJK?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	ok. Jag är mycket glad. Jag är Jesi	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	och det här är redan min sjätte IJK	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	här är ett papper med några frågor	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	papper med frågor och uppgifter	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	några frågor och uppgifter relaterade till kongressen	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	du försöker lösa dem	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	Jag föreslår att du försöker lösa dem	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	med Ana från Polen, Boris från Tyskland och Natsuko från Japan	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	ring mig bara om du behöver hjälp	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	senare i boktjänsten	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	så hur var det i himlen?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	Jag träffade faktiskt en riktig ängel!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	himmelskt, jag tror att jag faktiskt träffade en riktig ängel!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	hon var fantastiskt vacker och snäll	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	Herregud! och vad heter hon?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	åh, jag har redan glömt!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	fler och fler blir fulla	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	i baren blir Kabe mer och mer full	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	är bartendern också?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	en öl tack	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	det kostar 1 euro	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	vill du också ha något annat?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	nej tack, öl räcker för mig	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	verkligen? hur är det med vodka, lambamba och honor?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	ja, varför inte	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	det sägs vara roligt	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	Jag har inte dansat labamba än, men jag har fått höra att det är kul	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	under låten &quot;La Bamba&quot; dansar folk	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	folk dansar i en stor cirkel	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	och inom den kretsen dansar andra	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	fungerar så att ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	fungerar så att folk dansar i en stor cirkel	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	dansar i en stor cirkel och inom den cirkeln	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	människor dansar och andra människor dansar	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	de som dansar inom cirkeln	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	de som dansar väljer en dansare från kretsen	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	väljer en dansare och kysser henne eller honom	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	kysser henne eller honom tre gånger på kinderna	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	väljer en dansare och pussar på kinderna	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	väljer en dansare från cirkeln och kysser	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	sedan byter de plats	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	kyssar, en kyssande person, en kyssad person, en person som kommer att kyssas, en person som kommer att kyssas	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	och den kysste blir en person som kommer att kyssas	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	de dansarna väljer och sedan byter de plats	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	personen som kysstes är nu en person som kommer att kyssas	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	väldigt lätt, eller hur?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	ja, jag hoppas att det är ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	lättare i praktiken	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	hoppas det är lättare	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	det är lättare i praktiken	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	Jag ska försöka någon gång	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	men först ölen!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	Jag ska försöka en dag, men först ölen!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	en smart pojke	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	du som känner nästan alla	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	känner nästan alla här	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	vet du vem tjejen är?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	tjejen som samordnade	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	flickan som koordinerade &quot;skyddsänglarna&quot;	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	du tänker förmodligen på Jesi	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	Ja det stämmer!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	Jag minns att jag hörde	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	nu minns jag att ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	kom ihåg att jag hörde hennes namn	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	enligt min åsikt	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	hon är en konstig person	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	enligt mig är hon en konstig person	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	dricker inte öl alls	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	och äter inte kött	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	det verkar som om ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	hennes enda intresse är ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	enda intresse är esperantoaktivitet	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	det verkar som om hennes enda intresse är esperanto	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	men hon är väldigt vacker	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	är väldigt vacker och snäll	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	väldigt trevlig och snäll enligt mig	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	kanske har du rätt	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	det kanske du har rätt i	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	är nästan aldrig i baren	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	hon är nästan aldrig ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	träffar henne inte ofta	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	Jag träffas inte ofta	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	så jag träffar henne inte ofta	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	visslar om sådana människor	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	faktiskt visslar jag totalt	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	Jag förstår ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	det är så en riktig bartender pratar	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	med rätta, så för din hälsa!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	till din hälsa! åh, bra öl	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	självklart var det jag som valde det	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	har du någon aning?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	var skulle det vara möjligt att hitta den där konstiga tjejen?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	att hitta den där konstiga men väldigt vackra flickan	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	idé var den kan hittas ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	har en idé om var det skulle vara möjligt att hitta ~	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	definitivt i te tvättstugan (Owlery)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	sådana människor sitter ständigt	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	sitter konstant där och dricker te	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	vilket tråkigt liv!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	te tvätt (Owlery), är en lugn plats	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	en lugn plats där du kan dricka te	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	dricka te, chatta, lyssna på lugn musik	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	lyssna på lugn musik och liknande	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	du hittar den i slutet av korridoren	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	i slutet av korridoren utanför baren	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	du kan inte bära din öl	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	ta din öl där	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	men du kan inte ta din öl dit	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	det är verkligen en plats för ugglor!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	till dansgolvet först	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	jag kanske borde gå först	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	låt mig gå till dansgolvet först	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	nästa person!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	vad vill du älskling	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	finns det en ledig plats?	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	Ja säkert	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	väldigt trevligt här	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	här i te tvättstugan (uggla)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	Jag behöver lite lugn	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	efter en mycket stressig dag	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	lugn efter en stressig dag	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	atmosfären i en tetvätt (owlery)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ är en mycket bra kontrast	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	kontrast till andra händelser	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	de andra evenemangen under IJK	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	stämningen är en kontrast till de andra händelserna	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	det är en väldigt bra kontrast, eller hur?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	ja, mjuk musik	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	mjuk musik, tyst samtal	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	lugn pratstund och lite intressant te	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	perfekt för att återfå styrka	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	du verkar väldigt trött	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	vad gjorde du hela dagen?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	först gjorde jag ett inlägg	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	inlägg för morgondagens utflykter	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	Jag gjorde ett inlägg för utflykter	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	förresten, ska du åka?	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	ska åka på utflykt	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	ska du på någon utflykt?	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	ja, till det stora vattenfallet	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	och sedan till en utställning	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	en utställning om modern konst	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	till ett vattenfall och sedan till en utställning	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	ett bra val	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	Jag ska också åka dit	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	hur som helst, jag ledde en diskussionsgrupp	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	att hänga affischer	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	efter upphängningen av utflyktsaffischerna	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	diskussionsgrupp med titeln &quot;feminism&quot;	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	ledde en diskussion med titeln &quot;feminism&quot;	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	är feminism densamma i olika länder?	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	intressant och livlig diskussion	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	var mycket intressant och livlig	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	de senaste fem timmarna	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	Jag var i en lång session	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	de senaste timmarna har jag varit på ett kommittémöte	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	vid ett långt utskottsmöte	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	den var verkligen för lång	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	utskottet har avslutat sitt möte	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	men nu har nämnden avslutat mötet	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	det var riktigt långt, men nu är det över	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	Åh, så du är kommittémedlem?	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	styrelsen för TEJO	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	Jag är också med i styrelsen	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	ja, jag är också ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	sitter också i styrelsen för TEJO	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	ja, och jag är ~	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	Jag har aldrig varit aktiv	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	mycket aktiv i rörelsen	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	var aldrig aktiv i rörelsen	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	TEJOs huvudsakliga verksamhet	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	vad är huvudaktiviteten nu?	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	vad är egentligen huvudaktiviteten?	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	det är enormt	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	en mängd olika områden	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	inom olika områden har vi verksamhet	in various fields we have activity	grupo	alternativoj	prononco
